AverageAction,AverageAbsY,QFunRegParamNorm,AveragePolicySurr,AverageQ,AverageDiscountedReturn,MaxReturn,MinReturn,Epoch,StdEsReturn,AverageReturn,AverageY,AverageAbsQ,MinEsReturn,AverageEsReturn,Iteration,PolicyRegParamNorm,StdReturn,MaxEsReturn,AverageAbsQYDiff,AverageQLoss
0.995061,259.202767458,229.535,-132.782,258.613,104.218411468,1005.73229689,1003.03781836,939,125.594703149,1004.49759047,258.66204378,259.204,116.98748421,253.954614759,939,87.2534,0.70710535933,420.372076365,9.30007483241,312.728
0.966162,266.587339785,229.518,-137.091,266.164,106.048319774,1014.49403414,1008.93887863,940,179.420707002,1011.75207762,266.202894533,266.63,394.692127626,574.112834628,940,87.3822,1.72845140272,753.53354163,9.97688620083,338.506
0.994093,268.456213084,229.474,-137.192,268.042,107.004639045,1021.64655948,1013.60124597,941,112.421787858,1017.30276462,268.05198335,268.512,201.457701701,313.879489559,941,87.3698,2.18009904444,426.301277418,10.9550249128,394.209
0.998973,269.472815053,229.431,-137.319,269.04,96.0869325455,980.906123415,975.047206137,942,157.583729907,977.947138228,269.05224905,269.505,141.259975291,345.81670195,942,87.3477,1.87978822672,529.231572145,9.97749853696,347.145
0.995013,269.788635393,229.399,-136.918,269.346,101.851602334,1006.91224006,997.188331933,943,220.530729504,1001.451021,269.358259843,269.822,80.9190676029,302.69781246,943,87.4946,3.23457768779,603.485434566,9.75352708233,303.594
0.995187,266.53223431,229.31,-135.231,266.046,108.811545816,1031.00173847,1006.46607308,944,0.0,1017.65703167,266.054669412,266.599,110.19445236,110.19445236,944,87.4891,7.32392794376,110.19445236,9.93302252975,317.209
0.994263,269.181147616,229.269,-136.919,268.716,107.397857061,1032.98762633,491.178471302,945,0.0,947.346090812,268.729996198,269.228,980.349465686,980.349465686,945,87.5333,164.900101987,980.349465686,9.73367456712,312.14
0.996544,268.577086855,229.219,-136.507,268.099,110.440083478,1040.23440888,1009.70369803,946,86.7981742151,1026.35478094,268.094269966,268.65,805.073266142,891.871440357,946,87.4809,9.07803233577,978.669614572,9.54931338091,326.755
0.992952,269.166681207,229.159,-136.57,268.72,112.302463429,1060.67713906,115.598000386,947,57.0938988415,895.523062869,268.724550032,269.23,160.945851955,256.214294604,947,87.5117,335.886206344,311.957050693,9.3969615498,305.722
0.992747,266.737189374,229.125,-135.118,266.237,110.754505454,1046.56164469,1009.97018838,948,83.9642484193,1028.33467334,266.245119918,266.782,62.9930049832,202.244898061,948,87.6184,11.7210984522,288.140908395,9.26889819586,317.627
0.998776,264.193922317,229.084,-133.517,263.727,74.8365314614,262.662228109,149.057438475,949,152.548115905,190.234490386,263.715299183,264.287,168.792112058,355.392763697,949,87.7022,25.369730424,542.456297146,9.15956201883,301.292
0.997926,260.657459599,229.071,-131.676,260.209,52.9968811303,103.746940603,74.3233938727,950,77.0440146628,90.3055741279,260.206878588,260.751,53.3043843142,158.532097005,950,87.7661,6.1569841405,257.990767378,8.89687294217,266.582
0.999034,256.880089258,229.003,-129.457,256.361,59.8107641003,124.33302446,93.675511795,951,47.1719847878,110.082048826,256.355331979,256.959,110.05901916,169.142302812,951,87.8025,6.74080838506,237.568032181,8.84864601581,265.413
0.999267,251.879455277,228.937,-126.513,251.372,63.5410620199,143.968155726,107.321810345,952,115.223919803,124.504843253,251.366058623,251.957,146.876751942,304.867323026,952,87.8204,8.03195687979,418.417812641,8.56768084134,261.315
0.999349,247.345085244,228.89,-124.048,246.748,54.5960282367,107.835758081,76.2526669229,953,92.2855177002,93.496994621,246.728819269,247.429,51.6936866008,181.146012878,953,87.9656,6.15583921837,311.302647839,8.31900997201,231.928
0.999245,241.946194045,228.798,-121.324,241.314,52.1743999629,98.4546431089,71.6380499187,954,109.811755004,87.5675950517,241.304777613,242.034,140.941235284,282.832733565,954,87.8825,5.02975404154,408.44139831,8.25484140412,225.023
0.999194,235.488419238,228.725,-118.075,234.794,57.1835183056,119.778585247,92.7727566081,955,72.0720941153,102.886295152,234.776281622,235.56,212.766197438,313.21657714,955,87.8476,5.7215498709,378.40408762,8.18040309393,212.767
0.998777,229.798093276,228.676,-115.006,228.992,56.8839184229,119.064028482,89.4749226253,956,31.5805215971,101.722816119,228.981117111,229.856,191.679913186,210.856349732,956,87.8201,6.02124710391,265.538406611,8.16993579887,211.239
0.996582,224.733655742,228.678,-112.523,223.71,68.1213549645,196.259939105,109.555751817,957,24.1581436187,140.351045297,223.696796133,224.753,160.00281951,202.417941046,957,87.8531,14.8591497023,233.645679111,8.08256362206,198.8
0.998502,219.466206003,228.636,-109.767,218.345,65.1139447793,142.522514209,115.647441459,958,58.8004535603,128.759813641,218.330850454,219.536,92.0961657033,188.655799768,958,87.9329,7.24929100821,264.371020274,8.06655341452,194.822
0.998672,214.440726495,228.572,-107.107,213.206,69.4476346954,176.567433484,129.547622868,959,82.3111446278,151.758280695,213.182292085,214.492,38.0517225452,148.850113769,959,88.0056,10.9082775333,250.360311028,7.81510162421,193.449
0.995329,208.068876134,228.57,-103.781,206.806,69.1405219538,172.419713489,120.267164895,960,32.8323515214,148.391940914,206.798983586,208.1,117.302011471,166.156308276,960,88.0629,10.4517491891,210.490740052,7.86265184167,194.975
0.99074,201.647093792,228.518,-100.541,200.243,77.4550529166,315.71389868,139.022737541,961,27.0253321811,198.640914964,200.228018039,201.689,130.915225144,175.83818312,961,88.1053,34.5651422696,209.99663223,7.76655374945,179.417
0.991678,195.699341474,228.485,-97.5824,194.025,82.6754433949,341.936804888,177.933494217,962,60.5886711215,247.886438818,193.993710405,195.728,116.231290097,183.808660419,962,88.1109,40.4693802153,258.286432956,7.95225083572,191.953
0.993162,190.267894932,228.449,-94.761,188.536,88.4181712013,690.362844025,233.195608337,963,48.6521320259,475.741093046,188.535530829,190.252,135.002687626,202.465016726,963,88.1464,130.919727802,276.328701753,7.95313556259,186.891
0.99239,186.702216591,228.374,-92.9277,184.875,87.5524627993,457.98917575,215.544200879,964,107.750907587,324.553287224,184.856772669,186.694,26.3472278143,200.012769384,964,88.1349,62.335365531,321.853223338,7.9373663292,188.774
0.994115,182.663565381,228.347,-91.1944,180.711,86.542050208,423.393127044,196.504611588,965,115.420735463,303.711754147,180.697595005,182.664,14.0771062639,148.326555055,965,88.2701,46.8462122466,390.906874815,8.14639893246,186.597
0.991993,179.83785775,228.329,-89.883,177.862,68.7218388171,192.010932314,104.848952579,966,119.226048243,146.777595042,177.867362644,179.81,135.466088823,255.04827684,966,88.2786,16.4086391907,388.01505831,8.37882207532,199.755
0.998145,178.277814279,228.3,-89.1119,176.173,77.1876950849,233.894443175,176.517326433,967,175.160569156,202.722974071,176.166585988,178.274,34.3181218153,207.246539575,967,88.3352,15.1192078962,484.725356078,8.30259931351,198.302
0.995917,175.735556791,228.278,-87.8933,173.552,75.3961710812,200.802557907,161.480230248,968,129.337397032,184.200332788,173.555242683,175.685,132.141070369,305.687371774,968,88.3167,8.46096183161,442.495553784,8.17534842091,192.988
0.997608,175.530848225,228.249,-87.845,173.094,83.0632800655,332.133889904,240.137259265,969,44.6365214234,289.823241665,173.099186156,175.493,130.037655179,201.407293745,969,88.3512,20.5255300795,246.086133245,8.20973304731,203.8
0.998895,175.63774457,228.212,-88.1299,173.031,91.1084692692,971.845804182,969.1609246,970,33.2937385696,971.082571025,173.028474432,175.592,215.386121105,242.857124801,970,88.4698,0.757130415397,289.709352164,7.94736822165,198.689
0.994547,176.931263199,228.182,-88.8041,174.058,91.9620363488,969.598546749,967.525376614,971,110.741289116,968.349021579,174.067862447,176.859,116.08039376,270.380479577,971,88.4535,0.669937853292,397.109893472,7.78517465954,201.778
0.994491,178.366997,228.171,-89.7296,175.579,96.8805404652,983.801758914,978.420739041,972,59.5722231679,980.382406364,175.594814455,178.309,125.914631938,215.247224478,972,88.533,1.72658707099,292.619474061,7.72785970815,197.444
0.999337,180.543999015,228.146,-90.7828,177.656,94.2868231475,978.518034189,975.102797492,973,78.4172137203,977.728408798,177.680700011,180.488,247.735309314,326.152523034,973,88.5324,1.04215916127,404.569736754,7.69594931835,190.506
0.998305,181.841867075,228.164,-91.4082,178.846,106.499173016,1010.70013556,1009.24218339,974,66.4136659699,1009.87688355,178.859087061,181.778,399.343593438,449.755025379,974,88.5312,0.544735146779,543.591479278,7.88265605651,211.771
0.99794,184.315748811,228.102,-92.4603,181.122,100.192199661,991.843036342,983.212705135,975,76.5350335541,987.33951609,181.135755168,184.244,128.906252103,227.909560432,975,88.6667,2.47083677764,315.294928071,7.81455245034,221.261
0.989594,185.454129042,228.039,-93.1512,182.317,105.375729696,1009.44381694,1005.05697662,976,126.72166724,1007.58244096,182.332252681,185.417,95.2148659787,252.04152698,976,88.7644,1.38783210629,402.904253329,7.81273341202,214.377
0.995962,189.005916108,227.983,-95.129,185.967,113.819896161,1038.9630336,1020.57040252,977,114.614258254,1028.77813918,185.975446597,188.979,35.0165084806,188.490141616,977,88.7126,6.94039703673,350.201233444,8.06785285384,219.451
0.996996,193.059476116,227.918,-97.0869,189.849,117.139957633,1046.15878726,668.689428422,978,66.1681324923,1002.69947136,189.831690662,193.053,184.906370544,272.86560819,978,88.7792,105.736626865,344.498653941,8.27734513117,227.365
0.995163,196.594386928,227.882,-98.4241,193.369,110.468402466,1039.4311084,1020.23236485,979,29.7225073983,1028.05363489,193.3732985,196.529,221.716761022,273.1321191,979,88.7258,6.00688964623,292.604838755,7.98927685095,210.799
0.991321,200.881059999,227.816,-100.741,197.674,109.092831255,1036.70551718,1024.97139728,980,132.80536853,1031.78231315,197.665891085,200.883,99.4957660709,287.310689679,980,88.7791,3.72726043099,381.472549212,7.6890858998,204.258
0.993699,206.095506034,227.812,-103.308,202.753,72.2446147073,493.477538887,63.2851360379,981,77.6460913552,165.180377455,202.745266318,206.053,162.563656583,257.945101506,981,88.7818,116.119497603,352.754378991,7.65803042063,215.301
0.998436,210.059455374,227.803,-105.4,206.838,77.9236272878,991.27589992,76.5800871689,982,52.8074974309,185.279180846,206.851648872,210.05,307.418722334,374.812928705,982,88.8768,149.405524229,436.375124535,7.56826530116,194.164
0.998462,212.948349309,227.766,-106.944,209.89,61.8273059637,379.739678724,55.8049323756,983,145.582620049,108.980653966,209.904893258,212.941,122.492992578,273.500652503,983,88.8371,65.2549985355,470.202518232,7.32869074583,181.309
0.999374,211.94070844,227.725,-106.488,208.947,57.4484632425,210.464398381,45.5377791637,984,20.2942666759,98.924605034,208.947948771,211.948,345.710691431,374.31011261,984,88.8572,42.4422930257,390.69326291,7.41223866936,188.996
0.998847,211.247293343,227.683,-106.31,208.402,26.9308422244,64.4102474477,22.8478937526,985,118.576827749,30.5865430698,208.423357251,211.244,19.5953468241,187.043209789,985,88.8973,2.58549940038,278.616090877,7.52940344062,179.772
0.998697,214.315620382,227.635,-108.749,211.91,30.4919502647,100.918218071,28.8635658949,986,154.473265535,35.3585828808,211.921808858,214.386,20.1474749411,154.031459363,986,89.0233,6.64348504255,465.646737146,7.22310993568,186.806
0.998421,217.383456723,227.624,-110.517,215.396,32.6443328459,134.418333644,29.697534829,987,59.223172109,38.6332215833,215.419312325,217.391,10.6095201706,81.6301771871,987,88.9927,9.75564840105,187.512658242,7.20895787337,217.542
0.99901,222.182907814,227.65,-113.397,220.559,68.0817023456,439.109984131,52.4390274773,988,0.0,134.108613975,220.589853839,222.214,995.560386992,995.560386992,988,89.0011,95.3288251079,995.560386992,7.23375187353,195.811
0.998301,225.315835664,227.654,-115.272,223.992,132.479112391,978.652560055,299.498892522,989,290.01166504,428.558697499,224.014331655,225.328,71.0703764063,282.45240666,989,89.0388,133.857155085,692.525380439,7.2966950405,210.773
0.998684,232.040285814,227.654,-119.026,230.94,114.025003042,1058.33156479,1027.76043247,990,153.983060838,1043.41203099,230.977559509,232.064,120.269438708,312.548384254,990,89.0425,7.89896804864,497.219093674,7.43344031275,220.688
0.998236,237.388931343,227.672,-121.687,236.411,113.015835174,1042.52392882,333.987696848,991,0.0,810.321782842,236.425238697,237.454,621.758041833,621.758041833,991,89.0826,256.715480186,621.758041833,7.66848896999,240.981
0.998556,247.019182719,227.677,-126.694,246.199,96.7153009432,496.699794247,100.432341822,992,360.914625267,205.837517364,246.225351137,247.042,48.774452747,432.173758003,992,89.0733,91.5713333066,1014.3397021,7.91070918596,270.028
0.998976,254.758255209,227.735,-131.058,254.024,37.7217587109,101.90626123,17.3501457678,993,34.532537398,46.1164173052,254.045528307,254.771,235.160990827,269.693528225,993,89.1698,20.9964656038,304.226065623,7.86079431188,255.15
0.998757,264.002606807,227.759,-135.549,263.415,80.6256009626,252.955468667,101.595135148,994,74.4181818645,116.607335604,263.450592517,264.027,531.379841034,605.798022899,994,89.2113,18.2492913665,680.216204763,7.84988406321,255.103
0.99811,272.250961642,227.777,-139.874,271.729,85.7254731676,482.586697353,82.1924935345,995,35.47755767,145.340459845,271.741905353,272.299,367.901350271,418.014690506,995,89.1566,79.960819098,445.18689724,8.13545257505,284.596
0.998932,279.202322107,227.759,-143.419,278.778,135.267835267,415.835704851,111.17364058,996,6.72759065331,284.32241432,278.786326956,279.259,193.287071348,200.014662001,996,89.129,81.5450449403,206.742252655,8.03404202747,279.735
0.997747,286.376550061,227.783,-146.522,285.985,119.14481554,1076.93535426,1031.58983719,997,234.687375562,1051.982343,285.984564736,286.424,204.293987144,379.461201528,997,89.1342,14.508053389,783.610471224,8.25286563142,281.877
0.998576,291.85104692,227.825,-148.828,291.557,119.337417064,1058.75292609,1034.53896266,998,139.298462379,1044.84654161,291.562102684,291.908,306.468289509,434.761306868,998,89.1927,7.42899720069,628.375065091,8.41439709908,307.819
0.99841,292.916779318,227.866,-149.064,292.723,115.41718835,1041.61996547,1027.65340501,999,159.506650392,1031.67353557,292.728167605,292.984,48.259175346,272.332154245,999,89.2466,3.99581130091,406.886023081,8.61231245541,307.039
0.998313,293.210810557,227.911,-148.541,293.08,75.1119592349,1028.00110428,69.3758649707,1000,151.855113993,264.3438543,293.082521776,293.28,186.759867922,338.614981915,1000,89.2513,323.591417715,490.470095908,8.31846793971,334.736
0.999568,290.469566696,228.016,-146.784,290.32,116.543033349,1059.46813162,466.769556043,1001,125.56622451,963.114582095,290.327753003,290.535,66.083603412,192.698707188,1001,89.297,185.722635023,459.629539988,8.0472473923,295.502
0.998812,285.432944727,228.022,-143.932,285.274,111.534674139,1029.60879869,1012.50621948,1002,151.881347539,1021.65687596,285.278206966,285.483,1.88250558729,174.052394488,1002,89.4146,5.35701209672,411.541131464,7.83960849159,266.098
0.998851,278.764321623,228.041,-140.737,278.617,123.993310416,1095.03185971,678.671180302,1003,167.265363417,952.676141739,278.617225894,278.845,227.982080775,395.247444191,1003,89.4124,156.854083697,562.512807608,7.91363069223,259.423
0.999013,273.767631309,228.045,-138.053,273.619,123.463830393,1079.73401478,1036.79293944,1004,25.2581654898,1063.00262284,273.627163963,273.835,381.988069199,403.240670746,1004,89.3209,11.7590705412,438.730752034,7.90884035347,262.106
0.998998,266.852819046,228.089,-134.566,266.713,118.90861284,1067.93204261,1048.73279455,1005,115.620414833,1056.94059952,266.699200102,266.943,120.668686857,283.581906673,1005,89.3589,5.71322975407,377.145646546,7.46117873153,234.15
0.999541,263.466979139,228.138,-132.964,263.295,64.5059936264,97.6711184202,68.1140226041,1006,116.402864632,82.9178247712,263.30508754,263.533,93.4060318928,224.888428352,1006,89.2889,5.07376423036,376.412637183,7.71903011022,274.759
0.999621,260.720918787,228.155,-131.711,260.567,69.6589860622,99.1890407368,73.7519889399,1007,137.280106667,91.8465475052,260.567010297,260.779,198.939504166,337.668850826,1007,89.303,3.98755624732,491.423565979,7.32507718868,250.143
0.999675,256.616321192,228.171,-129.569,256.472,48.2400065962,88.477676107,46.5317893061,1008,150.586626244,58.3916292094,256.467907537,256.696,62.38995595,272.043015469,1008,89.3209,10.5302972096,409.25309014,7.22251843633,225.739
0.99981,252.848691822,228.23,-127.323,252.701,61.9460431178,113.286962936,47.9761744597,1009,174.861581603,78.4640164281,252.688673307,252.923,194.639753995,369.501335598,1009,89.3091,7.76071490289,544.362917201,7.5697234372,258.674
0.99959,247.946353889,228.212,-124.664,247.731,139.802857612,639.983512681,115.858253187,1010,9.77781243711,344.09096218,247.719672222,247.989,395.449402506,405.227214943,1010,89.5071,144.428698598,415.00502738,7.99661791626,287.778
0.999409,241.655846065,228.219,-121.393,241.463,153.666124453,426.577305126,136.125823066,1011,66.5030351605,342.155715047,241.444438125,241.712,389.946669571,460.599673657,1011,89.4446,51.3664016349,549.685782177,8.460100868,292.632
0.999491,234.0092261,228.253,-117.298,233.74,151.174306891,388.216020572,147.731483873,1012,100.828220859,325.225850036,233.70799322,234.083,104.319185229,244.197736396,1012,89.4719,52.4484118523,338.115927198,9.05198734656,336.621
0.999737,224.950811511,228.329,-112.513,224.576,106.525932691,1158.44314842,76.6558322161,1013,81.9082596894,487.988118045,224.541230746,224.968,300.363429901,410.677901212,1013,89.4959,320.026847958,496.437139623,9.36942473757,337.43
0.999566,216.27892122,228.366,-108.379,215.702,105.737782509,418.946338215,104.747007131,1014,138.807711874,221.991646937,215.687491767,216.291,14.8706756819,220.011992746,1014,89.4502,75.3381426473,405.609920612,9.12287826512,335.26
0.999584,207.264312695,228.429,-103.907,206.377,128.19111405,1204.09240488,357.841572962,1015,80.0451184743,684.702780663,206.369008959,207.292,48.7433055032,185.511007031,1015,89.5333,229.0864105,252.275748474,8.95829120079,307.87
0.999372,199.468376515,228.502,-99.8466,198.28,122.103642661,1124.98428141,1070.10477858,1016,84.15493884,1092.64339486,198.271934994,199.516,17.1616944605,166.441785828,1016,89.6466,18.885175262,271.940756603,8.82601740523,299.896
0.999265,192.153082586,228.464,-95.5361,190.468,140.441836035,726.157478901,383.897172655,1017,40.7827525246,502.59474979,190.454142872,192.201,257.392658781,314.656054677,1017,89.6572,84.542349919,349.248203365,8.79118044171,262.788
0.999333,185.831290598,228.492,-92.213,183.679,110.929348079,513.451087634,101.571136974,1018,73.6781365412,220.241737983,183.680176526,185.854,274.010741525,366.199007846,1018,89.6322,120.186049275,454.348989242,8.86225685743,271.311
0.999349,181.102476314,228.494,-89.9565,178.384,75.957797923,182.157060211,78.7204408462,1019,200.463716898,108.244906213,178.380561299,181.117,121.423757162,321.88747406,1019,89.7243,17.4880305854,522.351190958,8.96783912413,261.22
0.998927,179.862267319,228.47,-89.6236,176.893,90.271504263,221.608158007,129.706493651,1020,252.662683199,168.338175641,176.905331695,179.853,433.558426806,686.221110005,1020,89.7117,17.4548337018,938.883793204,9.17356673356,291.89
0.998435,179.927709633,228.494,-90.0432,176.881,89.2399341251,192.099635375,143.285812011,1021,426.869165287,162.553929966,176.912765674,179.881,40.0045959188,466.873761206,1021,89.63,9.3104913787,893.742926494,9.00490045861,282.128
0.999035,181.118976213,228.528,-91.0592,178.411,89.8812550524,204.582423356,132.982134925,1022,197.495468782,167.304145151,178.429747187,181.129,79.7914189496,277.286887731,1022,89.6525,14.2736859097,474.782356513,9.26142836998,308.24
0.998667,184.114574878,228.534,-93.157,181.741,89.4924767475,217.956340549,116.126894134,1023,93.2889155348,162.086587165,181.763416367,184.069,476.514666514,569.803582049,1023,89.6838,23.6936468909,663.092497584,9.19401847425,307.384
0.999281,189.602610488,228.527,-96.277,187.576,98.6987320388,444.080040364,71.7245854504,1024,197.664226044,185.048142739,187.588416401,189.56,309.760167961,507.424394005,1024,89.64,97.2685754692,705.088620049,9.28840173151,301.879
0.999613,193.051367508,228.593,-98.1651,191.389,68.5370883979,163.406741823,48.5493119457,1025,136.177032167,89.3580896165,191.408699788,193.014,263.178288949,399.355321116,1025,89.6491,8.39525689989,535.532353283,9.34786280506,323.641
0.9993,200.624275619,228.646,-101.779,199.216,73.8082921772,125.051029897,37.8688387719,1026,118.896697254,99.7410573604,199.227606688,200.648,182.011741145,345.938454126,1026,89.5976,27.6931339964,460.315719751,9.14288803003,291.108
0.999617,205.551727543,228.657,-104.442,204.128,136.085745563,327.376993775,60.9242877742,1027,124.640021565,255.817294389,204.125512131,205.538,349.900660005,474.540681571,1027,89.6732,66.5092184063,599.180703136,9.38888473291,317.93
0.999659,211.273431438,228.724,-106.949,209.623,155.969933527,317.84529986,39.9815517851,1028,52.545096759,296.660907895,209.621592347,211.248,375.663833343,444.675722752,1028,89.6971,52.2879731993,503.045869313,9.68049644239,334.93
0.999437,217.378740431,228.822,-110.301,215.619,134.430524675,320.425006734,37.9353166958,1029,230.766823565,251.516212841,215.611054282,217.29,10.0305393209,271.545621963,1029,89.7439,107.143884183,571.381211683,9.90131795007,361.372
0.999507,223.132947147,228.904,-113.016,220.959,143.462476972,322.756219178,51.0572648033,1030,142.314767047,255.951611834,220.941144001,223.006,270.46090547,375.130700547,1030,89.7027,25.0015956918,576.339420091,10.1911657308,365.235
0.999237,229.271229955,229.003,-115.43,226.818,122.552867664,404.549648556,53.6202064269,1031,0.0,235.439305702,226.810848652,229.073,221.915104682,221.915104682,1031,89.8213,99.6854824309,221.915104682,10.5720399454,402.382
0.999803,234.803475288,229.05,-118.316,231.961,143.806167375,377.223031005,69.2379449769,1032,0.0,304.061801562,231.952339376,234.496,977.732100568,977.732100568,1032,89.8167,92.4650581846,977.732100568,10.506204851,400.89
0.999446,237.494373376,229.07,-119.171,234.821,121.093030089,1061.27601973,376.568525518,1033,84.7484001523,952.097081858,234.804903104,237.171,835.061717603,919.810117755,1033,89.8504,222.745209961,1004.55851791,10.7110541686,404.504
0.999569,237.365546755,229.078,-118.686,234.565,121.354246461,724.857618702,153.10564366,1034,0.0,419.907083803,234.546515002,237.155,142.555019592,142.555019592,1034,89.8656,151.625747163,142.555019592,10.4213963374,365.363
0.999557,233.277408701,229.149,-116.123,230.502,116.263927064,455.890451934,132.561571989,1035,134.631997489,218.527289758,230.481314627,233.164,721.617206603,856.249204091,1035,89.849,91.4080918624,990.88120158,10.360986823,344.224
0.999389,225.286179553,229.125,-112.143,222.73,72.3247031028,223.611498672,57.9806447142,1036,140.931080358,100.20372501,222.711634596,225.199,127.950698736,284.559230879,1036,89.9112,30.6017047309,513.286013511,10.1105752058,318.614
0.998855,216.566925696,229.097,-107.473,213.871,89.7522138041,463.422249426,87.9802772198,1037,185.404526778,151.135577185,213.842954718,216.511,30.0088795711,285.866613107,1037,89.8434,68.0718600152,463.442966892,9.77072397441,310.826
0.999217,207.512066436,229.104,-103.213,205.238,76.8800719376,253.982245417,79.8760345093,1038,87.8498807626,112.237084856,205.22297867,207.484,113.40966398,190.392826226,1038,89.8267,27.0686666577,356.612795217,9.43185037298,273.311
0.998739,198.932391517,229.134,-98.7093,196.552,86.8173943778,199.569331009,84.8869365117,1039,79.069746923,142.845272793,196.551183795,198.903,77.9165079628,183.2998427,1039,89.875,24.8691784818,277.90455074,9.24358500013,267.278
0.998942,192.306412357,229.142,-95.469,189.974,89.6088137744,459.832577781,89.9252934071,1040,131.248556191,162.779086183,189.947239129,192.263,45.8875233775,188.947844885,1040,89.9071,76.6383309653,362.896673668,8.9469994142,249.37
0.998901,188.35955837,229.143,-93.9851,186.154,107.013036162,774.152502465,322.685095876,1041,54.8813193192,472.885908548,186.155346964,188.34,295.985700635,350.867019954,1041,89.9238,101.580717948,405.748339273,8.54144344956,225.331
0.999271,187.704725472,229.129,-94.4191,185.896,70.0502965618,151.765560695,70.5424776807,1042,137.238031578,97.7597182409,185.908791334,187.669,336.624190934,477.278049849,1042,89.7814,18.5175997368,663.422874928,8.37876695645,226.857
0.997715,188.843919853,229.125,-95.2153,186.941,55.6145757123,84.3698856757,55.7391158882,1043,192.506329774,70.1312532295,186.950780711,188.82,171.349292743,363.855622518,1043,89.8002,5.37617640384,556.361952292,8.03587786541,210.553
0.999357,190.237766972,229.073,-96.148,188.681,46.0674216965,99.3902876207,41.7422600409,1044,106.94622718,55.5718902773,188.711018425,190.24,192.821295207,342.962186756,1044,89.7683,12.5179246166,433.829080729,7.53712784774,196.092
0.999299,191.453534239,229.047,-96.7542,190.064,70.5746396762,157.653857926,78.6948766932,1045,144.807358032,99.2382724948,190.087986674,191.431,179.031481297,342.045810257,1045,89.7543,20.1968391203,530.900554242,7.22195532776,183.127
0.998891,193.371226203,229.016,-97.6433,192.277,96.6130002626,292.480247719,142.826183072,1046,313.042299021,198.187145848,192.31484379,193.318,241.048406205,554.090705226,1046,89.861,31.6757187838,867.133004248,7.18705828607,190.847
0.999622,194.395597224,229.023,-98.1647,193.442,95.1144044868,976.482669671,971.061136933,1047,0.0,973.679204296,193.479311248,194.394,120.888696602,120.888696602,1047,89.8447,1.74958662782,120.888696602,7.2250276114,195.518
0.999593,195.170914243,229.011,-98.3376,194.269,93.70169512,970.528631856,965.542543775,1048,281.22660643,969.143031319,194.306483506,195.156,364.693089648,601.678194188,1048,89.8419,1.43620264145,996.777238457,7.20119733738,184.541
0.999702,194.317579566,229.026,-97.7122,193.619,94.1643495009,965.534865064,603.420495606,1049,178.594498762,843.466819512,193.63802214,194.35,143.673740745,322.268239507,1049,89.9695,114.920431459,500.862738269,7.1343259014,182.121
0.999424,192.971404171,229.049,-96.6929,192.346,96.5847649002,1007.99656049,966.764767533,1050,0.0,976.505587644,192.352174552,193.007,471.850389452,471.850389452,1050,89.9707,15.8060245569,471.850389452,7.33427652849,188.018
0.99968,189.827101127,229.035,-94.7471,189.25,93.5760529986,969.426491958,966.188344985,1051,71.3011808364,967.964303368,189.265318359,189.824,841.439812,912.740992837,1051,90.0227,0.859890147118,984.042173673,7.28147288868,185.516
0.999177,185.040594341,229.068,-92.0983,184.398,85.1917197061,277.262014903,229.094366896,1052,54.0884586651,253.108801181,184.394583846,185.104,131.200625292,185.289083957,1052,89.9932,12.7799639628,239.377542622,7.35427593349,193.312
0.999198,180.592433542,229.176,-89.7977,180.068,93.9250971201,291.23321664,112.205828255,1053,247.507084698,192.806761002,180.073103375,180.627,241.12419298,488.631277677,1053,89.9781,39.5785245193,736.138362375,7.23283726902,181.362
0.99901,176.499470459,229.206,-87.7955,175.996,108.120463426,532.179949802,175.351638691,1054,0.0,318.218967798,175.990597451,176.539,727.041136384,727.041136384,1054,89.9869,101.784934722,727.041136384,7.24782569715,173.627
0.998839,173.642460868,229.196,-86.8047,173.151,120.305434534,1065.22082525,1052.82550002,1055,448.056843597,1057.51188578,173.148227045,173.679,105.437901401,553.494744999,1055,89.953,3.80912192,1001.5515886,7.1915911935,182.829
0.998957,171.377635559,229.207,-85.7833,170.831,93.8493526631,619.014655467,76.4233568992,1056,153.961846918,187.490306005,170.839612298,171.391,565.097176587,719.059023505,1056,89.9274,131.573352558,873.020870424,6.88100325257,161.901
0.998452,170.515401542,229.177,-85.397,169.977,117.90984133,1066.4840421,291.175477539,1057,141.480453609,848.724142514,169.960109377,170.563,401.605647096,543.086100706,1057,89.9751,262.971878864,684.566554315,6.37071500109,145.397
0.999534,168.240316735,229.15,-84.2013,167.729,95.676147082,321.256085859,146.864738513,1058,332.108630705,212.436019759,167.719640612,168.265,280.79051383,612.899144535,1058,89.9481,42.5612419944,945.00777524,6.23671530819,149.111
0.999573,165.006660227,229.115,-82.4147,164.468,94.5883614614,281.827650172,141.730975471,1059,320.853348546,196.780777208,164.463807513,165.063,26.2085387772,347.061887323,1059,90.021,28.9470390962,667.915235869,5.93344255163,127.51
0.999595,161.101702215,229.117,-80.3118,160.53,97.4424695611,978.89317928,238.35505095,1060,73.7270856346,485.780277956,160.525835407,161.14,111.673372873,210.571645117,1060,90.0605,187.59633563,296.599799454,5.8892172216,132.44
0.999557,157.703887716,229.085,-78.5894,157.102,94.2875123691,1025.11568039,108.200309491,1061,19.0166670084,498.358541727,157.098883317,157.737,427.495372456,446.512039465,1061,90.027,283.687165681,465.528706473,5.74534682146,126.344
