Iteration,AverageAbsQ,Epoch,AverageEsReturn,AverageAction,AveragePolicySurr,AverageQ,StdEsReturn,PolicyRegParamNorm,MinEsReturn,AverageReturn,MinReturn,AverageY,AverageAbsY,AverageAbsQYDiff,StdReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,AverageDiscountedReturn,MaxEsReturn
121,218.207,121,229.21229289,0.55756,-224.01,218.023,136.729560069,48.5168,11.8807008342,885.398023609,235.131697678,218.048010347,218.095212748,5.165007982,596.684452411,84.1289,131.771,2278.87989863,198.416758474,462.142018899
122,219.308,122,232.020034583,0.54754,-225.088,219.1,142.156560046,48.6915,12.376929524,505.188932321,246.732824187,219.115780307,219.162720619,5.08925978893,152.612976573,84.4888,134.709,951.580504261,189.292654405,496.936674092
123,220.223,123,265.6910365,0.528668,-226.139,220.012,154.786164049,48.8617,17.462236023,426.361074517,243.314163118,220.037331293,220.072142408,5.23932892278,68.7120403994,84.9907,140.564,713.119642034,187.28813503,494.312721189
124,221.486,124,300.04093495,0.502054,-227.168,221.294,192.332327189,49.0358,8.00376617161,594.168297203,235.302066365,221.300035688,221.340916674,5.15758866801,330.114541475,85.3638,138.396,1629.71518562,185.457289039,540.331983604
125,222.725,125,266.783405867,0.540053,-228.695,222.54,239.455019297,49.2013,68.0182118749,944.580084768,234.874804929,222.567082828,222.609494777,5.11502860672,542.640708505,85.7044,129.863,2314.59965036,203.869019777,824.92669979
126,224.471,126,426.634027327,0.560391,-230.423,224.28,327.545750052,49.4029,109.647136094,820.887747045,301.51523164,224.296116654,224.338006108,5.12919660236,437.412464663,86.0719,129.137,2188.54873336,213.067376702,1058.67521648
127,225.813,127,187.972712843,0.550154,-231.627,225.622,159.590535201,49.5518,13.8432685097,573.539198025,371.891390641,225.651704752,225.688331997,5.31061178976,345.663855973,86.4255,141.865,2391.71737716,197.79741154,445.555879657
128,226.738,128,252.51419118,0.573658,-232.615,226.55,108.156451264,49.7296,38.6854977756,936.163901045,281.336958263,226.565473993,226.603175286,5.26907671243,357.902713295,86.8508,135.516,1935.34199248,199.551962558,401.632004435
129,228.607,129,261.149234745,0.614394,-234.423,228.404,202.615054708,49.8707,19.6613462168,593.715807917,248.73322037,228.424557529,228.470035088,5.26302644933,156.982138583,87.1453,143.186,890.493712559,213.063815076,663.978273947
130,229.644,130,455.56047486,0.582304,-235.542,229.456,185.682514897,50.0238,198.281711683,523.58390314,448.210415334,229.483932612,229.530592528,5.36895784631,150.496915837,87.4795,156.377,1311.01365745,204.282389967,729.845196709
131,230.688,131,222.878476311,0.573778,-236.568,230.503,196.87720084,50.1816,10.8090447371,764.908681675,351.372162825,230.523695818,230.559695977,5.41351812754,431.844637582,87.8702,152.324,2282.93973933,212.053720012,535.900341788
132,231.634,132,359.24468322,0.572579,-237.578,231.45,196.605248152,50.3616,21.259750334,1118.85435444,287.8171548,231.470393313,231.503400108,5.26253342501,553.341590774,88.1933,133.185,2367.01186994,213.875938968,650.536591677
133,233.297,133,262.934403705,0.551531,-239.221,233.085,136.544509537,50.5139,51.6174244614,603.245650285,269.870606735,233.101907142,233.143168412,5.45171896794,203.05601525,88.5792,146.771,1119.42041396,197.105817729,518.849199523
134,234.108,134,355.160505723,0.605338,-240.004,233.908,184.857736412,50.7219,7.91798552341,458.403349516,314.918217516,233.925708563,233.963539401,5.29425537137,96.9096599146,88.9419,141.378,905.856782181,187.705407933,555.083019531
135,236.481,135,170.815351746,0.583264,-242.437,236.302,176.990870065,50.8499,13.441007646,655.826568778,363.902984983,236.32252561,236.353127839,5.41182220489,165.288115427,89.2416,145.074,1050.81534146,208.986220183,561.720620582
136,236.966,136,254.888528573,0.535118,-242.929,236.745,156.025741428,50.9886,25.1343136877,615.522445251,323.793424889,236.77093004,236.81537929,5.55659052362,131.575318531,89.6173,155.839,960.229303609,209.599532695,467.353694454
137,237.911,137,331.36094831,0.563462,-244.043,237.721,274.186870092,51.1793,21.2463977116,959.435698734,515.111218311,237.734532601,237.764907965,5.43749911329,355.163355188,89.9561,147.346,2181.34934547,221.694218803,783.81703229
138,239.453,138,214.262599328,0.569032,-245.413,239.238,181.732455132,51.3222,31.1029788589,479.787560126,276.883020308,239.262322069,239.310743823,5.53764540116,54.4576093944,90.3619,159.145,580.77353351,193.496060299,538.227471375
139,240.369,139,136.29215284,0.552662,-246.541,240.155,131.400925354,51.4155,11.9900673477,444.692882639,331.554684463,240.175946675,240.216893289,5.49630641562,98.0912563022,90.6962,156.027,1023.49971185,183.4219298,379.213133349
140,241.362,140,232.905382767,0.566778,-247.609,241.135,214.79421552,51.4941,17.6506699852,614.426467648,322.213916774,241.146136685,241.18532207,5.76626146338,241.828280456,91.0477,180.886,1592.73589238,193.148161216,671.502952185
141,242.686,141,172.103640894,0.608211,-248.882,242.455,152.323984719,51.6422,9.49080140834,440.246573301,397.773745943,242.484457717,242.526162871,5.74848967322,32.6756639776,91.4208,161.992,535.939478726,195.81975633,492.71418987
142,244.541,142,283.334487574,0.580549,-250.817,244.332,183.733353317,51.7202,26.4103137987,507.155122607,384.797834105,244.3406779,244.383988526,5.55121736011,165.043308102,91.7248,149.186,1185.85834991,190.261834894,616.501243957
143,245.312,143,317.960307087,0.548795,-251.704,245.085,248.675920218,51.876,15.0536447904,376.827571773,264.439952038,245.113926359,245.151714279,5.69165695166,34.3174261547,92.1107,164.895,425.504423985,172.063830672,711.934254512
144,247.041,144,238.076825405,0.598304,-253.358,246.843,217.449835917,51.9927,19.0563984071,742.523315324,223.427203677,246.864279415,246.894836574,5.57261231675,475.829822123,92.4298,153.835,2323.20683686,194.28803209,604.824513861
145,247.432,145,442.280006829,0.59916,-253.756,247.245,282.700902558,52.1432,5.37109883897,974.780212867,246.691421922,247.26642859,247.298996558,5.73481144427,533.796875559,92.7847,166.641,2398.22348684,198.174844969,755.769976501
146,249.322,146,222.928767612,0.593574,-255.646,249.094,198.325344069,52.2966,8.05092422893,320.011462802,211.528962066,249.113774922,249.144034258,5.70231557529,223.971077895,93.0912,173.036,1498.70510249,145.127603896,586.115728463
147,250.925,147,218.90646231,0.605899,-257.268,250.729,170.335128821,52.4558,11.1039142632,347.599429993,153.647314022,250.750793537,250.776297706,5.84276011197,229.335720482,93.4517,183.286,1453.75848384,143.353233542,536.203182419
148,252.095,148,406.23135658,0.519954,-258.535,251.891,280.700253834,52.5684,62.4134646784,364.524212908,209.830529329,251.915290743,251.943028434,5.82347473097,214.7100572,93.8608,172.339,968.906720147,150.173009192,891.990654058
149,253.195,149,284.355102154,0.614911,-259.589,252.998,222.465977656,52.6436,21.3885924833,362.372386395,197.48335973,253.031128412,253.052550792,5.6766916054,232.308190208,94.1295,171.449,1035.26105501,150.092340422,677.000889957
150,253.857,150,175.812271972,0.562947,-260.42,253.635,143.543530267,52.7832,15.9465840322,958.945613913,256.517303191,253.642912723,253.667272473,5.88633797711,475.730721503,94.5772,189.174,2452.60892601,190.879580685,456.651256562
151,255.529,151,443.00121313,0.577397,-261.91,255.31,267.061689195,52.9006,76.029882317,204.353116283,146.869935114,255.338260536,255.371039248,5.93072486594,25.2211946401,94.9291,189.5,231.487381211,120.132699291,863.057139688
152,256.698,152,223.186066285,0.5695,-263.229,256.484,138.825300359,53.0199,34.2157169727,1371.82108432,435.88347,256.496723651,256.520799448,5.87853471216,670.204113204,95.18,176.021,2445.14021078,203.166253831,509.76937564
153,257.411,153,158.766473531,0.575535,-263.752,257.165,150.707458623,53.1703,11.6556776936,868.629395838,490.88860024,257.189963661,257.230985346,5.77846478298,398.792714388,95.5256,166.658,2230.82288877,206.400358003,546.87769451
154,258.816,154,252.912527423,0.523831,-265.395,258.585,178.648392302,53.2801,38.7724086322,362.015648383,125.914346282,258.597899783,258.643147873,5.95238524237,499.383713875,95.8531,184.134,2097.23230629,112.332605943,573.764487556
155,259.637,155,219.94447283,0.600445,-266.414,259.416,158.705162729,53.3688,12.801925027,550.546070234,273.171240012,259.445283814,259.479309808,6.05920428852,539.89165644,96.2372,188.833,2355.69594446,165.574579539,556.207018287
156,260.855,156,205.152487342,0.558746,-267.489,260.654,110.767396779,53.5139,35.1652750403,1471.90297878,693.619894604,260.656400079,260.687807668,5.97394067212,414.21259236,96.6327,186.495,2213.1222511,197.866262934,457.587998323
157,261.758,157,185.251060263,0.542543,-268.397,261.516,190.011026216,53.6861,14.1463784138,109.507889065,99.5875798044,261.560488465,261.600878512,6.14362824653,4.5891485276,97.062,201.156,118.96913492,74.0917046533,561.175151122
158,263.878,158,340.782132369,0.433183,-270.656,263.649,177.348049088,53.8226,91.6882715189,189.873568268,125.614276829,263.651943059,263.68998446,5.96515134529,85.2160257791,97.3281,180.023,554.350588552,97.4363260375,647.248945553
159,264.867,159,168.725678517,0.419326,-271.781,264.645,163.078073715,53.9619,6.14193581062,230.563724614,138.191588082,264.672066445,264.700377024,6.13688112399,160.329094133,97.5969,205.144,963.829653745,100.285011447,583.349188441
160,265.452,160,103.683092409,0.532394,-272.091,265.219,121.820613993,54.0965,8.47759791271,1706.44401625,709.479215612,265.227177733,265.259375606,6.12220637554,674.524322533,97.916,196.652,2525.20827345,210.809668388,442.931428756
161,266.647,161,264.643762015,0.543384,-273.512,266.431,207.980911786,54.234,91.2513397678,164.067519291,86.8304032956,266.45680531,266.49849696,6.08999704729,124.855706191,98.1931,193.98,659.88328202,79.1141477254,721.368069514
162,267.937,162,227.256109757,0.545661,-274.662,267.677,120.822715392,54.39,85.7029562915,281.495935424,159.651595862,267.691712801,267.74254592,6.06999701137,176.623493619,98.46,179.846,957.016979704,135.006416212,425.965834581
163,269.22,163,226.381395304,0.522544,-275.825,268.98,205.986309928,54.4863,16.5720252487,293.150026303,176.260954668,269.007075865,269.050831999,6.11983143093,138.252020435,98.7011,180.523,630.784166332,131.71868266,592.48657942
164,270.397,164,153.669615442,0.544061,-277.042,270.163,161.976181787,54.6225,9.38590635135,204.700778469,189.033205269,270.173137306,270.217082061,6.14232028651,7.40688198237,98.8874,198.101,220.93993918,116.46551898,578.478761067
165,271.357,165,126.163424102,0.549427,-278.059,271.124,128.08241322,54.8045,11.2513126706,1229.22121451,227.553269603,271.160535165,271.207963206,6.05763447507,737.354199373,99.2353,198.024,2098.03460129,181.033410954,370.237773958
166,271.837,166,181.670130731,0.554449,-278.548,271.625,242.777619451,54.9794,8.17229622231,305.486191479,194.135158542,271.631895965,271.676560012,6.14577885606,227.022465421,99.5344,196.801,1124.29187915,131.586170545,900.959439687
167,272.804,167,116.061107716,0.561186,-279.469,272.542,221.732560402,55.17,13.3208535946,783.157117647,254.232234332,272.566696981,272.609548879,6.4095624867,301.945216626,99.7724,206.398,1643.73189293,195.226094867,835.066966381
168,273.294,168,361.667743705,0.518169,-280.013,272.988,347.141002077,55.3303,9.49129157847,215.835944174,201.381080507,273.005816524,273.079124625,6.34083814397,7.0493462427,99.9908,210.647,236.869966359,123.468272272,906.856954252
169,274.61,169,200.948458302,0.517893,-281.388,274.316,176.633217027,55.4243,9.3829845254,294.740143511,196.571881499,274.338119233,274.441402108,6.21354003904,135.049617728,100.213,208.876,546.544601399,113.053679561,532.942841563
170,275.797,170,205.92378764,0.56319,-282.446,275.566,253.940865577,55.552,10.7509315036,546.259273945,208.174004569,275.577464474,275.629400827,6.10432683537,498.35073158,100.388,189.258,2328.93466128,154.532206121,768.695872072
171,277.073,171,265.855592389,0.546591,-283.765,276.774,188.939783756,55.595,11.1291536249,987.794629188,435.103192979,276.795351913,276.876205737,6.21825296251,538.240513408,100.619,199.918,2325.48966591,200.404301803,583.321951571
172,277.611,172,161.630470355,0.553853,-284.313,277.382,148.028974784,55.7231,20.2859910816,179.079075361,148.937828468,277.393969179,277.443556027,6.28785668647,53.765307538,100.898,223.434,535.315529909,103.991897261,450.175590811
173,278.644,173,128.789816694,0.548447,-285.244,278.393,122.329562062,55.8103,14.2424213736,714.189294545,286.872560034,278.415531073,278.469259464,6.23888730068,591.119474556,101.166,216.071,2555.92281394,180.048892793,440.59445371
174,278.451,174,307.890220247,0.586418,-285.253,278.179,211.70703931,55.9455,30.416798145,748.202362927,276.931776039,278.198334358,278.283724917,6.21991225912,551.796710592,101.368,204.329,2205.79785718,181.615300912,778.543718535
175,279.405,175,107.018032995,0.536875,-286.275,279.116,93.7161138031,56.0806,15.8483943013,1205.07246302,216.092454992,279.133648507,279.19591316,6.46085705021,777.003985968,101.521,242.674,2370.7774796,181.156701461,367.110989484
176,280.895,176,281.430420738,0.579784,-287.849,280.609,198.411490421,56.2377,51.4829536055,1303.51076668,750.986817317,280.62734302,280.699491448,6.41886763665,512.124499181,101.716,225.278,2797.26455983,220.958689082,690.779572867
177,281.74,177,175.555571929,0.56108,-288.382,281.434,124.182072542,56.3926,13.6282548929,785.279786016,429.75310434,281.462611921,281.528098211,6.42787787753,439.065783044,101.902,229.233,2217.95397423,198.883322096,363.858885756
178,282.41,178,210.773871252,0.594133,-289.04,282.165,153.791218059,56.5342,11.4654501912,910.171646065,630.996666487,282.175275695,282.237278112,6.32386646706,230.545743245,102.184,211.896,1701.40726583,212.497567811,436.0208521
179,282.579,179,228.54659451,0.577864,-289.104,282.297,146.314978752,56.6429,21.0568644281,1733.27795548,560.726001505,282.32885853,282.393399152,6.48125380826,651.182910701,102.408,244.549,2448.89819191,202.844816942,397.603374251
180,284.326,180,220.164596886,0.568879,-290.761,284.058,131.769596751,56.8201,29.4286621811,1388.37979844,401.681650884,284.073268887,284.142797988,6.23268044956,715.239627183,102.58,215.213,2453.38000151,215.003262666,463.895198557
181,283.861,181,439.056742025,0.556655,-290.476,283.572,235.315370247,56.9435,27.9381459366,921.291419677,419.853891101,283.588279466,283.636677619,6.48944504491,653.431648697,102.867,231.57,2522.13839101,207.784318,784.524742803
182,285.495,182,172.464544084,0.623477,-291.951,285.202,141.697046531,57.0526,10.8516102217,421.547916987,345.171352712,285.20899965,285.25967238,6.27313031693,197.043356702,103.073,213.616,1957.01177037,183.688595576,413.792496629
183,284.888,183,234.760273195,0.549501,-291.655,284.62,214.738448527,57.2085,10.7075277164,1502.06668793,345.595266414,284.634805036,284.701458349,6.43142328868,673.095848963,103.338,230.6,2336.72907231,204.948310838,653.914953025
184,286.627,184,212.249151682,0.59292,-293.343,286.37,137.399317712,57.3158,12.8705013474,407.848374227,335.23315192,286.387723606,286.459726765,6.44790568501,80.8342246624,103.629,221.488,724.522259522,177.047781665,417.696910168
185,287.311,185,127.491767203,0.640681,-293.883,287.025,101.558237407,57.4158,12.8608488255,321.473047297,269.207089307,287.054720926,287.103528339,6.59636053463,38.4340022426,103.887,240.08,469.890378546,164.813795791,312.228042959
186,288.248,186,318.73916497,0.584601,-294.838,287.969,211.184582851,57.5307,10.2823198616,636.563331581,284.16658349,287.974782189,288.035091755,6.27549145118,319.986461792,104.112,201.151,1717.26942075,196.288608551,588.392915619
187,288.749,187,137.759481736,0.63266,-295.22,288.464,140.23177021,57.7228,9.35122464853,319.050152413,293.640142875,288.478843169,288.540464204,6.45033586314,9.06570919455,104.415,224.988,354.664674903,164.46160217,414.555029419
188,288.86,188,273.299392256,0.59273,-295.276,288.587,141.820276185,57.8607,22.6114536133,992.67522911,475.653758776,288.613494718,288.675265429,6.42010514282,580.893236925,104.691,214.46,2464.82365026,214.498812095,464.11671194
189,289.353,189,353.114815646,0.64012,-295.871,289.075,251.317116026,57.9763,18.7569251145,362.214027599,330.018934237,289.080863244,289.148062522,6.51152727406,15.5323597159,104.979,230.266,416.405411386,175.589629599,699.428377439
190,290.4,190,143.855311149,0.582801,-296.833,290.062,240.425004117,58.1086,7.85402735281,594.590019693,388.93239952,290.089786735,290.204885505,6.66276394588,268.968108413,105.222,242.77,1561.78067359,195.863795415,865.789940817
191,290.96,191,179.080120328,0.594757,-297.444,290.627,169.55558123,58.2215,15.9315370041,407.241182069,369.975980672,290.640556405,290.754095981,6.47753112169,18.2011986569,105.519,221.13,442.955057755,186.890785323,528.699292969
192,291.535,192,587.895877251,0.617916,-298.081,291.186,472.958710479,58.357,97.9183250648,499.57533241,347.860955959,291.200187812,291.29709739,6.60800135092,218.359161229,105.747,242.855,1869.8407507,191.412942366,1162.38750798
193,292.237,193,259.41835418,0.580871,-298.786,291.942,265.070256466,58.4907,7.36032361271,1814.91566715,579.822099757,291.963921671,292.042718596,6.42834605619,610.537650758,106.017,228.914,2335.54720932,197.298922094,707.103466749
194,293.054,194,266.422489265,0.568044,-299.707,292.756,231.957252657,58.6625,9.72319424077,1006.28946679,257.944116004,292.765846947,292.841709528,6.42048264394,624.99004516,106.262,221.706,2355.43754445,190.883891599,710.287196908
195,292.728,195,140.932164524,0.618898,-299.355,292.425,141.030997586,58.7925,5.13255532584,992.548623815,423.142631653,292.438653441,292.521733847,6.47554330222,382.782514229,106.536,231.412,1954.32987819,219.245537354,431.423984827
196,294.158,196,127.321851138,0.667254,-300.824,293.849,117.644617913,58.9314,8.5252727608,318.869719483,291.313675376,293.858314635,293.938300295,6.42302748069,13.2732586811,106.847,216.097,348.120207993,164.606146929,338.210589667
197,295.374,197,266.738372211,0.540577,-301.9,295.057,253.28078277,59.0241,7.80769461532,1233.65859001,119.463449744,295.082408756,295.155236991,6.41782142504,743.802067074,107.109,221.037,2466.88901953,167.614927437,735.206672255
198,295.471,198,198.395206483,0.576351,-302.06,295.146,163.699478046,59.2161,21.2252697053,1079.62149958,333.592958979,295.150034211,295.232108564,6.68878140998,612.48443405,107.302,243.743,2246.57365912,178.27259155,498.746102488
199,295.986,199,193.727057243,0.594754,-302.375,295.662,155.972522971,59.3391,9.04862872439,928.879415086,365.401930115,295.683339975,295.777031277,6.44943542172,489.542393074,107.559,216.225,2436.40663881,195.387909595,412.510785979
200,296.231,200,153.947394931,0.604806,-302.752,295.947,144.948237612,59.4971,13.1622851811,503.556122619,263.829089703,295.949375413,296.009735993,6.49174750564,211.603426382,107.875,239.282,1095.73615856,178.93359286,416.880617541
201,297.25,201,261.760616127,0.577444,-303.778,296.963,171.473526167,59.6447,19.8413976667,816.870740925,327.355405288,296.982231906,297.049961129,6.69207615153,725.309879181,108.274,262.59,2381.24359387,184.47698581,536.283461353
