MaxEsReturn,AveragePolicySurr,AverageY,Iteration,AverageQ,PolicyRegParamNorm,AverageDiscountedReturn,AverageAction,AverageReturn,StdEsReturn,MinReturn,AverageAbsY,AverageEsReturn,MinEsReturn,AverageAbsQYDiff,Epoch,MaxReturn,AverageAbsQ,AverageQLoss,StdReturn,QFunRegParamNorm
418.512142502,-407.288,398.998133709,866,398.981,109.057,200.217118628,0.708167,869.708904072,136.43346705,172.945642254,399.24759464,135.289818278,5.13890180272,8.20399371569,866,1632.977546,399.471,590.316,504.04468925,225.79
556.198083531,-407.474,398.844586328,867,398.847,109.145,132.025739921,0.668401,358.293781646,119.342863166,142.036278143,399.060448665,82.4605691219,4.74895482183,8.4452494559,867,1387.65688563,399.339,604.761,385.103523892,225.916
355.56195488,-407.131,398.244913945,868,398.235,109.199,227.756467034,0.722139,1681.59974821,97.8577798667,713.740615775,398.498721425,83.8442847757,4.22361352359,8.76572783678,868,3270.11849345,398.808,661.297,753.29181747,226.045
235.579690874,-408.12,399.674672224,869,399.659,109.232,225.800523134,0.699821,1585.79157178,63.7429050025,615.965636538,399.91688814,57.6966485809,4.55358944864,8.5627846681,869,2676.98431724,400.152,612.45,589.890477792,226.162
1062.66531763,-408.175,399.196989292,870,399.194,109.23,238.993193854,0.703202,1533.12514242,357.932608591,804.761753084,399.405552977,295.265032818,6.38078670646,8.62454843625,870,2974.83151895,399.683,630.039,704.51778348,226.274
508.925917614,-408.656,399.865682849,871,399.846,109.298,229.687324662,0.6988,1964.90005565,126.530880772,646.208715755,400.043308606,89.8328281113,5.00984343995,8.51790424281,871,3118.71620701,400.326,634.597,880.700139937,226.379
554.91692367,-408.939,400.299789918,872,400.304,109.359,216.836409664,0.78523,1451.15282562,106.096591662,599.369757521,400.543322742,66.8706919462,5.18265611217,8.65322082065,872,2773.38530605,400.804,667.169,700.807368306,226.554
416.895465158,-409.134,400.633934737,873,400.608,109.405,212.35843111,0.752535,1135.5410309,99.7683023272,352.419090229,400.823504559,71.6456339585,3.49626962858,8.76178012113,873,2548.10729197,401.109,681.402,496.819709905,226.686
350.622011249,-408.527,399.949457705,874,399.938,109.454,231.51569774,0.67673,1380.45457246,79.2104071385,807.652611455,400.137935847,62.097121603,4.82051450404,8.70238890829,874,2970.95533254,400.443,677.482,608.641469825,226.774
285.275406078,-408.776,399.947124389,875,399.921,109.443,193.644440517,0.68943,950.089242014,75.5350769688,180.274814149,400.177595103,49.8203766506,4.72694038853,8.68899579799,875,2782.76998126,400.462,648.412,676.769625229,226.906
775.308787617,-409.076,400.587213128,876,400.579,109.468,209.496258613,0.697884,1247.3542183,233.318083934,367.458657944,400.7963936,181.898993938,4.85983954671,8.56222896096,876,2734.60931929,401.094,630.7,788.873996182,227.02
267.008474829,-409.875,401.015406011,877,401.014,109.507,204.585490404,0.643285,962.79657402,63.1550834197,408.16825405,401.196473688,49.3775885785,4.59288270956,8.66751264645,877,3132.93586524,401.501,660.212,738.753900755,227.139
730.069655684,-410.16,401.287381782,878,401.286,109.585,226.131140645,0.69078,1925.33152485,180.928475823,739.725249499,401.480466567,128.029519728,4.50130491432,8.57664356681,878,2985.46579676,401.789,645.578,752.635598592,227.307
708.152092177,-410.43,401.685493185,879,401.656,109.653,235.160124694,0.700337,1364.65633713,121.16613361,769.69822763,401.918528385,55.0355306631,5.65305487163,8.42172465049,879,2192.28410752,402.131,617.745,451.046676724,227.407
567.366785654,-410.603,402.146722917,880,402.143,109.658,226.682138013,0.666386,1692.3331125,127.5697419,760.026169949,402.357984634,73.6537970587,5.48320586975,8.43326128413,880,2918.65271122,402.591,582.687,814.480687311,227.588
617.35410782,-410.773,401.95864005,881,401.938,109.701,221.745727074,0.67463,1557.96785793,106.360175067,820.825347197,402.163709298,46.9135619175,4.82127376539,8.61812014697,881,2848.55676435,402.458,608.951,699.275339915,227.72
340.074251562,-411.459,402.219523153,882,402.202,109.7,197.198308224,0.713353,1070.35412168,70.3275959823,326.49528365,402.414044024,56.7387559628,5.44809366676,8.99210662366,882,2715.16014626,402.691,661.715,665.029434794,227.84
549.091906063,-410.705,401.895401668,883,401.869,109.743,219.553878498,0.671349,2121.74280007,157.897076308,709.110944162,402.134276482,137.459640495,6.32783342313,8.84740969638,883,2746.37067846,402.41,678.051,768.705212639,227.978
458.20523304,-411.732,403.061664164,884,403.034,109.798,174.374751804,0.727837,1308.51807034,160.739233323,156.328771358,403.276318447,114.426003147,4.58322439672,8.5674689714,884,2843.07462717,403.5,633.756,1159.99739556,228.126
215.871825996,-412.226,403.317598862,885,403.325,109.832,197.068940472,0.674636,988.459850922,61.7144732349,311.726122522,403.526837136,62.2771106728,4.68909288955,8.51571060428,885,2161.63947482,403.811,645.812,466.956535508,228.235
826.836417952,-411.777,402.962696387,886,402.949,109.87,218.964534373,0.79056,1706.5553815,180.057029592,779.249184352,403.141707254,95.0342416008,4.3503655292,8.65196915289,886,2673.69480852,403.437,625.417,695.678249449,228.304
638.504366093,-412.849,403.689224049,887,403.653,109.923,164.97027046,0.764593,391.897382861,158.059653297,149.20277856,403.895268209,103.655329611,5.50788707575,8.7301637065,887,781.42890786,404.18,646.749,128.433170578,228.391
552.875644764,-413.097,404.196192375,888,404.189,109.968,213.542857402,0.749269,1262.16289796,123.100785106,281.890539104,404.389195001,100.008303766,6.13021050646,8.69524338576,888,2533.45450232,404.641,639.43,595.78823184,228.473
327.186913454,-413.894,404.721884682,889,404.708,110.007,208.792269462,0.815085,1011.60929144,58.2831834148,551.84260821,404.926714669,40.9866623416,6.02773795771,8.57363086195,889,2636.74394719,405.205,655.31,456.047447402,228.619
500.01469569,-414.22,405.05178251,890,405.042,110.042,170.593423371,0.73697,386.303139077,136.354463859,139.666765342,405.24062614,111.48814508,14.2052373751,8.60871615201,890,879.333838475,405.519,648.032,99.9688301737,228.799
370.355676063,-413.603,404.37482044,891,404.338,110.094,221.925820863,0.658817,1943.82780797,104.969631771,1079.18663984,404.608052935,83.2221634174,5.54665519635,8.90112762666,891,2740.49675042,404.862,688.299,607.223403186,228.963
458.020416539,-414.322,405.491261337,892,405.494,110.139,204.436586752,0.780855,1409.60527433,132.199255428,319.700762449,405.785416403,99.6121652223,4.8808132555,8.62027010259,892,2509.9966802,406.102,659.432,523.741207837,229.092
641.385897746,-415.572,406.441327254,893,406.432,110.2,214.402565979,0.766903,2266.62363629,226.484075578,1401.5752796,406.731789586,231.208448784,11.5711952669,8.59025207092,893,2508.59935391,406.989,652.778,313.039393082,229.191
680.215342464,-415.407,406.548829713,894,406.53,110.26,219.520891023,0.736036,1712.76151485,161.525688371,903.637320103,406.822118782,120.637634819,4.5136740673,8.5015736479,894,2568.99652428,407.123,641.05,642.74270612,229.344
396.031578233,-415.119,405.844488843,895,405.855,110.317,217.264511837,0.677672,2289.28920578,126.292170512,1079.77427887,406.157217458,111.917393936,5.13658670823,8.49730372541,895,2614.26495447,406.447,629.17,436.884778997,229.514
659.21739675,-415.159,406.424529491,896,406.397,110.357,191.025426186,0.743819,1039.0554901,181.747568201,190.777987441,406.732307261,127.979615668,6.52799471423,8.66227610118,896,2295.74777834,407.006,678.929,616.742932365,229.637
619.193990808,-415.679,406.527694894,897,406.525,110.41,225.208530907,0.719196,1234.71241384,161.012540388,335.021471014,406.877278044,131.361448394,6.3005485948,8.65822644994,897,2693.16755337,407.09,667.606,561.935853645,229.699
481.304314483,-415.593,406.712574738,898,406.699,110.504,205.237330289,0.698938,1348.03355157,101.874171152,551.337994087,407.02740939,70.8679398534,4.75454524197,8.48305610226,898,2429.32740172,407.285,617.939,544.913682365,229.856
287.405551929,-416.321,407.590668996,899,407.576,110.531,207.09876916,0.71078,1759.14945794,68.7701105338,643.363520118,407.83260362,43.9183593106,4.69979824307,8.62591165167,899,2504.78802585,408.11,648.459,681.616562021,229.93
559.123618065,-415.723,406.796546284,900,406.78,110.593,219.931691332,0.71452,2047.58871512,127.284384977,564.425537828,407.026963451,125.333875528,4.67170835092,8.81517668115,900,2793.39061422,407.301,656.195,852.410291419,230.079
212.144137623,-416.548,407.253034871,901,407.248,110.65,220.292451279,0.66188,1472.59349287,70.6510887126,387.299697663,407.461517085,73.9396871725,4.81885258002,8.74707612435,901,2819.31272161,407.769,669.384,856.194032354,230.186
439.888364494,-417.005,407.58534054,902,407.578,110.67,217.695321365,0.703823,2088.49826358,105.02658894,904.50448874,407.837158371,74.9794700882,5.96399144329,8.63592136467,902,2535.09220539,408.103,644.642,613.602583637,230.358
480.955490496,-417.664,408.794024878,903,408.773,110.726,178.228195896,0.766997,1359.81357177,129.948332118,135.753981037,409.027602816,85.5201253146,10.6145203158,8.49626231264,903,2467.45077588,409.304,618.437,865.88838175,230.481
369.915643244,-417.094,408.083556404,904,408.08,110.801,227.149586234,0.627417,1786.60515507,82.3589826062,809.675145199,408.330512895,70.5468270301,6.2714514268,8.57324939723,904,2791.57069252,408.632,636.051,615.771534015,230.656
383.942137401,-417.975,409.144129332,905,409.128,110.858,207.852817521,0.634862,1532.6106716,91.7487715172,721.597269988,409.393969036,58.6452772157,4.41217271939,8.71476868102,905,2434.97439377,409.673,705.765,521.428733245,230.823
857.654023031,-417.97,408.790142334,906,408.751,110.907,202.381595791,0.658983,1294.43716726,277.899168647,546.047554491,409.046934077,218.725243944,4.52480411092,8.82869795876,906,2474.71630584,409.314,693.879,629.701036421,230.886
400.655492993,-418.375,409.355886959,907,409.358,110.941,210.23540759,0.670918,1731.40842033,79.7161777034,283.007281787,409.653616576,43.3049875756,4.58876834292,8.51382176723,907,2483.50412623,409.969,620.763,770.474795321,230.939
376.444231878,-418.012,408.991782971,908,408.982,111.029,207.435075379,0.736531,1355.1800654,76.3308149716,310.489135777,409.23428748,58.5014517937,4.56259896009,8.87320440096,908,2674.61447245,409.523,705.417,818.475559198,231.079
263.864315074,-418.111,408.780011577,909,408.762,111.078,207.428003607,0.749801,1738.40452799,73.3605826065,340.81275567,409.068230697,52.9853879055,4.62515010692,8.61649279643,909,2448.37075295,409.375,649.732,789.281598104,231.193
408.291099003,-419.096,410.053731641,910,410.042,111.099,189.270088967,0.743523,1422.72304539,112.902287536,210.903746167,410.26262162,94.1467555868,4.42448363544,8.57012202999,910,2249.74058613,410.581,648.513,719.896432228,231.347
452.437570537,-418.126,409.15949895,911,409.16,111.138,185.11868582,0.781635,1403.29479653,122.267777377,131.530013919,409.393131991,88.3896647416,4.33413608095,8.60957483321,911,2705.64826712,409.689,652.168,914.307267085,231.461
412.953121229,-419.231,410.16841477,912,410.136,111.19,213.278104144,0.774565,1686.3912192,91.1946636787,809.433282134,410.367341618,65.2266784896,4.34118106887,8.54268815296,912,2446.34805095,410.633,637.978,655.751703146,231.619
560.634591085,-418.61,409.653627005,913,409.636,111.264,210.306713615,0.763252,1969.99310804,126.248765372,804.745801988,409.87971828,72.978476597,4.57688592355,8.5796045287,913,2635.87813998,410.189,654.435,623.929702,231.724
597.235986102,-419.942,410.655389255,914,410.659,111.303,209.302940207,0.646212,1574.30368803,154.886884937,412.918257969,410.89095769,87.0833166806,4.39549047685,8.77247150633,914,2403.71110286,411.23,670.125,683.930513598,231.859
430.470235747,-419.724,410.52784202,915,410.532,111.406,204.78533434,0.657938,2020.80805215,129.406410209,929.349565311,410.78149243,85.3467307342,5.39837335335,8.6732786121,915,2671.01726787,411.059,688.331,672.811739122,231.959
650.916246708,-419.963,411.137281652,916,411.121,111.506,204.725093481,0.691154,2132.48875554,168.85192156,735.716623853,411.342073036,97.7205616705,4.65261782178,8.55815570657,916,2713.67641112,411.62,640.455,706.01511005,232.09
506.67463001,-419.768,410.709974245,917,410.701,111.564,123.999287135,0.670895,665.812825282,123.953546216,119.932145715,410.941238737,84.5134158426,4.79714384219,8.93151182275,917,2401.9793443,411.199,729.73,823.569476567,232.194
467.068239217,-419.448,410.45679225,918,410.436,111.555,185.697982731,0.73992,970.821712854,130.563329796,195.561199552,410.696219125,106.587190107,4.65219738969,8.85011431183,918,2566.70330031,410.96,687.535,611.179632704,232.275
597.554084213,-419.591,410.602733862,919,410.596,111.614,187.659821022,0.732633,1547.60170489,181.942018202,197.583053653,410.823036673,107.74211714,4.61165044287,9.01985570693,919,2542.49051782,411.171,711.051,729.148384756,232.365
271.106762427,-419.087,410.396682128,920,410.384,111.634,194.109933974,0.714251,1426.80778719,62.2221231023,314.253830808,410.619035765,52.9053280844,4.32464801249,8.69254820898,920,2588.62502352,410.878,687.274,842.964683488,232.47
273.816486746,-419.265,410.400190084,921,410.38,111.673,189.402601269,0.738254,1718.88155777,68.5444487765,549.962025737,410.6272914,62.021538409,5.62200677522,8.70347069897,921,2507.52472079,410.905,684.627,620.46930135,232.571
442.539147576,-418.741,409.734107761,922,409.707,111.73,203.760935707,0.842895,1878.69446725,101.520731331,233.360677854,409.995574643,61.1822641166,4.814315817,8.75159064198,922,2800.59412298,410.268,670.177,796.470754041,232.686
378.22070573,-419.603,410.491404917,923,410.524,111.803,194.021117322,0.799199,1433.32024268,68.9588405632,170.191048041,410.721004445,42.67605223,4.2621507608,8.80323302957,923,2954.04950906,411.066,692.562,895.72995898,232.79
476.554579186,-419.483,410.44436663,924,410.411,111.817,187.816439488,0.739881,726.49063574,128.10412525,179.518663933,410.653309708,86.6276391518,4.7159888861,8.75881075995,924,2614.75538833,410.935,651.772,533.747695692,232.931
335.93720065,-418.958,409.632475792,925,409.612,111.875,217.034466812,0.749848,1639.80019488,80.1058114693,555.761029939,409.834060376,65.0875740113,4.62549703282,9.09639506248,925,2865.29942059,410.101,752.556,714.453592082,233.057
689.63830997,-419.669,410.306369682,926,410.297,111.943,209.725741842,0.734291,1577.42983899,126.265730587,711.650115444,410.545802961,58.6709331158,4.78964904304,9.00278840423,926,2852.99324052,410.803,693.43,691.574039455,233.177
492.510624942,-420.198,411.355828724,927,411.351,111.974,214.920330822,0.754075,2000.6512942,123.951854516,1119.92277832,411.597523291,69.4463703648,4.36802769101,8.6295377524,927,2778.07537355,411.885,652.785,619.112586078,233.303
448.085509822,-420.946,411.685029467,928,411.668,112.055,219.413224279,0.792567,2262.51967433,110.391507409,1525.39077982,411.878894349,74.9718247695,4.26289485684,8.97666138799,928,2710.21563953,412.19,693.052,477.152781692,233.396
592.298044066,-420.104,411.214577823,929,411.201,112.156,139.244129274,0.786167,520.370480772,130.653238142,168.879983668,411.455911148,67.9992500263,4.55876475861,8.735642897,929,2786.01176732,411.761,650.013,630.445961097,233.522
504.997055793,-420.536,411.548571627,930,411.541,112.178,201.127465406,0.741803,1494.26222809,133.048054468,177.047366388,411.719020632,92.7613182792,4.0589741159,8.8278114968,930,2878.67237973,411.977,696.401,763.140393037,233.569
376.214830573,-421.129,412.249436797,931,412.199,112.224,220.925395036,0.755364,1425.88358665,85.2394727437,457.976287207,412.417827121,50.087046308,4.1147013841,8.78329842987,931,2970.63074779,412.66,673.644,765.112279052,233.674
245.916949428,-420.458,411.026688508,932,411.052,112.261,202.594402228,0.731616,1493.73904848,64.6419929469,166.82706206,411.207230422,60.9807200218,4.57992692284,8.87038213922,932,2838.09625437,411.579,673.455,669.799393917,233.779
522.19006683,-419.992,410.911438556,933,410.915,112.366,241.320810905,0.804652,1517.61569241,101.259277023,700.312939904,411.108690134,59.9537702132,5.09850229424,8.89369378629,933,2964.53057552,411.442,694.458,923.956667759,233.868
435.844661144,-421.106,411.82107436,934,411.79,112.409,234.95900739,0.742881,2681.84634231,70.7964028714,1096.37904299,412.035992126,36.2868528221,4.41638913135,8.92603709402,934,3052.26230133,412.332,708.848,517.022834397,234.002
478.68990427,-421.438,412.134180699,935,412.143,112.434,121.473675942,0.712887,840.513534558,133.673009243,66.4391122806,412.284310706,75.5215655348,3.52179565779,8.9690497147,935,3038.96078152,412.591,721.15,1065.50698073,234.154
581.637420822,-421.401,411.746377288,936,411.693,112.496,239.589656081,0.701677,1279.2750815,106.608337769,688.773760026,411.88016311,54.2559415521,4.56407273421,8.7886962591,936,2341.25554307,412.147,658.493,432.271467242,234.295
232.959759813,-422.724,413.103990759,937,413.104,112.54,247.230503469,0.714336,1557.04196487,54.8915451218,1013.74002016,413.277250556,43.2308925166,4.00280590484,8.92540036058,937,2990.89607902,413.585,679.774,474.826942923,234.352
410.878310065,-423.563,413.912127673,938,413.908,112.547,181.486775838,0.650568,1035.14639824,115.907138135,136.441258417,414.077851342,85.8695258462,4.52945778684,8.65789551026,938,2998.04676825,414.385,616.123,783.700332939,234.472
519.460517756,-424.142,414.38629777,939,414.371,112.623,234.556618723,0.737321,1995.39760698,116.815461566,769.426787876,414.579544046,69.9057343838,4.64655166009,8.65356597321,939,3019.49027322,414.854,647.815,856.299736463,234.605
174.827551422,-424.354,414.799581128,940,414.789,112.698,211.615350646,0.759738,1741.68507544,43.1880655958,873.845517925,415.000374938,33.5626027437,4.34561286974,8.67173283449,940,2877.9604837,415.286,648.251,695.062874066,234.744
526.011369428,-425.074,415.503170143,941,415.475,112.788,210.899504981,0.694952,940.263885772,123.861763149,253.292537185,415.689355976,84.2346609733,5.19355250908,8.981398695,941,2212.83469714,415.975,721.849,435.811511397,234.824
721.14621459,-425.035,415.868384394,942,415.871,112.844,206.16062626,0.691442,1351.21696378,142.702887942,549.406555612,416.060376304,67.3702186875,4.12225951997,8.82803818097,942,2809.12094606,416.368,671.157,678.416689842,234.968
388.094513379,-425.645,416.183846811,943,416.179,112.885,235.938563202,0.762573,1995.56199976,113.067041124,857.752242014,416.34394424,73.2866962031,4.79166736314,8.72608248747,943,3068.949295,416.632,645.617,836.783899216,235.054
351.456247341,-426.407,416.806904145,944,416.794,112.949,241.174962525,0.798565,2404.19271552,104.070536761,991.391122823,416.963559251,67.6041055213,4.35200749389,8.84005683568,944,3038.67138785,417.234,682.264,689.693888531,235.145
634.933694382,-426.295,416.79987863,945,416.777,113.036,227.785238181,0.791199,2648.89796267,146.159838715,1467.04323826,416.986721947,75.3845467978,4.60973987915,8.56873412486,945,3105.30485961,417.299,622.01,554.242231261,235.261
157.570289459,-426.183,416.779879691,946,416.773,113.071,217.130611178,0.729559,1496.33828807,41.087858832,727.199647711,416.955005132,35.6735097553,4.72206652957,8.84282367086,946,3047.28589622,417.281,675.016,755.36651115,235.434
621.941865302,-426.389,416.928285879,947,416.895,113.094,229.164871335,0.775514,1750.41558563,110.54904467,799.314249699,417.124118351,58.1400870879,4.71283301761,9.18633015918,947,2977.8774755,417.436,745.943,818.544119918,235.558
420.531964654,-427.075,417.153099695,948,417.152,113.126,204.674486361,0.70949,842.23106708,86.9370342053,637.151866906,417.361496678,63.8384490955,5.38052137609,9.1249281872,948,2046.75428221,417.66,727.942,277.3610373,235.667
727.278714208,-427.219,417.555451312,949,417.542,113.191,214.483903205,0.685619,1038.51816999,178.019160076,669.736136756,417.728871154,107.828087119,4.63401639632,8.92035521005,949,2398.42080565,417.988,706.604,424.47174665,235.804
635.943722467,-427.518,418.13103493,950,418.129,113.297,217.311457843,0.683662,948.576524452,152.890396409,635.460864348,418.325133028,79.3269080948,4.68735777775,8.8995409398,950,1853.53685371,418.623,695.727,282.456686668,235.932
457.274902717,-427.931,418.208627354,951,418.193,113.373,225.836440627,0.72797,1516.75868654,116.408755374,619.6809346,418.398301568,65.6076494844,4.35109619342,9.27984659437,951,3173.97811974,418.666,775.51,737.994679061,236.036
445.335223777,-428.137,418.468299526,952,418.462,113.43,233.61990984,0.745917,1668.58515865,75.7784410105,715.66593242,418.680165029,41.0177168474,4.46112180176,8.96470145841,952,3209.55385544,419.004,719.937,883.627246486,236.182
315.414206314,-428.479,418.79584248,953,418.774,113.472,217.901840593,0.783164,1372.56166344,97.6685811428,559.318995844,418.980200729,70.3465037073,4.73588113358,9.06883129422,953,3003.96331208,419.265,742.196,756.791219363,236.291
627.916150439,-427.281,417.863114617,954,417.854,113.532,216.499848165,0.690732,2136.92216399,121.256456916,618.433060796,418.115582778,67.7555584529,6.32370466945,9.11455296007,954,2938.61495426,418.436,723.868,782.810069982,236.402
287.501086757,-428.821,419.366662628,955,419.339,113.56,237.023994263,0.776465,2076.96126679,84.8755467776,1386.12475765,419.593184915,63.244173127,4.60803476697,8.99453583406,955,3064.96962104,419.876,698.762,599.454941795,236.546
353.525414135,-429.269,419.596291174,956,419.584,113.673,215.444318693,0.715544,1522.76214686,97.3065156715,821.698921722,419.804553293,74.3028166706,4.73833132417,8.9776508072,956,2773.69612655,420.077,733.958,512.127037298,236.676
288.861897701,-429.173,419.722871486,957,419.718,113.675,221.084909794,0.670339,1244.06441596,58.3905479543,393.696119366,419.932373764,43.1003156333,5.76890227796,9.00523778724,957,2408.08429268,420.218,700.359,515.197233657,236.751
380.955004154,-428.596,419.053348657,958,419.054,113.743,231.850436856,0.711829,1801.23277686,124.00145057,795.195400145,419.316639991,88.3704420333,5.32416046045,8.64300066903,958,3102.51556936,419.654,666.137,781.98055626,236.849
221.222206983,-429.783,420.062881846,959,420.044,113.838,232.900701859,0.697342,1193.40097544,46.0374169216,696.251512837,420.264856389,38.7440686321,6.00542490843,9.10362564795,959,1834.23372756,420.577,729.792,239.594300413,236.974
709.844388922,-429.757,420.092378977,960,420.092,113.862,205.141290518,0.779066,1803.25535339,151.38594826,910.187383177,420.290108986,82.719595645,4.59895626615,8.78138732399,960,2878.60770784,420.639,680.063,765.000709416,237.123
251.774593485,-429.836,420.050945009,961,420.056,113.942,199.556398153,0.712545,888.608235202,53.6285869823,282.700868939,420.276585018,40.7597519477,5.09915305408,8.97419061549,961,2356.70418513,420.585,676.801,512.596971194,237.203
536.458490024,-431.113,421.273679026,962,421.257,113.973,234.398735242,0.701803,2427.00406297,119.202692014,1172.49122866,421.461726379,64.030693749,4.34298209533,8.78279436312,962,3002.45411324,421.757,671.61,580.587725293,237.32
257.348205993,-431.038,421.122160071,963,421.108,114.082,206.56709154,0.767622,1553.27534532,63.489285684,244.850751437,421.354543735,44.746272713,4.82886235908,9.10578724271,963,2908.33235297,421.631,750.15,875.463894262,237.481
577.396811808,-431.009,421.062836088,964,421.047,114.135,213.013909733,0.783367,1646.32828734,163.089854134,247.982782551,421.333877232,124.127122133,4.89451295821,9.05150136818,964,2604.60465656,421.65,723.905,753.085497416,237.625
449.418232812,-431.218,421.238372428,965,421.236,114.155,220.115431806,0.795361,1473.78706577,101.930919046,832.582310277,421.479289184,52.2540528804,3.71994012637,9.00748629881,965,2723.34971835,421.817,715.745,433.082738217,237.752
467.792641017,-431.435,421.438809782,966,421.406,114.204,222.455976164,0.760732,1932.91362878,105.221708773,834.868765295,421.704327835,68.7181191406,4.6458965742,9.10368136982,966,2937.26102285,422.008,726.739,802.771095126,237.862
621.512624516,-432.073,422.038397228,967,422.023,114.224,159.393379173,0.709486,531.757185311,113.840857388,216.062409329,422.282728599,51.2853417648,3.44746855541,9.04897751374,967,1903.04494524,422.581,730.2,493.674822513,238.044
310.136972747,-432.502,422.560314181,968,422.564,114.31,194.34523456,0.718348,917.468692115,97.9199106288,232.362434848,422.822188286,73.4547442163,5.21482380819,8.99346407655,968,2883.90204141,423.134,678.285,709.294451645,238.247
447.889127041,-433.228,423.191702633,969,423.184,114.373,196.383982039,0.659176,944.925679147,106.47855956,215.851310945,423.447141182,71.0783847833,2.84808750879,8.91328912082,969,2053.41686289,423.752,708.49,458.998248342,238.423
335.2955204,-432.056,422.135900745,970,422.122,114.445,217.220133526,0.728707,1383.92863572,91.5304423935,884.04523879,422.391636525,82.0122366365,5.00558997697,8.91579959355,970,2534.9023517,422.696,703.047,477.620811113,238.552
324.277006867,-432.85,423.001570713,971,422.97,114.513,218.793061807,0.72197,1633.54179196,72.2141549823,635.033652009,423.274964623,56.394945766,4.51926429404,8.86477965641,971,2935.00860792,423.603,710.727,749.179847035,238.651
269.916494992,-433.318,423.254053327,972,423.246,114.587,153.037132031,0.718547,887.954501098,66.6447473303,146.929141833,423.523189405,53.6194520828,4.63121317156,8.81043504351,972,2596.62242868,423.805,692.332,896.73934126,238.786
190.117542585,-433.118,423.650674771,973,423.664,114.695,174.819538002,0.718968,765.412479976,47.7474544548,131.636230262,423.926693277,40.8290437537,4.24374035209,8.76845746219,973,2020.98498637,424.278,683.344,487.897197937,238.917
228.191567352,-433.129,423.347638213,974,423.345,114.731,185.480301327,0.628839,710.317407223,55.5789024447,303.910144345,423.594061763,41.4534031948,4.89078590363,9.297179564,974,1670.32137323,423.888,771.024,389.160065058,239.034
398.156541427,-434.424,424.362466622,975,424.323,114.773,224.064972577,0.694137,1531.50462533,103.880729557,803.673868038,424.617194841,57.4079747906,4.44589379114,9.02037848888,975,2483.55553671,424.925,742.642,494.8631016,239.213
612.821113932,-434.138,424.451323743,976,424.443,114.818,219.954726075,0.700093,2334.49036318,156.554739856,1088.8912534,424.746143383,87.6812257979,3.9044498159,8.98620989878,976,3062.58363958,425.099,728.148,728.346687225,239.28
567.021022059,-434.767,424.879594961,977,424.867,114.888,173.630363496,0.741123,365.169603699,155.261028871,294.723627814,425.126634094,76.2004333626,5.80693498843,9.09297206637,977,546.816830331,425.421,739.83,61.6298982105,239.395
427.49864002,-434.836,424.956919703,978,424.955,114.967,220.332615068,0.634717,1469.36770494,103.819849879,375.595018569,425.241886467,79.8854159592,4.40238988046,9.4152405596,978,2927.74958041,425.515,806.165,660.626722026,239.517
392.899498328,-435.1,424.915775934,979,424.882,115.02,206.579620499,0.75529,2223.28335259,95.9928822846,869.449208567,425.176257774,74.3273663016,6.06766985194,9.21885627311,979,2468.37132377,425.506,726.112,428.135254473,239.671
476.708453375,-435.467,425.465394487,980,425.45,115.109,217.848009801,0.679611,2329.79558191,105.654414162,704.589149317,425.697050407,66.0218554612,5.44277114254,8.89121154054,980,2997.10451399,426.041,690.713,789.766740747,239.811
332.577393789,-434.979,425.491690379,981,425.493,115.145,218.953544097,0.698865,2622.12634115,104.586865286,892.917098839,425.734970337,108.807603304,5.60574320185,9.13611092142,981,2964.68902344,426.023,760.627,603.988193827,239.933
624.4795211,-435.908,426.107300981,982,426.078,115.18,209.760519543,0.650639,1805.95989277,144.592583506,202.102389813,426.341855953,118.780663813,4.5199217259,8.85038034612,982,2963.87423855,426.601,709.59,843.972811586,240.009
537.735978187,-436.176,426.416458911,983,426.411,115.237,220.732881251,0.709542,1794.35885902,110.978182013,898.926727275,426.6517589,63.4723130549,4.62700541486,8.95926812689,983,2715.57162992,426.948,689.658,686.51549519,240.13
817.62208161,-436.769,427.021791868,984,427.004,115.306,208.373381737,0.686973,1746.6016775,144.729536217,503.745566298,427.202095275,59.019724661,4.45070339572,9.04428787064,984,2846.14506216,427.5,713.752,878.26244805,240.217
245.600459985,-435.817,426.042528023,985,426.055,115.388,205.363587899,0.658614,1635.32852699,53.8277418715,450.079931443,426.26330377,36.7661734499,5.36578878298,9.1149318854,985,2943.08802109,426.633,716.623,851.572371504,240.323
442.054060282,-436.41,426.84435806,986,426.825,115.463,184.458932728,0.773401,738.624310403,76.754244836,191.223575382,427.078197909,41.5407704689,4.89914109209,9.03785631389,986,2354.59573977,427.386,731.408,471.925033145,240.423
384.592182753,-435.745,425.848666491,987,425.85,115.479,231.2782641,0.719832,1330.74676687,68.4803526783,645.547251925,426.121689897,40.2688039576,4.58686448757,8.98103478275,987,3332.25475125,426.442,740.817,567.431184436,240.572
639.868615149,-436.42,426.383060369,988,426.375,115.518,220.865053102,0.659286,1649.217268,149.384538243,463.107707998,426.61569816,92.2755775266,5.12282789158,8.94316185287,988,3047.80345664,426.956,721.136,640.967339743,240.689
200.589902346,-437.307,427.355554103,989,427.348,115.511,230.446425574,0.746589,2092.77944462,52.6140044214,1240.69285094,427.598980551,39.5429008915,4.61895884404,9.09371910454,989,3121.52296725,427.908,725.887,691.832447311,240.807
