AverageAction,StdEsReturn,AverageDiscountedReturn,AverageAbsQYDiff,AverageReturn,AverageAbsY,AverageEsReturn,MaxReturn,Iteration,AveragePolicySurr,PolicyRegParamNorm,AverageAbsQ,QFunRegParamNorm,AverageY,AverageQ,Epoch,MinReturn,StdReturn,MinEsReturn,AverageQLoss,MaxEsReturn
0.278391,8.89896758374,99.9956828753,0.346428584105,1000.0,13.0506727861,9.08108108108,1000.0,379,-14.2514,95.7908,13.0904,124.831,13.0459220619,13.0467,379,1000.0,0.0,3.0,1.04146,49.0
0.0680546,13.1901895529,99.9956828753,0.318562906482,1000.0,13.0664013935,12.2839506173,1000.0,380,-14.2837,95.8919,13.105,124.918,13.0616494273,13.0615,380,1000.0,0.0,3.0,0.886503,59.0
0.221504,11.1639289224,99.9956828753,0.307421080567,1000.0,13.0015888551,13.3513513514,1000.0,381,-14.2353,95.9694,13.0341,125.181,12.9956642536,12.9963,381,1000.0,0.0,3.0,0.858987,60.0
0.134535,13.581248377,99.9956828753,0.321544916067,1000.0,13.0019203333,14.1690140845,1000.0,382,-14.1927,96.0354,13.0381,125.307,12.9946411187,12.9944,382,1000.0,0.0,3.0,0.886175,80.0
0.0116497,11.0731873388,99.9956828753,0.326360517263,1000.0,13.0368618873,13.3289473684,1000.0,383,-14.23,95.9935,13.0816,125.443,13.0309656535,13.0317,383,1000.0,0.0,3.0,0.91068,53.0
0.0126927,43.7169120028,99.9956828753,0.313975260765,1000.0,13.0114417547,22.1777777778,1000.0,384,-14.2175,96.0516,13.0469,125.492,13.0051622268,13.0044,384,1000.0,0.0,3.0,0.896489,287.0
0.00902057,13.2057808004,99.9956828753,0.322291636981,1000.0,13.0147114378,10.8064516129,1000.0,385,-14.2223,96.0901,13.0508,125.544,13.0077434243,13.0068,385,1000.0,0.0,3.0,0.876478,97.0
0.0249742,13.9881727579,99.9956828753,0.317694064404,1000.0,13.0109413862,14.2028985507,1000.0,386,-14.1893,96.1898,13.0506,125.671,12.9998314538,13.0015,386,1000.0,0.0,2.0,0.857157,70.0
0.00362724,10.8225385281,99.9956828753,0.308970462241,1000.0,13.0162522476,13.2597402597,1000.0,387,-14.2033,96.1301,13.0533,125.846,13.0082047492,13.0077,387,1000.0,0.0,3.0,0.87517,73.0
0.011829,9.67087507779,99.9956828753,0.316033987853,1000.0,13.0086754135,11.3372093023,1000.0,388,-14.213,96.2398,13.0423,125.876,13.0001524264,13.0003,388,1000.0,0.0,2.0,0.862571,50.0
0.00513387,11.4785123553,99.9956828753,0.329749888759,1000.0,12.9985235299,13.0128205128,1000.0,389,-14.2004,96.2783,13.0393,126.041,12.9863406341,12.9876,389,1000.0,0.0,3.0,0.944187,51.0
0.0102205,13.2166423194,99.9956828753,0.326404729339,1000.0,12.9883790098,11.9156626506,1000.0,390,-14.2128,96.3923,13.0248,126.158,12.9785993031,12.9783,390,1000.0,0.0,3.0,0.901511,72.0
0.00737502,9.2559871782,99.9956828753,0.338195375779,1000.0,13.0209187749,10.2323232323,1000.0,391,-14.2302,96.5045,13.0582,126.259,13.0087124759,13.0081,391,1000.0,0.0,3.0,1.01472,53.0
0.00846941,15.9575671898,99.9956828753,0.346265387644,1000.0,13.0850591802,10.9777777778,1000.0,392,-14.2967,96.5873,13.1249,126.368,13.0788398518,13.0794,392,1000.0,0.0,2.0,1.00899,140.0
0.00732527,9.68230583662,99.9956828753,0.325037260687,1000.0,13.0986674174,10.9456521739,1000.0,393,-14.289,96.6229,13.1315,126.44,13.0926280145,13.0929,393,1000.0,0.0,3.0,0.909604,46.0
0.0106392,12.5423596388,99.9956828753,0.335257114807,1000.0,13.0148678788,12.1204819277,1000.0,394,-14.2557,96.709,13.0543,126.572,13.0065565957,13.0071,394,1000.0,0.0,3.0,0.959514,87.0
0.0119793,15.4760086547,99.9956828753,0.305012343359,1000.0,13.0795249154,14.014084507,1000.0,395,-14.294,96.7263,13.1167,126.612,13.072802176,13.0733,395,1000.0,0.0,3.0,0.766771,84.0
0.00735279,11.1135157532,99.9956828753,0.340442586629,1000.0,13.1123786186,10.8709677419,1000.0,396,-14.3314,96.7925,13.151,126.758,13.1074030137,13.1061,396,1000.0,0.0,3.0,0.952242,65.0
0.00969557,18.3256853805,99.9956828753,0.344769298277,1000.0,13.1351160722,12.0240963855,1000.0,397,-14.371,96.9006,13.1764,126.865,13.1276696577,13.1288,397,1000.0,0.0,3.0,0.993371,130.0
0.0101836,16.6562724829,99.9956828753,0.350014368465,1000.0,13.1409734409,12.7808219178,1000.0,398,-14.3651,96.9974,13.1763,126.912,13.1351406817,13.135,398,1000.0,0.0,3.0,1.02173,107.0
0.0058295,14.4566867017,99.9956828753,0.327232058707,1000.0,13.1896952478,12.7710843373,1000.0,399,-14.4264,97.0557,13.2303,127.03,13.1842000859,13.184,399,1000.0,0.0,3.0,0.940832,86.0
0.00926061,15.0357795781,99.9956828753,0.337270588606,1000.0,13.2043456604,12.7721518987,1000.0,400,-14.4235,97.0773,13.2442,127.117,13.1992434389,13.1993,400,1000.0,0.0,3.0,0.951595,113.0
0.00856731,10.4461449719,99.9956828753,0.319543614092,1000.0,13.2513921931,11.4597701149,1000.0,401,-14.5069,97.1738,13.2949,127.188,13.2478871245,13.2481,401,1000.0,0.0,3.0,0.819644,50.0
0.0100802,13.853497007,99.9956828753,0.331970859899,1000.0,13.2815603288,12.9480519481,1000.0,402,-14.5277,97.2142,13.3184,127.236,13.2782909555,13.2781,402,1000.0,0.0,3.0,0.930884,77.0
0.0065994,21.3485362496,99.9956828753,0.323531990438,1000.0,13.3217708074,19.8,1000.0,403,-14.5345,97.308,13.36,127.348,13.319580109,13.3211,403,1000.0,0.0,3.0,0.917742,80.0
0.00815085,12.8891514361,99.9956828753,0.330799565377,1000.0,13.360847859,13.6811594203,1000.0,404,-14.6372,97.3673,13.3958,127.555,13.358075479,13.3578,404,1000.0,0.0,3.0,0.945864,68.0
0.00971862,16.4557180773,99.9956828753,0.32955561749,1000.0,13.3853508588,14.9411764706,1000.0,405,-14.6517,97.4778,13.4254,127.587,13.3835576324,13.3835,405,1000.0,0.0,3.0,0.929384,81.0
0.00852934,12.7553234004,99.9956828753,0.334398984173,1000.0,13.4206578211,10.2621359223,1000.0,406,-14.7213,97.591,13.4619,127.748,13.4184101793,13.4184,406,1000.0,0.0,3.0,0.890458,81.0
0.00824365,25.9372185171,99.9956828753,0.355264767998,1000.0,13.5819116409,17.5438596491,1000.0,407,-14.8077,97.6837,13.617,127.822,13.5791766325,13.5782,407,1000.0,0.0,2.0,1.05336,189.0
0.00777189,13.6240994993,99.9956828753,0.341456789755,1000.0,13.5269937282,12.4683544304,1000.0,408,-14.8037,97.7693,13.5632,127.916,13.5250223039,13.5254,408,1000.0,0.0,2.0,0.956643,98.0
0.00780552,14.0435406206,99.9956828753,0.345004636197,1000.0,13.58952983,11.632183908,1000.0,409,-14.9019,97.865,13.6257,127.976,13.5874145061,13.5877,409,1000.0,0.0,3.0,1.0186,74.0
0.00978834,9.45078081018,99.9956828753,0.339102930397,1000.0,13.7148076534,10.606741573,1000.0,410,-15.0305,97.9041,13.7514,128.136,13.7120731993,13.7118,410,1000.0,0.0,3.0,0.928011,54.0
0.00638909,17.3142073171,99.9956828753,0.367757775221,1000.0,13.7753234526,14.3108108108,1000.0,411,-15.0504,97.9696,13.8195,128.171,13.7721407482,13.771,411,1000.0,0.0,3.0,1.13015,100.0
0.206649,14.308261717,99.9956828753,0.344023614228,1000.0,13.8125098055,12.0731707317,1000.0,412,-15.154,98.1183,13.8503,128.303,13.809528392,13.8098,412,1000.0,0.0,2.0,0.947219,73.0
0.0102705,11.4339703115,99.9956828753,0.376238939658,1000.0,13.9352398202,10.1875,1000.0,413,-15.2996,98.1696,13.9778,128.429,13.9311290618,13.9316,413,1000.0,0.0,3.0,1.12128,72.0
0.250846,15.1901003718,99.9956828753,0.348760753547,1000.0,13.9835418842,10.3958333333,1000.0,414,-15.3484,98.2163,14.022,128.589,13.9790656994,13.9782,414,1000.0,0.0,2.0,0.985858,120.0
0.273221,15.7787517968,99.9956828753,0.356675663311,1000.0,14.139548781,11.5909090909,1000.0,415,-15.5235,98.2189,14.1798,128.657,14.1350484265,14.1348,415,1000.0,0.0,2.0,1.0836,88.0
0.00478326,15.4728202371,99.9956828753,0.375651741684,1000.0,14.2139096189,11.8352941176,1000.0,416,-15.6393,98.2857,14.2595,128.811,14.2097912551,14.2083,416,1000.0,0.0,2.0,1.0822,114.0
0.0111157,14.1527415902,99.9956828753,0.373653154781,1000.0,14.3395170013,10.9347826087,1000.0,417,-15.7468,98.3307,14.379,128.905,14.3341426688,14.3355,417,1000.0,0.0,3.0,1.11293,71.0
0.257112,13.8367308026,99.9956828753,0.381837738683,1000.0,14.5076828695,11.2247191011,1000.0,418,-15.9261,98.3985,14.5467,128.993,14.5013794509,14.4997,418,1000.0,0.0,3.0,1.12398,102.0
0.0105843,15.3243636698,99.9956828753,0.372954758264,1000.0,14.6261309411,10.4421052632,1000.0,419,-16.0739,98.4675,14.6637,129.061,14.618518287,14.6185,419,1000.0,0.0,3.0,1.1306,103.0
0.00626672,14.3579399047,99.9956828753,0.383091738107,1000.0,14.7813233106,9.81553398058,1000.0,420,-16.2454,98.5145,14.8177,129.192,14.775195548,14.775,420,1000.0,0.0,3.0,1.12042,117.0
0.106995,13.9382554605,99.9956828753,0.405212513724,1000.0,14.8394657519,11.1685393258,1000.0,421,-16.2911,98.5488,14.8815,129.224,14.8336607305,14.8338,421,1000.0,0.0,2.0,1.29413,85.0
0.184152,13.4967335384,99.9956828753,0.385898803132,1000.0,14.9720761414,10.9450549451,1000.0,422,-16.4235,98.6444,15.0111,129.373,14.9664829896,14.9654,422,1000.0,0.0,3.0,1.1956,90.0
0.00592723,10.8571648274,99.9956828753,0.404684630209,1000.0,15.0987844475,9.74757281553,1000.0,423,-16.6036,98.6823,15.1433,129.527,15.0938228777,15.0938,423,1000.0,0.0,3.0,1.28648,55.0
0.190768,12.3116870668,99.9956828753,0.396070570343,1000.0,15.2164209555,10.2680412371,1000.0,424,-16.7122,98.7007,15.2614,129.666,15.2112716346,15.2108,424,1000.0,0.0,2.0,1.23214,60.0
0.0100377,14.2367288479,99.9956828753,0.42980318034,1000.0,15.3188057674,9.89215686275,1000.0,425,-16.8444,98.748,15.3642,129.853,15.3145246014,15.3145,425,1000.0,0.0,3.0,1.43915,117.0
0.275497,12.2812579112,99.9956828753,0.419142483127,1000.0,15.4987651262,9.65048543689,1000.0,426,-17.0264,98.7723,15.5461,129.927,15.4922956569,15.4915,426,1000.0,0.0,2.0,1.33743,71.0
0.0964256,21.4653247502,99.9956828753,0.413288012611,1000.0,15.6420122569,14.1690140845,1000.0,427,-17.1731,98.8024,15.682,129.988,15.6366173935,15.6362,427,1000.0,0.0,3.0,1.27386,130.0
0.0556855,18.0539585519,99.9956828753,0.42048033332,1000.0,15.6579943199,12.1341463415,1000.0,428,-17.2209,98.7916,15.702,130.214,15.6519136075,15.6516,428,1000.0,0.0,3.0,1.38233,102.0
0.0472211,10.6177183687,99.9956828753,0.419173192548,1000.0,15.8444192346,10.2448979592,1000.0,429,-17.4164,98.8918,15.8883,130.454,15.8383131172,15.8388,429,1000.0,0.0,3.0,1.36744,45.0
0.322239,19.5898642939,99.9956828753,0.439572203974,1000.0,15.9546939691,13.472972973,1000.0,430,-17.5509,98.9619,15.9997,130.607,15.9481777897,15.9474,430,1000.0,0.0,3.0,1.46438,128.0
0.253038,13.5096707645,99.9956828753,0.437001982658,1000.0,16.0842788202,10.6914893617,1000.0,431,-17.6868,99.0213,16.1316,130.786,16.0777415208,16.078,431,1000.0,0.0,3.0,1.40222,77.0
0.186842,9.95018456309,99.9956828753,0.427936907035,1000.0,16.1856135334,9.22222222222,1000.0,432,-17.8618,99.1021,16.2289,130.928,16.1785471335,16.1779,432,1000.0,0.0,2.0,1.44667,50.0
0.324621,13.8583925314,99.9956828753,0.448959808191,1000.0,16.3058439347,10.9662921348,1000.0,433,-17.9244,99.2397,16.3549,131.161,16.2988080465,16.2976,433,1000.0,0.0,3.0,1.60182,77.0
0.280157,16.9486254933,99.9956828753,0.434048301567,1000.0,16.3466324118,12.5802469136,1000.0,434,-18.0325,99.3582,16.394,131.177,16.3388002791,16.3379,434,1000.0,0.0,3.0,1.46481,86.0
0.305555,21.7803668173,99.9956828753,0.423588480423,1000.0,16.453507711,15.0153846154,1000.0,435,-18.1526,99.4103,16.4947,131.349,16.4439859022,16.443,435,1000.0,0.0,3.0,1.45038,138.0
0.256276,15.1700688085,99.9956828753,0.454959473259,1000.0,16.6069199157,11.4111111111,1000.0,436,-18.3029,99.5474,16.6575,131.592,16.5984796287,16.6005,436,1000.0,0.0,3.0,1.58466,80.0
0.286254,10.2704082414,99.9956828753,0.447356954711,1000.0,16.7670038755,8.69565217391,1000.0,437,-18.4202,99.5946,16.81,131.753,16.75778383,16.757,437,1000.0,0.0,3.0,1.6432,63.0
0.340545,13.5434419591,99.9956828753,0.451215850148,1000.0,16.8795604789,10.6966292135,1000.0,438,-18.5347,99.6825,16.93,131.941,16.8709849555,16.87,438,1000.0,0.0,2.0,1.64639,74.0
0.351591,10.4598414913,99.9956828753,0.445346084427,1000.0,16.9796442378,8.89743589744,1000.0,439,-18.6945,99.763,17.0263,132.217,16.9715420907,16.9721,439,1000.0,0.0,3.0,1.51835,56.0
0.227137,16.5134462126,99.9956828753,0.456094454658,1000.0,17.0303387662,13.2631578947,1000.0,440,-18.7953,99.7759,17.0812,132.319,17.0222790095,17.0198,440,1000.0,0.0,2.0,1.63283,70.0
0.363036,21.170974724,99.9956828753,0.435915002258,1000.0,17.2025802847,13.1506849315,1000.0,441,-18.8778,99.9272,17.2498,132.486,17.1975212224,17.1994,441,1000.0,0.0,3.0,1.53866,147.0
0.270728,13.517875712,99.9956828753,0.447617008684,1000.0,17.2132600015,11.8488372093,1000.0,442,-18.9312,100.075,17.2606,132.695,17.2088669641,17.2069,442,1000.0,0.0,3.0,1.58271,89.0
0.229359,16.5196420647,99.9956828753,0.430680570463,1000.0,17.2942369716,12.9873417722,1000.0,443,-19.0259,100.212,17.34,132.824,17.2872852724,17.2882,443,1000.0,0.0,3.0,1.50715,86.0
0.244443,12.2591427097,99.9956828753,0.471349648383,1000.0,17.3115399608,11.2247191011,1000.0,444,-19.0519,100.291,17.3629,133.044,17.3068746667,17.3073,444,1000.0,0.0,2.0,1.78901,53.0
0.244147,13.8554983524,99.9956828753,0.43975387257,1000.0,17.3829110363,10.8804347826,1000.0,445,-19.0889,100.373,17.4266,133.218,17.3769262375,17.3763,445,1000.0,0.0,2.0,1.5949,85.0
0.342024,16.7248449509,99.9956828753,0.429542147844,1000.0,17.4858259505,11.4712643678,1000.0,446,-19.2139,100.414,17.5295,133.386,17.4810028736,17.4807,446,1000.0,0.0,2.0,1.60689,135.0
0.249123,17.5755747673,99.9956828753,0.4538970036,1000.0,17.439912733,15.2615384615,1000.0,447,-19.1872,100.475,17.4954,133.603,17.43486017,17.4356,447,1000.0,0.0,3.0,1.75661,81.0
0.245732,27.0742070508,99.9956828753,0.430893034188,1000.0,17.5369450474,19.3529411765,1000.0,448,-19.2127,100.605,17.5851,133.671,17.53273571,17.5336,448,1000.0,0.0,3.0,1.6211,176.0
0.323229,17.251861779,99.9956828753,0.429641279351,1000.0,17.5673131216,13.5405405405,1000.0,449,-19.2268,100.637,17.6152,133.805,17.5620542092,17.5615,449,1000.0,0.0,3.0,1.68975,76.0
0.241938,10.537604092,99.9956828753,0.445877036411,1000.0,17.5979630495,10.17,1000.0,450,-19.2446,100.73,17.6496,133.916,17.5921166743,17.592,450,1000.0,0.0,3.0,1.75751,65.0
0.312773,12.9319936608,99.9956828753,0.449449505698,1000.0,17.5718038736,11.2359550562,1000.0,451,-19.2656,100.752,17.6255,134.042,17.5632501425,17.5628,451,1000.0,0.0,3.0,1.80244,65.0
0.22258,13.8690525013,99.9956828753,0.430652512416,1000.0,17.6358443755,10.7777777778,1000.0,452,-19.3213,100.873,17.6821,134.147,17.6273973854,17.6275,452,1000.0,0.0,3.0,1.62073,86.0
0.843722,18.0226444,87.4171123237,0.43610022495,838.0,17.6287796744,14.2676056338,1000.0,453,-19.3498,100.891,17.6788,134.351,17.6217952408,17.6226,453,27.0,362.243242403,3.0,1.6451,112.0
0.093773,15.2824933142,99.9956828753,0.464123912391,1000.0,17.6284397763,13.7162162162,1000.0,454,-19.3808,100.936,17.6798,134.519,17.6185880105,17.618,454,1000.0,0.0,3.0,1.73117,85.0
0.182751,10.7711916487,99.9956828753,0.433442457057,1000.0,17.7234916695,9.9595959596,1000.0,455,-19.4496,101.051,17.7718,134.728,17.7137896847,17.7146,455,1000.0,0.0,3.0,1.70475,53.0
0.236037,12.7189857355,99.9956828753,0.425670011677,1000.0,17.8319230776,11.2386363636,1000.0,456,-19.5039,101.118,17.8809,134.951,17.8219800556,17.8218,456,1000.0,0.0,3.0,1.63646,65.0
0.123258,14.4214347616,99.9956828753,0.449531637101,1000.0,17.7867405401,11.4494382022,1000.0,457,-19.562,101.176,17.8366,135.085,17.7768021787,17.7765,457,1000.0,0.0,3.0,1.74443,108.0
0.224027,15.7383711825,99.9956828753,0.461315230934,1000.0,17.8957021946,12.1204819277,1000.0,458,-19.6068,101.204,17.9465,135.338,17.8841107753,17.884,458,1000.0,0.0,3.0,1.87849,83.0
0.0892153,14.8258706751,99.9956828753,0.445352645191,1000.0,17.8391104863,12.6962025316,1000.0,459,-19.621,101.294,17.8897,135.503,17.8266618662,17.8276,459,1000.0,0.0,3.0,1.7078,98.0
0.0718916,21.5142236977,99.9956828753,0.468962062773,1000.0,18.0225548845,16.9491525424,1000.0,460,-19.6956,101.338,18.0712,135.606,18.0111619047,18.0106,460,1000.0,0.0,3.0,1.86919,114.0
0.119958,10.7803837257,99.9956828753,0.43123238764,1000.0,18.0126116685,11.1149425287,1000.0,461,-19.7384,101.412,18.0553,135.849,18.0033899738,18.003,461,1000.0,0.0,3.0,1.65994,55.0
0.0733619,13.2495285428,99.9956828753,0.452796799812,1000.0,17.9322095024,11.8850574713,1000.0,462,-19.7227,101.392,17.9817,136.035,17.9225705134,17.923,462,1000.0,0.0,3.0,1.74326,66.0
0.957458,9.69786970157,99.9956828753,0.454336612257,1000.0,18.0487598441,10.8043478261,1000.0,463,-19.8044,101.482,18.0995,136.185,18.0380333617,18.0386,463,1000.0,0.0,3.0,1.7956,47.0
0.0948819,12.9277202542,99.9956828753,0.440233275931,1000.0,18.0370944281,11.0769230769,1000.0,464,-19.8089,101.605,18.0884,136.345,18.0300132986,18.03,464,1000.0,0.0,3.0,1.66645,79.0
0.271983,16.6097345001,99.9956828753,0.454548702038,1000.0,18.0144436631,13.602739726,1000.0,465,-19.7379,101.712,18.068,136.61,18.0021428694,18.0019,465,1000.0,0.0,2.0,1.77874,82.0
0.313696,8.18509527904,99.9956828753,0.444810131899,1000.0,18.0027499445,9.88118811881,1000.0,466,-19.8094,101.773,18.0565,136.741,17.9949915015,17.9955,466,1000.0,0.0,3.0,1.66707,45.0
0.470221,21.2136200769,99.9956828753,0.42992237126,1000.0,18.0846576999,15.1666666667,1000.0,467,-19.8681,101.848,18.1346,136.867,18.0747122872,18.0736,467,1000.0,0.0,3.0,1.59772,157.0
0.62641,7.29388484579,99.9956828753,0.440581354903,1000.0,18.1364831032,8.65217391304,1000.0,468,-19.8947,101.876,18.1881,137.124,18.1277964247,18.1277,468,1000.0,0.0,3.0,1.55875,43.0
0.454503,9.09337960035,99.9956828753,0.470037519278,1000.0,18.1356801629,10.381443299,1000.0,469,-19.8864,101.96,18.1914,137.263,18.1281143192,18.1275,469,1000.0,0.0,3.0,1.82046,51.0
0.364122,12.71698861,99.9956828753,0.428515412981,1000.0,18.120255206,11.8235294118,1000.0,470,-19.8492,101.977,18.1688,137.376,18.1134371762,18.1148,470,1000.0,0.0,3.0,1.69026,65.0
0.748545,23.3567855363,99.9956828753,0.456487008792,1000.0,18.0318532177,15.873015873,1000.0,471,-19.8418,102.047,18.0889,137.601,18.0284493929,18.0299,471,1000.0,0.0,3.0,1.88342,153.0
0.316392,14.7408393163,99.9956828753,0.450261829164,1000.0,18.0936698839,12.4125,1000.0,472,-19.87,102.206,18.1469,137.754,18.089536172,18.0898,472,1000.0,0.0,3.0,1.7576,94.0
0.231823,10.8958527023,99.9956828753,0.448569820775,1000.0,18.0866009675,11.2359550562,1000.0,473,-19.8355,102.188,18.1373,137.927,18.0828086811,18.0815,473,1000.0,0.0,3.0,1.71195,58.0
0.160705,12.8553948542,99.9956828753,0.442076262285,1000.0,18.1465042601,12.9102564103,1000.0,474,-19.8895,102.265,18.1971,138.047,18.1424564544,18.142,474,1000.0,0.0,3.0,1.64855,68.0
0.228183,11.9511999457,99.9956828753,0.444709033464,1000.0,18.1745757051,11.9879518072,1000.0,475,-19.881,102.306,18.2285,138.131,18.1698386458,18.1702,475,1000.0,0.0,3.0,1.72813,56.0
0.811609,17.7009032743,99.9956828753,0.434027275339,1000.0,18.1046483751,12.9480519481,1000.0,476,-19.7881,102.332,18.1541,138.266,18.1012501366,18.1022,476,1000.0,0.0,3.0,1.66929,117.0
0.348527,15.9508533988,99.9956828753,0.447062729323,1000.0,18.0610067554,13.698630137,1000.0,477,-19.8111,102.376,18.1155,138.417,18.0577923292,18.0574,477,1000.0,0.0,3.0,1.76354,86.0
0.0936471,15.2492905489,99.9956828753,0.428452099994,1000.0,18.0349565222,12.0361445783,1000.0,478,-19.8124,102.425,18.0877,138.482,18.0310020697,18.0329,478,1000.0,0.0,2.0,1.69766,80.0
0.247118,17.8085960634,99.9956828753,0.434928257018,1000.0,18.0122186888,12.5625,1000.0,479,-19.7435,102.519,18.0628,138.694,18.0087905428,18.0096,479,1000.0,0.0,3.0,1.83379,97.0
0.346608,13.3395813061,99.9956828753,0.41560104894,1000.0,18.0473514477,11.6627906977,1000.0,480,-19.7817,102.579,18.0924,138.819,18.0438063078,18.0435,480,1000.0,0.0,3.0,1.60646,72.0
0.0885958,11.7574686873,99.9956828753,0.43680113725,1000.0,18.0769868629,10.3195876289,1000.0,481,-19.8233,102.594,18.1237,138.978,18.073903712,18.0741,481,1000.0,0.0,3.0,1.72555,68.0
0.327136,12.9982438296,99.9956828753,0.425455299134,1000.0,17.9968852195,12.1829268293,1000.0,482,-19.7736,102.624,18.0503,139.146,17.9926381544,17.9932,482,1000.0,0.0,3.0,1.54724,64.0
0.117709,11.555202368,99.9956828753,0.430891656337,1000.0,18.0800947746,9.94949494949,1000.0,483,-19.7716,102.686,18.1293,139.266,18.075913836,18.0757,483,1000.0,0.0,3.0,1.5714,99.0
0.913684,16.002465208,99.9956828753,0.467543178314,1000.0,18.0307590935,11.9411764706,1000.0,484,-19.7285,102.687,18.0832,139.386,18.0261702557,18.0251,484,1000.0,0.0,3.0,1.89372,106.0
0.456498,23.439957095,99.9956828753,0.437859653594,1000.0,17.9985470093,15.1515151515,1000.0,485,-19.7217,102.766,18.0491,139.597,17.992286624,17.993,485,1000.0,0.0,3.0,1.74639,134.0
0.229741,25.4714410641,99.9956828753,0.457630244962,1000.0,17.9109808882,18.9019607843,1000.0,486,-19.633,102.909,17.9638,139.761,17.9051381844,17.907,486,1000.0,0.0,3.0,1.8545,163.0
0.236468,19.5147037055,99.9956828753,0.404555634334,1000.0,17.9619247538,18.125,1000.0,487,-19.6636,102.923,18.0142,139.901,17.9549835535,17.9549,487,1000.0,0.0,3.0,1.50876,113.0
0.347845,16.7466544239,99.9956828753,0.408883848298,1000.0,17.898890892,15.2388059701,1000.0,488,-19.6366,102.991,17.9423,140.026,17.8925592096,17.8929,488,1000.0,0.0,3.0,1.49887,79.0
0.384132,13.1990211091,99.9956828753,0.447619595597,1000.0,17.8637900835,12.0731707317,1000.0,489,-19.5607,102.928,17.917,140.23,17.8581882461,17.8589,489,1000.0,0.0,3.0,1.7593,69.0
0.899973,13.1268905741,99.9956828753,0.407039697819,1000.0,17.8670494263,13.3698630137,1000.0,490,-19.5558,102.936,17.9134,140.333,17.8622532065,17.8615,490,1000.0,0.0,3.0,1.47444,70.0
0.560841,21.6393409823,99.9956828753,0.411787411955,1000.0,17.8608148549,11.393258427,1000.0,491,-19.5362,102.984,17.9115,140.454,17.8556707196,17.8556,491,1000.0,0.0,3.0,1.54961,199.0
0.273373,13.8859432508,99.9956828753,0.426880634749,1000.0,17.8329732052,12.8734177215,1000.0,492,-19.5556,103.044,17.8864,140.614,17.8287161452,17.8304,492,1000.0,0.0,3.0,1.68823,79.0
0.200052,13.3067148531,99.9956828753,0.430749725266,1000.0,17.9513775145,11.9397590361,1000.0,493,-19.5773,103.11,18.0014,140.609,17.9451875283,17.9479,493,1000.0,0.0,3.0,1.66325,75.0
0.22439,11.0071749327,99.9956828753,0.417345992203,1000.0,17.8923704065,10.11,1000.0,494,-19.6003,103.215,17.9459,140.753,17.8888824799,17.8876,494,1000.0,0.0,3.0,1.57686,63.0
0.217594,11.5312871681,99.9956828753,0.433951561019,1000.0,17.8274285333,12.3580246914,1000.0,495,-19.5085,103.249,17.8829,140.867,17.823032723,17.8234,495,1000.0,0.0,3.0,1.63114,55.0
0.274991,9.29700200416,99.9956828753,0.454486228699,1000.0,17.8055548859,10.585106383,1000.0,496,-19.5329,103.257,17.8548,140.933,17.8012305682,17.8014,496,1000.0,0.0,3.0,1.77358,55.0
0.477201,9.08797821877,99.9956828753,0.426533804778,1000.0,17.8551234563,8.8018018018,1000.0,497,-19.571,103.284,17.9093,141.133,17.8508684354,17.8526,497,1000.0,0.0,3.0,1.62556,43.0
0.563446,13.9451548485,99.9956828753,0.42136999691,1000.0,17.8214998014,12.7875,1000.0,498,-19.5159,103.32,17.8711,141.149,17.8174725858,17.8162,498,1000.0,0.0,3.0,1.62783,79.0
0.414114,11.790829819,99.9956828753,0.430196482671,1000.0,17.836734844,11.4470588235,1000.0,499,-19.5198,103.394,17.8859,141.332,17.8330668851,17.8335,499,1000.0,0.0,3.0,1.60163,68.0
0.168675,13.9893709651,99.9956828753,0.428103616164,1000.0,17.7531975355,12.85,1000.0,500,-19.4674,103.392,17.8103,141.449,17.7489215941,17.7507,500,1000.0,0.0,3.0,1.66217,84.0
0.177041,12.1664308064,99.9956828753,0.415289714587,1000.0,17.8586051023,10.0909090909,1000.0,501,-19.4895,103.487,17.9097,141.538,17.851818708,17.8507,501,1000.0,0.0,3.0,1.5961,92.0
0.01356,7.53198444432,99.9956828753,0.432176404374,1000.0,17.733979442,10.381443299,1000.0,502,-19.4544,103.577,17.7908,141.659,17.729343917,17.7288,502,1000.0,0.0,3.0,1.66798,42.0
0.155022,11.4399607537,99.9956828753,0.409652133123,1000.0,17.7206907905,10.7096774194,1000.0,503,-19.4394,103.652,17.7688,141.794,17.7130892071,17.7152,503,1000.0,0.0,2.0,1.59465,80.0
0.106349,19.9526038748,99.9956828753,0.415091987519,1000.0,17.7448255439,14.7352941176,1000.0,504,-19.4055,103.691,17.7946,141.874,17.7381288692,17.7372,504,1000.0,0.0,3.0,1.56347,86.0
0.659973,7.44422172549,99.9956828753,0.407753525187,1000.0,17.6344108099,7.51515151515,1000.0,505,-19.3117,103.793,17.6827,141.897,17.6240051968,17.6241,505,1000.0,0.0,2.0,1.519,52.0
0.00829549,16.2116501266,99.9956828753,0.476931165577,1000.0,17.5254541529,10.2604166667,1000.0,506,-19.2326,103.839,17.5841,142.022,17.5131533236,17.5155,506,1000.0,0.0,3.0,2.03307,129.0
0.299876,9.21559795527,99.9956828753,0.421574259021,1000.0,17.6794278785,9.04424778761,1000.0,507,-19.3168,103.933,17.7314,142.208,17.6658675419,17.6656,507,1000.0,0.0,3.0,1.53605,56.0
