AverageQ,StdReturn,AverageAbsQYDiff,AverageY,StdEsReturn,AverageQLoss,Iteration,QFunRegParamNorm,AveragePolicySurr,AverageAbsY,MinEsReturn,PolicyRegParamNorm,AverageAction,AverageAbsQ,MaxReturn,AverageDiscountedReturn,AverageEsReturn,Epoch,AverageReturn,MinReturn,MaxEsReturn
27.3118,1362.04077779,0.456792817982,27.3131972881,141.291412512,1.93767,1507,145.837,-27.5069,27.3147667049,61.2230887708,107.392,0.999181,27.3203,3454.13260081,210.364068832,242.955127859,1507,1925.67283005,136.323302448,430.230007849
27.3126,179.348667347,0.468429703243,27.3149479963,83.863671115,2.04163,1508,145.87,-27.5391,27.3182193092,16.5708052567,107.435,0.999124,27.326,1104.00032878,219.291967691,217.755795928,1508,651.189326729,300.487692998,321.866062159
27.268,20.0819629596,0.447996291687,27.2697211591,105.312264032,1.81474,1509,145.892,-27.4783,27.2731470941,53.1687326775,107.516,0.998791,27.279,249.362825633,130.610633124,203.422968775,1509,222.306114865,161.161596236,461.851449778
27.3091,0.424458879111,0.486387771066,27.3122498021,78.9958885469,2.33957,1510,145.935,-27.4819,27.3162035822,5.83737282853,107.565,1.0,27.3229,7.39483120221,6.06307934148,49.8043230905,1510,6.24679827672,5.92823502352,230.517583192
27.2881,0.0739293046807,0.486347863225,27.2887852688,29.4709740291,2.23148,1511,145.935,-27.4311,27.2922340682,3.22665907849,107.547,0.998452,27.2983,6.15882301045,5.77651439848,11.5749034349,1511,5.9413487975,5.78178020904,224.925491571
27.2246,39.7585593957,0.51028498008,27.2257802904,84.1844166933,2.31376,1512,145.964,-27.3512,27.2300559757,2.01241377951,107.628,0.999051,27.2368,473.498008109,131.798991767,30.200885892,1512,228.214943519,199.010027042,523.923503322
27.1203,147.754494555,0.499836151982,27.1236297448,71.7716589336,2.28445,1513,145.984,-27.2743,27.1260895156,156.780391436,107.632,0.999481,27.1326,821.820302927,167.678368199,209.044262196,1513,390.768269812,136.316497701,423.748587454
27.1404,189.898260675,0.494721669595,27.1418640292,300.379897641,2.09098,1514,146.031,-27.2812,27.1453109269,60.0613555213,107.642,0.999265,27.1519,1191.02440269,181.02790923,289.185265804,1514,478.169087138,165.57369937,1021.52613474
27.0278,227.144993734,0.520298412885,27.0293983665,117.697705293,2.29627,1515,146.02,-27.1911,27.0340447025,124.52151988,107.661,0.999273,27.0389,1178.68939822,212.916994793,277.371112447,1515,677.860243219,263.459229077,478.996130857
27.0286,173.704980539,0.514502046786,27.0297923508,222.260190764,2.22437,1516,146.06,-27.2211,27.0310368812,46.4476969889,107.786,0.999649,27.0384,635.435064952,80.9625844598,331.193307623,1516,153.042222837,38.9805890074,737.301797192
26.9865,1.65241735581,0.491142343892,26.9884228609,236.231960717,2.04787,1517,146.085,-27.1973,26.9918328864,38.7358843006,107.768,0.999757,26.9981,48.1231996748,39.0572350103,252.272176668,1517,44.5867161167,40.5660256876,757.506612604
27.1122,235.853985198,0.454012845591,27.1144514597,107.483923671,1.7859,1518,146.125,-27.3056,27.1194774401,46.0074268387,107.801,0.999409,27.1233,1112.74335183,134.217830852,206.556794396,1518,312.729302649,42.7582694987,420.219699787
27.0624,348.156027822,0.467124748288,27.0652117463,120.383918273,2.01959,1519,146.179,-27.2631,27.0694979277,91.8029811499,107.805,0.999492,27.0739,1594.66118092,170.612852031,313.875418065,1519,487.743136566,175.943028839,497.390979775
27.0254,200.049749694,0.456033898374,27.0263644028,204.645417919,1.92793,1520,146.201,-27.2408,27.0286415398,67.8804136933,107.787,0.999597,27.0353,1207.562022,132.488580482,331.721783016,1520,260.251859974,182.700946313,604.043381034
27.1166,667.00830849,0.450677626036,27.1194641643,335.778077582,1.7372,1521,146.219,-27.3441,27.1213887884,99.1877637626,107.804,0.999436,27.1277,2958.2588086,244.109774697,443.958818235,1521,1540.28408981,214.329745692,959.402136253
27.0955,487.09231501,0.468863164741,27.0979751459,181.139842122,2.04221,1522,146.256,-27.3274,27.1002434692,59.6461933219,107.826,0.999536,27.1067,2582.44399947,250.394299428,291.947255409,1522,1251.11323498,686.251598936,609.024621686
27.1416,5.20677805911,0.439414620981,27.1423394469,164.937451877,1.75678,1523,146.283,-27.3581,27.1441716739,53.6097567435,107.842,0.999481,27.1503,217.585815839,124.88724505,269.710198477,1523,205.573925807,193.703833711,596.573455821
27.1225,3.89553000522,0.462615401681,27.1234323586,286.249517253,1.89295,1524,146.319,-27.3357,27.1268499897,89.4417884902,107.858,0.999461,27.1317,208.105517595,122.732266964,378.634427592,1524,199.314296615,191.114021518,894.652740601
27.155,298.670757337,0.463606284651,27.1566876176,180.552682447,2.05901,1525,146.363,-27.3733,27.1603034144,72.0497456121,107.856,0.999688,27.1676,1414.02113069,166.076211628,298.780267058,1525,440.881676048,175.657974577,577.759760299
27.1407,140.974361889,0.462635096685,27.1421972025,224.889124239,2.0789,1526,146.39,-27.3609,27.1450721544,19.6397106741,107.864,0.999381,27.1547,1119.06497197,201.250541051,362.002406428,1526,573.09799633,215.948911668,613.100319185
27.1294,183.031374338,0.459361291509,27.1315709742,99.7900347086,1.99957,1527,146.423,-27.3422,27.1344257003,59.1516768748,107.892,0.999283,27.1394,697.644819993,165.525439096,206.771847585,1527,413.52599671,159.538658847,352.080303478
27.1496,168.046256643,0.445075886761,27.152043777,187.449661522,1.77343,1528,146.496,-27.3705,27.1539877316,82.1530227093,107.994,0.999612,27.1606,1062.00819649,177.515771345,250.995021395,1528,439.681757965,348.168563391,728.786880635
27.1704,118.037353437,0.47562285682,27.1714419311,240.293634809,2.26231,1529,146.564,-27.4098,27.1741618361,184.450529342,107.988,0.999688,27.1838,545.518298084,163.78702596,349.295102638,1529,359.076912875,233.459390677,918.495717318
27.1772,122.755093617,0.447914544122,27.176681907,150.802041503,1.88314,1530,146.629,-27.4113,27.1788888363,78.8917278733,107.957,0.999204,27.1875,811.04593168,176.024141244,245.207175555,1530,437.914226548,243.070794115,514.997568206
27.2875,362.528638568,0.44035721316,27.2899839481,313.647398622,1.61303,1531,146.664,-27.5138,27.2939282664,97.1791881184,108.006,0.99913,27.2973,1942.08193178,199.84202891,416.549034819,1531,761.07331688,245.354648822,1024.93544288
27.1753,57.3968943768,0.459574855355,27.1776015064,214.251982043,1.83092,1532,146.719,-27.3768,27.1812059745,5.07773805359,108.011,0.999002,27.1876,560.749113298,171.679271706,232.58424327,1532,376.36573472,286.481743749,604.107734968
27.25,40.5192439874,0.459862556671,27.2526236291,167.976959845,2.01385,1533,146.761,-27.4478,27.2553649614,36.2469411589,107.989,0.999055,27.2621,546.973536754,187.285311669,228.964403867,1533,485.225068626,383.007331924,440.781761707
27.2366,480.493871704,0.478684861598,27.2375759295,150.93026516,2.16668,1534,146.774,-27.4322,27.2404321156,60.9694865055,108.029,0.999433,27.2482,2596.92633833,225.452518474,327.228961335,1534,1293.83041641,751.017450645,537.696532047
27.2813,240.415655615,0.448910210093,27.2847456374,170.029458993,1.81944,1535,146.811,-27.4793,27.2872899298,129.206165503,108.025,0.99921,27.2927,1611.97499966,221.617762177,385.658810534,1535,782.816263277,375.283232641,604.077997318
27.2201,243.639603411,0.441171004364,27.2225712584,167.491503885,1.72392,1536,146.825,-27.4455,27.2254646033,19.5687104098,108.138,0.999275,27.233,1646.0006721,244.591191219,282.146322209,1536,969.672182377,668.193519169,551.753511892
27.2463,669.923352522,0.461532206933,27.2480149439,306.020561828,1.90453,1537,146.847,-27.4669,27.250729833,43.3714705292,108.162,0.999248,27.2575,3352.29273618,246.647119401,344.17855758,1537,2222.83918456,1279.44672905,981.90776872
27.2672,922.825820819,0.443937966513,27.2688432438,134.289133915,1.86396,1538,146.9,-27.4873,27.2727165639,74.674295865,108.204,0.999218,27.28,3553.5886431,249.424833979,254.296436863,1538,2407.63561154,1005.81306355,447.639048946
27.358,948.74687952,0.425040211338,27.3607363657,398.91430874,1.71235,1539,146.948,-27.5863,27.364194639,78.4320360501,108.203,0.999486,27.3708,3487.78109328,253.538801998,487.709597955,1539,2673.68541703,1020.19012933,1302.51655449
27.2752,390.404660885,0.44156903564,27.2764039896,281.557901299,1.89519,1540,146.967,-27.5007,27.2799807458,40.9477239799,108.219,0.9993,27.2863,3554.67845151,253.193810214,341.445667437,1540,3318.93987015,2107.82048571,824.418648183
27.3715,716.171943731,0.439312450499,27.3733557499,227.982456549,1.78441,1541,146.975,-27.605,27.3756620711,30.073145797,108.233,0.999098,27.3847,3397.05718118,250.833742207,271.61582271,1541,1452.2065276,793.061123534,650.319072552
27.3563,714.964100134,0.455547915126,27.3594404507,333.697449007,1.84712,1542,147.008,-27.5667,27.3623173009,179.243062303,108.231,0.999209,27.3681,3271.92219996,245.49837526,522.099928717,1542,1881.24148161,713.73899837,1207.77510995
27.3508,984.178953508,0.419519668891,27.3530887627,278.276029732,1.37913,1543,147.066,-27.5742,27.356106128,12.3338427914,108.241,0.999308,27.3631,3295.94175617,245.557182449,457.271136793,1543,2577.84923784,378.233576447,817.899962211
27.4107,788.162473344,0.454850620955,27.4128275588,232.115134095,1.97154,1544,147.119,-27.6146,27.4162325194,86.0596041088,108.234,0.999358,27.4227,3311.08331468,242.610130923,362.386792362,1544,1812.57579127,563.152970648,784.034931131
27.3454,282.635993895,0.43030933768,27.3465411338,381.968053217,1.59571,1545,147.17,-27.5541,27.3506575555,39.816041622,108.247,0.999208,27.3581,3141.58220063,240.150462509,387.034376035,1545,2904.32258399,2074.56806039,1159.95875496
27.4367,170.711446869,0.451219669211,27.4395690204,246.645309245,1.7922,1546,147.205,-27.6458,27.4424179655,17.5591122978,108.293,0.999469,27.4477,1049.88646491,206.501792956,292.642213481,1546,649.769920606,448.201190292,764.77862598
27.4344,846.079511409,0.470729323299,27.4353750533,325.602698321,2.06511,1547,147.26,-27.6655,27.4385650775,113.393849585,108.309,0.99943,27.4459,3128.71279807,235.354731749,679.660550912,1547,1551.71711121,605.70583712,1106.42685383
27.5007,206.206719887,0.434900699939,27.5049152554,225.541308037,1.66776,1548,147.338,-27.7213,27.5085146424,46.6286725923,108.332,0.999317,27.5125,1203.23117254,218.192422761,301.109397617,1548,761.46721819,324.006751787,859.287069889
27.5103,394.950554137,0.452258427072,27.5121139286,260.986187649,1.99953,1549,147.377,-27.734,27.5161788117,412.653666675,108.344,0.999286,27.5203,2213.79697098,231.204414194,704.098221336,1549,1116.03186755,561.911246465,1120.08134537
27.4874,0.0850524792721,0.451554618129,27.4890682765,224.868210885,1.90273,1550,147.398,-27.674,27.4918069167,5.77697624404,108.388,0.999212,27.4991,7.39804028477,5.85172937281,146.848112328,1550,6.02269545855,5.79422325924,777.353760989
27.4613,121.066175393,0.505122062986,27.4647536628,115.366971671,2.43592,1551,147.424,-27.6284,27.4679830795,5.46405018283,108.419,0.999083,27.471,875.43823435,193.216358628,70.0821667546,1551,534.009582355,210.500126571,515.140321057
27.477,122.987953899,0.474518099982,27.4780933271,132.236929372,1.96403,1552,147.474,-27.6776,27.4815768087,57.0154976418,108.427,0.998763,27.4879,568.823402924,150.729502959,235.784807785,1552,331.463290039,216.789279956,520.860410901
27.4845,158.256425731,0.466854892467,27.48722063,130.660315063,1.91767,1553,147.523,-27.6965,27.4908694435,17.727982445,108.458,0.999199,27.4938,896.210646274,160.357166514,152.85964717,1553,372.513065958,226.746316414,431.795063805
27.494,261.984684216,0.469402700848,27.4952936553,247.988112257,1.93781,1554,147.552,-27.7313,27.5005629791,161.906737173,108.472,0.998947,27.5094,1516.224977,184.306266604,548.818324803,1554,660.531194341,200.653758102,942.009950387
27.5,263.636001343,0.460577325025,27.5029191862,228.515161595,1.88138,1555,147.545,-27.7161,27.5078133142,136.247702104,108.47,0.9992,27.5124,1663.2095859,199.232847205,576.260617318,1555,732.032098798,492.263904412,800.553474375
27.535,173.275461647,0.449769884876,27.5363577408,274.62799463,1.74276,1556,147.568,-27.7714,27.5390562847,178.601966368,108.505,0.999268,27.5453,1278.71204095,196.076002376,569.670034215,1556,584.949429177,295.608409969,914.259829073
27.4309,916.564946038,0.474259064231,27.4331972037,232.274705851,2.1459,1557,147.625,-27.6493,27.4366783664,102.206807452,108.621,0.999286,27.4433,3560.04470987,259.687020782,404.825786968,1557,1960.97807709,906.792642159,817.783863363
27.5775,392.236488716,0.44884590962,27.5800157162,138.01012738,1.81281,1558,147.686,-27.8091,27.584250426,571.302787319,108.653,0.999468,27.5904,2727.80910191,250.096102285,749.73618965,1558,1089.78816378,728.537017524,935.2606484
27.5657,881.141133616,0.438058694841,27.5672480531,291.176082937,1.62065,1559,147.715,-27.795,27.570454305,9.64449769526,108.658,0.999176,27.5779,3458.63888546,244.647854096,282.144384812,1559,1386.58730093,708.995280961,893.663888361
27.5817,436.467611504,0.455284572305,27.5832361654,247.526318779,1.87196,1560,147.758,-27.7928,27.588514606,95.255385901,108.696,0.999429,27.5972,2713.13400365,224.60677585,397.111533722,1560,1057.00197804,560.033267642,744.86246369
27.5604,191.930303493,0.449932442098,27.5625652839,199.572365742,1.75656,1561,147.75,-27.7975,27.5658065366,178.402319498,108.772,0.999079,27.5745,969.500459923,166.527821655,498.306802393,1561,402.782155597,254.312379694,726.223903491
27.5892,213.255143329,0.467699969152,27.5918135787,265.586271723,2.11177,1562,147.788,-27.7965,27.5948278161,9.54480620472,108.791,0.999504,27.6035,1275.77278076,163.692548569,352.960866387,1562,394.18721098,95.4847324825,851.883896453
27.6188,62.0797209733,0.456983901541,27.6197785622,213.72873009,1.915,1563,147.875,-27.8384,27.6229303748,33.531508248,108.836,0.999756,27.6306,671.865936882,67.9941757614,235.171724212,1563,90.7511048986,70.7954365575,669.828643133
27.6323,74.1840413941,0.462502722544,27.6351500982,223.26919141,1.86718,1564,147.962,-27.8394,27.6391235414,10.3406379051,108.965,0.999309,27.6449,955.705703675,229.932936772,232.960938961,1564,703.831647448,589.316141775,675.345191772
27.5833,0.0596649079447,0.489622352274,27.5843520132,77.2821155006,2.27408,1565,148.013,-27.7468,27.5886418441,5.7291318894,109.032,0.999813,27.5978,6.07943824893,5.75418379077,26.0420882209,1565,5.91783094937,5.78255368689,517.618276858
27.5878,64.4558573942,0.505725401506,27.5903338135,203.884763328,2.2124,1566,148.015,-27.781,27.5952504384,5.69260423728,109.127,0.99933,27.599,922.9167199,222.706672486,89.4451954836,1566,685.980063764,633.335962364,748.763687163
27.5932,144.270329028,0.472998495936,27.5952904839,133.158941648,1.90666,1567,148.03,-27.8019,27.6001941216,40.2373144637,109.128,0.999373,27.6099,1451.73312612,231.35076486,297.325037024,1567,778.035677765,660.724367179,468.637542797
27.6367,884.928876529,0.481547605602,27.6376911743,233.392232705,2.18684,1568,148.049,-27.9,27.6406170331,38.486439368,109.153,0.999177,27.6465,3143.88889196,240.529003352,397.231215111,1568,1433.5645027,760.469435931,851.657526993
27.6727,73.7794762534,0.447777498748,27.6759424824,310.492709401,1.79094,1569,148.072,-27.8958,27.6788425884,148.893079606,109.207,0.998844,27.6845,987.370807711,230.169497141,442.769966737,1569,705.970121413,660.075683566,1004.71551959
27.6318,710.826765166,0.486886927841,27.6335715762,182.213620602,2.18999,1570,148.152,-27.8754,27.6370967284,139.477158819,109.228,0.999599,27.6442,3257.95604951,242.089041855,325.418920308,1570,1165.88526742,655.901399089,653.676392074
27.6276,244.425136145,0.448762539629,27.6268856521,223.678569902,1.76791,1571,148.196,-27.8687,27.6290094854,9.02014122073,109.309,0.999318,27.638,883.161563697,194.609919677,298.261917514,1571,527.89380316,165.293479287,710.440211108
27.6406,275.264060273,0.474269029469,27.64076156,212.836019045,2.14857,1572,148.283,-27.8632,27.6451760799,42.1048531803,109.305,0.999214,27.6545,1581.4798794,215.469434046,288.123315424,1572,673.642991202,163.390298699,692.449940172
27.614,708.581863685,0.457224160009,27.6164313007,143.604822567,1.96013,1573,148.295,-27.8572,27.6225705684,130.936017514,109.343,0.999384,27.6294,3098.82561577,239.610671583,302.252993774,1573,1261.07023398,647.127656397,567.257126443
27.6686,723.269600113,0.469426673991,27.6722761797,305.845681662,2.23103,1574,148.303,-27.9024,27.6750416717,42.7811212403,109.368,0.999346,27.6821,2969.40326572,235.146864957,314.986277024,1574,2523.42143363,617.36363832,994.41087738
27.6802,759.839247398,0.468854557768,27.6816486372,161.626073211,2.04883,1575,148.373,-27.9175,27.6845100953,200.420582671,109.355,0.99935,27.6908,3073.54765264,239.893454041,437.047389276,1575,1387.73830772,700.601771268,645.643355352
27.7078,698.426307076,0.454585930512,27.7093217532,174.270649931,1.81425,1576,148.414,-27.9386,27.7138450083,142.838968317,109.374,0.999346,27.7197,3093.35167049,240.228499069,425.643362055,1576,1937.35432085,1201.29857546,683.830550119
27.8304,84.4352546476,0.4477992693,27.8329260126,259.289168714,1.76939,1577,148.453,-28.0567,27.8358970361,60.08220604,109.44,0.99925,27.8427,1008.5520663,234.569894497,294.103787429,1577,722.299533801,619.780038694,746.855924037
27.7597,3.84599308749,0.469796666407,27.7610517273,228.492389328,1.92461,1578,148.476,-27.9977,27.7644932502,16.2952955794,109.452,0.998652,27.7707,190.577934602,114.427892702,302.598312442,1578,179.424941073,171.497511394,694.783920084
27.7124,94.3743833172,0.479763624132,27.7145071005,105.4953182,1.96628,1579,148.549,-27.9159,27.7179041947,17.0998368613,109.49,0.999117,27.7257,642.303921556,116.368441915,191.000710331,1579,191.386848691,164.655570005,385.714002343
27.7542,725.697636067,0.504763765167,27.7559755284,145.888923108,2.42984,1580,148.581,-27.9834,27.7618687681,38.5936316055,109.566,0.999225,27.7672,3624.89845257,242.269289551,197.98558105,1580,1067.69141662,687.039513009,580.301448869
27.79,1260.66450778,0.450259890836,27.7924495376,217.751749029,1.81883,1581,148.629,-28.0114,27.7961518195,83.2386708933,109.546,0.999312,27.8015,3532.0184202,250.547288706,346.815733293,1581,2147.56401466,699.08181491,814.360212053
27.8329,1021.53175604,0.471712804509,27.8339785739,139.858248898,2.09839,1582,148.675,-28.0671,27.8378978189,24.4712017838,109.566,0.999538,27.8438,3522.31312343,254.341644618,199.748210727,1582,2720.08221978,711.066168338,532.832651178
27.7506,36.6537735757,0.464742741602,27.7534192973,298.584489444,1.96438,1583,148.678,-28.0025,27.7580465893,191.984381616,109.546,0.999267,27.7673,840.240565786,231.320517636,532.936865799,1583,697.863360529,650.377679689,920.93979609
27.8742,70.1126465626,0.481453928328,27.8754689134,228.846784513,2.13835,1584,148.705,-28.0976,27.8797498988,42.8674330809,109.613,0.999228,27.8847,384.441094435,64.2299487882,322.908169362,1584,90.3066906512,38.4988186104,713.026896431
27.8151,91.911658312,0.460240483541,27.8170130054,60.3046167641,1.85383,1585,148.74,-28.0253,27.8211006791,10.0295479247,109.637,0.999235,27.8295,375.577070771,111.858980858,122.394150684,1585,184.186865303,123.58695957,243.464079784
27.8666,5.92902906779,0.491606292182,27.8693659257,196.259471127,2.13897,1586,148.769,-28.0934,27.8729909195,11.0909016653,109.664,0.998606,27.8793,149.876911391,94.6990010094,286.388333711,1586,135.408445628,122.160168669,574.642632983
27.8666,139.625436626,0.49847731367,27.8698020574,87.340961902,2.13939,1587,148.803,-28.0485,27.873358211,53.5816503911,109.705,0.999312,27.8773,912.458933732,167.30920137,175.895965675,1587,363.991512982,166.584415604,389.828660351
27.8735,231.661703311,0.50594227118,27.8751367256,230.974687751,2.47645,1588,148.834,-28.1185,27.8779266731,82.0880200661,109.791,0.999141,27.8824,1855.95669285,238.411242281,257.968224456,1588,832.832471155,579.430103486,915.160213562
28.0058,301.191131291,0.448284125688,28.0085297849,285.090150533,1.72023,1589,148.851,-28.251,28.012224571,5.44519031983,109.825,0.99884,28.0181,1908.04930777,247.299924115,366.299662871,1589,978.387848027,689.766111407,847.809796628
27.9794,892.761089748,0.459909121487,27.9832558472,252.137426622,1.8016,1590,148.901,-28.205,27.9857999738,16.48415872,109.82,0.999366,27.9921,3263.20817949,249.742803999,219.912043538,1590,2596.39349315,838.357786219,846.630261781
27.9595,500.752720281,0.499513290549,27.9601704448,109.396201833,2.46548,1591,148.964,-28.2099,27.9624779526,14.0414891196,109.793,0.999127,27.9694,2368.65605494,242.028958221,212.760057475,1591,1207.18691098,666.682716342,345.360028074
28.0641,350.634091084,0.469457275013,28.0682645711,165.450524479,2.06475,1592,148.985,-28.3141,28.0725840174,25.5927959178,109.898,0.999279,28.0782,1332.96474369,187.696105178,239.209243645,1592,599.587414655,174.966710736,593.401236132
28.0418,354.650799081,0.464966598337,28.0422564999,181.997667334,1.99261,1593,149.059,-28.2779,28.0467312552,50.5980223136,109.879,0.999208,28.0545,2056.11722107,203.704463429,264.970413303,1593,733.136086023,296.715682462,577.494111342
28.0964,348.381579527,0.466513087018,28.0985420691,210.832364521,1.94564,1594,149.083,-28.3352,28.103617161,82.7133636238,109.889,0.999225,28.1103,1812.67283472,224.539393022,287.826660559,1594,981.303488389,561.346920529,765.133995061
28.0727,258.946498192,0.477819038099,28.0749393226,168.048079251,2.0379,1595,149.134,-28.3344,28.0780638003,43.7896858554,109.917,0.999176,28.0861,1485.32243941,193.472550506,187.609494439,1595,622.425847902,167.80178563,654.482137408
28.0486,677.069034474,0.473619057966,28.0500826561,220.509629197,1.96463,1596,149.182,-28.301,28.0538846228,96.3569588537,109.979,0.999323,28.0627,3073.60274225,240.310233922,364.73714715,1596,2152.65450912,1220.83799331,671.852211933
28.145,976.892315818,0.465302949307,28.1464010904,662.183496604,1.87646,1597,149.21,-28.38,28.1493888378,113.275731952,110.008,0.999433,28.158,3560.6811259,265.122326661,574.151213619,1597,2268.55832503,827.415243008,1876.6854591
28.2055,1115.66511017,0.468287020339,28.2082054179,321.115742671,1.92367,1598,149.238,-28.4505,28.2108039375,46.4686941925,110.033,0.999418,28.2185,3293.02433307,238.193600934,315.596775453,1598,1982.34071879,379.684614952,1017.00866855
28.1541,126.37446541,0.466253348736,28.1567356622,206.454624668,1.86883,1599,149.285,-28.407,28.1604626644,40.8221131747,110.058,0.998967,28.165,975.411254595,80.9839182402,311.645092642,1599,125.278854857,84.1786035082,592.073318826
28.2417,756.049850936,0.469293824012,28.2437391707,151.595333847,1.93153,1600,149.353,-28.4749,28.2465040815,25.3570829605,110.083,0.999464,28.2545,3059.02334579,185.367701794,169.585426471,1600,833.277722734,173.011841538,535.881048662
28.2513,29.0376120911,0.464196100244,28.2533239064,209.819983208,1.86679,1601,149.387,-28.5208,28.2571243658,60.9674273465,110.132,0.998896,28.2631,495.063985629,118.748295203,342.357754069,1601,189.782076778,114.935461492,651.598827156
28.3592,40.5423228021,0.508223624567,28.3618505744,64.2735194572,2.32682,1602,149.409,-28.6114,28.3643513572,61.5729440182,110.138,0.999008,28.372,433.918018588,113.292710657,212.964505397,1602,180.521326653,153.994781947,345.254383426
28.2811,279.119842294,0.496108907134,28.2834726344,132.055034368,2.14685,1603,149.408,-28.5317,28.2864836998,47.8531069348,110.18,0.999244,28.2952,1781.30494608,260.93715382,206.974069543,1603,1138.27151527,811.196009128,462.630300607
28.4137,380.418575561,0.491446122038,28.415519244,183.043715245,2.12105,1604,149.434,-28.6781,28.4192332798,23.8311913598,110.272,0.999462,28.4253,2124.90533187,231.717323483,248.749318165,1604,852.866345207,507.992778672,598.951288631
28.3768,619.69642041,0.476903217198,28.3798442039,198.226772524,2.00931,1605,149.463,-28.6401,28.3829870597,69.6652023393,110.285,0.999106,28.3884,2988.53818538,244.189736811,277.854909269,1605,1471.19764447,789.330614137,649.12862673
28.3782,332.560707936,0.505687096352,28.3787630443,214.287393769,2.29624,1606,149.53,-28.6404,28.3830313176,20.8770642028,110.381,0.999313,28.3939,1798.38435316,254.842608245,345.943973252,1606,1150.45811134,804.040833176,617.794394182
28.3861,462.572113003,0.49612973302,28.390032006,201.410676686,2.38074,1607,149.599,-28.6399,28.3968304534,14.841480491,110.421,0.999382,28.4024,2410.83955816,251.057651385,401.396925229,1607,1193.31453433,578.273057921,694.998231996
28.4759,10.6247510931,0.476080631532,28.4783874926,181.371627023,1.9212,1608,149.639,-28.7324,28.4844146038,165.784971534,110.427,0.999081,28.4899,201.941077866,102.529541566,314.284623715,1608,155.401899236,118.512874163,677.308439215
28.4917,3.14791608622,0.492258574189,28.4935339056,61.439876112,2.12007,1609,149.612,-28.6996,28.5016784734,60.4427128107,110.481,0.998616,28.5073,196.047395451,118.701989474,182.946021553,1609,191.082536623,184.461619918,339.25956542
28.5437,461.58501586,0.514041131414,28.5449773766,102.945714092,2.18425,1610,149.684,-28.7035,28.5507168725,28.9257614217,110.507,0.99948,28.5602,1667.11417934,207.506375108,136.200088238,1610,701.833727428,291.995272817,454.367303462
28.5288,601.886847094,0.519624202577,28.5311101954,220.619581977,2.16675,1611,149.74,-28.8103,28.536347402,42.8091207462,110.536,0.999206,28.544,3099.55235369,218.263480737,398.874070399,1611,989.497620913,300.460516074,582.183315741
28.5374,284.210709026,0.492217542574,28.5409305922,123.551755608,1.99555,1612,149.795,-28.7915,28.5473551689,47.1638542184,110.564,0.999251,28.5566,1677.57373834,236.413378328,206.084785049,1612,1072.31861832,535.49141881,491.379451325
28.5658,488.31700457,0.482787800519,28.567776169,270.97453974,1.92497,1613,149.815,-28.8142,28.573093907,26.7470993838,110.642,0.999444,28.5801,1838.87928406,164.841205373,310.529299438,1613,531.935962724,188.479807804,831.285806346
28.574,331.117121048,0.50388336509,28.5769016955,133.079442705,2.27029,1614,149.878,-28.8512,28.5843780114,54.6660033038,110.678,0.999252,28.5908,1557.76396845,195.29824821,286.087495811,1614,594.837587433,315.843843792,472.93809837
28.5818,269.989345533,0.496568053955,28.5853244411,173.59904199,2.16698,1615,149.891,-28.8161,28.5895707652,44.7686801914,110.691,0.999408,28.5962,1774.60554657,244.791403818,212.277651313,1615,1051.43860591,801.703352394,512.532621578
28.5375,545.431242892,0.501497190598,28.5380920709,171.782624895,2.35517,1616,149.917,-28.8157,28.5438618493,81.3833446355,110.699,0.99957,28.554,2963.37761305,247.604367127,250.084601709,1616,1411.03062317,853.463510453,583.662120837
28.6457,386.64068915,0.508489006184,28.6488962518,354.557459903,2.26333,1617,149.896,-28.9055,28.6559448801,259.883108357,110.758,0.999304,28.662,2166.48012884,228.571714978,709.204829161,1617,850.234720614,288.556082692,1337.41262154
28.6372,287.652862744,0.488977045611,28.6380747854,204.01130317,2.03229,1618,149.937,-28.8882,28.6415400365,51.6338236384,110.832,0.999497,28.6518,2281.684538,243.207588955,307.470616886,1618,907.2049523,653.442852809,632.616953809
28.6041,218.018130897,0.50493079442,28.6053009768,213.252954243,2.30661,1619,150.022,-28.8446,28.6100172441,47.7514589222,110.839,0.999317,28.6173,2138.08686719,236.39405914,286.394985671,1619,740.41745523,524.763970548,742.536201579
28.6452,431.166805393,0.510999706251,28.6486879579,333.140664548,2.32095,1620,150.098,-28.883,28.6529758034,46.6210590674,110.891,0.999264,28.6591,2344.64359529,260.642620651,423.635972008,1620,1329.46429046,778.260208692,948.345908856
28.6142,619.505662207,0.479872426047,28.6152360707,315.783635438,1.95674,1621,150.117,-28.8374,28.6190253196,10.4659656068,110.925,0.999321,28.6261,3279.47339888,251.284757791,435.268238312,1621,1320.02444245,440.405931392,894.699750655
28.6873,874.056586292,0.483033421657,28.6898913096,157.972955509,2.00327,1622,150.14,-28.9126,28.6932898853,55.4949434697,110.916,0.998927,28.6996,3464.44379428,257.317680354,257.171618831,1622,1492.16685772,752.283644949,516.104110867
28.6312,1284.18456282,0.525398521479,28.6337050965,225.490151903,2.71889,1623,150.195,-28.8583,28.6385860933,66.6880264872,110.997,0.99924,28.6445,3543.47874856,223.612620967,369.959506822,1623,1923.96163263,181.29505855,756.464275054
28.5729,593.824126224,0.491276289418,28.573946822,264.138484949,2.22854,1624,150.242,-28.8121,28.5782141889,49.1419862359,111.014,0.999279,28.5867,3156.82199718,238.380065633,327.282096898,1624,1848.65848553,1112.8954917,808.806054781
