Epoch,AverageEsReturn,AverageReturn,MinReturn,AverageQLoss,PolicyRegParamNorm,MinEsReturn,AverageAction,AverageAbsY,Iteration,AverageAbsQ,StdEsReturn,AverageQ,QFunRegParamNorm,AverageDiscountedReturn,AverageAbsQYDiff,MaxReturn,AverageY,AveragePolicySurr,MaxEsReturn,StdReturn
726,61.5447136949,887.21765684,178.470768773,359.753,100.735,8.53932829747,0.107264,328.139124589,726,328.344,76.2504479397,328.019,196.092,117.256696993,6.78057343594,1048.93436474,328.029855474,-335.266,234.925601938,315.967117844
727,113.556614941,286.114648315,168.213758652,380.266,100.838,6.9030595297,0.72873,328.706867178,727,328.885,218.099724992,328.573,196.214,118.144526702,6.9310319,1735.48576904,328.594109366,-336.057,828.91764717,318.853301874
728,166.624064212,1281.02405522,155.673917305,388.135,100.882,11.7454835212,0.793734,328.279911993,728,328.497,130.581629471,328.142,196.372,143.722732467,7.0351462252,2026.356621,328.153347503,-335.518,351.927178573,564.903030254
729,73.5580257324,1131.46844155,173.213232301,366.353,100.912,6.80121127382,0.606945,328.66639846,729,328.861,116.024092223,328.518,196.525,158.563545469,6.92012653955,1531.72352031,328.5282361,-335.727,569.3623402,290.124220734
730,82.1356225626,1244.16652326,205.026210299,361.216,100.938,7.36565792492,0.554861,329.013182618,730,329.242,71.205099585,328.924,196.639,145.945387422,6.84211694952,2118.82990019,328.92342391,-336.258,276.567582455,458.615695109
731,80.2911862815,1222.99259685,195.000918624,372.802,101.01,7.45517052676,0.556457,329.601369792,731,329.79,91.0432926501,329.477,196.892,142.055771382,6.92207261995,1761.4881057,329.484095536,-336.82,375.039438203,375.979705822
732,64.6651898276,1056.87498905,681.684641265,372.252,101.052,7.32765398183,0.839737,329.304193463,732,329.491,70.9908851354,329.157,197.046,200.220624609,6.88774123271,1831.43945668,329.187412728,-336.502,238.04886237,340.080347084
733,136.072504843,1384.43197238,1102.14489929,362.348,101.116,5.99618485137,0.781542,329.481868212,733,329.686,196.153539818,329.386,197.141,162.617408265,6.81974615956,2310.4944629,329.384594293,-336.607,675.195061881,302.642545677
734,54.805795212,794.454264484,330.343812783,370.462,101.19,5.46246291363,0.821391,329.971049362,734,330.158,82.4125760827,329.858,197.284,180.539920165,6.9955210854,1895.15456838,329.874967824,-337.524,397.870129519,458.511435184
735,72.7331925202,1262.59528333,258.996960192,396.249,101.282,7.13373600565,0.795021,329.793718215,735,330.021,163.083855448,329.691,197.494,187.148171365,7.20089525501,1739.56453483,329.702630903,-337.147,851.614622017,387.701617131
736,121.451390991,363.042841593,109.198161589,366.904,101.35,8.83101740037,0.595114,330.794648493,736,330.991,206.134414939,330.676,197.647,121.740857873,6.91411752128,1111.63306565,330.687846659,-337.831,884.591144971,344.093953461
737,96.681431993,1070.41588782,725.539507642,384.732,101.415,3.15235103172,0.770369,330.785090462,737,331.0,170.789200681,330.68,197.797,180.672104767,6.98925641319,1269.36303577,330.690442618,-338.132,733.761076045,133.609162987
738,95.2736225589,1024.81255353,564.478908221,379.72,101.487,6.37528878704,0.770609,330.558838289,738,330.762,156.188241764,330.439,197.98,196.922989919,6.95188329743,1853.54965273,330.446076451,-337.866,598.817865894,354.579422675
739,114.099949083,721.863838567,186.57178109,352.244,101.564,6.25030227196,0.311217,331.419270489,739,331.605,189.562813593,331.298,198.104,132.166782428,6.86051781683,1318.5789385,331.30445548,-338.911,847.782651111,393.306025133
740,67.8631014408,901.663674303,378.721827015,393.17,101.624,6.70355863307,0.673524,332.108991029,740,332.308,124.801497532,331.981,198.253,161.643204007,7.04474145864,1599.10336414,332.007433685,-339.628,627.526800977,320.268054394
741,112.361921465,869.125045576,533.508869434,383.336,101.659,8.39248808115,0.728955,331.813536711,741,332.039,152.662079388,331.729,198.369,179.973018007,7.01583065354,1573.18923225,331.716351257,-339.1,541.054461376,244.328436602
742,65.90151425,1091.85328283,626.820953745,373.84,101.655,7.86083842952,0.612544,331.929853162,742,332.118,87.5967409751,331.787,198.496,157.438542822,6.99777109167,1427.03168215,331.794709537,-339.217,392.908996223,169.15539077
743,72.7425636957,1002.92913613,594.884960467,367.117,101.711,7.18050806918,0.788663,333.016016931,743,333.257,103.302285342,332.855,198.615,203.212767443,6.96290209797,1612.36079535,332.872326482,-340.328,478.976672069,263.121709489
744,90.7203433445,918.742730655,747.059604458,391.982,101.768,9.64352948559,0.785617,332.296852379,744,332.514,87.5714347806,332.136,198.733,209.622893109,7.00918082572,1155.10173409,332.14793749,-339.541,330.17126881,85.7818762823
745,112.355925637,902.85785082,250.614474813,360.3,101.865,7.78943483725,0.799169,332.830209991,745,333.033,164.145773022,332.694,198.872,203.220878985,6.89868082339,1457.97536511,332.710851031,-340.088,600.128032121,254.66098623
746,106.341078693,1018.17910459,1016.86040265,434.646,101.928,6.67232599492,0.334388,332.445737507,746,332.695,150.712193371,332.321,199.083,112.384460794,7.30709250203,1019.38745681,332.335273602,-340.025,611.160816486,0.74478000986
747,177.436569745,1240.5550598,195.289930108,382.349,101.98,6.74398363958,0.81923,333.058278543,747,333.293,200.033952444,332.954,199.208,192.80070748,7.01396156879,2372.51258831,332.958045902,-340.205,634.826553738,467.917489124
748,112.064606242,1059.02994281,203.736283559,385.15,102.047,7.5634892254,0.80144,333.550206673,748,333.778,223.325998584,333.449,199.339,178.776151566,6.93052991407,1800.15705884,333.457465002,-340.842,964.017434306,441.868164222
749,121.528483108,731.23473138,202.823406786,364.936,102.067,7.43977051725,0.780652,333.392950342,749,333.623,128.074870644,333.285,199.521,173.028471215,6.79843287088,1792.79350787,333.284796921,-340.572,407.803347875,454.152907472
750,131.581169681,875.558087614,615.640715693,365.868,102.094,10.2768076708,0.769542,333.510636648,750,333.685,208.070427606,333.38,199.68,183.983507864,6.89354481904,1234.99762648,333.408428053,-340.535,758.435077374,159.269989268
751,61.760919465,1025.95507686,583.366632474,373.061,102.162,8.83116783499,0.808909,333.478927622,751,333.732,93.9983256045,333.384,199.802,204.58833204,7.0012741162,1482.02064488,333.396241923,-340.913,464.140341139,200.063554068
752,60.5518723263,781.874402988,465.247101857,366.468,102.211,6.16441320319,0.745126,333.192424024,752,333.407,101.855114734,333.075,199.952,187.794403732,6.92450404418,1235.6838105,333.088214236,-340.762,520.59282344,165.450864935
753,88.1991422319,1012.7402602,751.664916702,410.13,102.296,8.61962911577,0.529658,334.56153814,753,334.774,165.927263794,334.425,200.118,137.704792393,7.19080642911,1310.16122333,334.426383582,-341.833,803.166050944,138.477619279
754,51.1420074509,726.206115304,239.489116229,364.594,102.402,6.65977510716,0.631495,334.16298667,754,334.345,65.5709142232,334.037,200.216,148.475784778,6.83465164814,1426.13737308,334.052274452,-341.257,293.208391312,385.738433726
755,78.6863666162,749.509847228,188.893982799,381.97,102.399,6.38924181792,0.680577,334.485935828,755,334.698,130.42239553,334.381,200.396,150.252286284,6.94393808847,1548.55438541,334.38625908,-341.632,532.115142135,378.154133414
756,70.4882606104,906.822072903,402.932980117,387.98,102.488,7.79041015757,0.813451,334.934657722,756,335.134,62.6523875281,334.824,200.518,196.721764658,6.90696189726,1380.71806483,334.8350108,-341.909,245.557240214,276.221072915
757,55.8194228504,966.10625669,752.743620189,395.484,102.574,7.82529186733,0.830004,333.90088224,757,334.128,67.8946756613,333.791,200.679,207.287738726,6.9343338962,1165.95597895,333.795077113,-341.057,316.565163669,100.486475288
758,108.611747996,958.014553308,846.864397552,360.431,102.632,7.34206401666,0.827711,334.803972572,758,335.038,201.649058542,334.698,200.807,213.078533883,6.77550670299,1169.99189487,334.71664317,-342.09,837.478892196,61.570597351
759,307.726319537,1006.90584244,731.578742467,390.853,102.713,6.85027165771,0.780776,334.57039698,759,334.762,257.697376506,334.468,200.943,190.302173511,7.01563679187,1545.2331203,334.476443224,-341.86,703.338708646,211.853101024
760,159.912942454,1080.51298643,444.127379914,376.832,102.743,4.67918169312,0.797691,334.391569272,760,334.62,262.783641715,334.298,201.092,200.225278673,6.95672430012,1375.34396688,334.302367496,-341.393,750.723610707,182.977645002
761,103.583393879,960.435588816,158.711704191,410.302,102.848,6.0741082326,0.772631,334.304215009,761,334.536,187.962158757,334.183,201.2,155.51944167,7.04062896025,2110.61699283,334.208280938,-341.322,642.377962105,501.277868584
762,80.0364723956,977.68043955,173.727703447,373.693,102.9,4.51675136005,0.837282,333.966768465,762,334.175,180.372844555,333.806,201.362,182.723771061,6.90984451717,1496.53061135,333.802259896,-341.195,920.17939311,328.507084118
763,57.8037358069,914.687739712,158.346158977,395.368,102.977,4.86500454522,0.788148,334.45270925,763,334.671,74.2486081393,334.3,201.459,143.887812076,6.98876253882,2157.15754842,334.290269855,-341.471,310.187447989,775.861580936
764,124.992013733,1343.33465698,719.283321644,393.91,103.052,5.10185901146,0.821681,334.481352394,764,334.702,175.991648901,334.308,201.566,197.902544117,7.02427988779,2032.72052764,334.333769499,-341.719,712.014233328,337.276580326
765,124.582594615,1026.34948913,237.398347467,383.373,103.133,6.79179937009,0.769286,334.4368455,765,334.706,281.107023429,334.33,201.731,166.520597989,6.91794816544,2275.80551485,334.335107653,-341.618,1150.92288844,721.25589166
766,104.491729337,1063.51622795,142.934110044,381.125,103.189,8.08969281609,0.790946,334.490977487,766,334.704,189.111605772,334.36,201.814,176.15686391,6.93182177119,1635.07918442,334.368009648,-341.639,858.486373227,416.727505088
767,92.2947079432,943.670192216,100.383579167,363.742,103.271,7.86582477081,0.749729,334.680058498,767,334.888,96.3112286034,334.55,201.945,136.343147777,6.92546577785,2043.48175695,334.561550403,-341.885,375.159658463,714.542869544
768,63.9808469647,600.659711099,106.190176096,375.722,103.341,6.13381643872,0.774861,335.563171884,768,335.753,89.1025775157,335.472,202.061,141.071569574,6.93424515158,1463.60944601,335.481426364,-342.851,373.397852196,488.085299392
769,68.6383739276,117.280296581,103.971069878,412.24,103.38,4.92182435679,0.596241,335.404585472,769,335.617,111.456102034,335.3,202.191,79.737359038,7.18036318283,122.530128996,335.321603309,-342.686,455.587132747,2.64036720403
770,114.743343517,1104.54415796,430.206933714,383.986,103.472,7.32584647969,0.826781,335.070933517,770,335.332,175.890387086,335.009,202.396,188.445460075,7.01478392079,1734.82862861,335.009253655,-342.532,591.076439902,251.891266492
771,71.2934764399,1219.14941786,639.608319283,379.635,103.53,6.54050068049,0.830162,335.425665852,771,335.668,80.6551777795,335.343,202.516,199.178413374,6.88294136723,1682.65943681,335.341653309,-342.541,275.452012751,232.537324294
772,108.88194396,1148.26939224,510.99672489,379.621,103.586,7.64323240818,0.842076,335.067149716,772,335.286,134.823313045,334.95,202.612,198.628921091,6.97418015913,1964.74534915,334.968825049,-342.268,535.720644679,359.73900814
773,116.345390333,603.009915577,415.522351944,357.022,103.646,6.56923070392,0.730065,335.609797575,773,335.812,189.400143462,335.518,202.777,182.506919545,6.71143295481,1223.97583166,335.512602684,-342.93,685.811429308,237.055328814
774,43.2153908494,1121.13212621,162.153751311,437.261,103.681,5.93543464883,0.783525,335.275551095,774,335.515,90.0072494196,335.171,202.938,152.370648995,7.18444394201,1813.37598296,335.187589026,-342.694,527.945782919,484.35335047
775,65.8397647406,633.444980529,115.357042478,391.167,103.764,6.14911606647,0.735262,335.970707636,775,336.182,90.4206868362,335.858,203.135,139.202917875,7.13260765021,1602.61228943,335.874308545,-343.492,415.228354376,541.867586172
776,81.1582333191,1343.49312972,769.809571164,376.275,103.839,6.83128715718,0.791396,336.449023581,776,336.662,128.815958668,336.355,203.299,197.75010139,6.87034146972,2696.06480504,336.361874811,-343.793,564.708177114,462.404923895
777,73.4563239693,861.607538009,698.269217281,407.045,103.876,8.46087509245,0.785093,336.646985616,777,336.859,105.656311579,336.575,203.415,200.89152837,6.96232999657,1227.89471407,336.575061014,-343.984,452.167388131,122.27025442
778,81.0593526454,983.992672861,739.146328027,388.84,103.933,5.94909480484,0.819138,336.423569779,778,336.638,71.9167518218,336.287,203.565,211.53312501,7.02285171234,1485.78626176,336.302865469,-343.719,247.670880131,125.341228097
779,53.4431176654,1094.52090709,132.577330896,431.688,103.99,7.73593217111,0.769136,336.18727844,779,336.389,60.9403347127,336.058,203.74,151.94084223,7.10303605442,2490.08115716,336.070700061,-343.499,234.133339427,486.439872244
780,102.166647314,866.901590918,268.121481016,407.228,104.019,7.222470154,0.614356,336.973480255,780,337.167,88.3438284305,336.88,203.931,157.943863101,7.01422712735,1243.79330477,336.880671621,-344.336,282.530240195,222.507268254
781,81.6635975684,955.415838144,690.832259243,369.718,104.057,6.32104916183,0.783744,337.021640127,781,337.218,160.936045519,336.913,204.104,196.73747996,6.89150613059,1446.67122777,336.937068029,-344.402,794.251215809,179.185219348
782,67.0762206618,111.496226602,57.7193634598,420.472,104.09,7.08315836365,0.642014,337.827672522,782,338.057,90.5147220461,337.728,204.274,58.7018076594,6.98131370734,1399.83930813,337.724099661,-345.076,397.246482726,215.443723037
783,88.4203527197,1039.69965136,184.367335315,415.803,104.124,6.92638292443,0.790399,336.982068644,783,337.208,139.601401182,336.861,204.485,170.161351417,7.16147959166,1731.5658969,336.869266331,-343.94,588.621605683,507.654758994
784,115.586592972,1095.21067503,853.821415575,368.367,104.196,6.4598501309,0.66707,337.989351857,784,338.2,162.925454421,337.853,204.657,163.56394367,6.89726058106,1489.68879349,337.875522482,-344.952,690.245320289,156.668791738
785,68.7105027032,905.018769074,652.601358271,396.398,104.301,7.55234343695,0.787496,337.292679488,785,337.533,71.1239638837,337.192,204.786,178.687478148,6.94298971363,1271.80469758,337.20009627,-344.629,258.552181403,188.633099867
786,73.7341040417,892.020890479,198.264715629,412.698,104.364,7.42042587256,0.771201,337.113446821,786,337.306,153.70384988,337.022,204.958,177.908786687,7.07853693738,1485.0934363,337.033610531,-344.514,811.716074958,333.355400316
787,73.8786781008,978.609011349,698.303275818,376.157,104.419,7.43887069796,0.815415,337.567636892,787,337.808,145.097815326,337.472,205.135,206.772032511,6.93181352108,1462.22578119,337.475988068,-345.001,689.183756159,190.271417847
788,67.2965887306,1130.76381706,703.093316717,383.215,104.485,5.49625383745,0.83275,337.081857904,788,337.304,136.698938418,336.965,205.253,198.844570946,6.92523049553,1948.70282451,336.975325238,-344.448,679.288024551,296.567860494
789,45.7776535957,941.843527411,776.614559736,405.62,104.548,5.90738000612,0.797783,337.44272417,789,337.712,63.8199467378,337.296,205.383,209.247238153,7.06609323569,1297.90833683,337.288837823,-344.82,303.901958353,97.0579293123
790,62.9677778526,368.096852414,141.92576878,398.785,104.596,6.06495253306,0.666628,337.541319325,790,337.747,100.15495034,337.398,205.52,115.89598979,7.12022143017,1405.34044691,337.423846184,-344.628,528.758078785,327.961293474
791,53.3170768758,895.332067319,691.639117374,390.865,104.677,4.48348535268,0.783334,337.791482265,791,337.999,85.2858044981,337.637,205.624,205.242614151,7.01801498846,1233.85974106,337.655056346,-344.744,458.967130759,116.472401017
792,114.093264928,940.061100684,235.644513745,413.756,104.707,6.27421813366,0.80271,337.586888786,792,337.838,222.336061515,337.508,205.767,188.796278749,7.11543714681,1456.49963047,337.509379555,-344.81,982.785335256,298.920405543
793,124.831869446,1059.71730683,579.378789645,392.671,104.753,7.39941319835,0.788632,337.742610279,793,337.962,165.824323202,337.651,205.83,209.726347452,6.83170880456,1670.25886059,337.666028043,-344.99,617.935267805,263.810985189
794,61.0839888555,1442.0099153,924.204593985,397.455,104.826,5.97990524628,0.835904,337.699455802,794,337.943,110.433727833,337.612,205.93,209.656912134,6.94070620729,2243.27876717,337.616698587,-345.033,553.270679383,451.409098393
795,94.5151948543,999.859623574,919.653677035,390.743,104.841,8.21163043038,0.777404,337.638994789,795,337.865,147.04611676,337.51,206.068,215.448807742,6.96215983371,1469.54064437,337.532853191,-345.102,592.559106918,123.53742157
796,44.2140887921,893.9550977,674.032297509,391.245,104.922,6.3345308391,0.764983,338.855398126,796,339.073,89.0591883583,338.793,206.186,201.206127565,6.85453346905,1208.45568723,338.781124823,-346.085,534.765976294,134.137884397
797,72.5103591425,1572.79616913,1094.57358543,396.388,104.965,7.21809271663,0.832413,338.44769417,797,338.693,132.199286951,338.339,206.343,229.743096811,6.88653828832,2618.15188594,338.355116388,-345.643,548.351224269,372.523307167
798,88.3120671432,1283.74332386,981.290745234,398.599,105.073,7.15290328348,0.801196,338.108740749,798,338.338,104.509669966,337.993,206.447,223.371313811,7.16485215242,2013.00625425,338.012971011,-345.462,387.551711014,301.310891265
799,56.371954632,817.689723023,698.343961157,378.352,105.146,6.42003112849,0.748914,338.560108449,799,338.77,103.76296013,338.444,206.606,209.38856198,6.80959226679,906.048948154,338.446127665,-345.77,578.45389947,47.5038666464
800,65.2055120323,891.981024858,741.175830714,398.112,105.197,5.48874386303,0.760708,338.754636731,800,338.97,68.2056137014,338.614,206.767,214.102018244,6.95795841272,1047.46618013,338.636557183,-345.956,238.672249392,55.8939149159
801,52.3190350233,1724.33146776,950.044664674,431.722,105.281,6.08444048049,0.833848,338.78590894,801,339.02,105.059565994,338.693,206.919,213.891992018,7.19095182704,2932.44011067,338.698574723,-346.224,570.411859033,576.516662644
802,58.7921135856,1057.38713107,778.322950984,403.944,105.328,5.23637942,0.796832,339.434956659,802,339.667,106.016716451,339.319,207.062,216.298670713,6.89019724865,1400.1465496,339.323079277,-346.491,528.076353938,163.562204094
803,99.6885972941,794.985586432,482.060719931,406.29,105.428,7.08460470178,0.776055,337.9840226,803,338.277,134.744799123,337.865,207.272,207.756876593,7.06133142628,1252.6694366,337.871031038,-345.736,498.786100506,223.91506571
804,66.1521019502,1224.27683521,705.402309386,411.07,105.477,5.5337290642,0.815322,339.096613365,804,339.344,117.30377732,338.998,207.423,217.880148811,6.95782784877,1731.66296158,339.001189348,-346.566,479.785759897,168.425937943
805,71.8168015275,887.49892573,547.40900489,387.566,105.526,6.11783787294,0.587136,339.571252074,805,339.825,98.5932986889,339.475,207.61,156.467981303,6.90622978537,1088.39206231,339.47635157,-346.873,385.977945909,158.023219102
806,77.4863072058,722.945092569,581.171104796,421.912,105.59,3.5474113206,0.784238,339.664909872,806,339.899,145.350798385,339.56,207.795,212.390075837,7.08199813136,1118.82205614,339.568946396,-347.027,665.466260555,112.067409099
807,64.5784114733,1174.08473244,519.503805233,410.543,105.665,4.93654180052,0.649295,339.847097758,807,340.074,117.549224501,339.715,207.947,169.134545211,6.9383867223,2050.63977164,339.737566961,-347.254,591.700026559,426.503599414
808,67.393557743,1047.59218358,723.021059232,438.969,105.71,7.97993693629,0.822538,340.558671928,808,340.764,104.031974122,340.447,208.118,212.052797474,7.11043996007,1570.39041151,340.456788327,-347.992,485.831563679,180.239425373
809,118.549226138,1280.38823341,711.453770641,408.369,105.808,5.68287196203,0.693046,339.629683035,809,339.864,165.6844369,339.524,208.332,155.996832873,7.05315505141,2577.16370484,339.533301753,-347.316,681.735642536,453.301761832
810,93.350851176,835.697818663,693.95678032,370.152,105.829,6.98037082681,0.790298,340.933462428,810,341.139,160.579400013,340.834,208.468,212.547774525,6.87703153173,1061.76806951,340.849775176,-348.371,687.10918586,117.024394822
811,76.5080246877,672.334130217,251.810203974,413.283,105.927,6.49962982256,0.770755,340.099956189,811,340.328,88.1504207489,339.978,208.624,188.51078895,7.06171155831,1194.02579714,339.987475009,-347.809,437.102437936,306.823043212
812,169.189773064,671.357938325,269.32893046,390.3,105.995,6.63413683402,0.758777,340.809970236,812,341.025,226.900439007,340.665,208.799,203.955448625,6.97143839828,856.63764632,340.680078787,-348.206,702.206590778,120.447559097
813,98.985361464,844.112747159,738.973529837,453.988,106.063,6.43457771014,0.806959,340.382712729,813,340.606,170.957351677,340.274,208.936,212.79941553,7.27123986177,1005.30289973,340.280467692,-348.119,659.678824859,82.9516904565
814,46.3131893443,629.407576217,288.257010233,425.862,106.079,6.00396273623,0.684567,340.993495284,814,341.221,80.1232388886,340.875,209.077,168.432765657,7.14691705354,1020.98462552,340.889696664,-348.687,422.427995163,194.211781279
815,74.2185389456,690.688289202,488.252261502,411.235,106.076,5.52702697594,0.756789,340.495402824,815,340.72,110.379332353,340.362,209.197,188.814993453,7.20970924447,1359.97382211,340.382610785,-348.058,480.838555599,190.349992809
816,106.409320167,318.370602419,190.755969616,444.192,106.159,6.51613235251,0.63369,340.151009649,816,340.348,188.564085456,340.05,209.361,132.93335328,7.20062332851,1025.33825399,340.050091305,-347.865,722.030656684,236.385710676
817,54.5298509973,879.268085151,540.761448332,442.506,106.233,6.47708579057,0.791014,341.309595112,817,341.554,71.3777519553,341.2,209.547,217.35649011,7.17805838905,1149.3159981,341.210320903,-349.053,379.912752344,136.042388263
818,95.7688455715,895.608209473,729.834984418,438.851,106.272,7.62460415006,0.79904,341.161030138,818,341.385,108.223225747,341.025,209.714,215.246143146,7.32959841248,1000.73597149,341.034366521,-348.827,394.000139885,71.964877729
819,67.3327826818,715.256586924,698.533063487,439.553,106.357,6.14745023636,0.764961,341.046813518,819,341.29,125.207745062,340.905,209.759,209.840534321,7.1793915706,767.781445862,340.917598185,-348.416,569.85933892,11.7812749908
820,59.3359239783,715.150905869,249.390603135,412.589,106.399,6.63417889194,0.770048,341.666486034,820,341.901,93.0023482401,341.564,209.936,195.474979224,7.1594100659,1202.80419499,341.570563258,-349.094,388.046867576,280.527464808
821,103.926986513,911.843067773,499.886276841,416.727,106.498,5.6888329456,0.802274,341.891051918,821,342.114,163.497026342,341.769,210.058,214.552846016,6.99515450623,1269.12834298,341.780172077,-349.388,578.103063237,174.817308933
822,49.5004255502,1013.0343525,915.863771872,432.536,106.556,5.68083101049,0.815116,341.723371518,822,341.952,68.9734924817,341.592,210.178,215.704406344,7.15851171712,1259.59321016,341.60555189,-349.135,348.247343842,90.1724733033
823,128.765367912,844.100239467,654.912927841,394.591,106.628,6.33506568756,0.796861,341.93641168,823,342.181,203.871170441,341.794,210.305,214.662142848,6.93519866544,1246.7284179,341.806737475,-349.164,652.944577247,134.788192018
824,71.9346698795,918.651954531,680.458066656,419.833,106.705,7.2834590857,0.801414,341.569850409,824,341.785,128.846492379,341.452,210.481,211.484073657,7.10229770182,1305.40873188,341.455374605,-349.096,651.876935242,160.393090155
825,71.2014683529,824.312980249,701.408166991,417.549,106.747,5.56174634684,0.779404,341.392968621,825,341.621,77.6259026858,341.294,210.69,211.058174797,7.06269321199,977.781222374,341.289293581,-348.936,321.356827577,91.3399388959
826,72.8550469668,605.093408912,462.722246675,404.588,106.789,6.39274920196,0.755579,342.361022209,826,342.596,127.170105902,342.259,210.87,193.818683789,7.12883537967,1013.11998336,342.286546958,-349.97,575.117742132,191.057082505
827,145.541707506,995.428918683,710.549312846,411.915,106.889,9.10298309195,0.80839,342.124231577,827,342.403,174.556782036,342.024,211.028,211.640566939,7.16939829564,1551.23268722,342.031896165,-349.667,537.848271907,194.605900539
828,73.7280780176,991.746889611,696.453218318,444.546,106.937,6.06832855364,0.813942,341.678550432,828,341.937,137.051783861,341.565,211.142,208.28882529,7.24021202874,1835.43693156,341.566097606,-349.168,505.836592022,266.846883862
829,90.1046051994,1197.10813512,266.244351604,401.044,107.031,7.22819422719,0.841669,342.424807379,829,342.657,140.653157103,342.296,211.334,205.733809763,6.97600311418,2339.40635829,342.308323191,-349.995,564.008733613,519.496595086
830,69.427129118,716.674390656,190.480885926,435.845,107.15,5.93346483212,0.627499,342.913584229,830,343.128,102.779141326,342.795,211.456,143.497662393,7.09620027716,1283.4535909,342.81277567,-350.365,486.669460917,398.340596109
831,75.9931313631,1129.76439395,782.484124088,449.892,107.185,4.94899228922,0.812305,343.134059733,831,343.396,114.643210738,343.018,211.631,224.555388824,7.32100128065,2316.60512618,343.017640663,-350.612,471.554666371,269.613691904
832,86.4208058718,1000.87833228,280.252693268,435.18,107.214,6.69253414852,0.754996,342.589848467,832,342.842,111.522095674,342.467,211.764,184.042162351,7.18956028326,1962.07198302,342.470671409,-350.073,463.242041283,379.459298852
833,53.9771231728,970.235658182,565.787437953,420.948,107.294,4.47434552251,0.793797,343.637471727,833,343.847,78.6609803804,343.516,211.942,218.932243705,7.08559326413,1090.27257318,343.543930457,-350.889,398.274473713,92.6416107417
834,54.0366478885,929.457253366,256.376486032,459.225,107.326,6.30468971803,0.776737,342.958767653,834,343.167,81.4784882217,342.835,212.135,205.619520277,7.36992356787,1595.48201005,342.847420212,-350.611,356.658889775,309.703554957
835,56.9752050876,566.046402963,234.952216176,437.95,107.368,6.79586517659,0.50211,343.626813477,835,343.875,69.1514984556,343.512,212.288,127.552802844,7.17439418722,1205.83960144,343.52271911,-351.225,311.506290247,386.32734843
836,73.5901919989,884.876487171,227.039741725,436.269,107.436,6.30610521407,0.769292,343.271356349,836,343.515,145.119670016,343.151,212.407,205.609725342,7.10746018706,1490.13641899,343.156092472,-350.729,658.924674364,260.908066078
837,76.5405116224,877.650375387,274.714977963,400.458,107.494,7.05329477322,0.785685,343.285228865,837,343.51,107.538601024,343.174,212.592,212.547155021,6.99524303142,1236.40109362,343.176227569,-350.882,379.053782681,201.334775907
838,40.6784172511,1059.82069061,605.744072619,437.183,107.614,4.43411962794,0.802664,342.533636149,838,342.802,43.6952471902,342.414,212.724,206.974366862,7.25920765684,2387.21579294,342.427865615,-350.308,203.406362741,409.529871189
839,78.3354992346,909.130544118,532.265579084,406.539,107.635,4.83218223687,0.785531,343.306656688,839,343.555,166.857063864,343.22,212.849,205.945532909,7.01803434388,1455.58063215,343.215421963,-350.981,820.71490321,182.275146425
840,49.0419050975,701.330138232,210.051783715,405.425,107.731,8.66165087473,0.679613,344.025510009,840,344.278,42.0949109364,343.906,213.066,164.202343195,7.07190589693,2055.20978156,343.911935288,-351.744,160.622546233,460.278098732
841,54.4222961998,809.853598104,496.651295842,415.225,107.735,6.20605844435,0.769693,344.533351099,841,344.749,58.9541309015,344.409,213.232,204.460264579,7.0566869977,1285.77757717,344.430273117,-352.182,280.782643197,175.865716232
842,68.1359380347,759.825133545,597.863644745,411.752,107.818,6.91466972669,0.75587,344.336706535,842,344.557,87.9304510416,344.186,213.45,203.709772046,7.15049367704,993.789161253,344.207260971,-352.213,372.566612052,112.711142471
843,79.5049711345,574.086105057,203.674148902,460.913,107.881,5.42191561525,0.70039,344.431309813,843,344.665,101.468583646,344.322,213.606,193.867390882,7.2301562998,756.574200977,344.324625941,-352.351,423.6948695,126.803156281
844,96.1034575794,752.063900856,675.20716757,429.085,107.9,4.95066390935,0.759443,344.974947737,844,345.191,174.427612094,344.837,213.715,207.602839039,7.19225730081,976.295849335,344.85183557,-352.609,637.78556005,75.4695954164
845,47.0385035168,713.612618038,311.100685316,454.352,107.933,6.15429590568,0.710084,344.984849308,845,345.225,54.50379918,344.859,213.935,182.245038773,7.38635110199,961.258890533,344.880533529,-352.99,233.882980038,130.895149662
846,68.6700799971,507.916216461,408.067317435,430.061,107.999,6.59905895575,0.666616,346.234177854,846,346.449,91.4839004466,346.12,214.087,185.926735949,7.11335691816,654.814144513,346.125745973,-354.099,347.450958268,47.9368864806
847,30.3477203925,519.851594108,405.825286102,416.351,108.009,5.73121765329,0.692204,346.230136137,847,346.437,30.6167020169,346.13,214.169,185.758487655,7.15780912613,744.914542233,346.136374219,-354.139,123.067942087,78.3987299427
848,100.010754882,693.084043328,617.855850259,449.364,108.085,7.08239813303,0.771426,346.329355966,848,346.596,161.725079339,346.214,214.357,202.276057302,7.22124866748,901.568058678,346.216580455,-354.071,529.993718887,81.9936871385
849,66.3154727521,606.006403796,480.751779191,477.555,108.158,6.88671521134,0.756231,345.744666608,849,345.966,132.336958463,345.633,214.516,199.419415008,7.39691154342,731.638156194,345.640335828,-353.407,683.219103152,78.9144399149
850,60.2157035244,727.857363822,622.235852016,492.771,108.222,6.58250793217,0.780153,345.82334912,850,346.073,72.5307858727,345.723,214.723,205.968206245,7.53499096684,939.727618171,345.73197619,-353.768,245.031448728,87.8901321436
