Iteration,MaxReturn,AverageQLoss,MinEsReturn,AverageAbsY,MinReturn,AverageY,AverageAction,Epoch,StdReturn,AveragePolicySurr,QFunRegParamNorm,StdEsReturn,PolicyRegParamNorm,AverageQ,AverageAbsQ,AverageEsReturn,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,MaxEsReturn
612,2994.63300922,251.31,6.25687387308,328.673274033,2825.39141103,328.526427697,0.75217,612,47.7839669531,-332.345,171.529,485.205473509,93.476,328.512,328.816,446.145825457,2866.86248708,225.456471217,5.60891507624,1390.68308259
613,3102.36676786,254.681,6.30646445489,328.420677438,181.134727193,328.291955109,0.80548,613,1199.58167447,-332.168,171.644,278.162670121,93.5022,328.298,328.612,223.959229916,1188.76077785,197.601611126,5.56839031335,876.491772739
614,3201.40643585,259.436,8.90204670427,328.058733717,31.4388656673,327.949081645,0.824604,614,1406.89851612,-331.809,171.762,312.769260058,93.5426,327.945,328.222,235.038571807,1464.87291835,141.156523629,5.65133673959,1140.88772577
615,3556.11061386,247.079,32.0944503756,327.708075554,317.95373796,327.598239247,0.79797,615,1105.54057776,-331.582,171.865,140.36978393,93.6402,327.596,327.886,180.016236174,1349.37744549,233.484715595,5.54299946138,534.115392724
616,3106.06078677,232.821,9.86567575372,327.526442615,529.180543522,327.415400935,0.828385,616,810.044765099,-331.292,171.939,150.31155096,93.6909,327.419,327.682,162.544611528,1539.610466,232.891163066,5.3623222129,445.483248257
617,3002.71055855,247.838,9.9687694151,327.486501954,401.400067017,327.392143716,0.787019,617,1023.24824184,-331.295,172.027,208.627390922,93.7057,327.389,327.629,205.024597459,1687.05005462,223.797548267,5.54737496688,715.507644152
618,3097.2102483,256.779,6.05337106167,326.617347771,944.32126564,326.498166027,0.787184,618,874.998217799,-330.41,172.114,152.415855966,93.754,326.499,326.796,170.743236186,2247.15991578,236.55751192,5.66301789357,482.847944152
619,3197.3117686,239.001,68.01783064,326.590613397,344.637799556,326.485276175,0.820246,619,1026.87308113,-330.361,172.224,331.34186364,93.8406,326.476,326.74,314.953335918,1774.75956086,237.965910448,5.47028549187,1144.17348314
620,3184.004654,246.806,5.38266133668,326.50551289,367.965386087,326.400017757,0.758694,620,1064.54536832,-330.301,172.295,162.278063614,93.8542,326.405,326.674,199.961896527,1479.61355099,225.328354291,5.53992434538,564.391321216
621,3040.82680821,251.169,10.1561067544,326.019409919,50.7728258736,325.907364115,0.741824,621,1114.16507278,-329.763,172.372,326.104496943,93.8836,325.901,326.212,349.627698703,2135.01421784,216.792315673,5.53161306103,1087.56461738
622,3001.53788621,259.229,71.2453427582,325.642950843,862.812724221,325.530637018,0.79151,622,601.520698577,-329.276,172.485,279.685849392,94.0361,325.531,325.818,312.143516099,2563.43909703,243.595154779,5.66603153417,836.306317377
623,3248.58253296,236.654,8.37285808841,325.440195146,353.902066247,325.317205538,0.788292,623,1188.5608894,-329.14,172.555,208.17021278,94.1221,325.316,325.615,238.75004941,1561.0376284,230.615633781,5.47304824855,689.566508229
624,3004.77647352,239.73,8.72267067294,325.414661818,1483.38143116,325.306496333,0.803157,624,475.102131225,-329.082,172.657,261.442324393,94.0773,325.295,325.582,222.987412056,2677.73860551,230.17018449,5.42736676797,973.69040107
625,3208.74029592,220.67,8.10065204222,325.311666607,302.416963758,325.212375675,0.775685,625,1252.17524131,-329.067,172.747,192.59316479,94.1254,325.22,325.483,206.449803218,1526.19500221,213.320667386,5.37650609326,685.918965804
626,3223.34758218,241.138,12.8147781692,324.69363737,313.405447725,324.578614801,0.790552,626,942.651538439,-328.468,172.833,278.252441605,94.1587,324.573,324.859,268.766713705,1035.48575492,221.406969687,5.58941494309,897.47770679
627,3300.30267863,234.071,7.38199531497,324.78053012,706.833508857,324.67772113,0.744824,627,839.039695603,-328.478,172.906,219.096790614,94.2298,324.68,324.935,268.315162465,2694.25241588,235.350660371,5.43642006002,709.436793361
628,2795.84605026,231.751,9.21170563929,324.378337831,595.271985856,324.284667571,0.772829,628,550.002117011,-328.161,172.989,557.868092662,94.3061,324.28,324.554,569.456636771,1883.63068794,211.404223066,5.44053273464,1511.73981429
629,3408.2517231,238.286,7.91057016019,323.860350714,710.260280039,323.752789123,0.778288,629,992.035722046,-327.756,173.106,241.41693109,94.3674,323.749,324.011,262.979981686,2558.13553357,236.034509054,5.48189077076,729.854409061
630,2914.99357564,259.51,7.02974060066,323.544485727,1109.18463549,323.45001001,0.782764,630,507.870559652,-327.465,173.205,188.951955106,94.4484,323.46,323.726,146.358930329,2711.66243121,219.490377628,5.56594010461,626.792925523
631,3412.01447098,248.382,7.88346730372,323.271278118,523.597250364,323.156782082,0.819543,631,900.828016626,-326.871,173.278,344.01318985,94.4817,323.158,323.437,229.915010147,1826.8352978,233.477551356,5.47006795865,1044.61896591
632,3151.10216803,235.303,7.27025866396,323.110879058,198.410700836,322.994263223,0.789127,632,1345.42180957,-326.726,173.373,276.30514036,94.5574,322.973,323.277,278.801732175,2140.31763797,199.483189517,5.47586630259,998.035822283
633,3116.72984552,238.643,12.9165795376,322.673862379,186.889778541,322.552254602,0.841361,633,1383.6809636,-326.366,173.501,345.920249728,94.6223,322.56,322.85,270.285307465,1934.49251578,197.7510372,5.48129358312,1070.73978614
634,3005.80661443,245.536,12.8320216622,322.331345916,502.403227906,322.220704929,0.872308,634,1015.00793637,-326.157,173.611,294.657930112,94.683,322.209,322.502,284.517767074,2393.22325128,225.07850031,5.57339458783,917.633398512
635,3103.97681918,214.287,9.52916738135,322.389825458,528.373022163,322.281495822,0.880056,635,1100.49286504,-326.078,173.687,321.795642355,94.7371,322.295,322.566,279.345872228,2110.71425391,212.880803911,5.37511901192,993.350731992
636,2891.12657747,242.083,6.73588396332,321.894862798,2805.27384275,321.783103232,0.856726,636,26.8586741933,-325.542,173.827,255.454186987,94.8105,321.774,322.057,245.469847337,2851.16853943,224.323054743,5.49575127076,874.214958125
637,3122.83446904,251.817,10.2927176453,322.325566096,3001.84248464,322.234455926,0.884053,637,41.0725015038,-325.98,173.934,231.685968736,94.8151,322.228,322.486,247.197619902,3055.95003463,231.472659805,5.54060105044,735.095886189
638,2994.92131687,222.273,8.75998252269,321.776848516,524.61184488,321.6570268,0.881998,638,665.105706029,-325.404,174.055,347.227637697,94.8433,321.661,321.944,353.922239949,2687.12971771,226.64235743,5.31716233784,975.676326408
639,2961.81034561,225.68,6.79512928326,322.23623044,403.993624203,322.148038063,0.893354,639,822.729725886,-325.901,174.116,260.014593008,94.8877,322.146,322.409,255.437236059,2454.74100373,227.235152109,5.40859938016,796.567732357
640,2772.585106,242.351,8.43677714336,321.220908568,208.192290588,321.133790956,0.886117,640,1164.29396869,-324.837,174.187,219.392527935,95.0051,321.135,321.394,259.247302099,1459.55937599,194.403701315,5.43609716187,630.157808201
641,3111.856759,229.679,7.33262655716,321.366127197,52.0484474664,321.283448393,0.848301,641,1212.48368405,-325.036,174.277,434.453212354,94.9999,321.274,321.534,367.603113938,1234.973805,188.593040769,5.41436137361,1290.11873396
642,3209.14523113,240.899,8.93783832861,321.007151289,206.414179753,320.922263558,0.836933,642,1384.74665519,-324.711,174.376,145.205237552,95.0528,320.917,321.184,165.252085412,1497.99923204,198.160422881,5.51353077667,563.820413557
643,2776.0244961,223.045,7.16486976053,320.59025424,216.417675686,320.515892948,0.865317,643,1033.64423142,-324.393,174.501,240.276509731,95.1004,320.525,320.77,189.80343953,1068.30947261,192.187766,5.41539616694,887.583756808
644,3186.68211967,245.877,5.67942675138,320.575427984,197.589559321,320.489665888,0.822555,644,1202.19172409,-324.272,174.611,254.734282585,95.14,320.479,320.734,213.244550212,2450.15293292,214.699616829,5.49617817386,747.437858876
645,3093.44461702,237.23,12.6767426351,320.030962105,430.634975356,319.944092645,0.813404,645,774.519128763,-323.68,174.673,190.838881727,95.2458,319.935,320.175,213.805952154,2400.58078215,218.20827184,5.43231952447,510.293465132
646,3195.78480913,216.666,8.08818622298,319.682615287,3032.34418348,319.599208052,0.765729,646,56.5523553693,-323.406,174.769,273.136640308,95.3143,319.6,319.863,494.450943561,3112.4595796,229.964155293,5.30849536262,913.331654434
647,3192.76670489,253.499,8.9402556919,319.790741295,333.374825257,319.704050311,0.814802,647,1116.29752311,-323.571,174.9,316.507629476,95.378,319.704,319.965,304.178599593,1023.58836522,198.942948267,5.4817113712,874.203273318
648,3305.13773042,254.069,9.13508208993,319.437423291,3181.21331372,319.339580203,0.743299,648,37.0368744044,-323.218,174.972,141.40795192,95.4165,319.339,319.632,198.639105068,3236.09137944,242.471378136,5.52251961388,465.873014358
649,3230.28125905,225.904,5.85167270315,319.618101297,3037.36415305,319.521509877,0.752031,649,64.6952092892,-323.371,175.022,323.540640387,95.4553,319.515,319.797,243.263376329,3153.80546765,243.511355163,5.29272797715,1014.79502086
650,3227.03918839,242.317,7.83828195818,319.178336083,1141.42571959,319.068325543,0.886064,650,710.619595519,-322.856,175.124,438.354271721,95.5905,319.068,319.368,302.837107735,2572.58140413,236.028491929,5.47411989295,1232.81675809
651,3243.45111092,237.662,33.1545070945,319.070284598,1356.21371646,318.981012726,0.88041,651,688.656098281,-322.74,175.217,257.021883856,95.6599,318.98,319.246,504.519280003,2704.28600829,236.165075839,5.397865742,766.250765416
652,3141.86624503,231.167,5.78980064232,318.948816243,3020.75760094,318.844426293,0.885637,652,34.5796464186,-322.396,175.287,232.27676175,95.7575,318.835,319.123,207.539262694,3069.34514814,232.176963101,5.43530957856,572.99106004
653,3424.21087434,221.572,9.0740219886,318.428448583,1301.73868434,318.330681578,0.840234,653,586.36607075,-322.128,175.407,838.479058004,95.8053,318.335,318.597,687.484910061,2940.43041402,241.135083244,5.32571242845,2142.13615378
654,3025.1143197,219.746,133.594111675,318.382118113,184.119867479,318.279241618,0.824279,654,808.758571694,-321.957,175.501,288.64350292,95.8703,318.274,318.522,399.109987863,2740.22796794,222.974792607,5.27541541551,929.372669093
655,2861.33249043,225.725,9.88894178997,317.907574862,135.113396354,317.802775783,0.890659,655,714.228364384,-321.545,175.608,233.700576389,95.8775,317.809,318.098,242.628612677,423.430017657,117.865390467,5.44748535597,813.952589335
656,3282.94747463,222.854,26.441029957,317.886398428,2557.08325928,317.787486219,0.803448,656,167.106556785,-321.521,175.684,126.076367882,95.917,317.779,318.042,210.3420694,3029.65118775,237.902139084,5.42614179061,377.825005207
657,3333.13431075,235.597,6.71004784999,318.246685601,47.0288247607,318.153357076,0.792837,657,1470.35146093,-321.834,175.79,176.637916553,95.9625,318.153,318.41,173.958514947,1522.61610958,145.172562992,5.41676362674,627.509176797
658,3311.38822566,233.412,9.04306622159,317.81147174,375.777819509,317.698720233,0.729862,658,998.326692252,-321.531,175.906,259.830948708,96.0819,317.694,317.965,301.9011369,2255.61145776,235.154125203,5.34353579934,798.777711041
659,3175.6111183,227.053,63.5810345442,317.728271395,815.161434005,317.619220815,0.73295,659,1038.53610969,-321.422,176.011,365.343414656,96.0722,317.617,317.881,440.231845821,2222.43683775,236.941693432,5.27638575366,955.328203178
660,3021.53614888,234.238,8.27955808784,317.537245916,546.838676126,317.435021641,0.70136,660,976.66079389,-321.167,176.107,217.434682971,96.1279,317.429,317.68,218.807510827,2314.57854358,227.724531787,5.29999100334,626.023031462
661,3039.48545146,235.991,8.24514503045,317.143560852,2955.35611402,317.035973156,0.771641,661,25.3072526023,-320.754,176.201,245.732567659,96.1939,317.04,317.311,238.388176693,2996.97933631,231.098640732,5.31353167956,725.488334098
662,3069.20397567,225.692,4.92862178796,316.889348461,847.660397461,316.758017476,0.75417,662,628.850884783,-320.694,176.28,175.716859161,96.2368,316.756,317.067,159.665784933,2835.16667511,226.716631898,5.4141792546,631.032405111
663,2878.00643802,223.817,5.71976205751,316.94179367,556.483951404,316.810784496,0.774094,663,895.433220918,-320.638,176.398,199.959706696,96.2957,316.814,317.108,210.576233419,2205.74663457,220.181173242,5.21321227984,634.481569085
664,3119.20599668,209.558,81.3950152139,316.928675399,326.876081607,316.821570536,0.736776,664,1278.68681576,-320.592,176.499,179.836578771,96.3228,316.822,317.11,285.117648721,1701.42955378,216.549564935,5.20442537665,588.615092042
665,3234.86756667,228.425,93.498210758,317.108074492,702.251324203,316.979496952,0.782223,665,1131.49340454,-320.733,176.596,239.182573849,96.4095,316.979,317.259,342.221303738,2060.17631054,234.237944411,5.32801828287,888.349342181
666,3381.65980521,238.048,83.9804802159,316.601051959,726.355169878,316.490965993,0.764059,666,929.341175969,-320.225,176.685,146.929607204,96.4453,316.485,316.756,264.068208136,2547.23051697,237.762167707,5.33368627294,474.388480872
667,3024.22659184,222.574,16.0019084551,316.522164668,2961.32606079,316.408814723,0.767494,667,19.4156330054,-320.197,176.817,298.776716617,96.5596,316.407,316.68,327.198428009,2988.41532002,225.593583367,5.24536851022,910.040311902
668,3321.59240296,224.396,55.8249901298,316.222925924,446.274827207,316.08798664,0.768553,668,1038.71807403,-319.988,176.908,242.039621036,96.5807,316.091,316.385,326.153140275,2801.19601257,232.380363957,5.2877233014,769.068352411
669,3136.50989394,232.899,57.1449953905,316.165062907,438.570999397,316.041916501,0.773078,669,755.716382609,-319.696,177.008,254.260257345,96.6615,316.04,316.345,251.598884486,2826.05176844,230.244759647,5.25534042715,921.191575628
670,3246.07502101,229.081,63.7803995842,315.760043114,3097.4160976,315.644832307,0.756165,670,39.077092667,-319.439,177.145,100.552923055,96.7293,315.647,315.929,194.886068556,3153.05767048,229.509066814,5.26364662818,340.169107806
671,3380.5998649,236.156,358.865575724,315.84914094,220.348760667,315.744852015,0.758581,671,1107.89674023,-319.548,177.247,175.387287091,96.7689,315.746,316.037,608.352582567,2640.21573489,230.252319209,5.41405813441,827.273555309
672,3419.17657701,243.581,82.6260423898,315.849761607,1319.84051581,315.744940496,0.741021,672,716.714463577,-319.539,177.347,151.980572422,96.785,315.734,316.0,326.194110212,2590.66390096,235.857123773,5.35138505216,563.987907613
673,3057.89238883,229.209,335.949209159,315.693166038,393.350595026,315.593703096,0.749967,673,932.551227168,-319.439,177.425,222.311236824,96.868,315.597,315.868,533.035867273,1298.90004119,208.479210934,5.26255043799,1007.95170708
674,3115.12348113,228.91,13.68923977,315.809064494,121.869966468,315.692029303,0.80232,674,1051.62579128,-319.41,177.496,222.200090203,96.9413,315.686,315.962,388.164967165,1475.6802693,217.481504058,5.24607472286,578.175844237
675,2975.3928339,222.667,99.068193151,316.465481261,202.293510981,316.363740593,0.799353,675,621.891247449,-320.022,177.618,167.391267507,97.013,316.369,316.62,295.181885745,825.794500384,203.498826988,5.22083200591,677.865760667
676,3096.22829993,245.178,117.150018667,315.366043446,460.166179447,315.27070654,0.806267,676,634.66363224,-319.197,177.749,82.8151269818,97.0773,315.267,315.543,243.464609592,1210.88558891,220.027944016,5.40324762601,385.146424266
677,3143.07197296,233.509,111.921965114,315.955908878,580.364906612,315.874726058,0.788713,677,1012.25161223,-319.531,177.885,124.224180742,97.172,315.868,316.103,250.453780264,2181.0439874,221.036091927,5.2570273099,511.665869143
678,3071.33958978,219.662,12.5935577862,315.830112781,559.057333506,315.744316749,0.834122,678,1023.90587475,-319.488,178.001,211.944558452,97.1845,315.746,316.013,225.407948327,2012.93739144,224.35504692,5.2151943013,667.419201983
679,3283.1075652,223.076,76.6896398046,315.467883977,55.5947437693,315.380524165,0.778405,679,1193.91266483,-319.136,178.076,237.945879286,97.2058,315.379,315.614,258.541177081,2171.84444595,220.616689947,5.25857251189,946.227922663
680,3546.33558399,238.004,83.4871269583,315.336140004,54.9261273289,315.258117293,0.804689,680,760.849345658,-319.041,178.186,346.89015494,97.2229,315.256,315.501,436.68081364,1356.08041978,217.548732086,5.27995156511,1131.97327737
681,51.3306072962,250.245,66.7260168146,315.359182612,42.3934061792,315.274163149,0.994943,681,1.62218473295,-319.016,178.32,162.959041313,97.2389,315.274,315.507,327.065326028,47.6734053233,41.4457574336,5.38484521794,580.848663831
682,3282.61827358,231.14,12.370832792,315.092414513,46.4703220436,315.003385666,0.753389,682,917.882730363,-318.76,178.358,201.196897672,97.3505,315.007,315.258,193.468178533,2946.39037221,220.2070244,5.26502281466,657.70102049
683,3383.75477397,211.598,47.5455299484,315.537707594,1183.17983826,315.455948738,0.791433,683,618.910481681,-319.275,178.463,182.410148343,97.3783,315.454,315.695,220.884381547,3136.22217624,238.713984143,5.13229979648,628.164831164
684,3509.04384617,237.001,134.850438399,315.05096957,46.2764344148,314.947839107,0.820836,684,1330.36243744,-318.843,178.575,434.051297849,97.3813,314.946,315.226,599.068344837,1097.42903779,140.836397942,5.44443607515,1421.21754005
685,3394.51592738,224.988,181.80952696,315.207379403,44.1259158271,315.12485308,0.81288,685,1251.50292875,-318.771,178.657,182.90983566,97.4994,315.122,315.361,468.373988922,1098.46320066,157.086032867,5.19624200509,702.165270407
686,3474.3744894,214.753,21.7990667014,314.862914968,834.53781316,314.77917141,0.782443,686,864.226328472,-318.445,178.736,138.000181745,97.5567,314.777,315.025,260.811797648,2452.41332185,241.142975265,5.22680265052,427.007037457
687,3305.63494413,208.307,83.4112819895,314.662770074,578.217157394,314.588810099,0.771087,687,769.718564108,-318.289,178.816,120.77332652,97.5949,314.58,314.838,221.048552022,3009.20216998,235.222600329,5.16388632149,425.138762832
688,3045.46213214,220.435,402.815603596,314.842248998,263.380983322,314.751555279,0.784273,688,820.390655536,-318.433,178.93,110.381579965,97.6372,314.75,314.994,555.239623644,1278.00511999,227.887532371,5.15305876346,733.028641144
689,3365.2751189,230.847,170.04614911,314.692770531,173.62335867,314.604129735,0.762256,689,741.091625921,-318.349,179.015,135.94634172,97.7087,314.606,314.855,354.328122317,1361.61601944,225.972110637,5.21537816508,514.6807041
690,3241.95996503,234.961,86.126999852,314.436773389,3127.3822802,314.34699702,0.712542,690,29.5226390105,-318.167,179.133,121.826533876,97.7434,314.344,314.581,253.181464178,3190.45738723,238.1501768,5.32649466329,480.911875237
691,3553.31583183,234.534,40.9127450019,314.823971201,675.303748344,314.721381269,0.76229,691,872.267862098,-318.431,179.191,358.402514962,97.7988,314.719,314.976,371.873541424,1708.25747076,240.326781282,5.33064021869,1137.77555033
692,3270.95461349,233.415,13.7230533138,314.08545684,1536.73155287,313.990737727,0.727881,692,479.38436779,-317.795,179.279,568.796909393,97.8706,313.992,314.273,433.431063271,3048.15282309,242.650163055,5.27981364489,1677.05744247
693,3147.13599083,213.92,70.6315760632,314.08826259,766.040147625,313.98966867,0.788295,693,610.332513506,-317.813,179.383,251.005142193,97.9656,313.984,314.263,336.44402702,1576.96155571,243.26481583,5.11905752189,753.234101998
694,3522.11298601,220.328,253.392454484,314.057518554,245.860977669,313.960898203,0.816788,694,740.09401621,-317.742,179.48,177.676799681,97.933,313.964,314.217,383.375887571,1438.09846681,236.47894066,5.20909241077,811.619338786
695,3416.46236272,230.504,92.0044881681,314.177254308,175.128070455,314.096903103,0.739401,695,1183.81267336,-317.877,179.57,111.320412857,97.9949,314.089,314.334,229.065516037,2183.38800463,227.125078785,5.23311192387,414.302106414
696,3501.44926331,221.305,44.6229806444,313.920412283,42.4785132104,313.827502012,0.863137,696,478.784832523,-317.525,179.691,281.838786696,97.9768,313.822,314.089,337.525247933,142.690032449,51.5946208025,5.20629510021,828.091665725
697,3613.8618664,230.209,40.4826419956,314.087676654,1929.5005243,313.995439337,0.742291,697,583.555019377,-317.77,179.762,137.643941272,98.0953,314.0,314.265,148.857914609,3093.90830605,247.246023406,5.20722038096,484.221038045
698,3225.96701841,248.297,80.1339373816,313.79501839,472.241411493,313.714130367,0.738994,698,762.112077794,-317.508,179.876,230.772446644,98.1525,313.711,313.947,257.853399029,2855.99439096,235.336185771,5.25876338262,767.191018116
699,3560.79769337,205.928,68.9324981218,313.243348932,593.664205132,313.162235517,0.767904,699,948.345136756,-316.868,179.972,287.779917851,98.1696,313.161,313.402,237.701690944,2999.74351115,244.186712215,5.04316693604,1091.12745487
700,3048.38036963,206.974,10.4101624411,313.475662863,467.813837114,313.388270821,0.784927,700,939.370233448,-317.244,180.06,197.093987755,98.2537,313.388,313.638,200.864440613,2226.94427202,229.958220474,5.07428627295,565.411885413
701,1129.38122664,229.846,47.6766428329,313.692591332,184.285968747,313.607196776,0.852556,701,270.182473288,-317.202,180.194,172.708544494,98.2996,313.604,313.846,237.830162864,463.205946637,176.27907027,5.15780091006,487.968760468
702,3304.44381984,226.219,72.5604237859,313.278358769,811.358360559,313.19718554,0.820457,702,952.660053601,-317.052,180.308,89.1502791805,98.3611,313.194,313.444,202.284549336,1944.6565854,235.438967916,5.25316455857,386.399388662
703,3242.50352578,210.677,78.7144619256,313.290818732,1219.67253272,313.218717211,0.798208,703,737.391168358,-316.953,180.386,270.043703036,98.4288,313.22,313.452,303.51585768,2694.24084344,238.258713727,5.22914421007,855.152059565
704,3095.95736149,220.307,75.8927737415,313.296137888,56.3705814058,313.21984634,0.77431,704,952.15441622,-316.86,180.465,141.088011523,98.4659,313.214,313.462,228.617438502,2573.62072166,212.548493569,5.11689804363,487.031191825
705,3457.85264147,219.363,5.29697205425,312.464068319,549.040910324,312.410878501,0.782847,705,925.906608966,-316.11,180.56,298.510802388,98.5431,312.41,312.649,334.361761809,1612.32795919,225.867683094,5.20577736773,772.218291882
706,3478.66658367,232.904,6.85999371422,313.095767889,3348.28052841,313.035173022,0.773297,706,45.7918933057,-316.722,180.656,238.192907088,98.619,313.033,313.264,339.974735215,3420.85451889,236.522852954,5.20149860197,661.191749485
707,3172.84694429,241.612,6.76957136832,313.2059102,525.506072138,313.138530469,0.767385,707,1088.0620172,-316.853,180.813,294.612865067,98.7275,313.135,313.358,307.576265881,2252.56800079,224.548925529,5.32993256529,864.553871867
708,3059.47759124,207.914,6.92424287131,313.13614216,1188.50291694,313.065884215,0.733395,708,556.131770407,-316.71,180.935,265.582227756,98.7592,313.07,313.292,187.721597024,2748.09351427,232.604016458,5.05950701459,769.04097781
709,3153.6502652,211.745,10.3475854605,312.769218837,2976.86250481,312.700838512,0.768434,709,47.707847108,-316.377,181.051,216.423023756,98.805,312.699,312.93,232.387722798,3079.26482318,234.287374516,5.06582404066,690.163223164
710,3549.34021319,226.827,7.03601334482,312.998752184,1795.84839318,312.92431404,0.744922,710,476.885232547,-316.609,181.157,221.108669306,98.8549,312.922,313.142,256.836713349,3294.11596825,244.230710872,5.18328239527,750.561182042
711,3281.38796862,227.802,55.255773199,313.024279976,202.11584374,312.956916712,0.79074,711,1102.48930186,-316.574,181.326,177.915434346,98.8921,312.951,313.166,274.417318216,979.747226784,198.610285783,5.22518500546,515.318873108
712,3574.96696292,220.805,108.135307073,312.773961478,363.300465571,312.705711452,0.753244,712,1116.66933504,-316.403,181.428,235.074311603,98.9542,312.713,312.926,412.625260374,1907.63822735,237.214198576,5.13469445716,809.121267292
713,2944.13877888,199.035,6.64109724844,312.230312557,939.442151358,312.161583973,0.709955,713,643.752376423,-315.884,181.53,189.848294083,99.0019,312.161,312.378,219.84829755,2604.17575189,240.499594926,4.97663624891,475.142079586
714,3198.07043272,231.275,6.45111624696,312.312739194,664.723402256,312.246085871,0.84288,714,627.867592029,-315.977,181.649,209.822155074,99.0353,312.235,312.456,242.585098375,1299.20081661,249.028132935,5.20587895283,752.413071144
715,3118.91218985,230.773,99.4610536486,312.525169071,2959.82313544,312.457854123,0.723278,715,47.8515967842,-316.028,181.735,296.30922844,99.1241,312.463,312.672,440.201322543,3024.25020176,237.975611927,5.12429104019,893.377065114
716,3300.0490424,228.15,7.15315010161,311.926248696,295.211023524,311.864039852,0.761011,716,1256.25190867,-315.38,181.828,304.751956271,99.1508,311.863,312.097,323.016001236,1625.57545889,211.515918657,5.08978114371,913.117501889
717,3454.20716139,225.943,10.719718676,312.08418978,333.962487219,312.020526918,0.746616,717,1144.31213836,-315.545,181.921,181.142836355,99.202,312.02,312.246,179.717999978,2160.52755603,237.625822562,5.03457046275,609.738304164
718,3126.30048947,227.75,10.1621417318,311.882003488,511.996855262,311.816122976,0.752494,718,1046.61482822,-315.393,182.034,304.325849403,99.2752,311.809,312.027,432.093293471,1812.09849241,239.699866538,5.10455380728,912.00421202
719,3678.75337305,224.103,6.66247500156,311.667554904,271.06038986,311.578549465,0.797779,719,981.422246361,-315.153,182.109,292.711473927,99.3305,311.571,311.822,218.642014043,1816.18416202,244.998415606,5.19136584571,815.178799255
720,3277.78824435,227.939,6.30001193604,311.805892997,306.511541033,311.726771281,0.771883,720,1118.44169092,-315.462,182.205,160.39707893,99.3936,311.733,311.967,227.953938257,2519.59619609,239.569826789,5.15521483021,576.146932902
721,3190.79566025,229.614,7.85328608635,311.197696824,309.802593993,311.109456723,0.714782,721,1283.41214817,-314.73,182.317,414.172902208,99.4751,311.102,311.355,313.045062898,1875.11449089,220.288846906,5.17665423177,1428.97764325
722,3441.75597919,221.093,6.2443472231,311.293028307,248.643942312,311.184342281,0.768359,722,912.740305243,-314.881,182.423,135.828115673,99.514,311.183,311.441,142.829813371,1722.94523134,243.129449003,5.06552654269,433.049288543
723,3486.11638117,220.764,8.3937189514,311.59884555,3229.37858185,311.513864027,0.693109,723,73.3454889178,-315.081,182.547,247.249497521,99.5344,311.509,311.747,227.631361465,3348.52216108,243.514044307,5.08930351816,709.084263799
724,3468.40105093,215.734,6.65457725174,311.144653238,2123.27926068,311.066443258,0.703062,724,482.829856292,-314.74,182.659,173.320367303,99.5968,311.07,311.303,259.312246505,3023.67912795,240.765607141,4.98919328537,553.956002737
725,3164.05076682,222.88,5.86278216354,311.465797263,2840.77398412,311.385354999,0.814273,725,83.619766122,-315.07,182.772,232.163094369,99.6341,311.382,311.629,205.911047293,3021.60521324,232.129995815,5.11328717536,809.70413013
726,2410.69130925,198.55,6.73992300701,311.442742375,291.396416536,311.372614688,0.759677,726,670.167988291,-315.123,182.855,306.591451767,99.7103,311.38,311.609,284.83797453,1351.58080344,231.241796094,4.90309883995,834.703447148
727,3425.52568323,227.027,6.64667786179,311.1981743,3331.53597203,311.126538646,0.755067,727,33.1038200587,-314.866,182.947,296.961656773,99.7832,311.125,311.358,181.450482323,3359.7514678,240.02252941,5.12951987648,992.815646832
728,3431.67945355,247.448,6.94063237674,311.215211292,757.430564593,311.144375996,0.714859,728,883.770891307,-314.866,183.043,172.310385475,99.8367,311.132,311.379,166.183260242,2609.67331061,258.311465155,5.26756048993,567.756483621
729,3504.05034615,220.222,6.71725777924,311.67401744,975.760408134,311.598711877,0.803404,729,827.620870923,-315.25,183.17,223.503796053,99.8655,311.597,311.838,200.894299292,2067.15881161,245.553923842,5.04610794428,625.614953079
730,3117.89828624,231.439,8.83406555274,311.553511609,573.698783564,311.476083236,0.763382,730,987.169775748,-315.117,183.252,188.237343318,99.9382,311.48,311.71,179.604451492,2311.14396295,242.181211219,5.06248880124,561.409164357
731,3434.14182233,229.423,6.74856522732,311.265498951,374.319084061,311.193928855,0.808419,731,900.430836728,-314.882,183.42,186.057988311,100.023,311.188,311.417,253.345339032,1497.88209309,241.089128462,5.09235632782,535.801447451
732,3256.84722337,229.813,7.22404376628,311.213466115,362.344169453,311.143257903,0.756928,732,978.608181275,-314.939,183.503,236.167195957,100.053,311.145,311.373,210.35514253,1188.97482248,217.988990094,5.20520254081,859.741144586
733,3329.14084356,226.457,9.98785019061,311.360765811,467.17378584,311.275740189,0.752356,733,1149.93388105,-315.039,183.586,232.527445659,100.077,311.274,311.519,443.151064815,2039.95790257,234.766958372,5.1330277872,761.860302715
734,2317.96834781,233.623,205.562055814,311.386288332,311.520780445,311.311731994,0.820104,734,469.778680258,-315.155,183.654,298.116413446,100.131,311.319,311.564,519.758017693,889.607950676,232.981348549,5.14407805985,1064.97686927
