Iteration,MaxReturn,AverageQLoss,MinEsReturn,AverageAbsY,MinReturn,AverageY,AverageAction,Epoch,StdReturn,AveragePolicySurr,QFunRegParamNorm,StdEsReturn,PolicyRegParamNorm,AverageQ,AverageAbsQ,AverageEsReturn,AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,MaxEsReturn
129,1980.80173841,141.535,46.9744154019,234.099408796,396.330387571,234.034353532,0.786301,129,501.47019007,-239.324,90.7187,203.023465514,54.131,234.023,234.258,295.192221924,970.181846585,227.552248854,4.94561594802,723.078020211
130,2421.15767514,128.362,63.7692857941,235.401891124,400.134021412,235.345573074,0.742738,130,521.932176344,-240.769,91.0696,194.493350931,54.2215,235.337,235.563,273.147653811,766.941532998,216.483665608,4.86631385721,700.992872661
131,2032.90827018,130.578,48.4434821871,237.162366278,405.497445138,237.105656671,0.758187,131,368.72238837,-242.515,91.3987,192.891984961,54.3407,237.092,237.327,366.322353689,619.680227633,207.954662287,4.9554999205,577.286644211
132,2739.91086573,131.478,67.7524782163,238.803242586,393.152952033,238.756288522,0.779489,132,496.667771959,-244.128,91.7851,234.139470524,54.4,238.74,238.958,325.788036651,720.298932271,203.006123474,4.92215313694,756.776364781
133,1995.28848005,133.359,67.2147569286,240.223250286,170.687033069,240.175968832,0.769633,133,489.193734558,-245.58,92.1233,288.685731707,54.4977,240.162,240.37,353.208032288,709.54352614,202.789750606,5.0085427432,802.33686682
134,2669.09739774,140.878,8.16791704663,241.863687627,445.382826712,241.809123445,0.796065,134,533.553363742,-247.256,92.4635,186.492348684,54.5987,241.798,242.024,190.670389512,968.498065914,226.970529915,5.00287430966,614.581044634
135,2015.57527915,150.129,13.8185295737,242.595712813,208.96772097,242.536006635,0.738629,135,255.8473629,-247.993,92.8053,244.968842843,54.7133,242.518,242.77,259.214350769,465.97433699,187.43274949,5.14027901103,710.043728382
136,2846.21016384,146.766,17.7918786513,244.175882834,426.343010598,244.126965103,0.768058,136,560.094351156,-249.54,93.1926,208.69101021,54.8313,244.117,244.351,304.049743478,1457.51286181,249.944863842,5.10650129622,528.836325146
137,2209.06407271,145.616,14.7132363403,245.709825772,390.838572262,245.658796482,0.798298,137,552.055549754,-251.021,93.4987,261.724146625,54.9783,245.653,245.886,328.669997687,877.405462819,217.158254461,5.18806635814,856.233947582
138,1881.73782944,143.432,45.8823294132,246.626305039,198.712508352,246.577271655,0.787156,138,361.074876734,-251.883,93.8326,237.388712805,55.0864,246.56,246.781,360.618011718,658.779567002,200.409026762,5.0676770367,805.733977853
139,3163.42097144,140.725,14.8410598358,248.008816154,268.203828819,247.95504029,0.760425,139,463.428116295,-253.461,94.1357,215.568390729,55.2014,247.943,248.16,251.481330674,433.154519623,161.87170229,5.09183254025,715.292074715
140,2073.79498377,150.753,24.0515706774,249.348436879,267.573166001,249.292510055,0.799996,140,396.307200557,-254.724,94.4669,309.988569402,55.3792,249.277,249.509,408.871513718,591.406816112,187.502764841,5.21227436679,883.580773412
141,2650.37770381,147.665,14.568333169,250.898803093,269.923502025,250.845145615,0.787763,141,622.601415363,-256.304,94.794,264.656777148,55.5218,250.834,251.051,331.936303897,749.220735767,191.258074924,5.22040710924,810.718301042
142,2285.8054643,152.888,13.2463623303,251.491274515,312.191983677,251.436405407,0.796792,142,478.699959831,-256.888,95.1486,158.129037497,55.694,251.424,251.663,266.717333838,1365.64925777,243.220080151,5.26939762484,554.813140122
143,2150.90629293,150.567,51.2142154755,253.496045094,379.041090575,253.433040253,0.774846,143,397.922579366,-258.763,95.481,239.073858937,55.8357,253.423,253.653,383.034812047,713.59512243,216.41176668,5.22592423825,655.921325081
144,2933.6642861,158.58,24.4804925798,254.389879173,408.093319443,254.338204634,0.798873,144,658.008611364,-259.614,95.8162,170.912802431,55.9411,254.326,254.552,266.73868843,910.415119019,213.808458074,5.26418499657,579.274311876
145,2059.89629173,166.753,10.2095538683,255.378450711,493.441066822,255.313583061,0.78481,145,450.545806541,-260.541,96.1141,268.279333154,56.0845,255.301,255.553,353.014236225,1258.04810072,238.531363458,5.33773843534,824.437735697
146,1352.03268058,167.072,10.7830282958,256.406365758,290.567514882,256.349273077,0.780858,146,313.5427875,-261.603,96.4144,175.028164411,56.2237,256.339,256.567,315.944054304,672.78673737,204.786458189,5.32708825093,622.600610498
147,2629.43461155,164.189,3.08696101856,257.55622597,314.546636623,257.488765486,0.808679,147,475.532775962,-262.749,96.7452,167.489345491,56.3407,257.491,257.73,203.338523074,935.808181394,224.181348989,5.33798243959,595.554471709
148,2112.91850185,155.812,8.77366581205,259.353109837,420.799797766,259.289059493,0.769942,148,514.981304673,-264.575,97.0227,181.12885293,56.442,259.268,259.515,201.915346498,964.335924336,225.198130246,5.30962419645,618.564143586
149,1486.27036197,156.485,6.79188047808,260.149502498,246.641545924,260.088886726,0.803958,149,237.204860801,-265.412,97.2681,343.118453236,56.5568,260.077,260.322,384.257932689,394.771313286,164.686109769,5.28511184762,984.664294635
150,1779.66605932,159.964,4.19999942185,260.737755544,300.454799159,260.674010237,0.809604,150,409.838680439,-266.001,97.5497,261.600945387,56.6783,260.661,260.922,253.486076731,810.808744211,208.770109278,5.29237682259,778.524751536
151,3035.69435659,150.644,113.966988328,262.327749762,443.830527729,262.27538728,0.781192,151,638.055757953,-267.592,97.8601,290.082904033,56.7885,262.263,262.5,451.128064598,1600.42401427,236.329929149,5.34158941255,1023.86271589
152,1899.65180456,156.333,41.4064025766,262.963699144,253.537519085,262.908010152,0.818377,152,417.745270091,-268.267,98.1774,302.836526807,56.933,262.9,263.14,536.369547004,531.899322746,177.884597105,5.31019539335,883.015738183
153,2186.31011313,153.405,113.451829531,264.492927492,136.279512256,264.424356441,0.788151,153,437.269088177,-269.855,98.4918,299.29586698,57.0761,264.409,264.66,351.641736635,442.82554258,160.900295981,5.31422608272,1018.98754928
154,1658.94496879,155.988,59.3515300903,265.824264599,246.438501542,265.761405994,0.79178,154,378.815691434,-271.142,98.7627,180.205766736,57.1977,265.753,266.002,328.449121639,513.754163211,173.964863913,5.38442728344,656.672327698
155,286.631937536,175.563,9.95445974138,266.679198798,110.850255519,266.614658521,0.776586,155,37.9628814729,-272.05,99.0556,265.648530305,57.3333,266.609,266.863,364.673044635,164.331709898,107.295619415,5.53731298782,796.441702218
156,275.640291584,176.545,60.7723483041,267.758043395,103.99976986,267.693230563,0.742452,156,44.0769351677,-273.081,99.3212,250.212457459,57.4178,267.674,267.928,353.250445318,181.512319993,114.904893792,5.52251726329,852.486763082
157,425.513104716,166.515,99.6973790317,268.791253428,111.117187691,268.719658781,0.788637,157,76.2432528038,-274.167,99.6577,296.705549635,57.4998,268.71,268.961,340.725461431,257.971602129,143.439137024,5.430331551,961.524347256
158,565.932796462,182.944,9.13138829888,269.285712895,164.711055208,269.202166943,0.808651,158,77.3419382629,-274.69,99.8776,238.961312496,57.6096,269.191,269.461,308.197377048,337.685229242,170.637691524,5.59089579476,619.185191717
159,462.444021046,166.144,5.99578308248,270.313809941,222.188925112,270.247829405,0.780782,159,28.9822233829,-275.721,100.115,162.911743687,57.7294,270.232,270.501,147.069876265,285.051071163,153.48311468,5.51445804313,497.475358934
160,346.459880525,152.589,12.2891307648,271.642306946,153.343344344,271.578677127,0.732419,160,43.2370032373,-277.061,100.373,166.843177313,57.8227,271.569,271.834,290.944238718,250.185517362,142.623136905,5.40415080241,529.389839083
161,474.17873682,173.733,26.6796619558,272.069898674,213.304282034,271.988726977,0.747495,161,38.4518345099,-277.496,100.679,229.175280561,57.9204,271.979,272.238,239.767386263,291.757765292,156.966994134,5.59524932536,840.361635838
162,514.133147622,165.778,108.664323299,272.987049149,144.896797832,272.924767834,0.751508,162,71.7685617944,-278.401,100.936,177.425028296,58.0517,272.914,273.162,381.944705912,307.672621906,160.309713311,5.45480862587,653.075772671
163,697.004936977,190.009,12.9541737854,273.881680492,132.143505492,273.809204898,0.75497,163,103.996738878,-279.359,101.203,183.514332268,58.1429,273.797,274.074,228.765081307,276.374965102,147.213140559,5.70532778494,489.813871442
164,1730.72986803,172.203,301.217918471,274.277303603,267.338869755,274.195862174,0.813481,164,349.197736977,-279.625,101.461,155.663217316,58.2684,274.188,274.45,552.687054014,618.213934687,199.884913758,5.56614284452,711.467282246
165,561.652176017,175.299,28.3077216827,276.050923374,271.454861534,275.965416493,0.783582,165,74.7218119469,-281.464,101.717,193.567397871,58.406,275.953,276.2,328.062881483,338.054004656,167.306870186,5.56995584373,709.85436954
166,560.961847553,192.408,8.16870689829,276.563084746,248.37645434,276.472245778,0.757931,166,94.1583581509,-282.018,101.981,240.910070821,58.5077,276.457,276.728,309.291793268,359.580371409,171.370924599,5.74557842576,828.670645325
167,2738.02918975,195.451,7.42189629144,277.385648055,244.112387918,277.30577178,0.740348,167,438.644217113,-282.767,102.252,217.942118877,58.6171,277.288,277.55,268.848166235,468.252176433,173.003787851,5.74823709842,583.060673021
168,348.039215408,199.861,11.5028096607,277.356524337,253.90836537,277.267228485,0.724877,168,20.4517662011,-282.862,102.503,136.549703596,58.7075,277.266,277.546,236.303286585,281.439646061,153.404721544,5.78066544474,450.609728398
169,453.476731423,176.461,15.2516337793,278.901963536,224.09868333,278.822214322,0.746266,169,29.1982338789,-284.325,102.763,224.901566549,58.8326,278.807,279.077,202.879459333,280.479454882,151.825372162,5.62459532034,696.048717869
170,1890.66469404,188.379,7.72495409182,279.236699038,278.767083756,279.153751164,0.743392,170,348.842844876,-284.69,102.952,221.697782642,58.9753,279.148,279.422,237.769010424,648.684650448,195.171813212,5.7224756779,732.11548845
171,1098.41747846,184.908,110.120498602,279.777507957,277.77368027,279.679948994,0.738271,171,186.540242691,-285.217,103.201,118.607833226,59.1087,279.671,279.969,246.481278057,471.617272235,181.39269583,5.71107262597,482.836823953
172,1410.85327568,197.433,11.556801224,280.243027618,190.37643134,280.166021025,0.766814,172,230.693061265,-285.695,103.459,280.172915327,59.2512,280.15,280.406,359.150943707,424.393013549,158.630005105,5.84043274737,770.003304435
173,801.775551804,195.549,8.65505652143,281.165984227,234.324833197,281.087912767,0.754156,173,179.581101548,-286.542,103.733,238.788509187,59.3946,281.079,281.358,174.110978748,375.943068642,161.85931303,5.79823815062,683.284076071
174,1482.08275766,197.698,62.7296332876,282.156023828,260.195344644,282.074777687,0.709455,174,293.647336068,-287.478,104.001,141.652362992,59.5512,282.063,282.323,304.835757218,586.366458036,188.858912369,5.81540304775,514.434875882
175,871.702852501,184.913,138.62610932,282.56835683,251.12436193,282.479947693,0.715257,175,114.045942256,-288.013,104.199,190.899065415,59.6905,282.471,282.76,347.776230395,346.050762026,163.557977122,5.81049307913,650.973753773
176,579.441488386,195.665,7.40753924132,282.649271675,222.853465049,282.556726204,0.692817,176,62.9692254847,-288.077,104.464,169.46700968,59.8191,282.549,282.813,176.892784816,291.058908496,153.982747637,5.79968331651,640.885361612
177,972.892844836,190.776,6.85761529056,283.547954437,217.142178225,283.445318667,0.729238,177,204.95646878,-288.94,104.732,174.582538748,59.9602,283.438,283.725,171.247486097,409.951461642,164.405521309,5.82021566244,605.189071771
178,1036.17970047,185.312,43.2198594292,284.099652992,224.011901829,284.011712444,0.729469,178,152.875560566,-289.535,104.95,275.053316134,60.0827,283.996,284.268,453.002641705,397.574733708,171.67175784,5.77285661665,818.356490863
179,1251.462913,179.234,10.3080738962,284.994661313,298.533662388,284.895758563,0.716915,179,177.955984018,-290.468,105.193,123.02469662,60.2077,284.888,285.183,213.499877032,519.838455153,185.986439786,5.76240553671,435.53035725
180,243.021673386,197.713,8.85533628948,285.76476168,164.887738712,285.670062439,0.767691,180,15.3590756072,-291.186,105.378,320.276428236,60.3667,285.66,285.959,318.195862185,186.139973904,112.264737981,5.92442132474,755.284702002
181,939.076455091,187.999,67.1081664042,286.576193215,244.73531393,286.465960781,0.733073,181,155.066143459,-292.057,105.588,149.684950436,60.4954,286.457,286.775,263.289969124,387.268582859,160.614369603,5.88669117056,506.544664112
182,1076.1133464,188.021,17.6449820195,287.322786969,351.046936006,287.22245961,0.703254,182,168.02815674,-292.714,105.806,174.548027475,60.5858,287.214,287.504,303.847594467,680.280960222,208.369890029,5.83165998911,570.685982172
183,1444.71739054,200.665,12.2172148804,287.170058839,268.527151324,287.078811331,0.72465,183,221.608366152,-292.715,105.986,279.760625701,60.6769,287.067,287.361,287.428833849,541.752244137,191.654135149,6.04465643502,977.894001495
184,870.923986133,207.392,14.815552108,288.166348687,231.977296304,288.062924325,0.721677,184,172.316263403,-293.654,106.238,95.625622933,60.7886,288.056,288.34,141.972633745,415.002820542,171.253362194,5.98281962487,394.643952324
185,1202.3925929,192.793,4.631176687,289.100970418,236.335770992,288.999607347,0.714871,185,202.595428779,-294.561,106.453,210.645687159,60.9009,288.992,289.283,176.54968755,440.449286331,174.234461468,5.86802746579,661.378074605
186,506.542766479,199.649,9.60410703077,288.85242113,169.163088946,288.747581282,0.813361,186,82.3115065172,-294.391,106.646,178.940567172,61.0912,288.739,289.044,260.252571881,221.874519372,119.299648598,6.02171015756,555.054009074
187,1325.45766363,209.654,12.3264846363,289.685150831,233.245857494,289.581505915,0.729497,187,269.291268207,-295.19,106.898,181.542633311,61.2326,289.572,289.884,396.326300558,724.994754447,196.361106935,6.07893227594,554.557874091
188,2547.04648706,197.246,10.9960532481,290.323679337,282.761949535,290.225422432,0.743072,188,748.65084284,-295.947,107.116,265.029064014,61.3267,290.213,290.518,330.675201252,1523.80335937,198.779291805,6.07489530398,664.543997024
189,1950.12613376,195.172,9.26850189567,291.276588413,422.714968029,291.16716437,0.718467,189,394.954860876,-296.813,107.347,152.260943881,61.4399,291.159,291.478,163.888103421,805.712729656,202.100092232,6.0521477765,404.78732687
190,1587.57852153,206.035,95.5630471361,291.853143306,272.820860015,291.746308383,0.702782,190,334.945326684,-297.317,107.571,234.098669824,61.588,291.739,292.039,423.654161852,634.393568136,189.163259847,6.14069373282,763.0116229
191,1987.08678494,226.471,10.6939598765,292.355252217,207.536559676,292.253212371,0.737889,191,381.691997038,-297.963,107.74,400.316084844,61.75,292.241,292.554,407.455292067,789.788795321,173.921628377,6.23630715894,1140.44167016
192,604.121864225,226.669,11.264846113,292.548754548,186.132857461,292.443440465,0.72176,192,59.7755111344,-298.062,107.921,219.140630149,61.9073,292.441,292.758,202.38773896,228.728318963,125.479740934,6.15304704241,660.56407757
193,509.038578563,223.791,19.659966461,292.839669893,165.039280744,292.737936191,0.73055,193,137.141716624,-298.324,108.108,310.448645499,62.0302,292.723,293.062,407.391031903,341.897166202,137.761307348,6.23851862344,912.493362155
194,562.350115829,197.872,24.5956732696,294.110520655,167.747325203,294.004662977,0.747972,194,54.8193500655,-299.608,108.303,286.741844166,62.1109,294.0,294.303,397.663315024,204.377476479,116.681307246,6.17005416817,907.031003147
195,1747.98579552,196.397,12.6076290743,294.78666614,176.581295033,294.685191132,0.745224,195,291.886500763,-300.284,108.526,171.087054684,62.2499,294.673,294.977,190.476974002,338.961770603,136.211634867,6.0936283918,518.925556497
196,2831.59420149,217.44,6.73611018533,295.121603036,204.942376623,295.01493716,0.730987,196,554.302888501,-300.635,108.742,184.906148547,62.3503,295.005,295.313,207.325036496,416.87489553,141.775407642,6.18212176522,567.787927646
197,258.341907823,213.638,27.3614871696,296.204318347,204.553031962,296.092967786,0.724696,197,11.7624673765,-301.691,108.959,205.582855902,62.4587,296.09,296.401,249.455095251,227.176264987,127.562339494,6.13824470235,692.864077811
198,1810.3670388,225.383,9.12539682061,296.997398324,152.22257174,296.893277158,0.697244,198,368.585227537,-302.536,109.207,247.597901369,62.6095,296.884,297.19,179.438910452,372.836051033,131.020979925,6.31962993977,724.95341522
199,586.64792409,230.566,7.94055677148,297.210088352,192.431272708,297.121204007,0.710609,199,48.5999595484,-302.677,109.394,183.50808778,62.7167,297.107,297.426,282.549871458,238.13353755,128.785194135,6.32152720751,575.076800893
200,2177.47231419,225.423,11.1668300803,297.78297632,203.349826954,297.685849813,0.691113,200,573.896913275,-303.335,109.61,163.980058886,62.8088,297.668,297.968,277.814472367,635.992668266,156.781935647,6.35754795115,582.092671205
201,933.599577211,227.791,41.354188685,298.147010825,191.918556679,298.061001644,0.696584,201,155.303941508,-303.741,109.841,253.886079598,62.8973,298.055,298.363,360.564943801,306.7730459,144.637308005,6.36535079647,767.925158753
