QFunRegParamNorm,AverageQLoss,StdReturn,AverageAction,AverageQ,AverageY,MaxEsReturn,MinEsReturn,Iteration,AverageAbsY,PolicyRegParamNorm,StdEsReturn,MaxReturn,Epoch,AverageAbsQ,AverageReturn,AverageEsReturn,MinReturn,AverageDiscountedReturn,AverageAbsQYDiff,AveragePolicySurr
14.5505,0.0161473,2.7450367131,0.96388,1.43251,1.43305844548,179.176120279,41.7821044046,19,1.4428769804,16.9889,54.1752607747,177.261219267,19,1.44281,169.404820005,121.301413679,162.11016152,109.747832396,0.060432995217,-1.58788
15.1553,0.0222708,2.10026815411,0.880388,1.60763,1.60841310985,207.07112134,35.4813724732,20,1.61681275069,17.6373,48.6949817179,184.766945782,20,1.61656,181.096252993,148.329098323,176.822651684,115.527325099,0.0672557095802,-1.77694
15.8589,0.0258715,2.26909274406,0.838579,1.78347,1.78410952097,200.121381455,93.586833226,21,1.79132754848,18.0678,28.1461369044,173.383129813,21,1.79149,170.260413272,171.054104539,162.809633752,110.808894665,0.0721158839191,-1.96425
16.5384,0.0301611,1.41622181293,0.815198,1.97564,1.97631912436,177.046413836,43.5448464202,22,1.98221981759,18.8449,39.7070004984,173.308573499,22,1.98252,167.428659379,149.626178921,164.947772882,109.15123827,0.0773575761521,-2.16816
17.314,0.0338717,2.28246293207,0.83197,2.16688,2.16761180604,209.883257738,34.1237914835,23,2.17246069626,19.5177,46.806369375,182.568559796,23,2.17269,175.954444464,146.386214394,170.493024965,112.95439425,0.0833866287008,-2.36297
17.9851,0.0341451,3.17124478422,0.854408,2.36579,2.36644101954,189.275908186,14.1914658604,24,2.37108910847,20.398,55.4669450385,183.225142354,24,2.3716,175.72138916,148.414041224,167.568732645,112.754806472,0.0846775902344,-2.56586
18.6766,0.0410918,3.72340395617,0.87668,2.54633,2.54720388231,177.4269694,5.52227468174,25,2.55130248342,21.2272,46.0313818807,173.145469564,25,2.55158,165.939513719,152.694125798,156.263568482,108.937490518,0.0949722320731,-2.76237
19.38,0.045846,1.51678197915,0.895281,2.73323,2.73417345104,185.927179208,6.8934104272,26,2.73804000404,21.8997,45.1634466135,178.140010103,26,2.73828,173.699689955,153.31748432,169.786710542,111.523029345,0.099102589319,-2.95309
20.0588,0.0477837,3.46485672262,0.845362,2.93323,2.93421085684,188.465037811,55.6251424117,27,2.93864901857,22.4263,36.1005629881,181.730953106,27,2.93888,176.819030422,154.018039394,163.870192246,113.242274197,0.101601020962,-3.15537
20.7653,0.0470125,3.78209392375,0.898596,3.11756,3.11854533187,187.098133434,5.63159872883,28,3.12269457309,23.1083,49.1792718564,179.385564753,28,3.12288,169.765141362,155.259546784,159.767924998,110.540122057,0.101564363932,-3.34666
21.389,0.0477208,1.82312758081,0.94738,3.30442,3.3052023026,185.430219317,16.2390266916,29,3.30932113544,23.9565,45.1354491079,174.213118431,29,3.31024,170.384698288,147.506600465,165.030773294,110.399447921,0.1040744691,-3.53593
