Iteration,MaxEsReturn,Epoch,AveragePolicySurr,AverageReturn,AverageQ,MinReturn,AverageAbsQ,AverageAbsY,MinEsReturn,StdReturn,AverageQLoss,AverageY,QFunRegParamNorm,StdEsReturn,AverageAbsQYDiff,AverageEsReturn,MaxReturn,PolicyRegParamNorm,AverageAction,AverageDiscountedReturn
123,52261.1609454,123,-5258.78,88684.0439105,5248.76,68818.5185438,5249.09,5249.47000586,52261.1609454,20761.3146612,55124.6,5249.21808374,252.332,0.0,94.9628630156,52261.1609454,117383.425464,16.9466,1.0,7140.70308619
124,59890.9485653,124,-5270.13,86277.223006,5260.19,69281.5514335,5260.3,5260.93836419,59890.9485653,21466.68588,40024.2,5260.77658389,253.341,0.0,87.2331166764,59890.9485653,117379.185866,16.9466,1.0,7008.61850806
125,69585.4293147,125,-5286.26,94986.8870353,5276.37,56568.7551762,5276.98,5277.31078546,69585.4293147,18967.6527225,47512.1,5277.00987739,254.283,0.0,89.3828069129,69585.4293147,117975.327952,16.9466,1.0,7590.68428494
126,61662.4426897,126,-5307.65,103095.672052,5297.84,69885.4090392,5297.88,5298.21670447,61662.4426897,15711.3451513,49486.1,5298.21670447,255.211,0.0,88.8587566231,61662.4426897,117622.870431,16.9466,1.0,7879.43328489
127,55164.6609182,127,-5312.78,110198.310862,5303.05,69289.223677,5303.22,5303.87709238,55164.6609182,15421.201188,39653.2,5303.7327637,256.069,0.0,86.1171771913,55164.6609182,117800.674164,16.9466,1.0,8151.99158238
128,51714.964245,128,-5325.69,91575.9709611,5315.96,54521.0306156,5316.24,5316.54912756,51714.964245,23938.557856,39272.0,5316.42370657,257.062,0.0,86.0707829024,51714.964245,117789.918931,16.9466,1.0,7240.30824439
129,94601.0242825,129,-5343.89,96130.6627244,5334.14,69592.7979657,5334.32,5334.79415389,94601.0242825,19686.3979317,41352.2,5334.78560521,258.012,0.0,88.3463950639,94601.0242825,117838.981736,16.9466,1.0,7592.60664533
130,95864.2949561,130,-5390.64,98288.8507651,5381.23,69536.1316179,5381.38,5381.83358038,95864.2949561,17768.5073356,45748.2,5381.83358038,258.925,0.0,88.5432219086,95864.2949561,117511.669096,16.9466,1.0,7641.146829
131,70787.885607,131,-5418.0,86318.4381916,5408.16,69346.450438,5408.27,5408.84385396,70787.885607,18572.7472017,49762.9,5408.83645124,259.714,0.0,91.1523351276,70787.885607,117390.97454,16.9466,1.0,7041.01251921
132,82994.0840235,132,-5431.43,103095.164997,5421.81,69615.356678,5421.87,5422.40710367,82994.0840235,15821.0322182,59930.0,5422.3935221,260.63,0.0,94.117705007,82994.0840235,117785.254442,16.9466,1.0,7873.6918018
133,52252.1203867,133,-5432.57,98488.7188937,5422.99,69391.8185741,5423.17,5423.56432102,52252.1203867,17865.8100058,50401.4,5423.54697469,261.516,0.0,91.8743086092,52252.1203867,117748.495374,16.9466,1.0,7700.43161515
134,95586.8026576,134,-5439.34,84281.2510986,5429.74,69407.339583,5429.74,5430.27753435,95586.8026576,19129.7227902,63947.2,5430.26588991,262.526,0.0,97.1481456836,95586.8026576,117765.995573,16.9466,1.0,7057.47309821
135,77367.2964471,135,-5481.47,91409.7902623,5471.98,69244.7186792,5472.11,5472.93878571,77367.2964471,16708.7009616,58878.7,5472.92471178,263.51,0.0,94.6241211077,77367.2964471,117479.694427,16.9466,1.0,7400.14936689
136,97928.0016591,136,-5496.64,98320.741783,5487.09,69324.3588681,5487.11,5487.40951416,97928.0016591,20661.526431,44934.0,5487.40951416,264.174,0.0,88.6418871829,97928.0016591,117567.519002,16.9466,1.0,7616.28348521
137,68016.6173161,137,-5503.15,95945.8131755,5493.56,69431.8798259,5493.64,5494.43108484,68016.6173161,19810.6388555,56325.8,5494.42668912,264.843,0.0,94.7689994788,68016.6173161,117583.582562,16.9466,1.0,7501.35871903
138,51752.6996804,138,-5529.93,95367.5794932,5520.2,59894.874917,5520.21,5520.45171035,51752.6996804,23342.3094163,42169.8,5520.37400565,265.672,0.0,90.206907362,51752.6996804,117949.275946,16.9466,1.0,7582.08585883
139,79413.4578782,139,-5534.2,98413.7388819,5524.49,67786.8666626,5524.49,5525.22018672,79413.4578782,18150.6228365,51820.4,5525.22018672,266.688,0.0,94.4173155364,79413.4578782,117733.183659,16.9466,1.0,7701.14673542
140,87370.0671925,140,-5572.57,88991.7701054,5562.85,69566.0918752,5562.9,5563.56388902,87370.0671925,17747.7849728,51655.5,5563.4559323,267.6,0.0,92.1210753241,87370.0671925,117725.492194,16.9466,1.0,7262.77144808
141,100695.823583,141,-5618.89,88073.5055948,5608.96,56312.2220362,5609.08,5609.54766069,100695.823583,24365.1999276,34499.5,5609.49693527,268.427,0.0,86.0679309822,100695.823583,117696.581673,16.9466,1.0,7242.6982555
142,70264.3683537,142,-5613.95,103131.615497,5604.21,69877.825284,5604.29,5604.85517336,70264.3683537,18863.6648311,45986.6,5604.82540039,269.212,0.0,93.1266316836,70264.3683537,117764.024377,16.9466,1.0,7863.02407388
143,51858.2664278,143,-5642.85,81821.9884484,5632.89,69371.7782369,5632.92,5633.58931179,51858.2664278,15855.8226093,51037.8,5633.58931179,270.031,0.0,93.7903324552,51858.2664278,117261.378551,16.9466,1.0,6913.27158543
144,52802.7992372,144,-5661.62,88961.2717565,5651.5,69396.8150267,5651.87,5652.41244741,52802.7992372,20710.3836633,54123.2,5652.13197497,270.761,0.0,93.3843806304,52802.7992372,117531.527895,16.9466,1.0,7242.63536776
145,97456.6098843,145,-5692.85,93684.1040871,5682.63,69628.311873,5682.7,5683.33468163,97456.6098843,21224.1464562,39514.6,5683.19598002,271.738,0.0,88.2935502636,97456.6098843,117489.290983,16.9466,1.0,7456.49371222
146,104370.504689,146,-5703.31,93868.7340282,5693.2,69298.110518,5693.68,5694.12939055,104370.504689,21243.436966,56975.5,5693.69254838,272.652,0.0,95.5101733056,104370.504689,117793.40766,16.9466,1.0,7514.43727572
147,83671.2742819,147,-5721.83,92550.6826914,5711.83,56392.5199737,5711.83,5712.41543438,83671.2742819,25140.1712611,56253.2,5712.41543438,273.386,0.0,96.2651495948,83671.2742819,117777.024678,16.9466,1.0,7412.15484284
148,51772.2068483,148,-5733.44,93779.3370484,5723.2,69761.8799967,5723.58,5723.98885781,51772.2068483,18279.1832877,51158.1,5723.9233689,274.321,0.0,93.4781458589,51772.2068483,117793.627079,16.9466,1.0,7503.85045727
149,104197.073303,149,-5777.02,98437.7501118,5766.89,69832.3556021,5766.97,5767.22638288,104197.073303,17712.4426357,32729.8,5767.2105673,275.044,0.0,83.4669162031,104197.073303,117569.996996,16.9466,1.0,7692.21820155
150,94253.9608714,150,-5810.49,96135.3089328,5800.26,69244.5917853,5800.48,5800.97778973,94253.9608714,19962.0409658,53234.7,5800.97455477,276.046,0.0,93.9008999507,94253.9608714,117851.91206,16.9466,1.0,7583.58989008
151,100720.5474,151,-5832.2,91198.5648135,5821.87,69595.9938452,5821.87,5822.5514746,100720.5474,19676.8385021,53105.7,5822.45059911,276.892,0.0,93.3457261986,100720.5474,117286.153695,16.9466,1.0,7312.75819918
152,94289.3608055,152,-5838.71,93693.9261523,5828.3,69564.1572893,5828.58,5829.02819072,94289.3608055,18379.4936015,58855.2,5828.92463781,277.783,0.0,95.6373032842,94289.3608055,117661.49805,16.9466,1.0,7473.20337811
153,54064.6918531,153,-5867.61,84560.5859417,5857.27,69326.7377622,5857.44,5858.10624463,54064.6918531,15303.3443968,49556.7,5857.74806363,278.804,0.0,91.8289192914,54064.6918531,117396.790334,16.9466,1.0,7145.00946534
154,51123.1923959,154,-5878.64,93555.6426774,5868.19,69319.8320892,5868.21,5868.6139524,51123.1923959,21419.533737,50042.8,5868.6139524,279.632,0.0,92.3367376482,51123.1923959,117672.869688,16.9466,1.0,7397.56200424
155,52159.3897504,155,-5888.2,98360.3322764,5877.62,69525.7912079,5878.0,5878.69409506,52159.3897504,20749.1787383,60868.9,5878.42736551,280.589,0.0,97.4790625357,52159.3897504,117752.940109,16.9466,1.0,7626.07500778
156,84254.1453048,156,-5896.96,91443.721504,5886.48,69306.0990709,5886.7,5887.44259898,84254.1453048,19825.0166204,66088.1,5887.23950157,281.351,0.0,98.9982798691,84254.1453048,117676.350335,16.9466,1.0,7389.36264449
157,88920.4784172,157,-5942.68,98549.2128298,5932.1,69295.7819355,5932.11,5932.84259515,88920.4784172,20705.2453333,52925.0,5932.56787456,282.265,0.0,93.7642624894,88920.4784172,117782.03192,16.9466,1.0,7698.02362183
158,69395.610036,158,-5913.82,93881.0139975,5903.21,69244.1342393,5903.76,5904.31567285,69395.610036,23723.3897811,69878.6,5903.48797149,283.141,0.0,99.5270171732,69395.610036,117905.646911,16.9466,1.0,7496.55547963
159,52473.8489816,159,-5939.42,91475.6047243,5929.11,69825.0513631,5929.14,5929.51150869,52473.8489816,19743.4612821,47120.4,5929.49946414,283.924,0.0,90.7835506754,52473.8489816,117804.446341,16.9466,1.0,7421.77535689
160,32094.2182921,160,-5940.33,100703.468063,5929.72,69562.1024903,5929.76,5930.76143899,32094.2182921,18442.7578499,51371.4,5930.72427968,284.741,0.0,95.2976123691,32094.2182921,117635.713416,16.9466,1.0,7750.05040858
161,69503.8852531,161,-5967.17,91220.3977634,5956.7,69256.221448,5956.7,5957.35074839,69503.8852531,19643.6695807,68409.2,5957.35074839,285.771,0.0,101.908386475,69503.8852531,117372.819404,16.9466,1.0,7315.98482657
162,94808.5702668,162,-5963.71,100821.735202,5953.28,69277.5613719,5953.63,5954.34818331,94808.5702668,21299.9936467,58287.9,5953.99133243,286.423,0.0,99.1156210804,94808.5702668,117655.679417,16.9466,1.0,7743.88565811
163,90311.4543752,163,-5993.14,93648.6028634,5982.66,69270.3188952,5982.88,5983.3385245,90311.4543752,21324.3034943,56260.4,5983.07506296,287.294,0.0,95.5571133157,90311.4543752,117599.211573,16.9466,1.0,7435.78631725
164,51584.6791805,164,-6006.0,105522.28073,5995.65,69604.7717986,5995.71,5996.37113347,51584.6791805,16051.6649733,57085.2,5996.20235589,288.067,0.0,95.803642843,51584.6791805,117673.98943,16.9466,1.0,7985.48022915
165,84950.6707517,165,-6038.71,88888.9897603,6028.4,69489.3685828,6028.46,6029.05351144,84950.6707517,23025.8352961,49931.3,6029.03038008,288.948,0.0,94.9642753674,84950.6707517,117435.826282,16.9466,1.0,7201.86890417
166,52555.0411855,166,-6050.13,96126.4023605,6039.86,69875.2836404,6039.9,6040.38195817,52555.0411855,19674.2290126,52382.7,6040.38195817,289.881,0.0,96.7395815082,52555.0411855,117745.108388,16.9466,1.0,7604.20606161
167,98375.5923371,167,-6054.81,108022.393797,6044.71,69743.7554029,6045.06,6045.59947076,98375.5923371,15823.9002066,43324.3,6045.22639996,290.828,0.0,91.4899442282,98375.5923371,118002.67753,16.9466,1.0,8118.13969218
168,52867.5634416,168,-6080.69,105459.638633,6070.89,69303.856302,6071.01,6071.48240762,52867.5634416,19278.9173176,45934.6,6071.27997565,291.697,0.0,91.7628804897,52867.5634416,117906.83876,16.9466,1.0,7939.14765606
169,69434.6173504,169,-6092.19,100531.368584,6082.28,67996.3107767,6082.28,6082.97501484,69434.6173504,21735.4284734,52313.6,6082.86349001,292.585,0.0,96.5524965821,69434.6173504,117729.469205,16.9466,1.0,7654.27444867
170,81488.7534141,170,-6108.29,96132.7118603,6098.21,69533.7991101,6098.43,6098.94399295,81488.7534141,19789.3404337,57836.1,6098.94399295,293.23,0.0,100.445485427,81488.7534141,117797.842315,16.9466,1.0,7600.4286336
171,98910.1498175,171,-6127.44,89071.6514842,6117.34,69376.2824102,6117.35,6118.07202942,98910.1498175,20684.290594,67776.7,6117.99954253,294.131,0.0,98.515622242,98910.1498175,117654.177577,16.9466,1.0,7260.94203462
172,51677.2225905,172,-6128.3,96054.511863,6118.58,69409.3451749,6118.63,6119.06166789,51677.2225905,22435.2325959,59000.3,6119.0263681,294.89,0.0,96.3394960309,51677.2225905,117667.728563,16.9466,1.0,7534.89195288
173,53586.8993729,173,-6136.19,94623.6567997,6126.57,56186.5412637,6126.57,6127.41496875,53586.8993729,21590.2666609,58407.3,6127.23109265,295.798,0.0,98.8719229495,53586.8993729,117325.624243,16.9466,1.0,7459.91632745
174,90783.1566938,174,-6154.75,79910.2737484,6145.07,69258.924016,6145.21,6146.04398212,90783.1566938,18698.3161259,59378.7,6145.81998423,296.427,0.0,95.9762259441,90783.1566938,117382.361648,16.9466,1.0,6894.33598893
175,108755.057088,175,-6183.2,91529.5394382,6173.79,69504.7350744,6173.95,6174.03941586,108755.057088,19432.9468542,45995.1,6173.97206756,297.141,0.0,91.0682464816,108755.057088,117796.747746,16.9466,1.0,7437.34465677
176,73266.8492822,176,-6202.56,96293.1810417,6192.8,69828.617199,6193.06,6193.4999374,73266.8492822,19588.460593,47499.0,6193.4999374,298.062,0.0,93.5873099578,73266.8492822,117870.646717,16.9466,1.0,7661.12344987
177,54574.0980498,177,-6181.2,89169.2428823,6171.98,69408.1922441,6171.98,6172.44258949,54574.0980498,17544.8209283,38941.3,6172.44258949,298.851,0.0,88.9702487817,54574.0980498,117389.215862,16.9466,1.0,7324.46862764
178,59433.322825,178,-6210.95,91086.7178094,6201.68,66744.7290362,6201.75,6201.98888277,59433.322825,22552.8703983,57698.1,6201.938678,299.664,0.0,99.5177411949,59433.322825,117486.181109,16.9466,1.0,7291.21390883
179,96225.7213636,179,-6239.84,88978.2051891,6230.4,69526.0066855,6230.6,6230.90618898,96225.7213636,20622.6655193,56530.2,6230.86772836,300.362,0.0,96.3094467676,96225.7213636,117462.165865,16.9466,1.0,7256.97319449
180,102344.947048,180,-6246.83,107869.417942,6237.5,69330.233596,6237.52,6238.20982081,102344.947048,15892.5930634,53659.7,6238.20982081,301.129,0.0,94.1782449839,102344.947048,117715.412809,16.9466,1.0,8059.6224857
181,82468.1206069,181,-6290.43,93672.9795438,6281.14,69530.3836533,6281.21,6281.82385571,82468.1206069,18220.8608198,65910.9,6281.70094998,301.98,0.0,100.139271748,82468.1206069,117877.559114,16.9466,1.0,7475.66551231
182,104645.036573,182,-6288.97,86564.7395874,6279.41,69300.0595833,6279.43,6279.87068689,104645.036573,21268.9923394,52981.5,6279.87068689,302.8,0.0,96.5256169059,104645.036573,117411.991052,16.9466,1.0,7119.36023556
183,76370.6037553,183,-6304.09,89422.6163355,6294.37,69431.9875053,6294.47,6295.13179401,76370.6037553,20335.8320824,48666.4,6294.98037692,303.55,0.0,92.1011043089,76370.6037553,117855.855391,16.9466,1.0,7350.91540484
184,56333.6049031,184,-6307.32,103296.641961,6298.01,70030.8826672,6298.13,6298.64852995,56333.6049031,15766.1627798,69665.2,6298.64852995,304.364,0.0,104.341656693,56333.6049031,117901.078858,16.9466,1.0,7924.01571029
185,105800.589441,185,-6315.78,95905.9560827,6305.96,69311.5114697,6306.02,6306.65446331,105800.589441,19838.5990235,50099.3,6306.45195866,305.246,0.0,94.4348044934,105800.589441,117725.641565,16.9466,1.0,7518.47435811
186,51169.229759,186,-6334.46,98938.3507141,6324.86,69500.5455393,6325.06,6325.84927307,51169.229759,20133.1854999,70026.2,6325.4932494,306.218,0.0,104.91126335,51169.229759,117770.036836,16.9466,1.0,7758.46868484
187,98679.0119695,187,-6366.05,93763.3630996,6356.33,69312.0461312,6356.33,6356.99811233,98679.0119695,23778.2338932,61971.4,6356.98448966,306.931,0.0,98.5660932547,98679.0119695,117669.719191,16.9466,1.0,7456.03472934
188,85076.7631825,188,-6374.03,96209.6692199,6364.34,69983.8616788,6364.34,6364.67830843,85076.7631825,19545.1200143,56943.2,6364.67830843,307.782,0.0,97.8726199909,85076.7631825,117637.510625,16.9466,1.0,7628.67546175
189,100956.049309,189,-6393.01,88895.2020934,6383.24,69249.2813495,6383.53,6384.33580753,100956.049309,18011.9291863,78485.4,6384.19928039,308.512,0.0,103.272770385,100956.049309,117483.514777,16.9466,1.0,7217.66976853
190,97621.3088234,190,-6432.36,93616.7741527,6422.5,69274.2403775,6422.58,6422.91912587,97621.3088234,21145.5804414,52648.7,6422.86038708,309.321,0.0,95.9350746378,97621.3088234,117655.296646,16.9466,1.0,7415.13216827
191,52820.0290223,191,-6402.75,96029.5360119,6392.91,69591.9834173,6392.91,6393.54731533,52820.0290223,22203.8994202,57920.4,6393.54731533,310.179,0.0,99.8682859967,52820.0290223,117482.288275,16.9466,1.0,7536.98907625
192,76819.0226084,192,-6429.95,84087.259204,6420.06,69328.3072857,6420.31,6420.83226122,76819.0226084,18993.1061172,54578.6,6420.72218056,310.942,0.0,97.2428652573,76819.0226084,117724.495794,16.9466,1.0,6985.22316631
193,63017.9504139,193,-6430.77,86481.9575486,6420.98,69584.2019186,6421.19,6421.45864127,63017.9504139,18551.4192316,69517.4,6421.45864127,311.685,0.0,101.114338307,63017.9504139,117459.019532,16.9466,1.0,7119.91737749
194,54430.5493594,194,-6422.86,91229.2491333,6413.14,69706.0957236,6413.18,6413.8683469,54430.5493594,16552.1564122,81609.6,6413.78254671,312.518,0.0,107.385505735,54430.5493594,117179.493723,16.9466,1.0,7351.4585648
195,85347.7836556,195,-6413.13,107925.570538,6403.45,69356.9806006,6403.47,6404.02057823,85347.7836556,19262.6184812,65926.4,6404.02057823,313.21,0.0,102.300357473,85347.7836556,117799.408257,16.9466,1.0,8063.64184577
196,70370.7264394,196,-6472.27,91068.1409732,6462.33,69312.8665846,6462.43,6463.23616223,70370.7264394,22460.69997,64002.7,6463.20521616,313.881,0.0,102.10711551,70370.7264394,117451.885374,16.9466,1.0,7239.44566517
197,70613.9626389,197,-6450.97,110337.899631,6441.08,69468.4869318,6441.11,6441.26884136,70613.9626389,15297.8141933,60030.0,6441.26884136,314.675,0.0,98.3983216864,70613.9626389,117842.392431,16.9466,1.0,8200.55856236
198,69938.9697517,198,-6476.48,96244.5273163,6466.6,69372.010526,6466.72,6467.10331418,69938.9697517,22243.6790186,52627.2,6467.10331418,315.427,0.0,96.3007196627,69938.9697517,117883.665388,16.9466,1.0,7604.94153887
199,68554.2188751,199,-6473.81,100780.389445,6464.12,70685.7620521,6464.19,6464.71220268,68554.2188751,17969.1350976,82417.6,6464.66139189,316.237,0.0,107.632871199,68554.2188751,117643.095347,16.9466,1.0,7775.46206311
200,91022.4267527,200,-6482.67,93623.0191786,6473.01,69317.151207,6473.28,6473.87651543,91022.4267527,18466.9026508,76390.8,6473.87651543,317.144,0.0,106.021042473,91022.4267527,117546.93733,16.9466,1.0,7442.99965684
201,35109.368513,201,-6487.57,96152.4253067,6477.73,69457.9430049,6477.76,6478.40447785,35109.368513,19619.3575041,67854.0,6478.36165987,317.866,0.0,100.220619465,35109.368513,117771.646923,16.9466,1.0,7602.38303864
202,93477.7414734,202,-6506.4,103145.918217,6496.77,69489.5507858,6496.81,6497.08977518,93477.7414734,19143.5218601,59157.3,6497.06930221,318.602,0.0,98.7235965794,93477.7414734,118035.851691,16.9466,1.0,7872.97835628
203,57952.7627584,203,-6514.25,100193.008022,6504.76,63261.9245584,6504.76,6505.26139595,57952.7627584,22290.9128242,65773.5,6505.21230956,319.487,0.0,102.033050575,57952.7627584,117902.264213,16.9466,1.0,7707.9942797
204,55748.7041275,204,-6533.4,93540.9954433,6523.79,69538.3849063,6523.79,6524.21096137,55748.7041275,21190.6384688,57921.7,6524.21096137,320.159,0.0,98.0613500701,55748.7041275,117832.715098,16.9466,1.0,7398.647088
205,68911.9083417,205,-6522.72,91474.8691246,6513.46,69400.081176,6513.51,6514.10388732,68911.9083417,19463.4206499,52500.9,6514.10388732,320.934,0.0,95.7550075009,68911.9083417,117446.436248,16.9466,1.0,7391.23378285
206,51869.824808,206,-6524.42,107954.290389,6515.04,71054.1775646,6515.31,6515.9074393,51869.824808,15387.0303454,88490.5,6515.9074393,321.526,0.0,109.262550972,51869.824808,117408.541455,16.9466,1.0,8081.85157037
207,69553.4080524,207,-6528.47,84453.9582517,6519.39,69574.1280422,6519.6,6519.95960394,69553.4080524,15524.6108284,75923.3,6519.89847796,322.36,0.0,108.175912407,69553.4080524,117717.494165,16.9466,1.0,7149.1383877
208,83311.0884939,208,-6533.85,107908.096158,6524.72,70148.2819827,6524.9,6525.40083681,83311.0884939,15604.1823157,64774.7,6525.16045809,323.081,0.0,100.578889379,83311.0884939,117538.217818,16.9466,1.0,8084.18947144
209,92866.6222776,209,-6562.66,96185.3668935,6553.29,69660.8868082,6553.64,6553.89268918,92866.6222776,19670.3623817,64201.7,6553.8790824,323.721,0.0,101.242010979,92866.6222776,117890.324327,16.9466,1.0,7619.76524007
210,60883.566941,210,-6557.42,86540.2575305,6548.21,69305.2093518,6548.35,6549.02747139,60883.566941,21444.8989638,68518.2,6548.93644397,324.217,0.0,103.561116451,60883.566941,117779.723915,16.9466,1.0,7109.00108369
211,64804.6627961,211,-6557.46,84099.4586567,6548.1,69333.8672588,6548.2,6548.58125291,64804.6627961,21689.6858442,79096.1,6548.52581223,324.992,0.0,108.946189257,64804.6627961,117407.172817,16.9466,1.0,6976.00252108
212,88288.8318026,212,-6566.74,93555.1338729,6557.54,69401.3555026,6557.78,6558.3342336,88288.8318026,21248.0172655,70836.1,6558.23503088,325.701,0.0,101.587474971,88288.8318026,117521.00241,16.9466,1.0,7397.98304185
213,57512.8115442,213,-6585.73,93796.8239336,6576.32,69424.5235697,6576.36,6576.86966115,57512.8115442,21259.6041617,60423.0,6576.797765,326.536,0.0,99.2873483564,57512.8115442,117785.394136,16.9466,1.0,7491.00960605
214,54411.3928336,214,-6576.38,93497.8839918,6567.02,67105.9064223,6567.02,6567.6610595,54411.3928336,21580.7265701,82975.1,6567.65749696,327.145,0.0,108.436200881,54411.3928336,117893.38562,16.9466,1.0,7421.34231262
