AveragePolicySurr,Iteration,AverageY,AverageAbsQ,Epoch,AverageEsReturn,StdEsReturn,MinEsReturn,AverageAbsQYDiff,QFunRegParamNorm,AverageQLoss,AverageDiscountedReturn,AverageAbsY,PolicyRegParamNorm,MaxEsReturn,MaxReturn,StdReturn,AverageQ,AverageReturn,AverageAction,MinReturn
-185.481,126,180.367187562,180.515,126,270.234418214,88.7417906107,94.1909651023,3.98008792095,80.9089,84.1667,240.587736468,180.40896558,48.1605,382.0880572,827.672787961,19.3606689438,180.349,797.592082023,0.60012,700.847820552
-187.618,127,182.402859335,182.57,127,227.785510871,254.349047336,7.58601455847,4.14411724237,81.1876,90.8556,221.508694827,182.436872384,48.3633,772.646948763,914.475287395,118.744136239,182.393,616.523459763,0.613129,436.906162219
-189.046,128,183.787373377,183.916,128,443.166559849,176.228540077,170.057174607,3.97697433838,81.5681,84.8992,221.777187339,183.819944732,48.5256,670.047196173,1101.51340455,158.619043875,183.769,724.892905289,0.623921,334.589774141
-190.335,129,185.14418216,185.3,129,491.259839222,144.230608106,262.080646298,4.08305122674,81.8884,94.8105,185.232247015,185.185652048,48.6785,689.376327881,1192.17964866,401.243279461,185.129,601.903613573,0.663215,211.769023741
-191.46,130,186.159527471,186.32,130,347.231340686,148.945184936,151.566324329,4.17028988395,82.1913,99.197,220.431254833,186.198960047,48.8421,543.869130789,1188.13407866,227.27150971,186.141,746.950427907,0.644749,308.28414565
-193.319,131,188.017319879,188.174,131,288.780425331,280.374194966,5.51119891386,4.35979137712,82.5591,108.538,241.112812793,188.059998046,49.0007,990.112377481,740.711297813,30.6250689485,187.998,701.884824397,0.559773,637.402727559
-194.294,132,189.091112602,189.279,132,452.149469225,351.471566092,8.68471473576,4.31235367939,82.8773,100.586,158.402476664,189.153669512,49.2104,1019.77315906,1192.1838198,195.359025033,189.075,348.381782252,0.659319,270.86074513
-196.339,133,191.04431948,191.214,133,331.161052765,188.177226279,21.6784745547,4.14883602372,83.1865,93.4571,216.682563518,191.093252315,49.3662,624.318450105,1106.92950864,218.051285416,191.033,708.567839228,0.630548,287.157554095
-197.644,134,192.277819021,192.457,134,290.743099693,193.269949553,52.349921355,4.42213789801,83.4563,105.426,139.571482604,192.336263347,49.4306,642.395972042,291.652024658,15.2677570289,192.256,255.617973799,0.726583,232.594730386
-199.619,135,194.203942343,194.363,135,238.504829869,208.903433807,12.8136874411,4.36166109652,83.8023,100.203,146.81859964,194.243767266,49.542,609.511625352,296.542678307,10.7005799881,194.192,278.625037364,0.713318,260.045433986
-201.43,136,195.843250537,196.011,136,466.735712124,390.198147513,20.1071567646,4.46389893264,84.1323,108.121,229.5406987,195.902686965,49.6171,1147.09483297,1341.56739967,187.490601471,195.826,903.684504397,0.657248,322.937389073
-203.096,137,197.523727235,197.68,137,390.257772868,196.689984395,110.754703439,4.38513931944,84.4426,104.863,179.370456107,197.570852056,49.7768,674.530478929,1294.62355829,317.407807444,197.513,518.91810006,0.705679,258.498364001
-204.045,138,198.649195907,198.816,138,230.006493037,294.726527221,9.6391053473,4.43288424926,84.7486,109.276,219.661834594,198.697881312,49.8622,1006.63865365,2766.52422142,601.744351785,198.626,1501.66926959,0.667992,277.944345777
-205.331,139,199.901340565,200.073,139,343.724739331,196.728854355,67.6902011491,4.45889037998,85.0841,111.282,163.466810838,199.960888534,49.9656,708.235990943,2799.58617492,497.377034589,199.88,457.376086191,0.707397,296.712163571
-207.625,140,202.170606726,202.348,140,576.279382654,215.885755626,207.043034679,4.55656723152,85.3653,122.566,196.275903109,202.217926115,50.1038,762.949029822,3007.89132609,880.179392705,202.158,1084.17607862,0.728317,283.396695892
-208.14,141,202.713626112,202.907,141,267.599459865,242.850162315,7.22504161352,4.49392590232,85.7298,104.611,147.243931007,202.775531617,50.2335,807.649947221,295.704169912,7.2613247454,202.696,278.912265192,0.730832,268.026286104
-210.153,142,204.62373328,204.786,142,273.965566434,288.402391944,10.2153040496,4.60460402936,86.0124,116.463,137.637514614,204.668608481,50.3846,827.186857442,309.940331359,24.2940204964,204.605,251.80261283,0.713822,230.286578296
-211.352,143,205.776321389,205.947,143,412.582175794,259.140258229,18.8537773765,4.57231843269,86.3017,117.031,166.197267905,205.818570085,50.5036,911.0829896,1600.80239539,366.978990089,205.761,459.088247783,0.695995,219.194649147
-212.488,144,207.006830647,207.21,144,244.090905901,276.095102526,12.633117443,4.73163098324,86.6112,122.667,127.289611522,207.060114327,50.6416,753.868191673,260.908252311,29.7602163487,206.986,223.831680504,0.730538,173.039553845
-213.973,145,208.517140708,208.708,145,401.893987221,212.711587508,174.135701642,4.68923088677,86.8804,120.766,151.856679652,208.575729067,50.7238,828.473786504,1880.4554162,184.999542447,208.5,312.513781001,0.741005,262.448873614
-215.073,146,209.522533217,209.723,146,214.80656834,129.090761624,10.0053071342,4.71198133889,87.182,127.295,119.991436964,209.594607895,50.8435,543.976453827,255.198375801,38.9880885529,209.507,208.702272085,0.68758,160.445325706
-216.864,147,211.46008594,211.633,147,162.459747318,135.668698739,9.17803319178,4.59849163234,87.4528,120.776,140.647454976,211.529616695,50.9535,443.622535443,2048.50390894,233.892077081,211.437,313.432114341,0.695751,198.182410669
-217.818,148,212.340927902,212.555,148,518.669012113,227.254598991,223.609520395,4.73803427593,87.754,123.991,145.27535713,212.418278882,51.0684,880.91342855,379.557387983,29.1067026245,212.324,312.129389942,0.708041,272.069813958
-219.624,149,214.166416963,214.361,149,356.520606697,239.762084344,10.8506814293,4.79527258105,88.044,128.383,134.103682955,214.22236784,51.1288,715.632068647,249.367375566,4.35133025672,214.153,240.497423041,0.745119,231.124764776
-220.616,150,214.989165671,215.157,150,227.736411747,194.984305371,9.93003220873,4.76850012444,88.2757,130.854,152.952765862,215.041654034,51.2094,582.747308635,1214.61215207,281.827841778,214.965,444.276241712,0.680262,216.876130867
-222.216,151,216.684523785,216.89,151,369.453392509,333.699024067,25.077814441,4.88929499241,88.5108,140.602,226.560413108,216.74448324,51.3494,999.372583359,2885.56109737,475.041886301,216.668,1090.32414844,0.687619,295.080998328
-222.687,152,217.001412125,217.19,152,281.083719006,201.960369215,33.8716596606,4.96683031729,88.8393,138.661,128.125362133,217.065108711,51.3953,723.326569831,243.198672635,5.82263865763,216.976,225.670415817,0.728636,214.291781097
-224.204,153,218.649839901,218.859,153,182.148039891,117.198554499,13.944052252,4.96683848251,89.1114,139.354,196.981524002,218.727596395,51.5154,420.584757326,2845.80353843,1023.3186773,218.63,1276.57049631,0.732033,293.487706271
-225.41,154,219.661462398,219.849,154,186.018865318,216.976859984,4.32882195662,5.00709678223,89.3734,140.095,251.814548649,219.719561215,51.5852,755.77780676,1348.07008777,95.9516774101,219.646,1163.3469416,0.702674,975.495481886
-226.838,155,221.254553264,221.454,155,261.556930476,149.171039221,5.62311851387,4.90659359092,89.5934,135.799,169.523895305,221.315925964,51.6508,492.712124663,2651.11295312,626.14826367,221.234,691.702319217,0.723915,238.501458345
-227.935,156,222.327883195,222.518,156,195.770979468,163.696634779,4.45688647393,4.96258874486,89.8381,139.001,228.484814098,222.378714292,51.7902,650.172834739,2301.36498188,464.339797903,222.32,1084.37001791,0.663504,191.677647177
-229.434,157,223.801113535,223.961,157,189.861870015,202.75992893,12.5370884967,5.07199731576,90.1279,143.463,154.346136161,223.850738496,51.9091,553.045371696,580.592636581,33.0723712796,223.775,302.903985954,0.699426,287.141522257
-230.585,158,224.860748553,225.06,158,193.404325391,168.914338048,5.34251486165,5.09154132141,90.3658,138.184,235.486752814,224.93087078,51.9971,537.108736603,1649.57653451,181.343649732,224.851,986.632358433,0.660247,723.101095369
-231.375,159,225.46697693,225.638,159,250.579765223,173.606708543,7.66423217041,5.16192932853,90.6156,149.89,227.751985734,225.514170531,52.1381,596.807588097,2698.24286398,652.435473485,225.445,1695.40634227,0.678337,596.863581223
-232.685,160,226.840356205,227.014,160,219.658684904,184.668945643,14.5990840838,5.04745303711,90.9269,138.899,162.621983256,226.897407622,52.2845,675.941208806,617.381649197,91.0619002795,226.815,343.384438037,0.660101,303.577147958
-234.227,161,228.223046619,228.402,161,254.48706406,200.64835129,19.4954824878,5.07789506519,91.1402,138.929,233.234922623,228.292428288,52.4316,540.39497735,1972.27164746,347.980780248,228.207,1145.41160738,0.643479,624.878137211
-234.905,162,229.086050604,229.277,162,336.830769159,252.627753227,12.7886766904,5.02579441277,91.4253,138.228,153.172762441,229.14792753,52.5784,759.080987824,315.02621159,4.73852630186,229.072,299.361766338,0.63554,286.118733734
-236.763,163,231.192543189,231.377,163,233.614126946,441.448082694,8.68898098981,5.20799650939,91.748,146.568,241.654246927,231.254704754,52.7379,1544.46254266,2369.975906,272.715191281,231.177,1107.0420699,0.672274,900.748150812
-237.378,164,231.550221502,231.751,164,171.589405195,167.264924492,7.98953587876,5.26305431264,92.0097,145.775,211.828733404,231.605176203,52.872,538.782090847,2422.43909067,633.85908156,231.534,1322.51930609,0.698038,303.758243175
-238.628,165,232.878403345,233.089,165,259.430332412,143.001024705,68.9725792983,5.16641452962,92.2224,142.856,235.443811695,232.946914009,53.0341,542.535994936,1540.12604958,172.549136564,232.861,1279.39034858,0.673184,763.29112109
-239.343,166,233.34020304,233.537,166,217.706981495,190.529676344,11.7275438951,5.41328321347,92.5309,162.868,182.560898685,233.387673738,53.2114,560.348436384,2601.94238953,601.201360313,233.325,679.826258803,0.681181,291.009604867
-241.175,167,235.162382397,235.344,167,280.452446223,285.842250023,10.9877713293,5.16227192583,92.8393,140.046,137.860981148,235.223674821,53.3634,973.681907509,279.791102657,12.8303293538,235.156,254.862474008,0.673091,228.49856434
-241.888,168,235.950661735,236.155,168,266.008263521,186.595177899,8.28343854331,5.4454677672,93.1016,163.066,140.997039871,235.998149669,53.5835,576.165325988,298.821404305,10.3772138966,235.931,260.50182882,0.674578,241.00773443
-242.932,169,237.140956845,237.342,169,417.835643459,370.213537821,31.1451965198,5.33248414821,93.3829,156.398,159.691930971,237.206929483,53.7128,1113.8962522,1990.84476892,402.033567244,237.11,449.927839253,0.680788,229.389586769
-244.411,170,238.393914026,238.589,170,308.085372839,241.046857182,24.0423435866,5.2308692849,93.6128,145.274,198.099801006,238.454533662,53.8872,698.167410316,2311.11359534,482.407060448,238.383,1513.27154777,0.666304,779.188697015
-245.017,171,239.219805943,239.432,171,374.502094804,221.688886394,5.47634088488,5.35719751436,93.8527,145.273,224.294047248,239.27816845,54.0237,577.788940584,1651.31823077,238.850513167,239.2,997.655609483,0.662813,617.121051519
-246.175,172,240.35331758,240.551,172,179.66038734,135.30595901,11.4605644049,5.49686004576,94.1305,176.626,203.502483857,240.425556377,54.1637,419.587867851,2674.61164919,441.794313752,240.336,1724.38636019,0.704678,857.546340712
-247.861,173,241.871649266,242.084,173,333.145940256,289.489225926,12.4669418269,5.28772364257,94.4409,158.16,200.315698718,241.939104367,54.319,797.902443134,1630.65013873,467.193214702,241.848,823.05823327,0.678865,305.281487117
-248.798,174,242.791042759,242.987,174,444.047987498,319.232972091,111.124239182,5.32867899105,94.6613,147.588,174.976968765,242.851216768,54.4589,1097.22033247,2011.32434045,537.512932288,242.766,638.16864969,0.658839,259.411146703
-249.566,175,243.605022444,243.846,175,162.708228354,196.998236159,17.7783844619,5.50462984704,94.8817,171.048,209.540279383,243.658316097,54.5975,672.179851429,1800.69267182,410.39279297,243.597,874.915189199,0.683341,277.228281433
-251.027,176,244.866631505,245.099,176,381.738071648,159.053900875,142.04826917,5.39869528099,95.1305,156.377,175.398540456,244.946865298,54.7813,562.067795118,2700.67210109,821.855664897,244.859,1738.19837197,0.703074,176.782912267
-251.709,177,245.738685651,245.957,177,338.017617786,201.208620505,17.7236637062,5.52606424214,95.3138,175.865,199.293020984,245.797345119,54.9105,715.505357278,2378.4958371,676.874510162,245.724,1440.7048064,0.685373,293.753997256
-252.29,178,246.259797113,246.49,178,281.829769905,168.520242891,74.635261811,5.41307337712,95.6054,157.742,206.7666875,246.322248233,55.0105,675.488162321,1821.27129953,402.954887995,246.242,836.481707549,0.661516,280.333905912
-253.242,179,247.291791163,247.503,179,424.98085109,203.581280161,209.050732653,5.54798649737,95.8178,172.997,238.023449468,247.366052407,55.13,801.190197849,2006.0343006,317.747885026,247.263,1391.6363665,0.674283,897.056783448
-254.986,180,249.103528282,249.321,180,327.966160992,208.307104582,23.1461737301,5.4751947973,96.0832,179.46,189.847369324,249.182244205,55.25,594.109031365,2825.11051159,829.45826879,249.096,1033.03284919,0.671455,243.633297832
-255.054,181,249.22713527,249.491,181,406.859644872,296.685574611,18.459617872,5.56995909829,96.2763,180.159,232.220809126,249.326276608,55.3684,934.823642038,1960.66425864,356.861763844,249.201,1273.15976697,0.688196,296.027235397
-256.16,182,250.355100922,250.602,182,307.589594623,249.584175965,17.8860347325,5.6642466749,96.5483,181.506,191.080216909,250.430485173,55.4923,704.625568151,1871.00437675,464.606181268,250.338,733.025433744,0.666102,288.667164547
-257.406,183,251.494090146,251.729,183,319.374995392,266.489481229,15.6990073891,5.4025296174,96.7308,156.07,195.072132205,251.5606069,55.572,819.090268528,2841.42998887,829.479529151,251.481,1158.68296879,0.650628,275.233297579
-258.187,184,252.318569035,252.554,184,235.121570837,177.067785279,11.5435224184,5.60450711603,96.9347,177.627,233.285804835,252.411249662,55.7412,557.27026543,1416.19863794,254.45414716,252.293,1082.15866613,0.677806,282.360299059
-259.396,185,253.367028571,253.582,185,255.695640674,117.927225357,11.0950311778,5.59846359097,97.1698,178.99,206.161351322,253.433568016,55.8519,394.465654315,2858.04796098,889.022343072,253.355,1786.98257649,0.668339,116.683207133
-259.876,186,253.723590179,253.958,186,182.879072304,130.702075288,7.12339302495,5.47067879416,97.4113,166.886,210.73245618,253.798140764,55.9537,350.10603283,1704.11038503,404.559798842,253.705,817.515164314,0.710816,293.278367621
-261.14,187,255.087010813,255.302,187,491.302720989,274.555378047,208.686132552,5.60318918206,97.7288,170.656,174.981076815,255.150224614,56.0844,961.387179112,1792.06644218,516.803938435,255.079,621.399988295,0.657711,234.302186433
-261.81,188,255.835428248,256.092,188,178.316356258,124.139149329,25.8155998991,5.50557570789,97.9119,167.407,240.651812144,255.912494753,56.1399,387.800328531,1238.1305292,68.2866237963,255.814,1038.1275741,0.67153,943.305142146
-262.763,189,256.79367764,257.022,189,386.066560083,332.950769177,38.8085613338,5.53487812605,98.1278,174.771,209.622718808,256.873077156,56.2923,859.872937037,1853.19782867,341.797378329,256.78,691.397770698,0.654831,303.867994125
-263.133,190,257.139838943,257.386,190,251.960957948,217.929922943,14.379971867,5.6154112889,98.3873,185.096,184.026323831,257.232425483,56.3747,579.951264724,1103.58174198,265.075256486,257.118,507.291600895,0.674055,266.338334918
-264.967,191,259.040848255,259.264,191,270.140076174,215.138456118,11.9763211675,5.65803435679,98.6191,180.233,205.774358748,259.12314011,56.4453,690.865681341,1199.69143691,124.713525597,259.019,662.713482623,0.669509,592.362813055
-265.654,192,259.651894043,259.911,192,447.226518716,387.763431148,7.50717860431,5.82219404302,98.9016,196.354,130.683431657,259.76196488,56.5596,1232.84569597,252.948783238,8.96960088877,259.632,234.910193642,0.628304,212.283252691
-266.907,193,260.838841063,261.089,193,338.328960148,356.427811488,15.0524924656,5.64747501785,99.0855,189.342,172.28887013,260.935667762,56.6683,1035.45334338,2503.60561372,679.356966154,260.821,1067.74154728,0.665572,160.202230341
-267.607,194,261.559365217,261.844,194,327.570505183,372.255497819,7.38527532049,5.70507514973,99.2833,185.897,234.020863323,261.675692302,56.7624,1166.2603992,1669.32161123,197.694136112,261.547,1060.64020628,0.649178,494.202346465
-268.405,195,262.338169228,262.58,195,188.698186629,219.705439059,10.0107385926,5.76785134988,99.4987,196.584,206.299499853,262.431324331,56.8265,733.451215674,1477.87278834,302.575374448,262.314,734.660909935,0.677517,254.245156165
-269.845,196,263.761914421,264.048,196,127.374061858,141.821966866,7.21521381823,5.70404406486,99.7272,183.061,124.914755475,263.882772637,56.9111,482.950881348,283.201589741,14.8128801599,263.765,219.471474872,0.712931,200.522746964
-270.358,197,264.272431933,264.544,197,260.819347609,160.551681135,24.6199238091,5.60264087358,100.009,159.697,181.03024304,264.3971283,56.9986,574.038201577,1309.32855957,388.169688086,264.242,699.962721721,0.604085,143.794897774
-270.774,198,264.724109901,265.028,198,395.26333415,283.000073105,76.4098618454,5.96318617651,100.201,202.144,138.589535521,264.849521681,57.1053,991.806038927,936.036113642,130.595219592,264.704,271.603589419,0.652078,209.713575713
-272.307,199,266.205657399,266.503,199,399.592927254,264.792215935,16.8346689125,5.68176688789,100.387,179.326,130.819377042,266.319303825,57.2166,772.154292116,256.44284512,21.6130362331,266.192,233.9171744,0.639795,176.134871652
-273.142,200,266.867564835,267.182,200,220.9537575,232.361694521,4.98267766314,5.94710283359,100.622,204.951,143.614540038,267.010365494,57.3394,683.669595663,1313.73918434,185.915186946,266.845,298.414525294,0.670302,210.154016311
-274.172,201,267.992407534,268.293,201,204.749984161,164.85962001,8.18195103803,5.72523405841,100.805,194.129,117.678041307,268.138298779,57.4104,494.218900925,1315.03394552,166.010088989,267.969,219.939270458,0.713069,121.354450494
