AverageQ,MinEsReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,StdEsReturn,StdReturn,AverageAction,AverageEsReturn,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,Iteration,AverageAbsY,Epoch,AverageAbsQ,AverageReturn,AverageY,AveragePolicySurr,MaxEsReturn,AverageAbsQYDiff
189.638,3319.39052242,63.2837,55.0305,4735.87785969,0.0,113.434632775,0.926278,3319.39052242,352.73368612,4357.20803915,50.7844,126,189.661396667,126,189.638,4478.74435853,189.661157624,-191.808,3319.39052242,2.86954996216
191.857,3275.01010343,63.5901,50.8072,4547.08275371,0.0,1102.14780873,0.939574,3275.01010343,339.976240051,741.057790956,51.064,127,191.869672888,127,191.857,3630.11632648,191.869310464,-194.104,3275.01010343,2.81719378714
193.77,2995.32059041,63.8955,49.299,4578.9602557,0.0,1257.66812812,0.927433,2995.32059041,336.467753637,396.381253847,51.2478,128,193.792524221,128,193.77,2406.99955337,193.792210526,-196.039,2995.32059041,2.83085644832
196.785,3245.41931772,64.2052,57.5104,4497.21069367,0.0,1345.16053212,0.952066,3245.41931772,340.097382919,978.112844167,51.441,129,196.80249572,129,196.785,2657.47146277,196.802184871,-199.018,3245.41931772,2.8989528238
199.578,2990.61847689,64.5451,42.1853,4334.02920806,0.0,1596.77243659,0.966511,2990.61847689,287.94879778,-327.090630789,51.6536,130,199.594188246,130,199.578,1533.04299809,199.593669652,-201.888,2990.61847689,2.73848873304
200.808,1843.10005266,64.8505,57.0255,4896.62322854,0.0,181.398037031,0.940046,1843.10005266,361.940977068,4246.58413364,51.893,131,200.825587684,131,200.808,4593.5687366,200.825345535,-203.198,1843.10005266,2.93649631272
204.108,3263.98752762,65.0984,45.9661,4377.84877564,0.0,1475.93788647,0.947519,3263.98752762,343.568814685,214.615314509,52.1178,132,204.124737525,132,204.108,3370.22365543,204.12455192,-206.488,3263.98752762,2.79010186459
205.983,3109.16679392,65.3908,54.4661,4775.49144095,0.0,1467.8876478,0.944273,3109.16679392,335.522636863,-29.0730417344,52.3023,133,206.003228122,133,205.983,3831.97008887,206.002820147,-208.414,3109.16679392,2.93367329149
208.016,3222.35849748,65.643,56.6325,4692.73006776,0.0,804.183445663,0.935683,3222.35849748,355.261703269,1834.03120599,52.4982,134,208.037641138,134,208.016,4004.69311832,208.037425502,-210.465,3222.35849748,2.96742624787
210.505,3195.56205913,65.9874,57.3166,4973.16680486,0.0,1655.15386476,0.951539,3195.56205913,350.523168511,412.467839096,52.6962,135,210.52451869,135,210.505,3304.39302053,210.524232599,-212.958,3195.56205913,2.9558904147
213.01,2776.23350928,66.2116,56.5677,4618.04754536,0.0,1580.09239843,0.941413,2776.23350928,328.964258877,160.776227338,52.9056,136,213.030756225,136,213.01,2630.71481669,213.030600862,-215.491,2776.23350928,2.93432354301
215.24,3078.20127316,66.4576,54.7943,2593.62722694,0.0,818.264714622,0.946945,3078.20127316,230.485148957,-248.882699898,53.1354,137,215.258116287,137,215.24,762.452522569,215.257768622,-217.674,3078.20127316,2.95439025485
217.242,3311.57525235,66.6583,58.0686,4540.34975166,0.0,1071.60423819,0.931398,3311.57525235,350.059228169,808.794933161,53.2972,138,217.250877431,138,217.242,4002.57512129,217.250642896,-219.655,3311.57525235,2.95413070105
220.545,2960.02497901,66.906,49.7327,4201.88252422,0.0,1455.32052615,0.944804,2960.02497901,321.659891041,434.629214979,53.5264,139,220.565686794,139,220.545,2517.1217175,220.565252984,-222.962,2960.02497901,2.91339799234
221.403,2528.7063718,67.19,69.3288,4866.61367109,0.0,686.046496968,0.937295,2528.7063718,365.608364728,2396.3073751,53.7138,140,221.423681539,140,221.403,4356.51371955,221.423412663,-223.777,2528.7063718,3.09606585242
223.787,2899.73717738,67.3695,60.3064,4410.95960727,0.0,929.272632874,0.934038,2899.73717738,325.893774486,1671.09531969,53.8804,141,223.806319388,141,223.787,3602.72864346,223.805845634,-226.179,2899.73717738,2.97693853649
225.635,3093.75062682,67.7228,75.3656,4752.87456348,0.0,1300.83322145,0.94873,3093.75062682,349.224691067,143.512380056,54.0519,142,225.652445672,142,225.635,4025.02701539,225.652075374,-228.027,3093.75062682,3.16681045065
228.732,2989.67134704,67.9591,61.8902,4625.90745621,0.0,1384.69883573,0.940394,2989.67134704,336.980378919,737.824034388,54.2798,143,228.74622796,143,228.732,3200.31490342,228.745854107,-231.172,2989.67134704,3.0219025158
230.551,3498.76667328,68.2314,67.1779,4675.38909953,0.0,1312.93579546,0.942385,3498.76667328,336.44618474,760.723088271,54.52,144,230.573634594,144,230.551,3168.39008911,230.573493636,-232.958,3498.76667328,3.08380176736
232.781,3161.29505854,68.5049,68.226,4556.41691422,0.0,719.496887178,0.945653,3161.29505854,361.472305433,2248.56227583,54.6875,145,232.797259345,145,232.781,4036.58522993,232.796964115,-235.129,3161.29505854,3.07714802994
234.427,3163.79055587,68.7897,70.4122,3519.88033133,0.0,1026.23253742,0.956468,3163.79055587,333.264747599,391.518320836,54.8686,146,234.448831515,146,234.427,1936.443177,234.448568686,-236.887,3163.79055587,3.11323991685
236.848,3400.73233939,69.0501,54.3914,4825.00947075,0.0,1266.26179405,0.941592,3400.73233939,334.233101663,513.702389762,55.0722,147,236.864425203,147,236.848,3239.75895258,236.864151617,-239.28,3400.73233939,3.00010056905
239.449,3142.51460243,69.338,68.1153,4865.40436715,0.0,1409.22492418,0.950206,3142.51460243,321.974326603,146.294144443,55.3002,148,239.463672694,148,239.449,2834.79032914,239.463282358,-241.848,3142.51460243,3.12078945726
241.378,3075.85936116,69.599,71.0235,4622.63207247,0.0,442.82196362,0.924548,3075.85936116,354.877858719,3045.54562137,55.5012,149,241.398198331,149,241.378,4320.59422059,241.397927078,-243.778,3075.85936116,3.1326242915
243.542,3295.40603088,69.8255,72.124,4411.22506861,0.0,1635.33215385,0.95547,3295.40603088,292.987198969,-238.668471027,55.6652,150,243.558393991,150,243.542,2417.60390304,243.558167264,-245.974,3295.40603088,3.14363673127
245.066,3005.29249656,70.1393,82.6766,4501.36158763,0.0,1566.26371335,0.944379,3005.29249656,315.597394074,510.96154197,55.8281,151,245.088262769,151,245.066,2971.04641705,245.087887974,-247.529,3005.29249656,3.2141723968
247.104,2971.00313217,70.3381,67.9877,4369.12526916,0.0,1303.5581084,0.951108,2971.00313217,317.62209375,248.045010334,55.9915,152,247.11604164,152,247.104,1998.29155508,247.115822084,-249.507,2971.00313217,3.0896487642
249.423,3088.48816984,70.5931,73.0521,4466.82819676,0.0,1594.59089166,0.954774,3088.48816984,310.328170743,455.279165703,56.1501,153,249.441343037,153,249.423,2962.49690022,249.440815357,-251.91,3088.48816984,3.20613200576
251.732,3369.72750625,70.8122,77.3095,4509.01911815,0.0,1159.37606167,0.941164,3369.72750625,349.974121673,695.45593038,56.3792,154,251.750923365,154,251.732,3859.19813755,251.750799875,-254.156,3369.72750625,3.1767464496
253.963,3088.9392453,71.0118,66.75,4889.95768876,0.0,1646.66045528,0.942633,3088.9392453,354.151728546,322.568595996,56.5215,155,253.977866831,155,253.963,3646.03651646,253.977558615,-256.442,3088.9392453,3.14484522522
255.347,3015.47690811,71.2016,60.378,4683.69253825,0.0,1732.85117858,0.944464,3015.47690811,335.858223881,159.335902926,56.7027,156,255.363603998,156,255.347,2981.4613659,255.363135059,-257.812,3015.47690811,3.10063663134
257.591,3364.8162281,71.4663,71.8234,4898.3514002,0.0,1529.84431219,0.952632,3364.8162281,321.483096519,111.610977236,56.8908,157,257.604284264,157,257.591,3418.39703101,257.604035067,-260.023,3364.8162281,3.17709456005
260.334,3155.94927039,71.6788,81.5414,4964.50972425,0.0,771.641242868,0.94707,3155.94927039,364.632722859,2679.0169273,57.0855,158,260.350852789,158,260.334,4221.06438092,260.350792478,-262.769,3155.94927039,3.22456256422
261.991,3249.1198352,71.8696,85.2579,5173.18203447,0.0,1248.33492159,0.947616,3249.1198352,405.745541665,1786.67479419,57.2981,159,262.00966663,159,261.991,4297.59327171,262.009360048,-264.479,3249.1198352,3.3121618458
263.503,3327.22022352,72.0672,72.2901,4330.51254049,0.0,1429.41458482,0.953022,3327.22022352,281.218249518,203.263031593,57.507,160,263.520965672,160,263.503,2216.60047026,263.520602756,-266.037,3327.22022352,3.15814913562
265.733,3503.62880613,72.3325,88.334,4867.73721234,0.0,1730.20726901,0.953688,3503.62880613,298.819326652,-52.402779839,57.6693,161,265.749582192,161,265.733,2346.60260619,265.749077749,-268.315,3503.62880613,3.27075528293
268.31,3387.09427502,72.5384,83.6853,2773.99054893,0.0,861.515871989,0.962395,3387.09427502,283.36179771,170.82601223,57.8704,162,268.332604273,162,268.31,1302.34371402,268.332458428,-270.886,3387.09427502,3.33853067419
269.848,2878.75067102,72.7803,64.3478,4219.34611202,0.0,1586.62631111,0.957205,2878.75067102,276.516962465,-107.055959211,58.019,163,269.858641708,163,269.848,1842.01280432,269.858414643,-272.332,2878.75067102,3.13223429556
272.031,3430.64852027,72.9676,95.4509,4277.48732016,0.0,1418.54299013,0.952223,3430.64852027,318.238355879,301.236181379,58.2416,164,272.046930432,164,272.031,2921.67298607,272.046619439,-274.493,3430.64852027,3.39598976652
274.595,3400.84776005,73.1852,90.7084,5072.2221577,0.0,199.45201049,0.946345,3400.84776005,387.916780878,4435.552063,58.3526,165,274.619683339,165,274.595,4760.14499615,274.619395858,-277.16,3400.84776005,3.37646303721
276.624,3092.15203534,73.3913,84.5451,4864.34795511,0.0,1248.48553276,0.957096,3092.15203534,366.28749273,1082.82767015,58.5611,166,276.642467745,166,276.624,4003.32591529,276.642358896,-279.214,3092.15203534,3.31202099751
278.312,3312.89661974,73.5836,94.0872,4697.04419556,0.0,1425.89927732,0.955734,3312.89661974,347.648470826,479.030208646,58.724,167,278.328444604,167,278.312,3739.12492591,278.328136168,-280.92,3312.89661974,3.34648069669
279.542,3056.6671131,73.7365,99.6262,4720.9971727,0.0,1409.33304982,0.951416,3056.6671131,334.119966647,224.648139343,58.9069,168,279.56572541,168,279.542,3831.01350698,279.565423364,-282.036,3056.6671131,3.35419602601
281.475,3232.69078965,73.954,89.054,4412.53779767,0.0,1086.14541693,0.966611,3232.69078965,317.338005515,440.667587101,59.1201,169,281.489747009,169,281.475,1474.669501,281.489414482,-283.948,3232.69078965,3.28417629501
284.21,3266.53491949,74.2188,96.0816,4334.27440206,0.0,1739.55982794,0.955904,3266.53491949,288.91732253,-109.464080421,59.1968,170,284.223213494,170,284.21,2550.08479987,284.223005061,-286.761,3266.53491949,3.31552950687
285.954,3308.11451784,74.4117,88.7999,4539.21658145,0.0,750.103527062,0.951658,3308.11451784,360.666356742,1963.47145036,59.4051,171,285.973775183,171,285.954,4001.83773565,285.973491165,-288.527,3308.11451784,3.40045716971
287.584,3343.17693733,74.7211,86.1818,3955.44476396,0.0,1247.85376485,0.942122,3343.17693733,273.441767745,496.511182459,59.5738,172,287.601990818,172,287.584,2733.56736806,287.601696526,-290.054,3343.17693733,3.37024965328
288.373,2727.91664604,74.9126,104.857,4606.49604683,0.0,1611.03752771,0.949786,2727.91664604,343.756485514,141.712257185,59.7428,173,288.39384093,173,288.373,2855.64777215,288.393570149,-290.841,2727.91664604,3.45980579704
290.208,2397.67491865,75.1952,110.399,4574.31892094,0.0,1141.6292338,0.958276,2397.67491865,351.7551482,1480.04518646,59.933,174,290.227894468,174,290.208,3519.75874873,290.227660487,-292.68,2397.67491865,3.53607062644
291.771,3616.9001649,75.3958,94.6133,5330.47359645,0.0,1392.56605838,0.937901,3616.9001649,396.349040809,425.443220137,60.0924,175,291.777556119,175,291.771,4573.30518102,291.777378919,-294.179,3616.9001649,3.35623124912
292.932,3715.8837315,75.7502,105.19,4992.69326013,0.0,1740.15474121,0.949859,3715.8837315,354.036819418,598.587879386,60.263,176,292.94359103,176,292.932,2904.0424108,292.943378696,-295.306,3715.8837315,3.48051411647
294.941,3201.80499783,76.029,114.732,5122.02700719,0.0,1747.77388848,0.952665,3201.80499783,343.427974695,126.989875428,60.3931,177,294.975275556,177,294.941,3322.55828679,294.975043037,-297.472,3201.80499783,3.58174756791
296.857,3075.9936602,76.2678,109.31,4868.84732202,0.0,1813.86073911,0.96067,3075.9936602,327.93058877,117.944851586,60.6146,178,296.875896848,178,296.857,2390.35315525,296.875792484,-299.444,3075.9936602,3.50474705042
299.258,3434.82858814,76.5387,117.794,4467.90290079,0.0,1506.75989915,0.952051,3434.82858814,299.671337669,359.478747568,60.7433,179,299.281331997,179,299.258,3060.86370389,299.281058265,-301.756,3434.82858814,3.59118896963
299.956,2997.94900351,76.7617,111.252,4848.40814937,0.0,1755.03711054,0.952175,2997.94900351,329.918713754,294.662382311,60.9346,180,299.962329869,180,299.956,2881.034986,299.962026267,-302.42,2997.94900351,3.48993262117
302.179,2976.1960948,76.9454,115.388,4555.57862609,0.0,1362.33175078,0.955019,2976.1960948,350.120695656,724.386084392,61.1116,181,302.199645308,181,302.179,3177.84003575,302.199346636,-304.648,2976.1960948,3.52725033967
304.182,3601.8955117,77.1582,105.105,4935.21530737,0.0,1574.6517387,0.953506,3601.8955117,355.992132515,640.293160954,61.2704,182,304.210104468,182,304.182,3820.28152617,304.209871154,-306.639,3601.8955117,3.51167559427
305.187,2441.07320276,77.328,64.9674,4868.33816069,0.0,268.988608112,0.949878,2441.07320276,376.023401088,3923.38968643,61.4348,183,305.194145411,183,305.187,4632.72273407,305.194010717,-307.604,2441.07320276,3.13853901385
307.062,3441.73479286,77.5773,119.712,4677.30754704,0.0,112.106257579,0.93621,3441.73479286,339.013327488,4297.17143054,61.5773,184,307.084601018,184,307.062,4463.85141825,307.084348278,-309.525,3441.73479286,3.59483071991
308.051,3098.35496117,77.8878,119.602,4880.34688508,0.0,280.716849836,0.933714,3098.35496117,372.860624226,3920.36515966,61.7799,185,308.073191858,185,308.051,4670.05473556,308.073016946,-310.505,3098.35496117,3.57747291404
309.874,3188.77181777,78.0912,103.04,5087.81867008,0.0,138.924457112,0.945111,3188.77181777,384.507080293,4697.61467463,61.9301,186,309.881373034,186,309.874,4870.02152127,309.880993031,-312.37,3188.77181777,3.51073686434
311.379,3165.51804069,78.3524,99.0706,5175.06588125,0.0,105.61075627,0.94038,3165.51804069,384.458863575,4852.11622701,62.1116,187,311.402101066,187,311.379,4990.2410736,311.401763148,-313.849,3165.51804069,3.46527020164
312.472,3343.75781615,78.6386,114.951,5289.85970214,0.0,384.579423688,0.943653,3343.75781615,376.305631356,3781.89651295,62.2956,188,312.48646654,188,312.472,4758.32536032,312.486217193,-314.931,3343.75781615,3.58576722958
313.686,3581.667998,78.789,112.617,5306.02891352,0.0,1177.07669309,0.948948,3581.667998,359.570272339,1135.03387103,62.3702,189,313.703742118,189,313.686,3885.27933266,313.70361304,-316.129,3581.667998,3.49493511563
315.875,3433.14862777,79.0391,127.299,4941.49659664,0.0,166.09858824,0.94698,3433.14862777,374.937781058,4391.02133061,62.5202,190,315.898072218,190,315.875,4656.66301536,315.897779226,-318.277,3433.14862777,3.63871158623
317.801,3187.6202303,79.2535,103.596,5018.26872473,0.0,1565.77178704,0.945775,3187.6202303,336.530521168,80.4107037472,62.6515,191,317.812884968,191,317.801,3849.6258383,317.812722353,-320.235,3187.6202303,3.43208366767
318.692,2945.81627083,79.4851,122.538,4883.12630696,0.0,2042.17635898,0.962455,2945.81627083,366.899182271,174.922752161,62.8253,192,318.719694757,192,318.692,2968.8668164,318.719484837,-321.09,2945.81627083,3.63945341773
319.75,3010.79990267,79.6852,124.626,5277.70303681,0.0,168.491580448,0.943423,3010.79990267,400.960045455,4663.08326467,62.9832,193,319.76693946,193,319.75,5057.57078146,319.76654332,-322.131,3010.79990267,3.60652543098
321.393,3721.50838826,79.8351,110.878,5286.03375341,0.0,1486.94573443,0.95119,3721.50838826,374.577995848,1071.11679206,63.1138,194,321.405629293,194,321.393,4125.28551189,321.405347926,-323.776,3721.50838826,3.48670442905
322.966,3626.04674496,80.0865,140.695,4975.25233645,0.0,170.252467631,0.93952,3626.04674496,387.889051182,4340.04336605,63.1805,195,322.984475252,195,322.966,4827.2139943,322.98421381,-325.343,3626.04674496,3.65336735674
323.887,3369.65419086,80.3196,142.238,5379.4289278,0.0,1228.3685679,0.941723,3369.65419086,398.763606523,1374.91506525,63.3968,196,323.907804489,196,323.887,4420.62426448,323.907574266,-326.347,3369.65419086,3.70650723042
324.507,3036.97526347,80.5046,109.133,4885.18489786,0.0,936.155412218,0.934466,3036.97526347,366.317030829,1605.87073034,63.528,197,324.520489756,197,324.507,4394.84365041,324.520298551,-326.917,3036.97526347,3.43032415382
327.175,3191.20123325,80.6965,121.067,4986.77311088,0.0,120.827625078,0.938404,3191.20123325,366.01266679,4473.13705834,63.6392,198,327.191609416,198,327.175,4753.0866902,327.19141206,-329.52,3191.20123325,3.4943454776
327.287,3395.59348726,80.9075,135.854,5437.75988493,0.0,161.043767715,0.941809,3395.59348726,399.41033491,4807.39324453,63.8007,199,327.305204149,199,327.287,5149.31280376,327.304896005,-329.644,3395.59348726,3.65998956687
329.313,2940.34122915,81.1194,117.98,5012.59370751,0.0,715.474142415,0.940565,2940.34122915,372.717316489,2501.50395923,63.9122,200,329.329530727,200,329.313,4627.19019064,329.329279076,-331.745,2940.34122915,3.55352081959
331.536,3401.25067401,81.4278,125.459,5174.36159566,0.0,188.583183446,0.94459,3401.25067401,385.856299343,4605.09943045,64.0654,201,331.561999776,201,331.536,4921.79094364,331.561894875,-333.933,3401.25067401,3.61354257646
332.97,3453.04432519,81.6331,120.199,5114.6641622,0.0,982.165301554,0.948927,3453.04432519,382.901882632,1481.81788986,64.2654,202,332.980551983,202,332.97,4371.74909582,332.980352536,-335.388,3453.04432519,3.5874292085
334.137,3576.39402739,81.8062,135.875,4846.71062452,0.0,1027.98964761,0.953067,3576.39402739,349.139505178,1162.91636465,64.4718,203,334.161738144,203,334.137,4214.77544964,334.161546684,-336.554,3576.39402739,3.63248168383
334.723,2856.92430973,81.9413,112.774,5007.34861009,0.0,765.41457543,0.952162,2856.92430973,354.270298717,2334.94809914,64.6322,204,334.733196048,204,334.723,4533.39025734,334.732943239,-337.11,2856.92430973,3.49240469332
335.335,2975.91494323,82.1902,158.816,4854.70621455,0.0,1376.77416068,0.957801,2975.91494323,353.848823618,969.723174842,64.7222,205,335.353692625,205,335.335,3754.24561747,335.353477682,-337.761,2975.91494323,3.83313163356
337.342,3448.16672256,82.3957,144.457,3995.9198284,0.0,882.593943505,0.938091,3448.16672256,298.444882528,977.604700234,64.8394,206,337.368155165,206,337.342,3271.42360046,337.367890003,-339.744,3448.16672256,3.74610829319
338.176,3764.54925005,82.5619,107.469,4693.35884102,0.0,682.306411724,0.943375,3764.54925005,363.294192726,2228.91549005,64.9978,207,338.183824562,207,338.176,4249.69483944,338.183739983,-340.569,3764.54925005,3.43210550469
339.305,3046.01417532,82.8521,145.831,4748.2725243,0.0,406.949429412,0.945487,3046.01417532,330.985152253,3186.15916186,65.1607,208,339.328275575,208,339.305,4171.40424907,339.328126228,-341.794,3046.01417532,3.79380830216
340.578,3530.77310721,83.0236,142.678,5209.0371234,0.0,1569.22908138,0.949782,3530.77310721,354.55919778,-273.802702106,65.3091,209,340.596725072,209,340.578,4400.30925675,340.596579494,-343.062,3530.77310721,3.77926509377
