AverageQ,MinEsReturn,QFunRegParamNorm,AverageQLoss,MaxReturn,StdEsReturn,StdReturn,AverageAction,AverageEsReturn,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,Iteration,AverageAbsY,Epoch,AverageAbsQ,AverageReturn,AverageY,AveragePolicySurr,MaxEsReturn,AverageAbsQYDiff
563.641,4055.95275368,201.219,293.09,5929.44020678,0.0,1724.62495621,0.979596,4055.95275368,437.055119207,581.752045841,135.401,976,563.645982206,976,563.641,4904.34941836,563.645928353,-566.492,4055.95275368,4.24727089212
565.335,3673.46502815,201.358,306.675,6206.92934815,0.0,1089.95701928,0.978577,3673.46502815,456.392169424,2306.09294502,135.483,977,565.345410778,977,565.335,5533.5861235,565.345365931,-567.992,3673.46502815,4.41002056627
564.052,3887.5145787,201.491,409.496,6624.66354431,0.0,1798.53001715,0.972585,3887.5145787,473.554745703,390.005794441,135.536,978,564.068685827,978,564.052,5264.37434964,564.068618292,-566.833,3887.5145787,4.7127833794
564.647,3872.97701056,201.6,291.575,6476.00835718,0.0,175.13754586,0.967758,3872.97701056,477.970134671,5797.66487582,135.652,979,564.650243417,979,564.647,6143.14327219,564.650212191,-567.494,3872.97701056,4.348753055
565.651,4042.30251981,201.665,248.806,6359.87944893,0.0,1932.44172298,0.975333,4042.30251981,434.759510043,-403.815422327,135.702,980,565.656663255,980,565.651,5368.12905764,565.656611226,-568.476,4042.30251981,4.13814466813
566.163,3788.7821528,201.844,350.302,5489.16830908,0.0,1082.96591157,0.980839,3788.7821528,427.02366117,2150.36044846,135.781,981,566.175442796,981,566.163,4471.86756714,566.175400036,-568.94,3788.7821528,4.55185675545
565.179,3860.3580208,201.96,316.673,5618.47591803,0.0,1304.63465609,0.97462,3860.3580208,416.983204983,1128.21875501,135.809,982,565.200336108,982,565.179,5033.5473045,565.200299719,-567.965,3860.3580208,4.44644408882
564.987,4316.67921265,202.092,369.866,6247.31676693,0.0,117.77511963,0.975339,4316.67921265,478.494689494,5853.69050185,135.843,983,564.995323027,983,564.987,6051.40305472,564.995269183,-567.835,4316.67921265,4.60223535712
565.782,4278.37407305,202.224,415.387,6292.68549445,0.0,1959.93329537,0.977965,4278.37407305,439.567885272,-415.564863806,135.866,984,565.801536705,984,565.782,5458.25952744,565.801504346,-568.528,4278.37407305,4.70903614411
565.929,3354.5593993,202.349,374.302,5674.56102354,0.0,763.235306973,0.977112,3354.5593993,431.077134791,3017.4251032,135.88,985,565.938193285,985,565.929,5266.98828454,565.938154961,-568.686,3354.5593993,4.57044698644
565.456,3534.46660471,202.438,274.532,6396.0680848,0.0,117.872759872,0.975514,3534.46660471,480.811984467,5973.45378366,135.986,986,565.471799515,986,565.456,6276.59079519,565.471755015,-568.198,3534.46660471,4.17202071769
565.415,4349.01314622,202.539,367.808,6075.88833309,0.0,1281.28385047,0.974521,4349.01314622,454.565557621,1693.65266137,136.057,987,565.41594141,987,565.415,5522.82147288,565.415751285,-568.158,4349.01314622,4.54765241276
565.621,4291.81060295,202.624,304.281,6607.36553888,0.0,150.68527438,0.968433,4291.81060295,493.317098348,6105.7849349,136.172,988,565.626258944,988,565.621,6356.24153199,565.626210141,-568.366,4291.81060295,4.35963069317
565.653,3986.66606358,202.727,378.928,6186.59512353,0.0,121.048670961,0.968298,3986.66606358,463.724669307,5791.17419047,136.205,989,565.683005478,989,565.653,6062.3700007,565.682899042,-568.318,3986.66606358,4.57623704921
565.66,3829.54050195,202.887,360.127,5651.83079148,0.0,388.805906462,0.972804,3829.54050195,405.315793098,4504.94806701,136.253,990,565.668730784,990,565.66,5079.80070319,565.668642004,-568.391,3829.54050195,4.4763418345
565.582,3653.70751894,203.031,402.858,6122.19494528,0.0,1312.91890582,0.974851,3653.70751894,456.75072451,1617.78709815,136.384,991,565.595223543,991,565.582,5543.39788785,565.595180839,-568.274,3653.70751894,4.66183193369
566.102,3895.1115418,203.195,344.458,6096.26373561,0.0,163.886465354,0.976941,3895.1115418,444.559871827,5624.48180862,136.407,992,566.121305284,992,566.102,5900.32203727,566.121279079,-568.84,3895.1115418,4.45542836062
566.873,3914.88593972,203.281,338.735,6281.34720271,0.0,1181.2828834,0.975071,3914.88593972,452.222831003,2139.40762722,136.522,993,566.878285408,993,566.874,5664.52149087,566.878262462,-569.543,3914.88593972,4.39521227105
565.919,3924.27300489,203.383,403.267,6562.46165765,0.0,136.697175917,0.97193,3924.27300489,465.345800782,6047.01843264,136.616,994,565.926326339,994,565.919,6296.02733212,565.92622678,-568.601,3924.27300489,4.68423451949
565.92,3878.5099272,203.544,400.841,5836.01148984,0.0,782.384905717,0.973821,3878.5099272,435.261578516,3081.13352122,136.652,995,565.943651088,995,565.92,5252.01060169,565.943572715,-568.799,3878.5099272,4.62937362826
566.804,3961.6818554,203.665,407.87,5789.43946798,0.0,195.57781691,0.962669,3961.6818554,434.094940498,5135.25019797,136.748,996,566.822467216,996,566.804,5464.85922564,566.82243718,-569.654,3961.6818554,4.61860533784
566.117,3524.67180882,203.765,312.983,6245.11374439,0.0,182.059035372,0.972101,3524.67180882,470.340016026,5695.46896924,136.788,997,566.121161606,997,566.117,5960.12909587,566.121024678,-568.963,3524.67180882,4.3651990974
566.113,4233.13296888,203.874,327.439,6090.10138816,0.0,186.71694186,0.970168,4233.13296888,466.51834124,5449.60411341,136.844,998,566.112014691,998,566.113,5790.99487998,566.111941414,-568.923,4233.13296888,4.40654394793
566.643,4040.75453989,204.0,371.259,6028.16300717,0.0,2096.28359197,0.979049,4040.75453989,435.691505345,-270.790883722,136.853,999,566.677280206,999,566.643,4658.63309462,566.677171469,-569.387,4040.75453989,4.63349234871
565.797,3965.97576871,204.157,380.313,6306.0064356,0.0,1438.3055171,0.969051,3965.97576871,465.186298289,1306.87592368,136.99,1000,565.805762671,1000,565.797,5598.08169353,565.805547149,-568.569,3965.97576871,4.73479823538
566.226,4195.48363537,204.29,412.682,5590.44258409,0.0,1575.32339016,0.975638,4195.48363537,400.921316641,224.980581389,137.028,1001,566.24650245,1001,566.226,4705.63194369,566.246467029,-569.04,4195.48363537,4.73545210182
566.731,3740.1468673,204.399,389.195,6624.90798348,0.0,510.169962537,0.968977,3740.1468673,499.810369045,4740.37640073,137.071,1002,566.728573276,1002,566.731,6188.71328954,566.728553973,-569.498,3740.1468673,4.63481236751
567.25,3922.96539466,204.58,381.414,6168.45850266,0.0,105.170808441,0.972808,3922.96539466,472.109320248,5817.79885771,137.18,1003,567.269896518,1003,567.25,5935.06410945,567.26979623,-569.978,3922.96539466,4.65459873516
567.853,4141.41312405,204.691,333.73,6160.9045652,0.0,141.510353277,0.970477,4141.41312405,454.240489941,5710.48244798,137.239,1004,567.874354882,1004,567.856,5913.86666545,567.874305624,-570.718,4141.41312405,4.34776902382
568.32,3336.89668427,204.797,286.166,6679.12823275,0.0,161.906514582,0.96639,3336.89668427,474.003642014,6098.18665629,137.231,1005,568.321550702,1005,568.32,6279.87277765,568.321514171,-571.219,3336.89668427,4.2494756478
567.663,3904.52737296,204.954,384.702,6069.83477887,0.0,117.87879258,0.974531,3904.52737296,456.439682833,5711.82265457,137.299,1006,567.674287858,1006,567.663,5942.58195214,567.674142368,-570.338,3904.52737296,4.65287982369
567.412,3641.59467404,205.061,350.797,6347.85376077,0.0,129.751691875,0.968549,3641.59467404,471.064029815,5896.1775763,137.401,1007,567.423744505,1007,567.412,6058.78122972,567.423695663,-570.027,3641.59467404,4.58264314281
568.395,4337.97583948,205.225,280.765,6254.05234307,0.0,118.131462581,0.971187,4337.97583948,458.5249808,5907.6392577,137.401,1008,568.402773483,1008,568.395,6075.41678125,568.402678173,-570.998,4337.97583948,4.23555512024
567.896,3730.39809025,205.367,422.462,6047.29469924,0.0,113.609094777,0.972053,3730.39809025,461.007917209,5618.03736035,137.486,1009,567.907516491,1009,567.896,5897.90446174,567.90742328,-570.642,3730.39809025,4.87103124476
567.847,3000.79584955,205.581,429.49,6421.83551969,0.0,1876.48666076,0.978951,3000.79584955,446.218293073,189.675009959,137.518,1010,567.865547631,1010,567.847,5160.12236572,567.865511189,-570.563,3000.79584955,4.82265018339
568.021,4007.10143143,205.68,373.984,6617.45588433,0.0,109.394555594,0.969795,4007.10143143,499.820241224,6216.09381363,137.568,1011,568.02535582,1011,568.021,6434.93211478,568.025320793,-570.671,4007.10143143,4.60525336184
567.796,4377.2793046,205.796,275.099,6336.7236481,0.0,1011.36184212,0.975332,4377.2793046,482.304176948,2798.57102676,137.657,1012,567.81368178,1012,567.796,5810.74735929,567.813638083,-570.428,4377.2793046,4.26641631745
567.751,1403.5320891,205.963,293.329,6228.82525111,0.0,219.741912406,0.974195,1403.5320891,466.088518536,5470.63867236,137.688,1013,567.753938175,1013,567.751,5976.51396983,567.753902163,-570.375,1403.5320891,4.26871200883
567.32,4208.19844333,206.057,406.755,6265.96078277,0.0,1495.63227868,0.978666,4208.19844333,466.490084497,1280.22797161,137.787,1014,567.344306261,1014,567.32,5230.26562575,567.344257621,-569.96,4208.19844333,4.74096900018
568.814,3501.70441017,206.189,322.905,6466.25294418,0.0,2566.5251703,0.981604,3501.70441017,436.883413111,-259.805823394,137.838,1015,568.817800077,1015,568.814,4268.82249792,568.817754985,-571.543,3501.70441017,4.40258102877
568.881,3918.84527747,206.335,372.936,6459.66822336,0.0,1764.64810519,0.975804,3918.84527747,480.84902472,451.664477474,137.891,1016,568.903084055,1016,568.881,5739.74930794,568.902969185,-571.489,3918.84527747,4.5652913602
569.035,3312.24177055,206.499,468.88,6222.10343794,0.0,172.170849623,0.975717,3312.24177055,462.806703203,5633.19133521,137.889,1017,569.043659618,1017,569.035,5910.95374464,569.043572513,-571.607,3312.24177055,5.04589638129
568.548,4048.09270278,206.605,364.658,6067.61337953,0.0,154.209114023,0.973314,4048.09270278,450.561080057,5520.97766992,137.966,1018,568.541564478,1018,568.548,5786.66985345,568.541522519,-571.093,4048.09270278,4.49539436206
569.724,3875.94817811,206.765,347.646,6056.52890787,0.0,94.9451965273,0.973873,3875.94817811,451.429321989,5703.94233707,138.079,1019,569.757830739,1019,569.724,5946.39169121,569.757830739,-572.34,3875.94817811,4.54534053098
569.355,3931.05284938,206.872,361.157,6731.29889674,0.0,521.890771111,0.967468,3931.05284938,499.078938606,4867.47978062,138.084,1020,569.357435454,1020,569.355,6376.39315635,569.35740712,-572.057,3931.05284938,4.58842782733
569.831,3515.49712763,207.013,353.807,6517.37991269,0.0,120.405317775,0.973516,3515.49712763,491.971849322,6090.05958258,138.132,1021,569.845130613,1021,569.831,6264.27896465,569.845130613,-572.518,3515.49712763,4.52541508551
569.999,3692.05254666,207.087,275.28,6216.61081966,0.0,1291.13638876,0.97969,3692.05254666,454.963571701,2071.42557057,138.192,1022,570.015972593,1022,569.999,5107.28852393,570.015891058,-572.765,3692.05254666,4.28109556996
572.089,4115.84894111,207.195,281.974,6600.26204174,0.0,1276.04549996,0.971225,4115.84894111,492.740684177,1978.62765196,138.327,1023,572.093233374,1023,572.089,5777.76473395,572.093127913,-574.844,4115.84894111,4.32054061173
572.377,3911.50208047,207.345,388.245,6112.5649227,0.0,1876.46173445,0.973595,3911.50208047,416.19747391,-346.712069153,138.357,1024,572.399758371,1024,572.377,4991.72253179,572.399703479,-575.013,3911.50208047,4.67869332051
572.618,3496.53772084,207.465,420.721,5588.32888126,0.0,249.522873834,0.975035,3496.53772084,433.449885355,4684.39284881,138.427,1025,572.626559017,1025,572.618,5348.05979316,572.626513858,-575.266,3496.53772084,4.73291275178
572.408,3973.54841507,207.603,336.443,6563.12139263,0.0,170.77199945,0.963056,3973.54841507,481.242210224,6058.24486757,138.451,1026,572.409553887,1026,572.408,6266.73247791,572.409515317,-575.082,3973.54841507,4.41048000877
573.438,3952.58164136,207.726,358.834,6237.46323674,0.0,1325.78726685,0.974396,3952.58164136,473.661953036,1637.44137955,138.489,1027,573.457021652,1027,573.438,5586.35071431,573.456970095,-576.139,3952.58164136,4.56477002153
573.782,4179.44268302,207.836,353.663,6223.96922374,0.0,178.779185718,0.973201,4179.44268302,477.515339849,5622.73794846,138.585,1028,573.809886989,1028,573.782,6008.66781841,573.80988086,-576.581,4179.44268302,4.54598872625
574.872,4185.76200634,207.965,311.9,6343.6583021,0.0,228.492841044,0.972282,4185.76200634,456.3189521,5595.54932425,138.624,1029,574.875595971,1029,574.872,6067.43156738,574.875484843,-577.66,4185.76200634,4.37189096342
574.201,3782.85138134,208.062,433.75,6410.9771077,0.0,191.9091616,0.968343,3782.85138134,478.604766327,5699.2502202,138.703,1030,574.217532656,1030,574.203,6191.33555212,574.217450516,-577.024,3782.85138134,4.84817762797
575.575,3851.89065521,208.183,361.529,6034.50117603,0.0,119.944895974,0.977398,3851.89065521,438.651587918,5672.78576499,138.753,1031,575.591672988,1031,575.575,5834.67139211,575.5916221,-578.379,3851.89065521,4.56298751623
575.333,4150.17080975,208.309,476.667,6619.92222966,0.0,487.20761239,0.971355,4150.17080975,494.667808023,4884.3528165,138.831,1032,575.332878176,1032,575.333,6333.06341829,575.332781539,-578.064,4150.17080975,4.93858445014
575.872,4020.49023338,208.454,333.731,6038.53846715,0.0,272.313944975,0.967017,4020.49023338,427.738563662,5189.91996183,138.861,1033,575.891244807,1033,575.872,5627.69168593,575.891204606,-578.54,4020.49023338,4.4053235189
576.285,3587.89598608,208.559,418.466,6081.77174874,0.0,76.1104759418,0.970221,3587.89598608,456.866183381,5881.09076099,138.946,1034,576.296572423,1034,576.285,5969.66368285,576.296529719,-578.992,3587.89598608,4.73277286032
576.942,4093.46944156,208.699,378.856,5918.12877736,0.0,1575.84071787,0.972552,4093.46944156,446.303141564,1368.42908378,139.004,1035,576.950438197,1035,576.942,4344.65108242,576.950385417,-579.754,4093.46944156,4.56728915751
577.216,2394.40609206,208.793,383.901,5835.68222977,0.0,835.957945156,0.967638,2394.40609206,454.687206535,3067.16767646,139.112,1036,577.228956172,1036,577.216,5243.04401045,577.228943911,-579.974,2394.40609206,4.62154289994
577.598,4303.50453526,208.962,386.768,6107.68795792,0.0,1177.82540612,0.970535,4303.50453526,471.0179371,2024.1437345,139.176,1037,577.60764815,1037,577.598,5538.74171002,577.60758713,-580.265,4303.50453526,4.59993387699
578.039,3488.14183509,209.039,390.253,6388.83400199,0.0,180.654528531,0.967671,3488.14183509,472.17581418,5755.06270319,139.227,1038,578.054368821,1038,578.039,6191.05213608,578.05424284,-580.768,3488.14183509,4.64488483282
578.398,3836.24419463,209.174,320.83,6447.71296891,0.0,1203.10773297,0.96605,3836.24419463,489.378958846,2278.38236475,139.302,1039,578.414660246,1039,578.398,5878.82427289,578.414601708,-581.068,3836.24419463,4.4383341819
578.805,3510.64679909,209.29,354.497,5938.51649468,0.0,214.073123893,0.966135,3510.64679909,438.250922081,5247.02237831,139.376,1040,578.816228495,1040,578.805,5687.96924895,578.816214734,-581.445,3510.64679909,4.55311554839
579.081,4124.84102731,209.433,400.561,6548.14948374,0.0,1032.28290943,0.970699,4124.84102731,488.995845275,3175.07949723,139.346,1041,579.090735642,1041,579.081,5857.61420468,579.090697344,-581.749,4124.84102731,4.73484808496
578.936,3391.81190964,209.565,399.645,5738.79308911,0.0,95.5687688505,0.970512,3391.81190964,443.618656489,5412.70413081,139.402,1042,578.94035593,1042,578.936,5635.03915503,578.94032799,-581.651,3391.81190964,4.60911758228
579.115,3820.72972399,209.663,304.838,6277.40992231,0.0,117.674910099,0.967677,3820.72972399,479.711202599,5941.35581132,139.436,1043,579.126515439,1043,579.115,6065.38371538,579.126458992,-581.858,3820.72972399,4.32660686038
580.107,4330.04576363,209.763,345.424,5899.97494831,0.0,122.872424991,0.970655,4330.04576363,444.954651242,5445.23696711,139.503,1044,580.115285374,1044,580.107,5636.82954154,580.11522833,-582.82,4330.04576363,4.49997227876
579.524,4050.51825515,209.909,378.44,5900.81778893,0.0,115.0194623,0.970857,4050.51825515,461.908503216,5507.48564428,139.573,1045,579.556101563,1045,579.524,5701.74712966,579.556051675,-582.297,4050.51825515,4.77617809893
580.61,4316.87932315,210.021,378.524,5960.24823063,0.0,1175.54709628,0.975168,4316.87932315,452.005897582,1916.91721111,139.735,1046,580.609552152,1046,580.61,5434.91878116,580.609501556,-583.372,4316.87932315,4.65208904726
580.753,4123.98258683,210.139,359.492,6205.79774725,0.0,140.779134722,0.972346,4123.98258683,474.252848066,5671.58587502,139.718,1047,580.775990382,1047,580.753,6015.92055628,580.775970897,-583.508,4123.98258683,4.52200620097
581.512,4206.81493297,210.266,347.257,6356.7559721,0.0,880.197059331,0.972787,4206.81493297,471.971622894,3238.85866308,139.731,1048,581.492305842,1048,581.512,5852.4778336,581.492156719,-584.202,4206.81493297,4.44737060232
581.749,4186.87812039,210.376,355.683,6087.59038407,0.0,1491.19755082,0.974522,4186.87812039,475.087240885,1009.20714662,139.772,1049,581.777381052,1049,581.749,5474.99366455,581.777361647,-584.46,4186.87812039,4.53780814619
581.874,3689.22449835,210.529,411.993,5658.92442417,0.0,145.826328335,0.974327,3689.22449835,440.014441742,5111.27745535,139.799,1050,581.897544746,1050,581.874,5352.37951635,581.897392882,-584.694,3689.22449835,4.79291144085
581.893,3599.41561656,210.59,403.665,6295.21932947,0.0,140.997847696,0.968103,3599.41561656,476.381391777,5789.39234965,139.832,1051,581.892004051,1051,581.893,6081.43134441,581.891966579,-584.637,3599.41561656,4.66063791366
582.283,4146.26121257,210.668,355.96,6044.30023365,0.0,107.128956023,0.975637,4146.26121257,454.087850431,5689.63359431,139.901,1052,582.308895484,1052,582.283,5912.82997673,582.308875862,-585.025,4146.26121257,4.52491053981
582.663,4208.22411523,210.792,330.899,6138.04131835,0.0,153.666196241,0.975318,4208.22411523,459.021516505,5512.93572215,139.966,1053,582.672679286,1053,582.663,5857.54321273,582.672633083,-585.485,4208.22411523,4.50864304919
583.089,3988.25749781,210.898,301.914,6229.22312386,0.0,137.60521721,0.970338,3988.25749781,476.433025961,5776.84395134,140.03,1054,583.098745651,1054,583.089,6005.54086741,583.098669957,-585.869,3988.25749781,4.31313140972
582.891,3432.28017314,211.04,372.296,5699.89558662,0.0,124.218371146,0.976453,3432.28017314,428.238214248,5292.79214407,140.118,1055,582.899914685,1055,582.891,5513.22439513,582.899909547,-585.647,3432.28017314,4.58614917014
583.263,4096.39930787,211.186,352.206,6373.64395408,0.0,1874.6833823,0.979486,4096.39930787,447.862747088,-231.393859371,140.213,1056,583.276601809,1056,583.263,5357.76825768,583.276438852,-586.124,4096.39930787,4.48968784886
583.532,4117.39548073,211.285,394.92,6315.47666266,0.0,223.294777418,0.974089,4117.39548073,464.593595294,5629.13867217,140.18,1057,583.536597663,1057,583.532,5979.16200075,583.536554303,-586.361,4117.39548073,4.66307202964
584.303,3511.77866981,211.44,398.418,6373.6002666,0.0,211.483417053,0.97534,3511.77866981,461.481457875,5683.41173889,140.249,1058,584.313439379,1058,584.303,5978.14713356,584.313433967,-587.108,3511.77866981,4.63060700119
585.121,3736.61323895,211.628,337.795,6164.46028345,0.0,123.169436359,0.971785,3736.61323895,459.222174581,5750.6314629,140.322,1059,585.138897065,1059,585.121,5952.32683551,585.138806463,-587.812,3736.61323895,4.49535233616
585.193,4169.05023916,211.758,368.606,5665.08302037,0.0,119.686288593,0.968079,4169.05023916,431.723027715,5248.48188385,140.418,1060,585.19900182,1060,585.193,5492.97636312,585.198918804,-587.864,4169.05023916,4.61512080912
585.196,3538.11343295,211.883,355.874,6369.32986204,0.0,2272.26687222,0.975506,3538.11343295,456.000731781,707.89877625,140.44,1061,585.203871804,1061,585.196,4657.53219713,585.203776546,-587.883,3538.11343295,4.55380664602
585.325,3796.87889331,211.995,350.587,6472.45092933,0.0,210.241793305,0.967906,3796.87889331,475.415710428,5626.73606238,140.562,1062,585.343493246,1062,585.325,6141.32779292,585.343468258,-588.016,3796.87889331,4.51451801576
585.549,4061.25034739,212.113,397.889,5880.44351536,0.0,954.399478034,0.978044,4061.25034739,452.543089925,3212.82282868,140.641,1063,585.565688492,1063,585.549,5171.81102056,585.565659351,-588.386,4061.25034739,4.74962416979
586.103,3708.14118711,212.279,392.449,6378.42792638,0.0,1248.7927179,0.977158,3708.14118711,455.731299519,2342.02871218,140.723,1064,586.116099402,1064,586.103,5205.38673421,586.116096308,-588.987,3708.14118711,4.66814717298
587.025,4269.94548875,212.351,332.265,5888.4148731,0.0,82.0220073761,0.974243,4269.94548875,448.23632463,5636.54748122,140.819,1065,587.023598752,1065,587.025,5774.38914374,587.023598752,-589.816,4269.94548875,4.4246546939
586.501,4443.50466274,212.489,349.995,6593.26865368,0.0,1889.49791917,0.97607,4443.50466274,458.287727892,547.394256904,140.892,1066,586.510083475,1066,586.501,5271.4700271,586.510035131,-589.219,4443.50466274,4.52977285065
587.474,4184.48068777,212.562,361.898,6403.4492857,0.0,2006.86798069,0.975531,4184.48068777,471.186327637,527.409940801,140.917,1067,587.494003684,1067,587.474,4975.4483973,587.493966152,-590.26,4184.48068777,4.5232376402
587.958,3836.65971862,212.73,444.745,6342.51104229,0.0,224.053332317,0.966985,3836.65971862,471.858218975,5554.75208886,140.997,1068,587.955270934,1068,587.958,6066.55576098,587.955207794,-590.797,3836.65971862,4.82597502467
588.447,3374.60101853,212.846,399.186,6092.39874627,0.0,86.6162355442,0.96464,3374.60101853,455.872850654,5823.1081406,140.988,1069,588.466647319,1069,588.447,5937.1437794,588.466495935,-591.243,3374.60101853,4.66474077029
587.922,4057.04181095,212.961,378.227,6148.89116781,0.0,1278.24160717,0.970442,4057.04181095,457.812196698,1742.51112206,141.088,1070,587.937583558,1070,587.922,5535.79124169,587.937499801,-590.719,4057.04181095,4.64670374563
588.5,4202.44235211,213.084,410.702,6601.3071891,0.0,196.996610481,0.966825,4202.44235211,476.261419164,5990.22464382,141.123,1071,588.515769768,1071,588.5,6324.64046199,588.515769768,-591.36,4202.44235211,4.69312404999
588.778,3718.61434554,213.267,363.487,6154.06625866,0.0,111.530014445,0.968087,3718.61434554,455.411170888,5765.42521534,141.165,1072,588.783666394,1072,588.778,5923.80831633,588.783580891,-591.575,3718.61434554,4.47724249653
588.77,4381.96781791,213.351,367.852,6092.78267234,0.0,302.940344537,0.966289,4381.96781791,447.259809586,4998.98539899,141.227,1073,588.785334746,1073,588.77,5766.67731508,588.785334746,-591.508,4381.96781791,4.64240626833
589.25,4318.71852484,213.444,295.327,5741.67120582,0.0,119.059161948,0.970698,4318.71852484,438.72001732,5377.05995268,141.244,1074,589.263786061,1074,589.25,5552.67698628,589.263734061,-591.959,4318.71852484,4.26664951735
589.166,4314.09703619,213.601,364.682,6119.72489767,0.0,1779.31272364,0.97889,4314.09703619,453.659711105,955.526090001,141.258,1075,589.168134875,1075,589.166,4690.44226387,589.168130686,-591.943,4314.09703619,4.66090690444
589.843,3880.92734765,213.704,388.825,5974.08303255,0.0,131.695230902,0.973464,3880.92734765,453.997772166,5523.14522819,141.299,1076,589.87039602,1076,589.843,5816.39574854,589.870351956,-592.704,3880.92734765,4.75575886857
589.318,4160.3235333,213.804,418.405,5865.78726032,0.0,1163.35811302,0.970379,4160.3235333,427.622387402,1814.23394671,141.363,1077,589.299967079,1077,589.318,5252.75768988,589.297767361,-592.118,4160.3235333,4.73352739854
589.859,4064.68368269,213.883,302.661,6146.13204172,0.0,128.063665141,0.976851,4064.68368269,464.605116458,5697.05735452,141.417,1078,589.886959367,1078,589.859,6014.98823855,589.886859123,-592.635,4064.68368269,4.37792084857
589.939,3646.37984217,213.973,380.46,6107.8296315,0.0,1141.46316226,0.981911,3646.37984217,448.247377539,2439.38267962,141.45,1079,589.944751908,1079,589.939,5166.98681744,589.944668977,-592.801,3646.37984217,4.70322474062
589.818,3886.49080266,214.069,341.757,5929.73032096,0.0,68.8585145665,0.976781,3886.49080266,457.581520543,5730.81355318,141.476,1080,589.838629754,1080,589.818,5809.08947769,589.838596105,-592.498,3886.49080266,4.59081259223
590.653,4038.16032625,214.179,361.027,6047.2005422,0.0,273.235345871,0.974595,4038.16032625,454.118323822,5002.52472453,141.521,1081,590.66405769,1081,590.653,5724.11087692,590.66405769,-593.393,4038.16032625,4.48310654422
590.832,4357.21465386,214.277,378.683,6405.73419881,0.0,1063.7996258,0.970733,4357.21465386,453.966660982,2547.95284406,141.608,1082,590.826501609,1082,590.832,5629.8658435,590.826429019,-593.637,4357.21465386,4.60900825044
591.297,4093.32641357,214.407,297.914,6020.76947297,0.0,1838.57904054,0.976771,4093.32641357,447.269740809,233.628324972,141.621,1083,591.320490039,1083,591.297,4863.48572824,591.320438482,-594.106,4093.32641357,4.31399720109
591.623,4001.36270405,214.523,345.014,6145.7760649,0.0,191.636843591,0.971832,4001.36270405,448.404397476,5455.64868972,141.688,1084,591.629179134,1084,591.623,5771.01945913,591.629159174,-594.483,4001.36270405,4.52988687745
592.281,3391.86211098,214.711,395.059,5688.41639205,0.0,2309.48532065,0.982624,3391.86211098,378.556578329,23.6424304838,141.763,1085,592.296462755,1085,592.281,3313.84343779,592.293667945,-594.986,3391.86211098,4.70464362358
592.507,3848.73712599,214.859,373.123,6099.91085798,0.0,1925.11856714,0.977923,3848.73712599,421.436327259,1221.61929413,141.933,1086,592.516404456,1086,592.507,4184.8979053,592.515235485,-595.332,3848.73712599,4.47396055969
592.692,4313.87876582,214.936,367.866,6144.3929483,0.0,2089.41316826,0.978015,4313.87876582,460.305277216,365.433618724,141.939,1087,592.703776217,1087,592.692,4818.07234631,592.703681466,-595.543,4313.87876582,4.54866353182
592.883,3588.82151549,215.057,372.512,6320.14539057,0.0,1838.46141113,0.976278,3588.82151549,465.447512425,845.441870221,142.024,1088,592.903330627,1088,592.883,5065.47528711,592.903309412,-595.78,3588.82151549,4.49915589289
593.018,4273.12769824,215.167,379.004,5822.63061969,0.0,159.866342268,0.970593,4273.12769824,436.249622298,5362.21122868,142.099,1089,593.023380161,1089,593.018,5642.22493548,593.023365888,-595.936,4273.12769824,4.64451071116
593.147,3707.50963668,215.278,342.434,6079.86247933,0.0,334.881261064,0.968351,3707.50963668,477.028847366,4863.277723,142.137,1090,593.159925847,1090,593.147,5752.91941765,593.15988623,-595.958,3707.50963668,4.37652638161
593.846,3795.01012258,215.369,388.691,6693.1135951,0.0,2530.3505125,0.97644,3795.01012258,441.970445102,-22.7438344614,142.167,1091,593.844332877,1091,593.846,4716.11539072,593.844324945,-596.648,3795.01012258,4.6111906513
593.898,3384.00560996,215.464,354.725,6681.15830716,0.0,2200.46625735,0.972212,3384.00560996,478.659464323,262.905037992,142.253,1092,593.928630831,1092,593.898,4929.71309157,593.92863075,-596.661,3384.00560996,4.43635618727
594.495,3958.68395342,215.531,384.283,6002.43908021,0.0,2294.03115667,0.977456,3958.68395342,425.718351528,231.132721056,142.325,1093,594.499758303,1093,594.495,4049.66839733,594.499737193,-597.264,3958.68395342,4.60744328738
594.201,4109.6663828,215.645,412.5,6682.29273871,0.0,2310.5628343,0.980765,4109.6663828,469.838592528,888.219894104,142.313,1094,594.210554033,1094,594.201,4361.9002152,594.210492709,-597.073,4109.6663828,4.67492420983
594.432,4093.89429267,215.756,374.162,6605.38123178,0.0,2033.60439057,0.973348,4093.89429267,468.217973206,521.339530811,142.387,1095,594.451463702,1095,594.432,5326.6447851,594.451463702,-597.311,4093.89429267,4.64069145021
595.338,4077.26778385,215.876,317.059,6135.06199099,0.0,92.002257559,0.972624,4077.26778385,462.479207794,5817.48490811,142.448,1096,595.340051528,1096,595.338,6019.97273146,595.33995621,-598.15,4077.26778385,4.36488801147
596.034,4381.82604387,215.99,389.994,6515.58711165,0.0,100.449028135,0.975034,4381.82604387,486.650732829,6132.37272967,142.457,1097,596.056948024,1097,596.034,6360.83618012,596.056915713,-598.836,4381.82604387,4.65587798331
