Iteration,MinEsReturn,AverageAction,MinReturn,Epoch,AverageQLoss,MaxEsReturn,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,QFunRegParamNorm,AverageAbsQ,StdEsReturn,StdReturn,AverageAbsQYDiff,AverageDiscountedReturn,AveragePolicySurr,AverageQ,MaxReturn,AverageReturn,AverageY
127,2035.90233016,0.933961,128.520977877,127,8.13186,2035.90233016,45.9969,69.618222231,2035.90233016,51.0016,69.6106,0.0,396.126757022,1.38995472684,193.779666444,-70.6086,69.6106,1327.72318121,942.151071699,69.6180518632
128,1723.72790743,0.935567,381.39096348,128,8.06271,1723.72790743,46.2191,70.4754291129,1723.72790743,51.2734,70.4616,0.0,320.356360333,1.38580812725,178.265487615,-71.472,70.4616,1494.44998451,1208.83261467,70.4749736095
129,838.906423454,0.965226,1621.01929411,129,7.21907,838.906423454,46.402,71.2003260375,838.906423454,51.5008,71.1879,0.0,365.468933698,1.37108019473,189.579225879,-72.2249,71.1879,2685.99110196,2186.83772741,71.200092225
130,1989.18765213,0.942344,114.330871984,130,7.46686,1989.18765213,46.5847,72.3551900245,1989.18765213,51.7145,72.3466,0.0,792.684350739,1.37352753527,159.594010743,-73.4348,72.3466,2816.50611792,1187.76142591,72.3548165102
131,2330.9921256,0.949789,425.781789455,131,8.64373,2330.9921256,46.8079,73.4880706661,2330.9921256,51.9703,73.4772,0.0,493.705976304,1.41492130152,172.286945151,-74.5749,73.4772,2237.92051009,1276.89819373,73.4873947146
132,861.885235385,0.944941,870.033118354,132,9.33008,861.885235385,46.9301,74.1097922103,861.885235385,52.2112,74.0946,0.0,353.28043375,1.43939423037,186.345167831,-75.2159,74.0946,2034.71864689,1214.59374513,74.1092398349
133,971.4783124,0.941953,317.807646979,133,9.05895,971.4783124,47.1026,75.3222084346,971.4783124,52.4598,75.3142,0.0,679.882459121,1.44744183669,188.982095853,-76.4319,75.3142,2626.8283955,1659.3981824,75.3219113715
134,1730.59676772,0.971268,1191.115127,134,9.18102,1730.59676772,47.2613,76.6044291324,1730.59676772,52.6653,76.5916,0.0,560.369694677,1.5058017206,234.862762194,-77.7343,76.5916,3080.36761613,2693.95332351,76.6041008413
135,1876.86564165,0.966781,948.078240745,135,7.61395,1876.86564165,47.4559,77.7062861306,1876.86564165,52.9173,77.6967,0.0,565.796626888,1.45456036783,199.816729414,-78.8181,77.6967,3010.10434637,2378.39711018,77.7060599908
136,2137.82183851,0.95851,156.868555253,136,11.5977,2137.82183851,47.6507,78.7186541434,2137.82183851,53.1144,78.7045,0.0,871.785507842,1.57277571058,194.847611038,-79.8687,78.7045,3139.72894082,1834.92678409,78.7183142748
137,2394.03896744,0.944069,623.827318695,137,9.09965,2394.03896744,47.849,80.2676023096,2394.03896744,53.3599,80.2562,0.0,611.071809717,1.52750570557,198.501038034,-81.4026,80.2562,2487.58663867,1328.59559208,80.2672487302
138,1725.40732878,0.963278,986.922377124,138,10.2258,1725.40732878,48.0548,80.9893593427,1725.40732878,53.6351,80.9756,0.0,646.402577384,1.56402755986,200.179681293,-82.0621,80.9756,2769.99773623,2023.85722976,80.9890856073
139,1867.71094586,0.965427,1484.68048062,139,10.4842,1867.71094586,48.2028,82.4039924484,1867.71094586,53.8545,82.3906,0.0,569.873968947,1.56467264484,220.551448574,-83.4775,82.3906,3212.97936914,2444.91260375,82.4036705267
140,2404.26034105,0.958431,776.798441849,140,12.2371,2404.26034105,48.3921,83.4123155735,2404.26034105,54.1425,83.4022,0.0,667.372921659,1.62504826417,190.488159705,-84.5243,83.4022,2618.08576473,1927.66981932,83.4116775274
141,2119.81837598,0.956345,913.788324575,141,10.4081,2119.81837598,48.5497,84.6408171797,2119.81837598,54.374,84.6297,0.0,871.81172223,1.59270785569,202.591962933,-85.7331,84.6297,3095.76325216,1981.53240611,84.6405345572
142,1848.05421274,0.92952,-65.1821533118,142,9.84375,1848.05421274,48.6853,85.7504579421,1848.05421274,54.6596,85.7362,0.0,607.801715762,1.60720681864,166.336829284,-86.8547,85.7362,1682.92031449,871.903038993,85.7501709103
143,89.1517765939,0.97914,2462.22058397,143,10.4044,89.1517765939,48.8476,86.5438699356,89.1517765939,54.9458,86.5337,0.0,144.15152008,1.64506980751,225.312544282,-87.6551,86.5337,2979.01039694,2767.30598438,86.5434777363
144,2368.99427156,0.978214,1748.55700704,144,12.7881,2368.99427156,48.9718,88.0041925846,2368.99427156,55.1726,87.9916,0.0,555.437089409,1.70153284831,267.796124752,-89.1454,87.9916,3522.49496395,2997.5933818,88.0040127372
145,2304.09286771,0.975632,1076.87827319,145,12.0203,2304.09286771,49.1154,88.8695329089,2304.09286771,55.385,88.8549,0.0,773.716501586,1.68907972572,252.761902757,-89.9959,88.8549,3723.41183637,2837.35174501,88.869127458
146,2316.13201828,0.967706,759.480927096,146,11.3141,2316.13201828,49.3191,90.3748100857,2316.13201828,55.6115,90.364,0.0,693.196534598,1.69061538968,221.22935781,-91.5529,90.364,3039.33372655,2306.86731982,90.3745422415
147,2367.14248355,0.972049,1573.31298738,147,13.6925,2367.14248355,49.4524,91.9109222817,2367.14248355,55.8658,91.8904,0.0,690.475523727,1.75634810845,267.993545191,-93.1247,91.8904,3626.96801388,2866.27081594,91.9106066037
148,2389.8938254,0.961978,1243.5636027,148,14.047,2389.8938254,49.6846,93.2601037719,2389.8938254,56.106,93.2558,0.0,804.499634723,1.77601583743,242.784266309,-94.4838,93.2558,3494.37488964,2323.96052392,93.2596738942
149,2125.52014773,0.962857,611.317369342,149,14.8387,2125.52014773,49.7944,94.5239788557,2125.52014773,56.3528,94.5112,0.0,969.43417086,1.7920274112,244.405837037,-95.7618,94.5112,3272.19834844,2399.38793441,94.5231187372
150,2691.54653888,0.949265,85.4685539464,150,15.6247,2691.54653888,49.9552,95.7898400945,2691.54653888,56.6263,95.775,0.0,1006.97796634,1.8684786824,236.768344007,-97.026,95.775,3076.74444576,1621.86604439,95.7894400267
151,2440.54946806,0.969309,820.888791204,151,13.0664,2440.54946806,50.1641,97.2730816715,2440.54946806,56.8254,97.2615,0.0,960.917870895,1.78140988835,238.421154819,-98.4609,97.2615,3547.10618502,2520.67123482,97.2726762632
152,2222.47869059,0.980182,2494.44601777,152,17.8681,2222.47869059,50.3161,99.2560699948,2222.47869059,57.1444,99.2358,0.0,364.969140369,1.92034010137,296.704098868,-100.457,99.2358,3841.46927995,3364.22626934,99.2558382277
153,2064.26281652,0.949564,-151.144937138,153,21.1193,2064.26281652,50.4445,99.6136033796,2064.26281652,57.3268,99.6032,0.0,562.399350771,1.89283628521,212.43895266,-100.875,99.6032,1797.47536155,1053.37325667,99.6133242063
154,2529.84716291,0.982013,3925.57746029,154,11.9013,2529.84716291,50.661,100.688262307,2529.84716291,57.5595,100.674,0.0,110.555391379,1.76226712971,306.277234302,-101.885,100.674,4268.18004501,4036.58637617,100.688099869
155,2508.72709903,0.971205,1165.02916456,155,14.4235,2508.72709903,50.8305,102.212008802,2508.72709903,57.8416,102.199,0.0,739.740855079,1.86470881379,289.542279901,-103.42,102.199,3888.64740581,3031.28146257,102.21172786
156,2710.62672802,0.962235,792.169544285,156,18.4858,2710.62672802,50.9164,104.016294892,2710.62672802,58.1772,104.004,0.0,797.810299369,1.95690615457,221.638621821,-105.228,104.004,3203.0671788,2362.49933189,104.015916847
157,2786.48636919,0.972521,3242.51629421,157,21.956,2786.48636919,51.0963,105.586658889,2786.48636919,58.4509,105.567,0.0,237.944390778,2.06483351563,288.415666317,-106.846,105.567,4013.40493546,3555.20390443,105.586203493
158,2494.48071813,0.961084,773.28748595,158,16.0417,2494.48071813,51.2218,107.028747053,2494.48071813,58.6927,107.013,0.0,1104.25597359,1.90357644921,241.294769461,-108.284,107.013,4025.97864212,2564.05671206,107.02830449
159,2459.89308952,0.966864,844.143232021,159,20.9383,2459.89308952,51.3721,107.786649296,2459.89308952,58.931,107.77,0.0,1034.69339303,2.02335970691,261.526643158,-109.081,107.77,3868.65045006,2710.40727339,107.786321301
160,2602.13381707,0.9754,2307.86982455,160,19.8427,2602.13381707,51.5285,109.898616594,2602.13381707,59.1655,109.884,0.0,310.285524272,2.00559863355,244.849570108,-111.138,109.884,3443.2039585,3192.16707978,109.898268965
161,2687.09985896,0.949285,32.1060192085,161,14.8818,2687.09985896,51.6799,111.027264429,2687.09985896,59.3751,111.017,0.0,1254.08499982,1.90816720651,245.049958412,-112.325,111.017,3996.44454684,2297.94452168,111.0269555
162,2486.8114901,0.954136,773.143445475,162,19.9607,2486.8114901,51.8235,112.053678049,2486.8114901,59.656,112.038,0.0,1194.07867355,2.02848567003,257.691212367,-113.348,112.038,3863.93884555,2237.97405668,112.053278064
163,2534.33069761,0.975303,3166.14818556,163,22.939,2534.33069761,51.956,113.481703132,2534.33069761,59.8934,113.464,0.0,288.0828017,2.09350470503,265.824240423,-114.79,113.464,3928.17488926,3593.75211161,113.481213548
164,3035.35958422,0.968388,948.552497783,164,19.6308,3035.35958422,52.0985,115.292611581,3035.35958422,60.1265,115.278,0.0,888.570153024,2.01683209043,254.279181223,-116.599,115.278,3766.46692447,2872.66220978,115.291985001
165,2489.31509525,0.969249,1343.40014209,165,21.8207,2489.31509525,52.2195,116.471369126,2489.31509525,60.3336,116.46,0.0,684.828700271,2.09214476377,293.516965883,-117.807,116.46,3805.09587754,3341.96857382,116.470954308
166,2834.43614114,0.97696,3190.18001862,166,21.4103,2834.43614114,52.432,117.897605132,2834.43614114,60.5403,117.875,0.0,416.803692297,2.11760652283,343.716403775,-119.212,117.875,4659.59001382,4318.74540892,117.897107395
167,2780.84826895,0.969671,2275.86220196,167,24.743,2780.84826895,52.5965,119.780011746,2780.84826895,60.7894,119.767,0.0,468.920871837,2.15265268535,301.138948741,-121.097,119.767,4047.49163389,3621.80535645,119.779684498
168,2702.89676058,0.953839,932.170595395,168,31.1193,2702.89676058,52.7563,121.229857601,2702.89676058,61.0196,121.206,0.0,970.855609255,2.24232454251,279.473804108,-122.516,121.206,3808.6923027,2688.35797077,121.229425779
169,2902.37140689,0.971128,3793.49048849,169,16.5967,2902.37140689,52.8876,122.799184567,2902.37140689,61.277,122.794,0.0,193.778733274,2.02356196005,320.032791871,-124.129,122.794,4510.37922748,4202.33484607,122.79881314
170,2217.97891392,0.978548,3818.99867832,170,27.1159,2217.97891392,53.0071,123.369152402,2217.97891392,61.5204,123.355,0.0,176.577984786,2.1864005204,339.382508786,-124.693,123.355,4390.19227444,4111.05526859,123.368752266
171,2654.66814612,0.974638,4306.70365788,171,22.0033,2654.66814612,53.1699,124.713481701,2654.66814612,61.7663,124.696,0.0,293.958786522,2.15191259883,353.301982551,-126.028,124.696,5058.45491225,4716.51141023,124.71320525
172,2881.27093892,0.96205,530.884948631,172,22.0229,2881.27093892,53.3479,127.019783679,2881.27093892,61.9974,127.008,0.0,862.475927274,2.18366114654,229.037653388,-128.448,127.008,2981.47425634,2226.42899429,127.019432441
173,2900.9055534,0.97643,3974.98163078,173,22.1893,2900.9055534,53.489,128.139521761,2900.9055534,62.2909,128.126,0.0,78.4580798212,2.20068102882,323.924643356,-129.545,128.126,4211.07482898,4102.67395067,128.139264609
174,2595.04357612,0.958935,1814.93493787,174,19.2332,2595.04357612,53.6426,129.467914489,2595.04357612,62.5474,129.457,0.0,842.771920544,2.14482380896,288.862489694,-130.897,129.457,4572.07047259,3495.25903649,129.467534872
175,2767.31443403,0.971098,4030.71869967,175,28.7155,2767.31443403,53.7971,130.600987869,2767.31443403,62.8109,130.581,0.0,197.778042956,2.32523533714,346.342118397,-131.995,130.581,4711.87845436,4324.7373563,130.600736593
176,2873.01447283,0.961942,1937.62116855,176,26.6367,2873.01447283,53.9394,132.69451235,2873.01447283,63.0846,132.68,0.0,753.752655268,2.24592889555,283.414041502,-134.136,132.68,4209.86004716,3529.59736451,132.694281522
177,2813.47535076,0.955344,2490.76652144,177,24.8082,2813.47535076,54.0287,133.796616531,2813.47535076,63.2726,133.782,0.0,572.749511819,2.25449726319,334.523947935,-135.251,133.782,4487.97148923,3805.26119145,133.795876792
178,2974.73889951,0.961929,3972.18722647,178,30.1082,2974.73889951,54.2083,135.216060012,2974.73889951,63.5483,135.201,0.0,151.79991499,2.30657405701,319.638960959,-136.637,135.201,4440.72524111,4185.18975138,135.21558781
179,2941.69107226,0.962132,3224.49356758,179,20.159,2941.69107226,54.3463,136.875565319,2941.69107226,63.8173,136.863,0.0,174.201895359,2.15555619658,270.383752403,-138.349,136.863,3814.71033118,3575.25873626,136.87521721
180,3042.61096538,0.97136,4640.53686304,180,25.8307,3042.61096538,54.5306,138.617467053,3042.61096538,64.0508,138.6,0.0,82.1116125536,2.28874754165,366.393815447,-140.11,138.6,4890.6617703,4752.02697928,138.617131791
181,3037.5632523,0.972385,4149.90274203,181,28.1201,3037.5632523,54.71,140.559716921,3037.5632523,64.2967,140.544,0.0,75.3986097143,2.32269522279,348.808214489,-142.055,140.544,4433.24422724,4328.05013488,140.559492173
182,2892.81886988,0.972934,3954.79342787,182,26.2318,2892.81886988,54.8235,142.298663514,2892.81886988,64.5206,142.286,0.0,76.7835885528,2.31162553506,319.834314147,-143.782,142.286,4212.90829076,4083.18875801,142.298320823
183,3266.29961265,0.957833,4596.11924043,183,28.5554,3266.29961265,54.9799,143.388002856,3266.29961265,64.7809,143.378,0.0,97.3637414145,2.34796124966,373.03299594,-144.943,143.378,4874.81954978,4741.252421,143.387653464
184,3245.60870394,0.965136,3857.03650604,184,36.6851,3245.60870394,55.1516,144.955804589,3245.60870394,65.0239,144.936,0.0,237.075015735,2.44362695514,326.975761453,-146.49,144.936,4642.46491444,4319.95446888,144.955407814
185,1129.41945811,0.961836,1520.2429026,185,30.9001,1129.41945811,55.298,146.821354689,1129.41945811,65.3459,146.804,0.0,721.155360251,2.40238203973,332.475403732,-148.396,146.804,4150.34452415,3578.53563731,146.820966595
186,3121.70350228,0.968812,4397.74568878,186,31.0471,3121.70350228,55.4161,148.161653656,3121.70350228,65.533,148.146,0.0,156.990321276,2.37699690721,345.815228771,-149.725,148.146,4938.72032906,4631.44645393,148.161248841
187,3207.06932315,0.955736,4639.53237159,187,27.4115,3207.06932315,55.5578,149.170167483,3207.06932315,65.7392,149.158,0.0,100.75711726,2.3408339699,373.683580812,-150.768,149.158,4964.78305778,4795.44115008,149.169964112
188,2722.79278408,0.961243,4181.5064345,188,37.4822,2722.79278408,55.7285,150.583499303,2722.79278408,66.0185,150.562,0.0,158.893769981,2.54869957399,333.0252857,-152.163,150.562,4681.90065357,4396.21092353,150.583277583
189,2930.3448046,0.964268,4312.30762183,189,27.72,2930.3448046,55.8604,153.042087754,2930.3448046,66.2124,153.022,0.0,115.797152752,2.38875742173,354.473238794,-154.65,153.022,4725.17993964,4519.09404207,153.041545502
190,2854.96957248,0.971958,4126.03880684,190,49.6275,2854.96957248,56.0362,154.989171712,2854.96957248,66.4888,154.967,0.0,180.056890481,2.65253223627,346.953621208,-156.589,154.967,4716.44541886,4474.68256591,154.988766518
191,3099.5373023,0.968038,4263.53016988,191,32.5441,3099.5373023,56.1646,155.338633729,3099.5373023,66.7001,155.322,0.0,186.24655061,2.44658214103,351.719877558,-156.899,155.322,4838.79926047,4572.62039609,155.338299001
192,2794.34315986,0.955749,1249.79446148,192,39.3776,2794.34315986,56.3285,157.73375267,2794.34315986,66.9341,157.723,0.0,1012.28951789,2.5554249583,322.267572796,-159.36,157.723,4910.69131401,3892.76773068,157.733287154
193,2801.95194785,0.952455,4483.45113445,193,33.9486,2801.95194785,56.4838,158.815863011,2801.95194785,67.148,158.793,0.0,72.9853990838,2.46937092294,362.774584045,-160.467,158.793,4723.70883367,4631.92406979,158.815717527
194,2792.82025868,0.953787,4356.55275574,194,58.6144,2792.82025868,56.6337,160.12636836,2792.82025868,67.3571,160.108,0.0,167.28656917,2.75195088813,377.85820278,-161.741,160.108,4976.75010653,4767.97375538,160.126011611
195,2812.13876871,0.949335,3336.41031799,195,39.0735,2812.13876871,56.7741,162.182150651,2812.13876871,67.5412,162.166,0.0,335.667518789,2.53829329096,333.290885219,-163.887,162.166,4581.21743606,4225.71008853,162.181947875
196,2865.69306298,0.95705,3150.18751389,196,42.9131,2865.69306298,56.9322,163.666237705,2865.69306298,67.8065,163.651,0.0,324.524935614,2.59725666996,332.988495436,-165.378,163.651,4430.36683639,4020.49574655,163.665920563
197,868.042607016,0.953525,1016.67742539,197,54.0759,868.042607016,57.1109,164.634667967,868.042607016,68.0028,164.62,0.0,1019.35727599,2.69992560187,349.271059112,-166.331,164.62,4588.5603763,4060.75061846,164.634360618
198,2228.01406535,0.96053,4157.41004104,198,29.9684,2228.01406535,57.2332,165.98555301,2228.01406535,68.2205,165.966,0.0,162.440914891,2.44369996826,346.913147195,-167.656,165.966,4704.1019055,4478.0635491,165.985188937
199,3106.6305558,0.962191,4016.75299586,199,47.9927,3106.6305558,57.3607,168.118522705,3106.6305558,68.5147,168.094,0.0,140.210739737,2.7311455299,347.786030316,-169.801,168.094,4514.21555454,4263.30779414,168.118331086
200,3318.72413304,0.952386,4715.25674364,200,30.366,3318.72413304,57.5046,168.616456059,3318.72413304,68.7184,168.604,0.0,127.446408474,2.42906606292,395.437846084,-170.324,168.604,5106.07847884,4875.67607399,168.616046185
201,2992.66393015,0.95699,4756.96731371,201,40.7823,2992.66393015,57.6764,171.042509682,2992.66393015,68.8882,171.028,0.0,138.486681057,2.53056923449,391.794811155,-172.735,171.028,5123.6608638,4913.78246981,171.04232208
202,3327.15503851,0.962409,4927.14381099,202,35.6217,3327.15503851,57.7904,173.126776602,3327.15503851,69.0847,173.106,0.0,98.3302145507,2.48843140858,382.212650906,-174.862,173.106,5223.00805674,5045.64604073,173.1266482
203,3227.21560971,0.956227,3632.40936834,203,40.732,3227.21560971,57.8975,175.097538869,3227.21560971,69.2829,175.086,0.0,398.397819336,2.59616333588,364.12342718,-176.8,175.086,5064.68472845,4772.76834917,175.097261739
204,3354.11411318,0.957886,1868.05497176,204,53.6599,3354.11411318,58.0563,175.583174429,3354.11411318,69.5949,175.57,0.0,839.068021048,2.71373684866,310.936492024,-177.291,175.57,4102.15706685,3390.9571841,175.58275961
205,3398.6027854,0.971622,4870.19423018,205,44.9333,3398.6027854,58.1789,177.909056207,3398.6027854,69.8829,177.886,0.0,137.191805796,2.62898205986,386.981898064,-179.7,177.886,5336.49043559,5145.80512305,177.908890587
206,2818.18636138,0.951133,4246.57184036,206,43.3569,2818.18636138,58.3462,179.457239844,2818.18636138,70.0779,179.442,0.0,118.229793394,2.61952226471,367.322152019,-181.198,179.442,4666.63105927,4514.69936696,179.456892791
207,3305.89115834,0.948377,1286.12570376,207,41.525,3305.89115834,58.4859,181.088369323,3305.89115834,70.2797,181.074,0.0,1033.24225049,2.59384566723,356.491106364,-182.836,181.074,4900.05236813,3988.13322841,181.088134058
208,3429.75878912,0.951442,4042.29605195,208,48.0029,3429.75878912,58.657,182.786278785,3429.75878912,70.4769,182.771,0.0,224.907519311,2.6544403934,345.280044652,-184.554,182.771,4771.02207197,4460.72155555,182.786144603
209,3072.98910354,0.957886,4721.33190761,209,38.0451,3072.98910354,58.7314,184.333684974,3072.98910354,70.7348,184.315,0.0,125.788354158,2.60951370724,377.458562836,-186.039,184.315,5053.70088683,4865.10306283,184.333518055
