Iteration,MinEsReturn,AverageAction,MinReturn,Epoch,AverageQLoss,MaxEsReturn,PolicyRegParamNorm,AverageAbsY,AverageEsReturn,QFunRegParamNorm,AverageAbsQ,StdEsReturn,StdReturn,AverageAbsQYDiff,AverageDiscountedReturn,AveragePolicySurr,AverageQ,MaxReturn,AverageReturn,AverageY
2644,3765.07083879,0.981388,5393.63574701,2644,334.607,3765.07083879,197.444,584.223252017,3765.07083879,364.124,584.213,0.0,92.9400265585,4.18971081409,426.196210065,-586.662,584.212,5637.01176808,5519.06633487,584.222811915
2645,3269.54804798,0.983599,1960.64430238,2645,293.926,3269.54804798,197.506,584.040673379,3269.54804798,364.21,584.037,0.0,1229.45315515,4.02725898013,450.940257613,-586.589,584.036,5999.0690478,5267.70230249,584.03794986
2646,3700.9917397,0.982384,65.2800671514,2646,461.97,3700.9917397,197.549,582.329474751,3700.9917397,364.306,582.307,0.0,2080.75743162,4.70149786665,417.549050134,-584.802,582.305,6107.60460622,4395.13643219,582.329098447
2647,3679.78392034,0.978893,5948.9317506,2647,338.893,3679.78392034,197.579,583.73264303,3679.78392034,364.354,583.74,0.0,96.5408233728,4.27568603919,461.191210485,-586.249,583.737,6220.86011032,6070.61426134,583.73264303
2648,3787.77700509,0.978891,5282.86595718,2648,266.799,3787.77700509,197.64,583.406398705,3787.77700509,364.446,583.387,0.0,271.912472082,4.05506089936,439.142059977,-585.847,583.386,6202.40644058,5630.43579941,583.406398705
2649,3573.79192047,0.979785,2278.30282576,2649,332.345,3573.79192047,197.732,583.151548968,3573.79192047,364.534,583.145,0.0,1097.31307692,4.21655222764,455.925516075,-585.584,583.144,6042.01947659,5261.14473677,583.151477394
2650,3258.28523026,0.984192,5897.01569203,2650,152.343,3258.28523026,197.789,583.967337996,3258.28523026,364.534,583.959,0.0,127.39506044,3.58249380319,462.202365658,-586.514,583.959,6285.99374842,6039.20339772,583.965642101
2651,4444.61429705,0.979641,2627.75348453,2651,351.296,4444.61429705,197.818,584.014069918,4444.61429705,364.685,583.996,0.0,1480.61526833,4.26696540262,480.028368479,-586.492,583.993,6615.95532474,5286.9637639,584.013268426
2652,4014.28721719,0.986409,951.843099407,2652,222.149,4014.28721719,197.804,583.162053047,4014.28721719,364.672,583.154,0.0,1507.4453474,3.87205086034,467.450228569,-585.643,583.153,6168.98496875,5445.74941645,583.158569791
2653,3917.04990336,0.983104,2175.48855239,2653,395.152,3917.04990336,197.833,583.723654351,3917.04990336,364.851,583.71,0.0,1182.25027464,4.50589188111,466.881646945,-586.167,583.707,6295.41764532,5710.12060852,583.721256805
2654,3979.80870295,0.983775,1149.88741455,2654,351.712,3979.80870295,197.826,583.552771359,3979.80870295,364.945,583.571,0.0,1618.59213342,4.30089629946,455.956952737,-585.993,583.57,6103.18865057,4154.93997454,583.552734309
2655,3955.56266492,0.9817,5991.8717486,2655,434.876,3955.56266492,197.794,583.124616951,3955.56266492,365.042,583.078,0.0,110.888286058,4.65943937952,464.306301051,-585.562,583.075,6366.08191012,6153.77786157,583.124165536
2656,174.462669871,0.988293,369.432103246,2656,285.67,174.462669871,197.804,583.427405942,174.462669871,365.136,583.434,0.0,1969.4057549,4.12513785692,402.787806718,-586.008,583.433,6090.36318449,4382.61466163,583.426381
2657,3974.54415141,0.982412,1067.53817275,2657,370.425,3974.54415141,197.824,583.314303034,3974.54415141,365.192,583.308,0.0,2046.14423125,4.43506310884,462.50993802,-585.974,583.305,6669.03750631,5158.87137221,583.311183593
2658,3960.91299216,0.979627,6405.42384305,2658,382.656,3960.91299216,197.918,583.65722591,3960.91299216,365.268,583.649,0.0,123.01120403,4.3993191775,491.987483669,-586.166,583.649,6818.52630051,6668.28791017,583.65709651
2659,3853.62038567,0.97939,6223.91924218,2659,378.015,3853.62038567,197.91,581.955724558,3853.62038567,365.366,581.931,0.0,131.122322233,4.30423174103,468.103964398,-584.531,581.929,6582.49446733,6413.82605436,581.955125345
2660,3748.58372097,0.979224,5887.9780969,2660,323.483,3748.58372097,197.969,583.836517178,3748.58372097,365.436,583.831,0.0,277.448808425,4.22682421074,461.775848412,-586.344,583.829,6870.69798419,6378.98429314,583.835718857
2661,3619.53367058,0.980315,6461.82070939,2661,346.428,3619.53367058,197.97,583.710923247,3619.53367058,365.51,583.702,0.0,172.696323112,4.31934819906,483.541709668,-586.269,583.699,6956.49309191,6667.16828895,583.710232531
2662,3596.75708396,0.974933,2946.98698131,2662,423.596,3596.75708396,198.076,583.226020865,3596.75708396,365.663,583.216,0.0,1142.06621773,4.49803790198,496.846898124,-585.885,583.215,6905.71956221,6270.33467581,583.223905992
2663,3548.68294259,0.979457,914.116617653,2663,363.064,3548.68294259,198.181,582.995445605,3548.68294259,365.733,582.981,0.0,1723.58108918,4.34051788209,488.761342428,-585.743,582.977,6941.80428075,6051.98463533,582.993263725
2664,3397.28545814,0.983048,4879.50588685,2664,392.734,3397.28545814,198.172,583.010773362,3397.28545814,365.882,583.0,0.0,356.905404827,4.43265357971,435.269420922,-585.521,583.0,6216.51103283,5863.46754713,583.009326817
2665,1935.66563092,0.980797,2682.05330711,2665,363.724,1935.66563092,198.197,581.70939466,1935.66563092,365.963,581.693,0.0,1067.39868918,4.33177223095,483.79126104,-584.301,581.691,6367.37368385,5866.82222446,581.706757421
2666,3837.44642617,0.981151,6210.28151273,2666,254.472,3837.44642617,198.221,581.971531045,3837.44642617,366.022,581.972,0.0,128.087615123,3.88525436798,498.499585682,-584.514,581.97,6573.61584976,6458.15470998,581.969220774
2667,3868.86300415,0.98393,3608.1025166,2667,309.023,3868.86300415,198.3,583.075696188,3868.86300415,366.096,583.05,0.0,725.742665195,4.16068958578,438.593524807,-585.628,583.05,5990.05218205,5417.03868224,583.075676381
2668,3841.40657953,0.980694,2468.3321067,2668,395.335,3841.40657953,198.342,583.357803079,3841.40657953,366.176,583.362,0.0,1219.80178532,4.43913203374,463.03899853,-585.903,583.362,6412.86765445,5553.24627328,583.353969778
2669,3758.3214346,0.980726,3587.58664641,2669,339.081,3758.3214346,198.375,582.5441441,3758.3214346,366.342,582.525,0.0,967.136306949,4.20269044022,499.60296001,-585.117,582.522,7029.48644398,6459.3108419,582.542431131
2670,741.119805512,0.983604,6614.05611841,2670,384.164,741.119805512,198.404,582.849076952,741.119805512,366.439,582.831,0.0,112.03141684,4.40945225539,514.454009949,-585.452,582.83,6999.04047152,6754.83760579,582.848719278
2671,3751.67257274,0.979076,5286.43498058,2671,364.624,3751.67257274,198.486,582.898567994,3751.67257274,366.549,582.887,0.0,445.00971632,4.25195883887,502.193103226,-585.508,582.885,6935.90880815,6573.24227795,582.897276151
2672,1675.86221165,0.971981,1639.49436406,2672,361.788,1675.86221165,198.586,582.317410752,1675.86221165,366.719,582.32,0.0,1517.7722217,4.18493752087,488.614681544,-584.894,582.315,7049.87234707,6143.59858838,582.316345708
2673,3760.14982682,0.981137,6018.82133299,2673,382.99,3760.14982682,198.66,581.825867059,3760.14982682,366.847,581.818,0.0,132.843105307,4.3701219399,476.369004917,-584.349,581.814,6468.72801154,6193.34961987,581.82469045
2674,3768.88168517,0.985007,1102.20541623,2674,393.478,3768.88168517,198.675,581.66904731,3768.88168517,366.965,581.662,0.0,2045.91725608,4.30253857169,400.418467866,-584.167,581.662,6773.01041239,4281.12266682,581.668931391
2675,3775.71073337,0.978938,6467.18980891,2675,393.851,3775.71073337,198.649,581.976519755,3775.71073337,367.085,581.953,0.0,74.9971217544,4.46921549448,497.109957728,-584.506,581.953,6676.80648922,6552.35353101,581.976177355
2676,4109.12245131,0.978827,6105.73778475,2676,317.952,4109.12245131,198.709,582.154072074,4109.12245131,367.164,582.137,0.0,109.3904618,4.11489851696,487.866865504,-584.765,582.136,6466.34142116,6274.21347576,582.154072074
2677,3848.94719336,0.982605,1185.56391765,2677,378.5,3848.94719336,198.706,581.534722203,3848.94719336,367.29,581.537,0.0,1789.43659027,4.34479377122,499.479844732,-583.992,581.537,6846.64928497,5812.33045904,581.534670184
2678,3646.04240253,0.977983,6518.57411994,2678,321.95,3646.04240253,198.714,581.369422019,3646.04240253,367.337,581.35,0.0,135.570654273,4.33393286472,502.672804503,-583.915,581.35,6938.62223376,6767.57850728,581.369295976
2679,3827.15067677,0.980871,562.043407327,2679,426.168,3827.15067677,198.763,581.626253071,3827.15067677,367.418,581.612,0.0,1589.29653009,4.60098741281,435.92095494,-584.193,581.612,6000.32597984,5320.436624,581.626253071
2680,3884.77757769,0.980729,5632.49200261,2680,396.475,3884.77757769,198.808,581.488142228,3884.77757769,367.507,581.474,0.0,107.154658072,4.4765237437,445.404012834,-584.025,581.474,5983.99464562,5846.90305108,581.488013741
2681,3724.31129016,0.982879,5575.44635017,2681,268.997,3724.31129016,198.822,582.00724901,3724.31129016,367.604,582.006,0.0,130.44196362,3.91306304657,457.922254105,-584.565,582.005,6040.60594436,5884.52277685,582.007160902
2682,3538.11832822,0.982425,231.073198892,2682,341.074,3538.11832822,198.794,582.543434647,3538.11832822,367.685,582.531,0.0,1896.01553806,4.24648907108,465.756200642,-585.023,582.531,6758.97791714,5907.92301702,582.54340862
2683,4155.14357323,0.992243,-17.5992199245,2683,534.562,4155.14357323,198.721,582.075637432,4155.14357323,367.807,582.056,0.0,2701.71136051,4.81736965045,402.958617416,-584.536,582.056,6039.60402456,3252.61723715,582.075637432
2684,3562.66225215,0.97544,6635.32460299,2684,322.22,3562.66225215,198.901,581.819657369,3562.66225215,367.896,581.82,0.0,128.581867925,4.1507238589,524.71301089,-584.396,581.819,7048.70885627,6897.73325583,581.819486105
2685,4258.76075792,0.975964,3265.68497146,2685,354.276,4258.76075792,198.95,581.422063504,4258.76075792,367.994,581.408,0.0,1266.26868405,4.25679748417,494.462776515,-583.951,581.408,6732.72090824,5943.9458281,581.422046982
2686,4180.78948189,0.975853,5793.36553289,2686,392.502,4180.78948189,198.954,581.334816187,4180.78948189,368.054,581.328,0.0,146.001100914,4.42453613985,471.417351371,-583.825,581.328,6288.65187764,6160.89343292,581.334803313
2687,3133.42103093,0.975227,1209.98830177,2687,360.142,3133.42103093,199.019,581.499244204,3133.42103093,368.121,581.482,0.0,1555.56800624,4.28138363952,488.282013023,-584.106,581.482,6506.10133901,5869.792918,581.499244204
2688,4229.58154,0.978505,6424.90003278,2688,390.143,4229.58154,199.082,582.228626876,4229.58154,368.268,582.217,0.0,95.8912699827,4.47160046219,501.513658253,-584.99,582.217,6746.34934829,6607.16782235,582.228497312
2689,4019.57377519,0.982993,365.292343588,2689,339.878,4019.57377519,199.155,580.991164163,4019.57377519,368.299,580.978,0.0,1295.83831259,4.22805522356,380.168922649,-583.704,580.977,4891.37825595,3988.18115878,580.990741072
2690,3497.44988857,0.97554,3607.91735274,2690,359.218,3497.44988857,199.157,582.935727175,3497.44988857,368.326,582.932,0.0,792.646205653,4.33423004689,451.879814615,-585.736,582.932,6415.91387683,5957.52938264,582.935662388
2691,3631.94910886,0.979366,3251.98833515,2691,318.472,3631.94910886,199.243,582.974083952,3631.94910886,368.374,582.943,0.0,1013.0685369,4.11575962941,483.666003867,-585.701,582.943,6733.74367462,6261.98051469,582.973969619
2692,4035.93292871,0.975263,1127.86924584,2692,220.154,4035.93292871,199.287,583.393475381,4035.93292871,368.44,583.389,0.0,1615.1171519,3.821975321,485.11216574,-585.985,583.388,6763.99783489,5943.92281071,583.392567317
2693,733.434791972,0.983078,51.5288485661,2693,283.658,733.434791972,199.295,582.517191548,733.434791972,368.464,582.506,0.0,2385.07311146,4.08169771742,409.049353594,-585.101,582.505,6306.1663627,3962.95532915,582.516429766
2694,3862.49016807,0.985214,629.20684456,2694,407.791,3862.49016807,199.388,582.569623398,3862.49016807,368.512,582.56,0.0,1697.81972249,4.48342460784,451.630745064,-585.17,582.557,6362.17015832,5289.29513344,582.568886618
2695,3893.00755417,0.979256,6256.92123935,2695,329.114,3893.00755417,199.421,583.007683587,3893.00755417,368.609,582.994,0.0,89.7649663886,4.28501786558,495.638787877,-585.548,582.992,6623.78462781,6433.22370092,583.00648317
2696,3833.79096022,0.978516,3441.04208061,2696,300.975,3833.79096022,199.442,581.807637695,3833.79096022,368.71,581.805,0.0,956.305045482,4.12448409001,489.073198448,-584.26,581.801,6961.49400422,6256.06636611,581.806956237
2697,3487.75779189,0.974209,3915.12847249,2697,353.286,3487.75779189,199.57,583.157124515,3487.75779189,368.824,583.139,0.0,767.104417471,4.32344910753,509.864090072,-585.625,583.138,6618.3889872,6197.58539522,583.155252894
2698,3659.36876184,0.972913,3925.1497959,2698,346.733,3659.36876184,199.535,581.758754362,3659.36876184,368.871,581.752,0.0,662.74273265,4.23930945501,473.156049776,-584.293,581.749,6283.76986069,5866.52044181,581.75585723
2699,846.675377732,0.975752,2155.85454001,2699,371.61,846.675377732,199.604,581.88278337,846.675377732,368.977,581.864,0.0,1328.45532739,4.32091568047,506.261690751,-584.359,581.86,6748.71776904,6074.30951386,581.879761225
2700,3730.53960461,0.974559,5486.93024615,2700,432.168,3730.53960461,199.76,582.272298084,3730.53960461,369.109,582.268,0.0,157.631064969,4.55339608927,449.042920647,-584.734,582.264,6023.38343909,5793.70755416,582.270685463
2701,3424.51911125,0.972811,411.7885021,2701,377.842,3424.51911125,199.743,581.56281736,3424.51911125,369.252,581.555,0.0,2287.72096401,4.35359828031,485.801176272,-584.027,581.552,6814.5527876,5412.47475576,581.560645522
2702,3271.69149114,0.977439,4616.69348121,2702,314.082,3271.69149114,199.74,581.056460104,3271.69149114,369.315,581.047,0.0,524.688446865,4.09250272574,489.040412424,-583.479,581.043,6491.20115697,6163.47659493,581.052414926
2703,3473.61878555,0.979231,2383.1288551,2703,445.202,3473.61878555,199.774,580.353567309,3473.61878555,369.458,580.351,0.0,899.188044835,4.47034835835,430.415441782,-582.623,580.345,5447.71634799,5075.99714742,580.349817193
2704,3848.98115966,0.97323,1155.54255785,2704,472.927,3848.98115966,199.835,580.470446446,3848.98115966,369.594,580.45,0.0,1271.80168432,4.65886617483,423.000246609,-582.93,580.446,5615.85368296,4956.24199073,580.468780215
2705,3679.28142675,0.980219,5960.95758336,2705,402.76,3679.28142675,199.866,580.967164627,3679.28142675,369.652,580.964,0.0,357.639280668,4.32169511983,492.147725835,-583.474,580.959,7097.23199865,6492.54979941,580.965127397
2706,3741.75456829,0.975586,6309.48178882,2706,333.066,3741.75456829,199.9,580.480113471,3741.75456829,369.709,580.481,0.0,131.722440954,4.2082317979,494.985854364,-582.938,580.473,6728.90472011,6544.20862228,580.475963979
2707,4102.57169142,0.977441,4752.35764265,2707,235.834,4102.57169142,199.832,581.308499231,4102.57169142,369.73,581.305,0.0,703.118822,3.88859937093,517.701073195,-583.795,581.29,7259.62891047,6827.0084959,581.300243692
2708,3785.34999367,0.980828,6346.57959459,2708,332.928,3785.34999367,199.8,581.674989668,3785.34999367,369.806,581.674,0.0,199.950596313,4.26693545663,509.764365707,-584.182,581.662,7040.86810737,6761.64392114,581.667118255
2709,3789.59079363,0.977581,6499.92284416,2709,411.46,3789.59079363,199.818,581.394166021,3789.59079363,369.887,581.37,0.0,120.29956008,4.60874281008,504.744599957,-583.803,581.352,6867.39526214,6636.65425382,581.38081512
2710,4063.86225184,0.984336,6088.57603739,2710,394.58,4063.86225184,199.853,581.178434147,4063.86225184,370.022,581.194,0.0,108.111147056,4.42348059654,476.17806167,-583.66,581.159,6489.71079448,6322.50607818,581.149029127
2711,3432.49587405,0.984751,501.325333946,2711,453.693,3432.49587405,199.868,581.396263043,3432.49587405,370.175,581.4,0.0,1743.63216947,4.6588811241,464.40526732,-583.95,581.362,6577.62294843,5645.46792423,581.369499459
2712,3905.56353076,0.987974,2719.02905289,2712,421.806,3905.56353076,199.945,581.073257447,3905.56353076,370.288,581.059,0.0,1186.81378917,4.46365835906,503.76616633,-583.65,581.03,6914.92364269,6261.44438664,581.049324348
2713,4235.59651602,0.984382,6325.02669204,2713,324.342,4235.59651602,199.965,582.016579141,4235.59651602,370.4,582.009,0.0,111.449784324,4.29466428922,505.260067516,-584.539,581.984,6765.80740866,6625.19743599,581.996851614
2714,3630.26839142,0.983864,587.111792576,2714,535.249,3630.26839142,199.992,579.937077097,3630.26839142,370.551,579.929,0.0,1868.60489603,4.95628158069,471.326598263,-582.528,579.898,6504.62738842,5166.27744912,579.916596026
2715,3449.68172887,0.975764,1267.9477447,2715,363.423,3449.68172887,200.171,581.000963523,3449.68172887,370.634,581.0,0.0,1654.10885862,4.29588371674,467.640700462,-583.524,580.964,6344.4865628,5263.80900814,580.970069005
2716,3959.67677613,0.971618,5835.56851554,2716,364.334,3959.67677613,200.209,581.267718476,3959.67677613,370.7,581.287,0.0,155.958634223,4.32413043505,483.930602473,-583.731,581.238,6376.37531785,6166.92946114,581.229223499
2717,3884.21994567,0.978163,6073.1075853,2717,377.104,3884.21994567,200.235,580.43505534,3884.21994567,370.827,580.422,0.0,119.974847703,4.47276471699,475.312109707,-582.92,580.378,6480.48792147,6325.37937591,580.395123641
2718,3543.39267188,0.975886,4954.38539188,2718,346.659,3543.39267188,200.182,581.106451897,3543.39267188,370.944,581.079,0.0,665.372067547,4.32978658278,480.657969691,-583.68,581.043,7179.24878339,6287.74944694,581.071857402
2719,3790.33260401,0.977291,6710.12576236,2719,408.301,3790.33260401,200.145,580.451692551,3790.33260401,370.994,580.454,0.0,97.748680637,4.56860433432,503.75184741,-582.871,580.404,7083.93377832,6886.84616068,580.410111223
2720,3863.2758437,0.978636,5538.00277634,2720,367.368,3863.2758437,200.137,580.002428041,3863.2758437,371.074,580.005,0.0,122.512572784,4.2990485184,447.643964139,-582.502,579.948,5929.26398285,5707.80126987,579.955131626
2721,3736.85536327,0.977068,6176.70096743,2721,387.924,3736.85536327,200.2,580.060017178,3736.85536327,371.253,580.044,0.0,105.362001357,4.41571923297,489.971596281,-582.529,579.986,6573.87992787,6339.68810979,580.010059658
2722,3792.03194467,0.975233,6367.81427124,2722,490.373,3792.03194467,200.309,580.708007676,3792.03194467,371.422,580.726,0.0,129.069895443,4.76340633854,497.579259413,-583.152,580.664,6752.01195314,6562.88993247,580.657514091
2723,4005.99085179,0.972853,1976.92678551,2723,251.145,4005.99085179,200.371,580.879428893,4005.99085179,371.586,580.864,0.0,1640.40617159,3.92486405119,491.572093926,-583.331,580.809,6787.11465757,5815.76300719,580.831569729
2724,3645.88398927,0.978232,1627.87071919,2724,403.813,3645.88398927,200.413,581.323636735,3645.88398927,371.69,581.324,0.0,1524.2071111,4.37619671294,504.185908737,-583.696,581.281,6869.70632942,6154.99263547,581.282898629
2725,3958.00783161,0.988261,5455.15896075,2725,334.959,3958.00783161,200.331,580.774826576,3958.00783161,371.723,580.764,0.0,129.716314515,4.12752963933,459.038461405,-583.067,580.713,5878.36396783,5728.57293612,580.732005479
2726,4077.56503269,0.983221,5943.44518873,2726,333.405,4077.56503269,200.389,580.762474811,4077.56503269,371.758,580.763,0.0,159.125770886,4.2513647506,472.066484269,-583.162,580.696,6568.64638338,6216.21652311,580.708207903
2727,3853.66440985,0.977301,1117.98570001,2727,433.953,3853.66440985,200.398,580.381096368,3853.66440985,371.841,580.384,0.0,1662.18612682,4.56591267371,489.213971336,-582.731,580.324,7028.38942623,6079.6693001,580.334341612
2728,3912.08843548,0.98102,5728.83445081,2728,441.354,3912.08843548,200.378,579.614128932,3912.08843548,372.023,579.616,0.0,110.039686993,4.61668076067,449.493831756,-582.113,579.556,6101.18521543,5945.81354213,579.574314796
2729,3681.56412349,0.977564,6222.16354457,2729,365.692,3681.56412349,200.451,579.44856715,3681.56412349,372.075,579.485,0.0,120.767589716,4.32773397704,499.091439477,-582.147,579.448,6573.35687918,6412.05777056,579.426955213
2730,3674.375158,0.979084,5968.28873781,2730,295.448,3674.375158,200.501,579.955557025,3674.375158,372.135,579.913,0.0,151.85655937,4.17418020606,463.446207624,-582.419,579.896,6410.08476626,6212.39235311,579.945671005
2731,3883.86136754,0.97224,5354.22182575,2731,420.374,3883.86136754,200.64,580.136636574,3883.86136754,372.207,580.147,0.0,438.601430036,4.47324996835,482.042425164,-582.689,580.125,6956.97625918,6604.26819512,580.125077563
2732,3979.40027493,0.978352,5874.88156168,2732,324.087,3979.40027493,200.636,580.143133618,3979.40027493,372.327,580.132,0.0,133.143404775,4.09203926698,457.888624787,-582.809,580.12,6265.90727392,6044.33127827,580.136639595
2733,3664.09159044,0.974606,5890.88367663,2733,408.897,3664.09159044,200.705,580.745059753,3664.09159044,372.382,580.749,0.0,194.949202648,4.42234703674,463.971184034,-583.233,580.742,6462.03557034,6213.53719974,580.742169032
2734,3675.77474207,0.990074,5502.60184149,2734,509.481,3675.77474207,200.679,579.951557009,3675.77474207,372.531,579.923,0.0,46.8413830245,4.75478904887,434.652243567,-582.409,579.911,5661.65404038,5563.40375861,579.949029116
2735,3911.9995499,0.98259,5894.42015435,2735,239.432,3911.9995499,200.684,579.752317764,3911.9995499,372.563,579.764,0.0,100.393985053,3.84648415733,463.640349624,-582.308,579.761,6231.75424966,6075.84673795,579.75029635
2736,3926.68157988,0.977898,5824.74001365,2736,418.534,3926.68157988,200.737,580.318802161,3926.68157988,372.719,580.32,0.0,162.616600353,4.42616742816,464.883204474,-582.835,580.312,6462.60898907,6198.88387981,580.313567356
2737,3842.2761051,0.976288,279.207291096,2737,351.022,3842.2761051,200.789,581.06320269,3842.2761051,372.778,581.054,0.0,2407.81636445,4.21219919336,440.405124246,-583.531,581.053,6388.97296316,4582.83037948,581.063012907
2738,3748.3355769,0.970586,409.387124433,2738,337.686,3748.3355769,200.796,580.135167316,3748.3355769,372.88,580.113,0.0,2356.98442936,4.19811063261,463.121398408,-582.606,580.109,7080.32497163,5602.50501842,580.134222135
2739,3442.01725346,0.9716,2902.39068013,2739,388.162,3442.01725346,200.804,579.053410201,3442.01725346,372.993,579.049,0.0,1079.16749435,4.4111209542,420.070460777,-581.491,579.036,6833.04527496,5991.05515005,579.049370465
2740,515.755233532,0.975281,6187.70009882,2740,449.944,515.755233532,200.879,579.010431694,515.755233532,373.161,579.005,0.0,179.702198796,4.59991929245,465.3476918,-581.537,578.995,6669.34168184,6407.12624073,579.005345775
2741,3818.56237644,0.978074,3528.59661254,2741,408.754,3818.56237644,200.889,578.838283034,3818.56237644,373.233,578.821,0.0,822.1893548,4.47225528565,460.203029486,-581.308,578.808,6618.27631967,5879.36385916,578.832922105
2742,3405.96834534,0.979602,2259.21087737,2742,427.224,3405.96834534,200.958,579.332566879,3405.96834534,373.381,579.33,0.0,1476.6492102,4.52202854308,477.834646173,-581.78,579.318,6585.63980443,5643.36288438,579.325563657
2743,3491.68632626,0.985297,597.124809303,2743,349.406,3491.68632626,200.972,578.809105922,3491.68632626,373.481,578.814,0.0,2636.83636737,4.29085466515,405.870891513,-581.259,578.786,6380.92803757,4016.59770519,578.792381849
2744,3506.57094827,0.97884,4916.72315731,2744,280.25,3506.57094827,200.986,578.690594235,3506.57094827,373.533,578.682,0.0,473.514002357,4.15320650824,455.945732788,-581.034,578.644,6391.16372479,5823.72224342,578.662661813
2745,3745.22817477,0.979999,5608.91778891,2745,392.223,3745.22817477,201.061,579.066939322,3745.22817477,373.66,579.064,0.0,166.053285998,4.46934200034,470.195942255,-581.427,579.03,6196.17105281,5925.78121506,579.038351889
2746,3826.97951015,0.983778,3369.19010319,2746,400.45,3826.97951015,201.058,578.627797814,3826.97951015,373.77,578.612,0.0,815.665421464,4.38836141836,455.948394286,-581.111,578.586,6248.27109317,5796.69568799,578.598660504
2747,4141.06515464,0.977642,2070.50032813,2747,452.298,4141.06515464,201.066,578.671530843,4141.06515464,373.931,578.665,0.0,1220.92039696,4.58185160554,462.526744469,-580.936,578.64,6511.60036241,5671.93125952,578.650639207
2748,3765.33836178,0.975282,1870.48516249,2748,242.793,3765.33836178,201.097,578.484988241,3765.33836178,373.976,578.486,0.0,1628.90975017,3.94700707578,488.031129866,-580.8,578.464,6906.2518901,5752.314454,578.469724346
2749,3741.66022618,0.979717,5637.2346812,2749,330.52,3741.66022618,201.146,578.916634603,3741.66022618,374.05,578.907,0.0,142.456329522,4.30405425283,440.628878115,-581.366,578.878,6057.65883621,5806.38701681,578.905885729
2750,4118.84552337,0.974943,6290.29950018,2750,333.475,4118.84552337,201.171,579.23990388,4118.84552337,374.118,579.239,0.0,139.853757483,4.21882709358,495.237196597,-581.645,579.227,6758.85715887,6514.88039782,579.231108294
2751,4152.86290174,0.977128,2712.62263678,2751,258.486,4152.86290174,201.261,579.147343916,4152.86290174,374.207,579.152,0.0,1563.10858902,3.94346922308,509.328757608,-581.587,579.142,6985.63108878,6031.13357214,579.138818687
2752,3951.5714926,0.982646,1645.4562686,2752,397.239,3951.5714926,201.373,578.169424279,3951.5714926,374.298,578.162,0.0,1827.78101886,4.55084086681,483.561824333,-580.651,578.154,6835.41629597,5441.66610289,578.166132983
2753,3821.4911646,0.982312,5201.78609281,2753,404.444,3821.4911646,201.234,578.256035349,3821.4911646,374.455,578.24,0.0,112.600562724,4.42670897756,433.087980308,-580.578,578.238,5557.01944434,5421.19932941,578.251860402
2754,4018.41989845,0.981958,1438.41947503,2754,427.909,4018.41989845,201.29,578.209861862,4018.41989845,374.605,578.211,0.0,1271.26784426,4.49172609216,438.921060265,-580.462,578.193,5851.73208594,5230.46181185,578.195226254
2755,3850.36707433,0.981477,4337.6394477,2755,328.342,3850.36707433,201.331,578.756737383,3850.36707433,374.658,578.738,0.0,645.844793582,4.14954687763,484.190351049,-581.241,578.735,6716.04198248,6241.18853509,578.75237356
2756,3646.01752741,0.97694,5987.01210885,2756,297.942,3646.01752741,201.424,578.285328404,3646.01752741,374.748,578.271,0.0,120.998930824,4.16007372156,461.470978933,-580.705,578.266,6369.93533009,6153.08537608,578.280922818
2757,3993.66828801,0.978426,1457.81923822,2757,431.479,3993.66828801,201.479,577.880340141,3993.66828801,374.794,577.916,0.0,1761.56655077,4.55172411675,491.159279169,-580.442,577.909,6656.3354737,4808.77327315,577.877778052
2758,3793.16542024,0.972513,5970.12013643,2758,299.653,3793.16542024,201.494,578.446213305,3793.16542024,374.913,578.403,0.0,100.952597439,4.09646844158,483.828038202,-580.916,578.401,6246.07031616,6112.85156119,578.443574334
2759,3911.9260018,0.977696,6216.29422084,2759,276.851,3911.9260018,201.576,578.538989789,3911.9260018,374.93,578.523,0.0,102.466336903,4.02168784581,460.176980678,-581.012,578.515,6520.08516579,6358.03996919,578.531924417
2760,3928.00979451,0.982278,110.640527449,2760,359.615,3928.00979451,201.6,577.018287161,3928.00979451,375.041,577.016,0.0,2118.91972259,4.37749512794,395.903533917,-579.561,577.014,6432.57370531,4727.15019657,577.017947923
2761,3717.5680969,0.985113,-64.5388575674,2761,246.018,3717.5680969,201.688,579.502176289,3717.5680969,375.146,579.509,0.0,2042.24840195,3.92338079749,312.269587829,-582.028,579.496,4885.94259794,2553.32266826,579.494185935
2762,3732.11052406,0.983122,958.927839129,2762,334.451,3732.11052406,201.69,579.811281604,3732.11052406,375.23,579.791,0.0,1806.49906719,4.33256104533,443.207041541,-582.408,579.784,6429.4111863,4275.44219106,579.802702843
2763,3183.70037557,0.980664,1537.98731623,2763,335.05,3183.70037557,201.684,577.452629058,3183.70037557,375.29,577.438,0.0,1787.9879961,4.32663866116,481.852204355,-579.911,577.432,6320.73142518,5251.98742119,577.445569052
2764,3558.79692619,0.976031,5856.5085704,2764,407.461,3558.79692619,201.813,578.349846509,3558.79692619,375.371,578.364,0.0,62.4797359238,4.64848843757,456.378164852,-580.832,578.356,6074.69860456,5969.29016207,578.341503732
2765,3485.36293538,0.975277,167.204994929,2765,315.965,3485.36293538,201.877,578.014712314,3485.36293538,375.475,577.988,0.0,2069.35362864,4.24167768775,439.225108703,-580.459,577.985,6148.58636392,4532.31422391,578.010784776
