Iteration,AverageQLoss,AveragePolicySurr,QFunRegParamNorm,AverageQ,AverageY,AverageDiscountedReturn,AverageAction,StdEsReturn,AverageAbsQYDiff,Epoch,MaxReturn,MinReturn,AverageAbsY,MinEsReturn,MaxEsReturn,StdReturn,AverageAbsQ,AverageReturn,PolicyRegParamNorm,AverageEsReturn
1519,224.632,-276.185,175.199,273.585,273.599099389,258.833235317,0.999139,771.044881652,6.74584504704,1519,4082.34432473,374.260272826,273.681549668,93.4372997697,2027.70697491,1080.98129763,273.722,1518.42583612,129.822,710.452087888
1520,214.946,-276.156,175.268,273.647,273.653893599,253.639422286,0.998998,245.795846528,6.77831068644,1520,4276.18293065,580.049240668,273.757208945,35.4157178942,708.492817029,1175.21445967,273.8,2137.60915756,129.833,312.375184831
1521,202.319,-277.774,175.335,275.282,275.292526548,268.667037137,0.999209,447.351691884,6.66911051971,1521,4151.83218885,571.841177887,275.356505422,56.0177972977,1304.60921216,1121.74464222,275.411,2355.55770668,129.867,614.419713429
1522,217.874,-277.903,175.421,275.295,275.303053821,268.613642207,0.999426,455.626350991,6.78553781163,1522,4246.1760752,512.708822092,275.39374688,-1.63383135471,1408.70706593,1129.64476571,275.448,1977.16103343,129.875,458.725697906
1523,218.204,-277.772,175.488,275.155,275.165775734,266.961975426,0.999329,976.187691102,6.83042063952,1523,4166.53777388,580.363062876,275.255401423,-0.903662447102,2406.46508622,1059.77591755,275.31,2341.04347821,129.957,724.786140655
1524,220.935,-278.441,175.544,275.97,275.979182382,289.878140184,0.999321,517.481233808,6.86759165582,1524,4445.73817255,755.005105755,276.070316594,8.10041726366,1565.83405757,1002.91298678,276.119,1995.9147196,130.029,438.828306285
1525,214.901,-278.858,175.617,276.302,276.309096003,271.903928536,0.999155,280.479803697,6.77248893208,1525,4227.93812331,26.7480777921,276.416820359,27.0331538969,856.800835423,884.176759027,276.473,1694.60781414,130.043,314.54333385
1526,223.072,-279.372,175.639,276.83,276.845813723,239.40545873,0.999207,412.927943835,6.87461964021,1526,3943.35431835,249.266290836,276.934704388,-0.683845000803,1055.65186997,1122.8104121,276.969,1911.31927486,130.071,284.304835157
1527,220.191,-279.359,175.697,276.838,276.849133754,226.891113452,0.999116,129.94198658,6.94574630832,1527,4031.47729857,489.183130101,276.948993789,1565.90033306,1882.18819421,1105.17118765,276.984,2256.52980821,130.099,1713.75062421
1528,229.263,-279.846,175.745,277.28,277.276820023,187.694341417,0.999096,365.670693822,6.95920026164,1528,2220.9718035,214.220974661,277.38340252,5.23572593015,1025.64098283,399.02022197,277.441,500.561840855,130.12,276.835229553
1529,227.273,-280.469,175.801,278.011,278.035397715,228.526984497,0.999092,221.85969003,6.85418005189,1529,3128.59114487,169.690623788,278.157076527,5.86904723498,626.916388782,661.911185103,278.19,814.888805951,130.202,285.774812423
1530,205.417,-280.754,175.856,278.181,278.190059594,261.721376939,0.999044,387.489706583,6.79067716151,1530,2311.72687902,333.338547584,278.326214223,8.5703876155,1066.16443144,523.911785703,278.374,1100.88539119,130.235,483.232844452
1531,230.565,-281.25,175.914,278.565,278.566712968,268.635615015,0.999551,174.975572487,6.86486479531,1531,3863.96687281,305.155492473,278.684364584,172.68079949,722.671109208,917.579947815,278.747,1452.63426714,130.245,404.930345365
1532,224.639,-281.541,175.951,278.945,278.94584027,271.363636268,0.999038,335.421835133,6.92854327209,1532,4279.49867049,541.196457901,279.035822977,192.466592486,983.62173802,1281.84038464,279.092,1815.81276546,130.25,658.938847311
1533,231.921,-282.142,176.004,279.571,279.583470553,256.306683538,0.999116,566.292170454,6.88624327518,1533,3587.41360601,176.873373257,279.681640494,74.735995616,1617.45874625,903.979198333,279.715,1510.64638225,130.358,666.807930025
1534,222.398,-282.057,176.042,279.515,279.518734661,236.562975102,0.999117,200.450347143,6.90948375657,1534,3835.63987744,91.5734855237,279.618087564,1.50408357572,523.854083711,1102.14293146,279.683,1366.74948579,130.371,237.31162348
1535,208.942,-282.85,176.138,280.347,280.358505644,252.074794265,0.999154,358.907655256,6.83032211541,1535,2551.15532796,108.823545629,280.454825652,36.7351076913,990.965303824,507.686323173,280.504,903.269971552,130.397,425.4229518
1536,235.583,-282.249,176.212,279.703,279.71268414,215.078014373,0.998788,372.487126866,6.97806416706,1536,3601.70412421,189.437895578,279.841084955,118.166503913,1258.66879584,893.661411003,279.905,942.968590792,130.426,399.53572577
1537,205.673,-283.67,176.249,281.102,281.105898513,220.920975627,0.998664,287.430437392,6.85669914062,1537,4561.97074025,29.3173600306,281.220272655,59.9436904694,859.475358668,1165.58302563,281.268,1258.84548705,130.479,482.373948682
1538,224.504,-283.222,176.346,280.741,280.741502676,224.021475587,0.998774,342.07311389,6.91227218894,1538,4118.88723571,93.9110851009,280.848404447,30.314552397,1053.48902981,1312.47534054,280.906,2132.16554567,130.52,323.046825807
1539,226.62,-283.052,176.4,280.591,280.593078078,260.691260873,0.999195,323.371131372,6.99979966509,1539,4601.05286453,460.00758827,280.703876792,8.51906275569,836.545022261,1088.2748719,280.767,1688.53391837,130.554,420.677540964
1540,208.999,-284.257,176.489,281.696,281.712222294,206.498085371,0.999267,244.778374371,6.81615637831,1540,4048.97017169,183.156033164,281.811300578,246.010085212,903.34406932,866.513889793,281.851,1116.11090427,130.581,631.247864148
1541,221.297,-284.504,176.559,281.96,281.969140055,173.27652787,0.998954,641.255627501,6.8765261041,1541,2020.7780098,25.7834523054,282.080722491,19.3926680045,1826.14153929,477.921055277,282.13,578.029894324,130.591,514.003928139
1542,241.062,-285.075,176.609,282.558,282.548195874,167.353776617,0.998859,172.176587557,7.03985448598,1542,1941.83749775,57.5920415629,282.63930643,-4.85222519746,492.768853462,445.657305248,282.713,537.920713295,130.594,205.250195336
1543,224.672,-285.494,176.677,282.973,282.994899923,208.476041034,0.999114,210.452815444,7.01650095872,1543,3066.879458,208.809694978,283.087618021,-5.23025502618,745.375998215,698.260199987,283.136,955.766382478,130.61,210.863425298
1544,238.47,-284.646,176.751,282.117,282.117689917,185.084007232,0.998884,372.890379261,7.03136076131,1544,3988.20420587,23.0178679338,282.213553528,-4.94120510123,1010.92551125,1361.29228011,282.265,1340.57868838,130.664,291.066859718
1545,223.145,-285.808,176.768,283.276,283.284907943,185.918814847,0.999285,590.7983756,6.99785997937,1545,3464.33017293,63.1126052815,283.386401864,6.15630148371,1565.3667838,785.321801794,283.441,737.616203861,130.722,636.485419394
1546,242.299,-285.903,176.84,283.462,283.472299413,195.777530171,0.998815,767.697491963,7.02850712232,1546,3544.40143649,30.9394417985,283.573454572,28.3794668468,2217.33594476,894.381541218,283.614,1221.90430713,130.803,859.226514922
1547,249.708,-286.436,176.943,283.838,283.839586283,238.076667488,0.99927,812.310915469,7.04708986583,1547,3815.67238551,256.178104389,283.927495786,5.45628783983,1974.70315015,950.816242005,283.99,1539.86931,130.802,907.83975728
1548,206.866,-286.382,177.037,283.723,283.739302783,217.386401769,0.999004,350.140377133,6.84621896996,1548,3485.85126351,34.8115797102,283.84182174,365.134176112,1112.96944782,1098.07754545,283.88,1447.77943192,130.798,731.368774272
1549,218.429,-287.01,177.086,284.349,284.353288857,211.042930114,0.99892,506.234125209,6.9598529716,1549,4220.51212531,98.8828163927,284.456470166,191.737111161,1439.11491977,1027.98186579,284.509,1130.08010668,130.877,645.592626594
1550,230.638,-287.975,177.133,285.363,285.360985034,185.258294391,0.99849,383.937682868,6.98038402338,1550,3772.38327129,71.6083717813,285.477971898,176.749612759,1157.75925363,1154.66783,285.554,1093.95248043,130.926,503.513747
1551,251.954,-287.719,177.211,285.105,285.11443247,261.740117999,0.99918,373.026823564,7.13607160576,1551,4095.67048088,645.55012401,285.242823242,298.119607022,1341.85237393,1094.75445635,285.294,1966.64672095,131.019,829.685166834
1552,241.361,-287.705,177.268,285.127,285.135212788,243.614585509,0.999173,560.315786427,7.07669305413,1552,4253.68833351,382.808294342,285.241815957,25.3243363002,1749.79412074,1282.60368955,285.316,2160.92790938,131.089,451.558517137
1553,227.55,-288.524,177.354,285.964,285.967953746,254.472691495,0.999194,553.338742048,6.96339455182,1553,4432.51734543,156.81952638,286.094752026,56.2830165768,1616.65696968,946.73521685,286.146,1670.32374486,131.065,569.963191253
1554,227.621,-289.048,177.407,286.492,286.502371996,259.602595305,0.999327,221.70128281,7.11439599404,1554,4051.91284104,562.642650358,286.611424453,138.626975451,801.972106674,751.838997939,286.666,1432.73172263,131.105,384.775096635
1555,227.616,-288.601,177.473,286.078,286.079874297,244.709192013,0.99906,532.396673228,7.12385743907,1555,3962.84484614,23.9976646259,286.194254047,23.391339048,1364.85952202,1142.4945475,286.233,1911.57254455,131.095,645.65135728
1556,250.179,-289.001,177.538,286.38,286.386603278,202.082574669,0.999004,305.261600811,7.30633113905,1556,4203.82527216,73.2183683744,286.506876791,42.3806416714,896.388661931,1365.25828792,286.602,1238.94760908,131.192,589.19129577
1557,233.594,-288.589,177.616,285.963,285.985161917,171.899276226,0.998949,361.75346259,7.12686149403,1557,3792.31338836,149.441406246,286.099428346,60.1683410087,945.68484436,1004.26533997,286.149,920.695768602,131.248,531.276557922
1558,234.246,-289.496,177.701,286.822,286.825004293,218.244513978,0.999156,436.597507166,7.16332039655,1558,3347.15149703,756.37402091,286.960142495,36.8189234786,1287.60091119,967.81745756,287.02,2146.59110027,131.319,407.596032978
1559,239.548,-289.947,177.735,287.276,287.278581691,290.825097782,0.999247,546.262740756,7.15985469351,1559,4307.33516078,411.161153814,287.394868019,78.7040799565,1493.10759748,1183.86554422,287.45,2034.22864324,131.304,776.855028474
1560,250.59,-290.455,177.811,287.802,287.800245415,296.035154513,0.999173,140.601428821,7.25261760451,1560,4089.77324773,593.512747429,287.925215053,117.196028222,517.744698776,1085.22179464,288.018,1806.25153418,131.391,379.500430524
1561,231.999,-290.414,177.84,287.828,287.854138634,232.285512041,0.999084,416.056393061,7.20299369381,1561,4182.28090958,195.655711677,287.985457345,-5.53395755735,1074.98938699,1325.52664402,288.004,1694.69767217,131.435,384.618446266
1562,259.437,-291.151,177.932,288.604,288.60374571,225.809004099,0.999056,401.715734693,7.22619314186,1562,3823.20191652,245.44666209,288.724360614,162.441509774,1319.13491543,1173.88061738,288.786,1660.59919895,131.466,448.622827174
1563,254.318,-291.28,178.031,288.799,288.816997127,273.381377855,0.999299,492.647665538,7.30204143304,1563,4036.08853724,243.857585509,288.950358096,10.7070886661,1431.00335736,1226.54453439,288.997,1773.5413876,131.514,358.731579608
1564,228.837,-291.463,178.069,288.817,288.816057527,231.361415601,0.999432,587.408474248,7.17093651238,1564,3726.58713321,539.568562956,288.94887262,183.394829453,1669.63203693,726.011281895,289.017,1530.23842754,131.597,694.402147608
1565,247.853,-291.671,178.118,289.044,289.04512751,252.803053695,0.999247,276.916736532,7.23916164588,1565,3858.76118952,1197.01495866,289.190807861,-3.07307989422,826.158110365,843.583586991,289.242,2901.86551205,131.675,332.50562158
1566,275.715,-292.129,178.2,289.511,289.525950223,196.093335358,0.999027,883.402279775,7.36696603436,1566,3416.17358885,46.442805009,289.659578505,292.175350278,2348.45290654,1109.77856778,289.674,1667.45226726,131.666,818.759242263
1567,261.7,-292.274,178.259,289.648,289.650975718,226.243474763,0.998661,365.640260007,7.32487986948,1567,2905.56100836,590.066787025,289.805250081,134.73474813,987.139828987,827.44590974,289.846,2015.96135918,131.669,552.400945138
1568,226.412,-292.923,178.306,290.285,290.282493095,222.032789277,0.999185,635.993564885,7.17162519776,1568,3950.03923086,283.46588991,290.407564796,2.64059098638,1457.49153834,998.597535215,290.485,1736.42675005,131.69,569.251573087
1569,233.365,-293.199,178.349,290.581,290.598030302,253.266289208,0.999139,432.388834286,7.23262488143,1569,4200.74471913,1263.09578951,290.737924682,168.749315121,1189.32520904,1116.30688364,290.775,2908.09449983,131.728,773.232557608
1570,225.91,-293.544,178.461,290.91,290.91207868,222.324520856,0.999286,136.001240723,7.16698139527,1570,3693.32616334,275.969851692,291.04146484,177.333792565,569.53548438,1038.13404284,291.09,1982.48265157,131.808,416.799161906
1571,248.42,-293.351,178.519,290.772,290.780555736,232.387736394,0.999218,82.888512654,7.35387456885,1571,4485.74441689,247.578613507,290.916190844,616.128529498,818.649905974,1167.82079919,290.978,2552.85219178,131.805,721.55380305
1572,256.478,-294.268,178.531,291.654,291.667580617,83.1721366663,0.999056,325.865650426,7.3490902323,1572,4290.45563329,15.582888898,291.811679613,685.100984714,1597.60227288,1290.19314579,291.868,714.90656302,131.859,1096.44985497
1573,260.577,-294.127,178.593,291.494,291.509556907,214.601290618,0.999175,527.765535705,7.31421946257,1573,3809.5286638,2011.84120622,291.632814853,226.270038566,1518.9781855,531.224836392,291.691,3233.90922681,131.867,869.404240044
1574,253.825,-293.899,178.658,291.317,291.311362049,229.873308343,0.999116,271.166216991,7.3853502459,1574,4225.84001084,3565.29256303,291.442999698,0.820769998374,692.857087857,189.48016135,291.536,3830.19363492,131.886,306.441488026
1575,229.933,-294.757,178.732,292.066,292.080292602,236.333365906,0.99911,601.335768208,7.17200456331,1575,4094.62387932,131.925438134,292.191611898,635.965804176,1961.0479504,1340.55864716,292.248,2763.7505332,131.938,1112.81323566
1576,274.985,-294.784,178.799,292.096,292.093773602,269.590130235,0.999236,680.208654808,7.43092372776,1576,3914.90720632,787.333153255,292.199338798,1.50559460915,1667.17775724,1056.9138609,292.281,2923.88413144,131.996,822.654321349
1577,249.353,-295.61,178.861,292.885,292.896323041,261.041266978,0.999128,337.154300149,7.32147038539,1577,3885.30320663,409.440688502,293.020365909,791.060971993,1550.20603766,906.582985842,293.065,2854.2429655,132.039,1264.50260781
1578,246.816,-295.619,178.922,292.93,292.94434301,236.474146555,0.999115,896.808869569,7.28203803002,1578,4284.7504583,2321.50312822,293.053783295,39.431076785,2233.68013981,690.159264673,293.112,3507.36161322,132.029,1166.64982238
1579,253.523,-296.005,178.954,293.277,293.290333433,284.293148677,0.999191,1578.40398506,7.32503035736,1579,4244.73631095,1364.29790351,293.400999834,4.88638913323,3161.69435926,995.88280567,293.447,2832.68402446,132.025,1583.2903742
1580,263.286,-296.961,179.014,294.303,294.302404402,250.856409334,0.998985,425.793705334,7.37287439428,1580,4110.91103708,846.15208414,294.437853468,299.905681857,1407.73219405,1077.22256032,294.48,2763.65132864,132.043,706.635071281
1581,241.419,-297.317,179.079,294.534,294.543091361,291.79882692,0.999224,938.348283556,7.34482712406,1581,4422.60775526,2150.56769168,294.65118136,228.577757235,2279.63477447,618.589554993,294.695,4001.1514316,132.086,954.641448841
1582,279.704,-296.804,179.115,294.112,294.116296551,279.267946827,0.999196,488.423210909,7.52105665862,1582,4601.74403248,245.643671248,294.259224823,173.928432245,1615.46653665,1186.94424021,294.31,3025.20244774,132.091,705.163673551
1583,243.831,-297.972,179.166,295.331,295.334683098,258.630931816,0.999262,717.932740599,7.26947368688,1583,3893.63328851,205.122933283,295.454442995,5.09081849276,1687.42525991,1117.33961092,295.506,2179.51663703,132.074,698.408073769
1584,244.037,-298.63,179.246,296.034,296.04030244,224.082420089,0.999075,227.87766153,7.27523619561,1584,3783.75971093,251.896795489,296.14898837,-4.88408804803,690.891611703,721.660517421,296.188,1209.05040961,132.089,257.51745604
1585,241.119,-298.503,179.291,295.895,295.900605717,229.979056092,0.998962,439.05099354,7.31997617141,1585,3756.08538581,563.144707549,296.038485845,201.697065717,1263.47838833,800.856995218,296.084,2403.38281872,132.152,595.062283007
1586,243.757,-298.179,179.367,295.473,295.479978716,225.065354459,0.998964,355.830516131,7.36571417934,1586,4111.38052158,307.018879255,295.601651353,53.9103717962,933.584098845,1247.19564307,295.653,2517.48580625,132.205,495.400369276
1587,272.846,-299.022,179.398,296.295,296.30093292,181.550422069,0.99925,544.781478826,7.41194695515,1587,3926.21344443,276.544478095,296.427155357,-6.3245785453,1440.46202546,1064.63608284,296.51,2706.46572664,132.203,484.527790985
1588,247.442,-299.365,179.454,296.628,296.642770498,238.656103286,0.999377,436.632804219,7.2968688308,1588,4490.92569884,666.997004358,296.753746915,176.274132946,1417.35002216,1192.4759167,296.816,3052.47478401,132.223,562.680029669
1589,263.024,-299.499,179.528,296.86,296.866560982,226.715012867,0.999149,756.560565893,7.34338714397,1589,4389.59784239,676.0546874,296.996899288,413.098184343,2221.73602433,1120.42489837,297.053,2698.31993723,132.255,918.31139977
1590,255.157,-299.656,179.623,296.98,296.996044267,226.813051978,0.999244,373.394026719,7.39063210233,1590,4418.2864654,171.114757819,297.107254792,4.06018276842,1058.58237723,1615.70791419,297.159,1889.86944996,132.354,524.636208094
1591,268.039,-299.345,179.656,296.72,296.716546315,255.327679313,0.999209,425.331134563,7.42663560586,1591,4453.51693204,1157.6757161,296.871740139,-11.8010634759,1058.13394305,1079.20854214,296.937,2868.78965638,132.413,516.729089559
1592,278.477,-300.373,179.765,297.688,297.701395779,209.386359581,0.999408,1501.94204721,7.51106462607,1592,4385.02989843,357.987130652,297.825286002,178.012976149,3181.89707056,1150.55095303,297.867,3024.13554616,132.445,1679.95502336
1593,259.34,-300.593,179.82,297.856,297.854228861,245.251011449,0.999055,81.8769823213,7.33540510855,1593,4017.78433849,243.052702334,297.98961601,95.3339381368,259.087902779,1062.5764431,298.047,2334.40408464,132.435,177.210920458
1594,259.579,-300.716,179.88,298.031,298.04480464,210.999920497,0.999284,0.0,7.39918149187,1594,4379.29109092,183.41480472,298.164074091,3232.98177942,3232.98177942,1220.56896189,298.221,2928.35905822,132.491,3232.98177942
1595,261.939,-301.372,179.977,298.657,298.674382465,230.027057981,0.99936,1314.06801674,7.36383792433,1595,4020.93339837,928.842998719,298.797422443,5.44858919204,3548.36131762,1132.46143381,298.851,2839.56663863,132.524,1198.76441049
1596,264.516,-301.73,180.067,299.079,299.085141458,215.323236975,0.99904,120.557572763,7.36840186088,1596,4121.97685229,145.629380377,299.213771539,412.093824162,712.991671574,1252.65597314,299.26,2069.37514015,132.559,573.093800137
1597,256.175,-302.133,180.139,299.403,299.40375293,255.809902253,0.99882,213.23331894,7.36146971831,1597,3860.47996659,36.3209506262,299.547980328,1118.99570397,1606.20520901,1346.20417584,299.621,2188.15392221,132.609,1308.25772619
1598,277.144,-302.072,180.238,299.351,299.362237582,228.900278305,0.999088,883.27166174,7.49467815279,1598,3953.96661086,148.462744599,299.505166026,263.448448261,2029.99177174,949.93573116,299.561,1738.61047612,132.623,1146.72011
1599,266.681,-302.91,180.303,300.112,300.117276706,218.200292518,0.999198,841.176285293,7.50799599733,1599,3952.80836735,153.270212559,300.26191351,1090.7815659,2773.13413649,1111.35003216,300.324,2315.99851168,132.663,1931.95785119
1600,261.514,-302.953,180.381,300.158,300.174302372,318.912931243,0.998996,338.910555249,7.49139362508,1600,4390.52433971,318.62190762,300.311111388,396.644732891,1303.35091848,1420.87678785,300.341,2483.1427855,132.696,674.493256778
1601,246.544,-303.728,180.436,300.954,300.970735877,221.254459698,0.99917,625.724466678,7.39671975257,1601,3589.62064485,193.252200519,301.100469842,73.97499976,1502.77274178,867.142420608,301.158,1065.7555439,132.72,685.473527054
1602,257.838,-303.803,180.525,301.056,301.060157551,307.398404159,0.998953,554.95308279,7.48451655236,1602,4092.28054008,486.531688552,301.188622752,1.28617692338,1618.13220649,1008.77819596,301.259,1974.98671623,132.745,569.213604369
1603,250.721,-304.407,180.579,301.645,301.65000433,279.507239595,0.999188,127.088403309,7.44385146748,1603,4047.9216764,447.509749137,301.785748952,76.2016652802,503.886507954,1192.30921819,301.848,2075.4714589,132.798,258.236543666
1604,246.675,-304.632,180.645,301.832,301.83649569,231.223143997,0.999277,505.267202064,7.39605518459,1604,4205.58363905,179.521345278,301.958021345,2.93277722344,1592.56767964,1005.2286585,302.026,1465.31429105,132.798,371.645032796
1605,290.457,-304.762,180.693,301.98,301.993978967,282.834425903,0.999004,336.74941131,7.64187184764,1605,3434.1366368,501.418159095,302.121851805,24.5791271176,1189.36413081,961.561887322,302.164,1875.22269684,132.885,381.209209063
1606,255.637,-305.071,180.77,302.317,302.308509291,230.717505465,0.999131,420.797540162,7.42428781706,1606,3860.56869518,97.0300830004,302.428682585,1.02035225624,1199.37147771,1081.79448363,302.492,1938.25159691,132.907,296.684452176
1607,256.13,-305.549,180.814,302.909,302.923484371,225.370640918,0.99913,527.050598531,7.56703495029,1607,2836.71954637,196.445439927,303.056284482,365.602486741,1790.64040978,723.944053547,303.084,1136.98070513,132.978,939.349792709
1608,233.826,-306.01,180.862,303.269,303.281883933,270.341724309,0.999231,117.2015845,7.35196697132,1608,4353.01747947,581.076211699,303.426426657,-4.98794541219,340.338493696,1078.91359754,303.465,1886.9402367,133.025,121.755222064
1609,269.421,-306.813,180.932,303.877,303.88438441,280.127969279,0.999333,408.10364995,7.60990628714,1609,4217.5698368,424.510833985,303.997832175,0.284967382727,1264.69483583,1232.86256188,304.047,2733.10892218,133.045,422.422187933
1610,265.179,-306.968,181.035,304.09,304.102166212,274.758448838,0.999386,376.37750918,7.53994739376,1610,4297.56141783,1878.72974855,304.268221536,15.6933657917,1203.45255738,751.244420057,304.315,3422.4068078,133.1,386.705122353
1611,288.444,-307.182,181.069,304.282,304.290237629,202.401922192,0.999146,958.520626175,7.68272237251,1611,4119.19896978,139.346593635,304.422347498,-2.75186080024,2287.89718715,1389.48271466,304.468,2764.63714262,133.196,639.337984142
1612,265.745,-307.678,181.108,304.782,304.784870206,245.173845346,0.99929,241.764079322,7.57518019588,1612,4128.32388659,888.00397209,304.893583092,304.054902445,950.561830301,992.720888034,304.954,3047.30060361,133.204,641.651769387
1613,266.84,-308.438,181.188,305.558,305.563052305,286.552848916,0.999041,563.893020561,7.53283671476,1613,4183.76128833,1283.90911261,305.664615402,192.783904054,1582.34301197,992.044203838,305.735,2581.11525445,133.265,614.717909155
1614,283.226,-308.617,181.245,305.787,305.802779826,261.287072007,0.999332,248.240721074,7.64928237472,1614,4519.86815159,173.585756824,305.928080426,-5.26818541181,655.455837963,1289.06280518,305.987,3554.31875169,133.301,311.501442615
1615,288.729,-309.352,181.301,306.356,306.3625301,270.898095394,0.999271,792.084628333,7.68705782741,1615,4078.46999128,262.383669089,306.485680768,132.279329048,2130.12710422,1104.82540075,306.55,2412.04427726,133.308,731.559422431
1616,292.857,-309.396,181.358,306.513,306.542514665,308.847154551,0.999242,470.054431254,7.72588546885,1616,4247.31510915,1040.43262541,306.653402607,-0.428072160958,1319.29280506,1106.16919497,306.704,2760.66049502,133.377,606.004261984
1617,265.64,-309.344,181.407,306.4,306.407205406,307.32082861,0.999401,918.566722283,7.71295964869,1617,4501.24306506,698.594441377,306.518825661,150.652035667,2300.64893478,1351.94472775,306.576,2807.01886112,133.418,710.722463881
1618,296.311,-310.891,181.488,308.006,308.021818592,195.153207304,0.999186,317.854421874,7.79893201313,1618,4238.10801047,0.660834694887,308.12187451,-10.1323415933,789.723984612,1528.8091595,308.184,1568.53147526,133.432,437.219181376
1619,284.096,-311.129,181.563,308.193,308.190337269,229.534220175,0.999347,234.940314237,7.7524006087,1619,4467.45902132,212.603737476,308.302571533,-6.81196325953,656.858672174,1281.1173417,308.375,2561.35373924,133.518,212.661227074
1620,296.595,-311.303,181.65,308.422,308.433100505,211.281032054,0.999279,255.690280591,7.80268218271,1620,4071.45158347,167.036061478,308.53464105,434.175635556,1095.74650323,981.618785771,308.59,2094.62681545,133.579,838.700643811
1621,267.225,-311.641,181.718,308.671,308.670540004,246.808963759,0.999231,1699.68061709,7.66558693603,1621,4251.89093248,349.412453019,308.788443376,-3.7565636137,3395.60467056,1311.56343049,308.844,2222.47264099,133.586,1695.92405347
1622,289.117,-311.989,181.755,309.166,309.170908502,236.000665478,0.999322,528.008106468,7.75747064406,1622,4666.54543257,183.62144335,309.302196163,69.2428357106,1527.80560407,1508.39721808,309.358,2086.39165285,133.625,590.569377909
1623,265.622,-312.654,181.826,309.74,309.76016858,269.300614551,0.999341,294.007078944,7.69269789837,1623,4637.2866101,1667.07107404,309.878972185,223.462883865,971.05522838,1009.08107924,309.938,3280.38605748,133.687,637.648873843
1624,285.864,-312.163,181.872,309.324,309.32667626,272.205078926,0.999308,745.336992639,7.83186647272,1624,4385.73290284,860.149949013,309.459443393,-8.21440150233,1574.37352823,1126.83196227,309.53,3278.34609457,133.722,618.417906145
1625,271.255,-312.707,181.929,309.89,309.893058537,268.129088222,0.999419,407.601266047,7.72332096438,1625,4425.31959826,1196.99973795,310.013890187,-6.79350601377,1244.79550629,1170.22932838,310.092,2755.58097609,133.776,249.850330027
1626,258.784,-313.477,182.017,310.695,310.709610367,263.48168739,0.999296,268.941622158,7.62483961717,1626,4426.15337735,672.822749805,310.849273001,-5.19818384779,730.76379822,1326.96593389,310.89,2211.09554685,133.816,207.032725082
1627,277.689,-313.66,182.095,310.843,310.845961543,258.410547203,0.999476,316.753093271,7.70577875824,1627,4370.29135339,139.763580756,310.992152982,-9.83832793048,901.640000395,960.771951924,311.05,1908.97853306,133.845,485.102977891
1628,302.493,-313.667,182.126,310.821,310.825513328,226.108074859,0.99929,687.793383566,7.91477545419,1628,3902.91858686,2.0684004722,310.946355752,-8.56501563829,1861.43636084,862.505607402,311.003,1363.22267289,133.851,527.160966487
1629,292.288,-313.808,182.197,310.939,310.953422154,232.613688986,0.999284,564.342482886,7.76931689408,1629,3255.9139899,811.66391362,311.079580885,330.580721542,1692.17086469,542.083602549,311.133,1633.33869844,133.931,908.424752826
1630,299.93,-314.021,182.241,311.244,311.244599757,117.22684243,0.999235,378.772655062,7.86195016179,1630,4327.07535442,-2.59239809775,311.372772693,0.766043168937,1124.93724429,1578.88945293,311.428,1548.5528415,133.938,450.054832753
1631,274.101,-314.605,182.332,311.852,311.858572218,226.347808101,0.999456,675.353634033,7.68060314119,1631,4477.84948345,158.532726768,311.971422564,-3.71804034197,1641.87131347,1113.86632134,312.02,1981.92382515,133.975,582.241879598
1632,259.098,-314.815,182.395,311.964,311.98672199,230.305197834,0.999375,369.804179625,7.68828814102,1632,3404.49046067,199.114583235,312.111004949,-5.65563934296,1076.94339936,840.96230983,312.154,1461.6905209,133.982,341.419862153
1633,292.285,-314.458,182.423,311.654,311.651958515,246.434769112,0.99931,351.813518217,7.86983294295,1633,3476.33227231,167.937714834,311.759650434,8.72008157066,975.608596387,750.070705759,311.827,1604.92596889,134.034,482.190684234
1634,310.699,-315.089,182.506,312.165,312.171441992,306.474468161,0.999384,152.513627636,7.98380017529,1634,4680.07655459,439.814310781,312.288540412,281.482842504,682.372455329,1092.14267508,312.371,2301.85543602,134.019,547.754135595
1635,283.935,-315.501,182.572,312.611,312.631373184,232.775575335,0.999425,489.669691268,7.83262404412,1635,4580.00831166,144.398522591,312.751315263,176.335156393,1491.67546602,1342.46339408,312.78,1750.73628795,134.052,561.277928214
1636,288.347,-315.953,182.645,313.06,313.070746645,267.826092614,0.999318,373.412742778,7.91996090315,1636,3569.30926584,655.053513569,313.196753982,163.808277234,1179.87772438,804.006002757,313.235,1772.30442341,134.053,750.056160548
1637,301.628,-316.24,182.732,313.399,313.408664891,195.024687921,0.999182,380.466168596,7.94488617454,1637,2622.14547743,137.19715413,313.518647424,-1.07850832609,1179.84110437,750.85535286,313.576,930.389932845,134.094,391.223080698
1638,295.59,-316.954,182.762,314.01,314.009081961,226.98469077,0.99933,279.785195216,7.97418919426,1638,4084.26359886,202.016231094,314.103469797,-0.419139662164,901.403333563,906.663137976,314.17,1257.91447714,134.141,426.822354255
1639,285.596,-316.532,182.824,313.534,313.545917233,289.593600619,0.999396,894.033716176,7.93997645433,1639,4474.45947474,889.680605973,313.655296376,84.4266080172,2048.380391,1305.28288137,313.717,2778.25752793,134.168,786.721648667
