Iteration,AverageReturn,MaxEsReturn,Epoch,AverageDiscountedReturn,MinEsReturn,AverageQ,AverageAbsY,MaxReturn,AveragePolicySurr,AverageQLoss,AverageAction,StdReturn,QFunRegParamNorm,MinReturn,AverageEsReturn,PolicyRegParamNorm,AverageAbsQYDiff,AverageAbsQ,StdEsReturn,AverageY
384,1079.29307789,737.848317554,384,94.3220831643,737.848317554,12.7183,12.7189851191,1150.62234918,-12.7911,0.136129,0.972585,37.26243679,119.018,1028.18750944,737.848317554,158.891,0.122487823605,12.7185,0.0,12.7189363224
385,1098.69967407,719.705700116,385,94.8453112893,719.705700116,12.7158,12.7160391884,1157.27084441,-12.7894,0.199563,0.973429,37.0255203788,119.112,1038.93703291,719.705700116,158.942,0.128500693221,12.7158,0.0,12.7159869158
386,1156.35822846,705.176882616,386,98.341737427,705.176882616,12.7194,12.7201633076,1209.50728739,-12.7969,0.164255,0.974126,30.8485556908,119.188,1089.49194712,705.176882616,159.086,0.125299102556,12.7194,0.0,12.7201072994
387,1012.57209609,771.921950997,387,86.8503627431,771.921950997,12.7271,12.727781399,1116.64156418,-12.7993,0.172316,0.976254,46.4050816583,119.271,948.180017232,771.921950997,159.243,0.128040362042,12.7272,0.0,12.7277134878
388,917.269193816,755.178480729,388,77.2524996953,755.178480729,12.7333,12.7339731985,983.547541946,-12.8157,0.18162,0.982944,47.5839806702,119.356,818.431755353,755.178480729,159.367,0.129748397178,12.7333,0.0,12.7339272603
389,1053.54746659,703.044916361,389,87.2758792969,703.044916361,12.7497,12.7504726793,1110.13324514,-12.8274,0.164053,0.982083,34.4107050565,119.439,983.351962409,703.044916361,159.524,0.126155485215,12.7497,0.0,12.7504439657
390,881.493609457,789.79026096,390,73.2780876023,789.79026096,12.7533,12.7539717125,983.82912033,-12.834,0.199057,0.976641,60.9627434553,119.545,765.001050985,789.79026096,159.656,0.131013117202,12.7533,0.0,12.7539355493
391,1005.57864109,896.685876254,391,81.2626341812,896.685876254,12.7682,12.7691415402,1145.01033399,-12.8482,0.173826,0.981027,61.1518812937,119.641,907.15163962,896.685876254,159.796,0.129653616156,12.7682,0.0,12.7691015736
392,1056.51236747,840.741694854,392,89.9891468253,840.741694854,12.7721,12.7726741144,1127.30453336,-12.8498,0.205213,0.974661,30.1654887208,119.712,1015.37385653,840.741694854,159.918,0.132349967094,12.7721,0.0,12.7726116358
393,1084.79807498,730.82363519,393,93.2797222983,730.82363519,12.772,12.7728678119,1168.00442698,-12.847,0.206049,0.979404,47.9692163405,119.753,1000.65208311,730.82363519,160.097,0.132759493247,12.772,0.0,12.7728169823
394,662.982938414,866.144845277,394,25.1600582768,866.144845277,12.7818,12.7824719286,1091.83344045,-12.8627,0.183683,0.969293,398.586742355,119.835,-31.5124474706,866.144845277,160.222,0.126694495955,12.7818,0.0,12.7824329434
395,1008.59644752,721.431884084,395,84.0018206241,721.431884084,12.7979,12.7984855019,1065.0224611,-12.8804,0.148599,0.984787,44.2750455606,119.918,916.271231391,721.431884084,160.352,0.123039396568,12.7979,0.0,12.7984356068
396,951.624565742,825.920849957,396,78.9419755694,825.920849957,12.7975,12.7982454097,1052.40458183,-12.8758,0.182908,0.977898,64.7350791185,119.998,846.838768887,825.920849957,160.503,0.127836694905,12.7975,0.0,12.7982036162
397,932.681726001,768.03380143,397,79.3853860124,768.03380143,12.7952,12.7961024996,995.836828905,-12.8706,0.238309,0.988643,36.459827874,120.071,858.711555399,768.03380143,160.697,0.136849810947,12.7955,0.0,12.7960265067
398,1038.35839909,688.654739918,398,91.9788740727,688.654739918,12.7982,12.7985312572,1229.76416765,-12.874,0.185926,0.981436,75.6037749785,120.142,928.422888601,688.654739918,160.82,0.127452840891,12.7982,0.0,12.7984846778
399,963.699359858,785.924683816,399,71.1551499775,785.924683816,12.8055,12.8060529035,1032.40497452,-12.8812,0.170959,0.979296,42.8429767441,120.187,902.919692705,785.924683816,161.005,0.124682518974,12.8055,0.0,12.8060062268
400,982.594368447,792.483527925,400,78.5778488953,792.483527925,12.7995,12.8001254124,1051.4691233,-12.8665,0.187419,0.975518,38.0664979896,120.247,898.403207234,792.483527925,161.153,0.128459515014,12.7995,0.0,12.8001071756
401,1054.61833285,821.816381451,401,88.1566692965,821.816381451,12.8,12.8002469396,1111.8963298,-12.8686,0.160781,0.97917,41.7726907545,120.295,967.964155912,821.816381451,161.258,0.12410991906,12.8,0.0,12.8002066
402,1113.77501477,763.681774886,402,94.4914124316,763.681774886,12.7981,12.798825656,1156.20702447,-12.8736,0.155962,0.979383,23.7978598713,120.409,1090.63950242,763.681774886,161.394,0.125661455033,12.7981,0.0,12.7987923167
403,1126.99337642,789.851233829,403,90.3737622947,789.851233829,12.8023,12.8025970892,1221.26010477,-12.8792,0.17469,0.978139,46.0980561576,120.513,1059.05963475,789.851233829,161.555,0.12325174613,12.8023,0.0,12.8025370665
404,948.820612635,742.733069421,404,79.7082841467,742.733069421,12.8094,12.810106462,1079.38656903,-12.8808,0.165907,0.980389,55.706056641,120.538,885.108891895,742.733069421,161.666,0.12333404569,12.8095,0.0,12.8100657843
405,1065.75786961,633.376767129,405,85.9238577246,633.376767129,12.8045,12.8050208907,1161.47998746,-12.8782,0.169941,0.981552,68.350145602,120.596,919.775889524,633.376767129,161.861,0.124864135625,12.8045,0.0,12.8049777142
406,1015.06330099,720.356541165,406,82.2797763644,720.356541165,12.806,12.8064940258,1068.34574568,-12.8828,0.173476,0.983756,36.9985503782,120.611,934.15833071,720.356541165,161.997,0.125169196334,12.806,0.0,12.8064566891
407,1155.94787385,752.476949173,407,99.0484152269,752.476949173,12.8145,12.8157654046,1239.18544699,-12.8864,0.153048,0.97194,54.7584192183,120.695,1033.85332798,752.476949173,162.041,0.121099737327,12.8145,0.0,12.8157289593
408,1059.67320193,767.509949522,408,82.173879801,767.509949522,12.8096,12.8097217401,1098.31045224,-12.8834,0.207326,0.982974,36.4144724451,120.774,991.380163523,767.509949522,162.256,0.132639689543,12.8096,0.0,12.8096680587
409,1068.69268808,724.786908866,409,80.8930494667,724.786908866,12.8193,12.820150215,1125.76240091,-12.8953,0.148907,0.984364,59.6150925384,120.867,911.634684102,724.786908866,162.38,0.120347043065,12.8193,0.0,12.8201097513
410,1052.91978864,776.972867619,410,87.9325147479,776.972867619,12.8202,12.8206945552,1208.09758443,-12.8968,0.135637,0.979374,66.5785557224,120.925,963.422025893,776.972867619,162.561,0.119503975587,12.8202,0.0,12.8206711869
411,1156.80578492,818.728055071,411,94.1712227087,818.728055071,12.8179,12.8186205108,1224.54625319,-12.8936,0.150529,0.974768,41.1712178451,120.983,1098.36847394,818.728055071,162.718,0.124206893143,12.8179,0.0,12.8185754023
412,999.187494207,716.505406068,412,78.780676444,716.505406068,12.823,12.8235810477,1071.75608945,-12.9017,0.202814,0.977948,47.2696749468,121.04,919.578805787,716.505406068,162.844,0.12791443953,12.823,0.0,12.8235379537
413,1142.09869912,815.034201999,413,88.5953865274,815.034201999,12.8247,12.825396947,1186.46143044,-12.8956,0.184696,0.976127,39.3626426296,121.106,1075.21437224,815.034201999,162.98,0.125392557104,12.8247,0.0,12.8253722401
414,1091.26457519,762.411846352,414,77.4272472839,762.411846352,12.8175,12.8181184503,1177.00579853,-12.889,0.21339,0.974625,48.784754916,121.183,990.195410131,762.411846352,163.022,0.130359501881,12.8175,0.0,12.8180771447
415,1154.26668391,826.080414546,415,87.6843200569,826.080414546,12.8186,12.8192184264,1206.45126403,-12.8907,0.186377,0.974229,34.7200804788,121.252,1106.95149408,826.080414546,163.2,0.124879694868,12.8186,0.0,12.8191789297
416,1063.34300149,855.945292474,416,84.9280844381,855.945292474,12.8219,12.8222597232,1150.61190349,-12.899,0.201143,0.97892,44.8649700672,121.309,1003.13072635,855.945292474,163.36,0.124312609868,12.8219,0.0,12.8222315064
417,1070.51263527,932.207792287,417,89.0085815618,932.207792287,12.8223,12.8233609965,1199.64513317,-12.8939,0.159749,0.9778,65.9031691117,121.396,959.195780648,932.207792287,163.459,0.123423088241,12.8223,0.0,12.8233007988
418,1077.02530108,799.095262244,418,83.0137941924,799.095262244,12.831,12.8313974036,1182.14097177,-12.9039,0.166059,0.976969,69.4933551075,121.521,913.387526496,799.095262244,163.598,0.121749548679,12.831,0.0,12.8313241204
419,1106.22373673,914.749835946,419,84.3225410779,914.749835946,12.8348,12.8352849235,1197.73118662,-12.9056,0.133667,0.972974,48.7846860332,121.556,1043.11793256,914.749835946,163.688,0.119646339076,12.8348,0.0,12.8352281438
420,757.517580724,744.137313315,420,61.6232232422,744.137313315,12.8361,12.8364471251,1140.02552655,-12.9094,0.133174,0.976077,651.715649723,121.618,-546.59277333,744.137313315,163.806,0.117895833752,12.8362,0.0,12.8363786958
421,1194.89667218,879.082891184,421,89.3493961183,879.082891184,12.834,12.8347805145,1278.99581347,-12.9069,0.176123,0.970909,49.2718759995,121.742,1112.96586515,879.082891184,164.004,0.125315487299,12.834,0.0,12.8346264698
422,990.713581756,913.886025488,422,77.7953368936,913.886025488,12.8462,12.8467911387,1053.93510239,-12.9227,0.172267,0.981437,48.7914572776,121.77,885.576977431,913.886025488,164.145,0.124892707872,12.8462,0.0,12.8467273636
423,583.398247587,839.141968349,423,45.4754792478,839.141968349,12.8459,12.8465420466,1177.43488343,-12.9233,0.16624,0.983913,748.487936787,121.85,-565.002361732,839.141968349,164.292,0.125669155724,12.8459,0.0,12.8465046956
424,507.148365701,783.192522062,424,32.4828999548,783.192522062,12.8442,12.8445518596,1019.51169566,-12.9173,0.213927,0.986235,687.46670831,121.946,-549.75989362,783.192522062,164.416,0.130127812678,12.8442,0.0,12.8444927336
425,1088.77916156,760.497239098,425,82.554201061,760.497239098,12.8469,12.8478196017,1204.67951569,-12.9221,0.206866,0.981118,51.8930547139,122.002,1018.70760191,760.497239098,164.554,0.127529113562,12.8471,0.0,12.8477497955
426,769.953209602,857.138040742,426,55.4579915235,857.138040742,12.8544,12.8548706148,1168.41430763,-12.9289,0.150176,0.979139,651.862872428,122.04,-534.094230322,857.138040742,164.677,0.12280829626,12.8544,0.0,12.8548474212
427,625.590975884,752.257284939,427,38.2260708725,752.257284939,12.8577,12.8580887409,1176.68706147,-12.9262,0.138735,0.978833,771.742835207,122.071,-555.373947496,752.257284939,164.803,0.120778419473,12.8577,0.0,12.858056471
428,1094.49203119,871.527429208,428,76.1289242827,871.527429208,12.8442,12.8448662686,1199.71143411,-12.9156,0.204785,0.980469,58.9854369848,122.12,972.557178088,871.527429208,164.946,0.130501153343,12.8442,0.0,12.8448155901
429,971.20116731,717.088443604,429,72.7770538256,717.088443604,12.8423,12.8427553408,1231.65811535,-12.9203,0.200933,0.976657,442.494010452,122.192,-345.009149767,717.088443604,165.037,0.126926890232,12.8423,0.0,12.8427271509
430,1129.17389944,756.116676635,430,81.2833863118,756.116676635,12.8471,12.8478036551,1196.07631171,-12.9184,0.198223,0.96872,48.7899110556,122.261,1054.3650012,756.116676635,165.136,0.131172716709,12.8472,0.0,12.8477491597
431,1172.7008248,675.305234739,431,90.2616072105,675.305234739,12.8444,12.8449662496,1246.11502757,-12.9208,0.195484,0.978874,37.8286689681,122.314,1094.1574281,675.305234739,165.322,0.129866329962,12.845,0.0,12.8449115729
432,1108.33041585,858.18495948,432,85.4948408494,858.18495948,12.8481,12.8484894295,1230.40762039,-12.9247,0.182208,0.977024,62.2656956309,122.381,1042.95102081,858.18495948,165.453,0.123023100998,12.8481,0.0,12.8484394488
433,1112.13428364,765.840418769,433,89.0437975594,765.840418769,12.8517,12.8527129099,1153.54353019,-12.9274,0.157268,0.977778,31.5262563246,122.459,1054.00756693,765.840418769,165.577,0.123358799513,12.8517,0.0,12.8526852763
434,1167.92698544,851.788036475,434,100.328635152,851.788036475,12.8576,12.8577409476,1221.74964618,-12.9283,0.159215,0.973387,41.6305387708,122.487,1090.48904639,851.788036475,165.718,0.120480080342,12.8582,0.0,12.8576941061
435,1149.96368016,855.905031294,435,95.1725275611,855.905031294,12.8421,12.8429597766,1220.82312716,-12.9143,0.196351,0.974343,47.6086016597,122.531,1066.31701867,855.905031294,165.852,0.124993808195,12.8421,0.0,12.8429182568
436,1102.2477346,790.037240432,436,94.9725964821,790.037240432,12.8431,12.843884606,1167.20269846,-12.9162,0.174639,0.979876,43.8561182158,122.593,1025.47210067,790.037240432,166.031,0.122849758856,12.8431,0.0,12.8438490184
437,1128.84298691,911.684769647,437,94.7465648053,911.684769647,12.841,12.8413046185,1212.36438418,-12.9142,0.187215,0.97279,50.718266843,122.646,1032.96505098,911.684769647,166.149,0.125831713464,12.841,0.0,12.8412542086
438,1105.09492186,739.233445886,438,91.2050377388,739.233445886,12.8364,12.8369974491,1239.34744447,-12.9079,0.186642,0.972213,58.6012726304,122.696,1036.31515034,739.233445886,166.241,0.124118871097,12.8364,0.0,12.8369763938
439,1084.93538614,823.238849853,439,92.1809146348,823.238849853,12.8351,12.8360048903,1143.40333735,-12.9038,0.17928,0.972786,35.0645807697,122.738,1017.20041397,823.238849853,166.337,0.124115344512,12.8351,0.0,12.8359542092
440,1081.63429158,821.498964874,440,88.52726735,821.498964874,12.8341,12.8345407002,1161.94345406,-12.9002,0.16054,0.970934,46.9686983926,122.834,1015.69217119,821.498964874,166.464,0.121462119374,12.8341,0.0,12.8345034256
441,1198.04956092,852.960796718,441,96.0840838651,852.960796718,12.8289,12.8294667649,1245.30141838,-12.8924,0.148736,0.975312,26.8744797205,122.888,1153.65816206,852.960796718,166.588,0.119258639939,12.8289,0.0,12.8294200277
442,1151.47351272,731.450274418,442,97.4011601095,731.450274418,12.8167,12.8171850659,1220.46952431,-12.8785,0.211268,0.96925,37.8952726715,122.991,1096.77167042,731.450274418,166.731,0.129937365882,12.8167,0.0,12.8171363442
443,1031.81072406,804.576685252,443,87.9499736935,804.576685252,12.8037,12.8042227682,1144.04100666,-12.8694,0.227463,0.979989,50.3239657824,123.117,972.743665636,804.576685252,166.89,0.13230275981,12.8037,0.0,12.8041860872
444,1265.51957285,821.762268669,444,107.279582567,821.762268669,12.7967,12.7971505574,1306.54488786,-12.8684,0.206044,0.968671,36.67617037,123.173,1196.34197142,821.762268669,166.99,0.130018638356,12.7967,0.0,12.7971012989
445,1180.14065021,736.871094058,445,99.8236929898,736.871094058,12.7899,12.7907356755,1234.54508189,-12.8598,0.191834,0.976996,27.8481727852,123.169,1148.21921315,736.871094058,167.091,0.127454874904,12.7903,0.0,12.7907004719
446,1096.97370602,751.674310755,446,86.8507126935,751.674310755,12.7955,12.796167473,1186.22630166,-12.8714,0.169453,0.967624,57.1593560775,123.254,977.692628533,751.674310755,167.243,0.121865902552,12.7955,0.0,12.7961293334
447,1070.75158651,672.908566455,447,88.0975284001,672.908566455,12.7952,12.7958759434,1141.501939,-12.8656,0.236332,0.969362,45.115798036,123.334,1006.06087317,672.908566455,167.445,0.135363377874,12.7952,0.0,12.7957867122
448,1005.66360248,773.661061034,448,77.8126699109,773.661061034,12.8022,12.8030350583,1128.06510941,-12.8737,0.142808,0.973681,50.2710315182,123.37,922.57194796,773.661061034,167.587,0.120074284314,12.8022,0.0,12.8029569149
449,1094.86208044,788.830957588,449,76.4713013181,788.830957588,12.799,12.7990632703,1206.66707057,-12.8715,0.157273,0.971267,61.7370972742,123.401,949.082484254,788.830957588,167.69,0.1236362691,12.7995,0.0,12.7989429442
450,959.10902189,873.228381231,450,75.2449176387,873.228381231,12.7976,12.797680146,1065.09313151,-12.8718,0.197749,0.969936,67.706005627,123.472,860.921484609,873.228381231,167.772,0.127280730938,12.7976,0.0,12.7976508781
451,941.442655751,832.55926502,451,68.3816669735,832.55926502,12.803,12.804030014,1011.29846963,-12.8775,0.182424,0.978686,56.1576527356,123.556,861.928955218,832.55926502,167.911,0.129333610496,12.803,0.0,12.8040064517
452,907.336011693,821.236915057,452,70.0003229349,821.236915057,12.799,12.7995109876,1149.35319047,-12.8706,0.185742,0.976971,484.85570264,123.578,-537.660846819,821.236915057,168.03,0.128187801026,12.799,0.0,12.7994825443
453,908.414585115,847.949263264,453,77.1230734716,847.949263264,12.804,12.8041461536,1148.78518929,-12.8854,0.207976,0.978355,485.828689767,123.648,-544.742768969,847.949263264,168.119,0.130237062361,12.804,0.0,12.8040935591
454,1099.02153701,816.67046049,454,97.3517912332,816.67046049,12.8118,12.8126809391,1179.06181107,-12.888,0.201256,0.971406,31.8872092089,123.711,1067.47529221,816.67046049,168.237,0.131776337208,12.812,0.0,12.8126362758
455,1117.90030224,828.608981477,455,89.894351722,828.608981477,12.8214,12.822104219,1193.82631903,-12.8974,0.176725,0.978883,49.350308442,123.778,1025.64791603,828.608981477,168.389,0.126666121715,12.8214,0.0,12.8220707653
456,1118.89781413,794.178415299,456,84.8012751539,794.178415299,12.832,12.8323765782,1245.16405152,-12.9122,0.186943,0.975614,48.5743218355,123.855,1059.54645833,794.178415299,168.471,0.12754492083,12.832,0.0,12.8323073896
457,1093.94514131,766.705667966,457,83.3935121691,766.705667966,12.8353,12.8355814887,1160.59342209,-12.9104,0.147069,0.973125,55.8266752792,123.922,975.151582921,766.705667966,168.61,0.121299747356,12.8354,0.0,12.8355486088
458,1123.75156155,837.477338659,458,80.1046669405,837.477338659,12.8388,12.8392163718,1205.79276092,-12.915,0.152856,0.978576,36.8351527453,123.985,1058.79133069,837.477338659,168.735,0.123935159616,12.8388,0.0,12.8391911473
459,1027.27101641,813.632562647,459,84.5894945185,813.632562647,12.847,12.8477254586,1096.1941354,-12.9238,0.16577,0.977507,33.4270732834,124.036,969.391770478,813.632562647,168.815,0.127078366155,12.847,0.0,12.8476723732
460,1055.07432592,818.49329466,460,66.7543994309,818.49329466,12.8465,12.8471741,1132.08921871,-12.9237,0.217186,0.982835,53.1610293803,124.088,947.406063501,818.49329466,168.947,0.133101384651,12.8465,0.0,12.8471386815
461,1038.90005415,793.138704513,461,79.0984624992,793.138704513,12.8503,12.8506406464,1117.54797779,-12.926,0.214178,0.984874,50.1479646288,124.173,946.159341176,793.138704513,169.104,0.130997005027,12.8503,0.0,12.8505984759
462,1112.79282422,697.54918648,462,90.2998470361,697.54918648,12.8604,12.8612352174,1180.20234335,-12.9314,0.134513,0.981251,41.3943238783,124.24,1037.07432318,697.54918648,169.282,0.118361516511,12.8604,0.0,12.8612031647
463,1173.24804498,837.602942063,463,94.8868372866,837.602942063,12.8497,12.8500354669,1282.83986453,-12.917,0.2074,0.973124,63.4878587985,124.291,1067.39049131,837.602942063,169.361,0.13003893293,12.8497,0.0,12.84999396
464,1206.68020865,750.43852049,464,96.9497849521,750.43852049,12.8542,12.8547766642,1270.14113005,-12.9325,0.19267,0.975411,48.7262295483,124.374,1123.99414153,750.43852049,169.532,0.127998131287,12.8542,0.0,12.8547011056
465,997.104472047,695.29346474,465,77.6196354401,695.29346474,12.8617,12.8623634651,1237.67605988,-12.9396,0.196256,0.975652,519.629259657,124.443,-558.975396611,695.29346474,169.64,0.128882534363,12.8617,0.0,12.8623274771
466,852.632263882,763.080062329,466,67.5742225812,763.080062329,12.8574,12.8578038439,1276.90468232,-12.9271,0.187763,0.982218,702.918538038,124.504,-575.955335303,763.080062329,169.758,0.125404057904,12.8574,0.0,12.8577778651
467,1124.77918127,790.380338246,467,86.8371173215,790.380338246,12.8606,12.8605035135,1212.56328587,-12.9316,0.16902,0.982741,51.8300862239,124.584,1067.79393726,790.380338246,169.882,0.120180775148,12.8606,0.0,12.8604593114
468,1152.06150701,843.944854944,468,91.1095031763,843.944854944,12.8614,12.862782751,1210.00496606,-12.9322,0.153759,0.978112,37.9355456972,124.659,1076.06108536,843.944854944,170.042,0.121482020613,12.8614,0.0,12.8627268061
469,1088.43172014,782.63495935,469,84.3247123308,782.63495935,12.8628,12.8633618196,1199.18524575,-12.9337,0.227875,0.982384,46.7507715005,124.706,1021.07561497,782.63495935,170.134,0.132780821392,12.8632,0.0,12.8632964335
470,1165.54671236,812.423710581,470,94.2500768181,812.423710581,12.8595,12.8600081178,1226.88451159,-12.9321,0.210671,0.976082,47.9282172698,124.745,1080.94758848,812.423710581,170.212,0.129316058865,12.8595,0.0,12.8599806857
471,1123.16677454,814.103213613,471,96.5919397919,814.103213613,12.8663,12.8668557118,1207.031594,-12.9391,0.135472,0.977107,48.7981373148,124.815,1051.11978348,814.103213613,170.319,0.117480574996,12.8663,0.0,12.8668239024
472,1092.33946075,796.868820579,472,86.2883077627,796.868820579,12.8733,12.873771628,1159.83071078,-12.943,0.16621,0.984506,41.3152726471,124.879,1024.54181244,796.868820579,170.464,0.12553665077,12.8733,0.0,12.8737332037
473,1044.53453395,764.783042437,473,88.4050184548,764.783042437,12.8694,12.8702541873,1109.07201174,-12.941,0.212518,0.981045,39.3368463661,124.94,972.958705614,764.783042437,170.562,0.131802531296,12.8694,0.0,12.8701977882
474,1044.95126753,872.684697765,474,85.9524227812,872.684697765,12.867,12.8675948328,1141.39852059,-12.9391,0.169158,0.982246,67.9971634993,124.996,926.856420293,872.684697765,170.678,0.127286176843,12.867,0.0,12.8675394187
475,969.414470336,802.906676048,475,81.684213287,802.906676048,12.8632,12.8638615143,1110.94382846,-12.9365,0.186381,0.980638,65.5925393312,125.138,886.330568975,802.906676048,170.842,0.129123600597,12.8632,0.0,12.8638163095
476,1171.45342244,756.580194319,476,88.0959044387,756.580194319,12.869,12.8693603137,1263.75028097,-12.943,0.158052,0.979724,54.8657355741,125.154,1091.99773028,756.580194319,170.968,0.122106727425,12.869,0.0,12.8693140533
477,1141.94674306,770.805023675,477,92.0665151127,770.805023675,12.8698,12.8702959494,1241.52782148,-12.9419,0.157304,0.983655,47.8875593186,125.22,1040.44928759,770.805023675,171.165,0.121897761735,12.8698,0.0,12.870279501
478,1041.70948429,789.909576151,478,73.1256639742,789.909576151,12.8743,12.874924032,1122.11282525,-12.949,0.166827,0.981746,35.4740713824,125.304,1009.26226896,789.909576151,171.301,0.124491387323,12.8743,0.0,12.8748876054
479,1064.11773014,781.034884961,479,89.8997090671,781.034884961,12.8797,12.8801179173,1159.49308541,-12.954,0.173627,0.985584,62.5764860249,125.341,960.708788921,781.034884961,171.439,0.124350890953,12.8797,0.0,12.8800889835
480,1033.72951542,707.40115873,480,93.7398559004,707.40115873,12.8796,12.8800150937,1081.65652975,-12.9541,0.17036,0.977321,37.370015165,125.369,949.398039615,707.40115873,171.51,0.125592368384,12.8796,0.0,12.8799642025
481,1025.73460616,818.620897532,481,91.9250089149,818.620897532,12.883,12.8837082068,1059.7040932,-12.9544,0.194886,0.973491,29.4134037959,125.467,962.948637052,818.620897532,171.616,0.128254098511,12.883,0.0,12.8836566554
482,1236.40155825,703.627604823,482,104.948798105,703.627604823,12.8819,12.8823590109,1290.31965285,-12.9559,0.180431,0.972518,37.6853383439,125.548,1174.60334272,703.627604823,171.762,0.126397376256,12.8821,0.0,12.8823304231
483,1087.70871797,888.284666939,483,96.1012898025,888.284666939,12.8811,12.8818363526,1171.23484048,-12.9528,0.200136,0.977791,44.4777504742,125.642,1025.15231163,888.284666939,171.923,0.130543533904,12.8811,0.0,12.8817782162
484,933.880759027,809.258591677,484,83.5318075139,809.258591677,12.8833,12.8837869867,988.404440778,-12.9586,0.166192,0.972973,45.4337694847,125.695,823.861091511,809.258591677,172.088,0.123277778938,12.8833,0.0,12.8837420765
485,1038.52075015,719.98188097,485,91.9885796514,719.98188097,12.895,12.8951278176,1096.38766327,-12.9709,0.167741,0.978839,29.9290178572,125.754,992.242028627,719.98188097,172.158,0.124712512475,12.895,0.0,12.8950883605
486,1088.79975674,822.554176197,486,98.5853413217,822.554176197,12.8903,12.8907813143,1195.99888838,-12.9542,0.215948,0.975974,54.8038734137,125.822,1002.31369291,822.554176197,172.238,0.12975307387,12.8903,0.0,12.8907446602
487,1183.00216631,841.547247981,487,104.689766419,841.547247981,12.8859,12.8868175234,1247.66953262,-12.9528,0.178305,0.975878,38.1058734218,125.93,1109.02477079,841.547247981,172.322,0.125186857796,12.8859,0.0,12.8867705837
488,1166.5283942,778.317153786,488,99.7761619953,778.317153786,12.8794,12.8798748129,1196.43107198,-12.9415,0.210349,0.978847,33.7180776571,125.968,1102.24281892,778.317153786,172.429,0.130649283593,12.8794,0.0,12.879831312
489,1190.58336064,809.433663212,489,99.0545205826,809.433663212,12.8748,12.8752645692,1263.57300603,-12.9426,0.166297,0.974381,44.0559312975,126.03,1136.04680122,809.433663212,172.572,0.120940390237,12.8748,0.0,12.8752252454
490,997.976335809,898.079392875,490,82.666487027,898.079392875,12.87,12.87043902,1044.00241368,-12.942,0.180308,0.971046,38.8227387485,126.072,929.012193314,898.079392875,172.705,0.12456735837,12.87,0.0,12.8703988116
491,1047.20693698,848.439491935,491,92.6385745153,848.439491935,12.861,12.8615159861,1159.293505,-12.9306,0.208198,0.978727,56.3544426056,126.163,990.662224874,848.439491935,172.833,0.129456224024,12.861,0.0,12.8614654721
492,1029.71883106,860.308914803,492,90.1288273868,860.308914803,12.8411,12.8419570993,1103.57417741,-12.9087,0.194481,0.976256,30.0710061913,126.2,980.157435901,860.308914803,172.996,0.128841819602,12.8411,0.0,12.8419252005
493,1068.84816724,825.106498711,493,88.1067745306,825.106498711,12.8352,12.8356586338,1132.21415215,-12.9113,0.263039,0.980785,29.8578498351,126.256,1027.63188361,825.106498711,173.128,0.136752103119,12.8352,0.0,12.8355996091
494,1090.84982955,793.768455113,494,91.9380192172,793.768455113,12.8286,12.8294162759,1139.48944086,-12.8955,0.220549,0.976968,29.5153512514,126.291,1052.16889976,793.768455113,173.219,0.129543954873,12.8286,0.0,12.8293837268
495,993.873969922,831.96778636,495,80.2701528653,831.96778636,12.8213,12.8216078562,1070.22102252,-12.8923,0.178238,0.981845,51.7506583674,126.341,889.668170659,831.96778636,173.355,0.120676007768,12.8215,0.0,12.8215303224
496,1099.29116305,868.530926257,496,96.2770849489,868.530926257,12.8318,12.8322110622,1185.01857969,-12.8991,0.174725,0.977936,37.302537288,126.434,1037.90148824,868.530926257,173.468,0.122577486808,12.8318,0.0,12.8321768629
497,1113.05912743,962.146015561,497,98.1949778566,962.146015561,12.8315,12.8320565026,1171.25540538,-12.9049,0.149251,0.97221,27.860973138,126.509,1074.34446418,962.146015561,173.573,0.11856554546,12.8315,0.0,12.8320107571
498,1136.79083941,801.063065867,498,94.1436595663,801.063065867,12.8261,12.8263702043,1178.89908587,-12.8911,0.187235,0.975283,34.6724728271,126.533,1046.88975342,801.063065867,173.728,0.125264663091,12.8261,0.0,12.8263411356
499,1112.22495363,807.46723826,499,97.5531798585,807.46723826,12.8191,12.8199463242,1231.0848352,-12.8848,0.204185,0.973153,61.733300378,126.596,1023.34714141,807.46723826,173.84,0.126663769536,12.8191,0.0,12.8199071436
500,1091.91077042,757.698489618,500,87.1584963507,757.698489618,12.8168,12.8172127119,1165.85764868,-12.885,0.186943,0.980092,37.322114574,126.636,1053.0954959,757.698489618,173.913,0.123384004905,12.8168,0.0,12.8171907066
501,1130.60621464,731.052560224,501,98.098089496,731.052560224,12.8129,12.8137398028,1201.15031688,-12.885,0.212591,0.979228,39.7457619367,126.699,1071.62169516,731.052560224,174.0,0.12517677153,12.8129,0.0,12.8136976109
502,1134.34277925,815.936745577,502,95.816709911,815.936745577,12.8084,12.8088531359,1196.24506553,-12.8762,0.180595,0.974609,29.6863238256,126.754,1093.27983584,815.936745577,174.042,0.122298843433,12.8084,0.0,12.8088334679
503,1150.54154718,899.790658696,503,97.721052395,899.790658696,12.81,12.8102941064,1237.13244958,-12.8781,0.166367,0.969799,48.8526781749,126.803,1061.81797394,899.790658696,174.198,0.121567430809,12.81,0.0,12.8102630805
